科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"2,208,904.57","4,976,617.18","9,970,200.00","2,416,875.82","5,284,460.62","8,084,710.28","11,481,242.06","2,880,787.67","6,991,912.90","11,269,586.10","20,364,930.87","7,121,423.77","15,107,193.09","24,482,150.22","32,157,180.60","8,682,109.41","20,116,130.77","29,746,705.34","40,373,583.35","7,307,576.78","17,998,144.42","28,164,295.29","40,674,026.23","13,642,103.73","32,922,859.78","44,388,838.60","52,030,309.76","12,547,104.41","27,161,154.83","41,949,239.91","56,513,596.23","14,414,778.33","33,680,078.14","50,253,229.37","66,666,175.53","17,674,820.12","34,766,742.97","53,057,160.19","67,507,704.01","15,739,869.74","29,727,050.74","44,310,669.58","60,514,382.67","13,516,293.09","29,619,342.47"
取得借款收到的现金,,,"80,000,000.00",,,,,,,,,,,,,,,,"23,000,000.00",,"1,000,000.00","34,400,000.00","53,100,000.00","28,480,000.00","27,480,000.00","27,480,000.00","32,480,000.00","50,000,000.00","50,000,000.00","100,000,000.00","152,500,000.00","269,900,000.00","384,900,000.00","735,130,000.00","940,130,000.00","390,000,000.00","580,000,000.00","670,000,000.00","810,000,000.00","340,000,000.00","598,000,000.00","1,243,000,000.00","1,724,000,000.00","385,000,000.00","736,000,000.00"
支付的各项税费,"3,235,253.30","8,541,534.93","21,314,700.00","4,682,393.13","11,971,077.37","17,307,436.61","23,390,848.80","1,937,659.56","8,754,215.48","13,147,192.80","16,292,363.79","2,341,221.01","5,859,947.04","11,257,350.48","20,061,644.62","2,324,049.05","7,710,971.54","11,576,028.74","16,950,294.41","2,354,517.39","5,876,274.00","8,704,480.75","15,439,532.60","2,424,975.56","7,651,026.50","12,937,880.21","26,173,307.82","6,535,958.28","14,455,656.94","29,817,525.86","39,605,169.56","7,479,796.83","19,214,194.25","31,076,885.96","45,197,525.23","5,001,195.53","14,697,851.80","25,700,054.18","39,326,285.30","11,584,451.14","21,982,846.21","31,547,013.97","40,688,688.89","8,211,242.53","14,874,308.37"
收到其他与筹资活动有关的现金,,,"6,000,000.00",,,,,,,,,,,,,"8,000,000.00","8,000,000.00","8,000,000.00",,,,,,,,,,,,,,"1,500,000.00","46,071,207.90","68,576,989.08","134,504,882.62","1,740,762.74","6,635,599.61","6,635,599.61","6,635,599.61","1,175,728.75","1,440,227.29","34,249,788.10","62,954,354.51","40,891,355.66","40,008,055.62"
支付其他与经营活动有关的现金,"4,282,074.33","26,970,769.79","46,695,500.00","2,341,395.28","8,716,280.75","11,327,546.17","64,567,269.51","4,621,527.88","11,707,498.85","20,115,997.39","36,650,527.64","9,967,292.71","17,021,129.67","27,581,969.03","38,198,334.00","8,574,863.34","16,718,472.52","49,784,689.45","28,669,466.09","5,036,197.06","14,750,716.90","97,023,782.54","84,729,119.21","21,660,000.21","37,258,113.65","45,389,103.73","54,285,630.93","39,279,034.67","53,152,726.06","36,721,702.33","47,014,322.72","12,451,274.66","17,604,852.55","41,432,351.01","48,522,623.50","17,461,152.48","31,797,385.48","46,264,501.19","76,145,971.93","11,926,578.83","27,622,916.93","47,672,784.64","62,910,157.29","9,367,614.22","26,544,846.15"
筹资活动现金流入小计,,,"86,000,000.00",,"259,740,800.00","259,740,800.00","259,740,800.00",,,,,,,,"13,500,000.00","21,500,000.00","21,500,000.00","21,500,000.00","44,500,000.00",,"1,000,000.00","64,280,000.00","82,980,000.00","28,480,000.00","34,413,333.00","34,413,333.00","39,413,333.00","50,000,000.00","50,000,000.00","106,048,000.00","158,548,000.00","271,400,000.00","436,002,532.90","809,437,356.58","1,081,365,250.12","391,740,762.74","2,122,705,196.66","2,212,705,196.66","2,357,705,196.66","341,175,728.75","599,440,227.29","1,277,249,788.10","1,806,954,354.51","425,891,355.66","776,008,055.62"
经营活动现金流出小计,"59,305,631.01","142,340,906.78","314,268,100.00","64,304,720.21","152,292,078.98","230,997,547.93","343,677,438.55","60,787,622.50","122,864,040.45","209,882,994.46","319,074,222.44","86,254,769.38","178,328,179.23","287,949,571.28","394,705,136.36","101,908,599.58","222,559,232.28","359,287,949.98","436,881,361.70","91,255,921.83","173,206,140.67","365,417,854.83","560,181,010.57","173,753,844.84","347,771,501.92","456,353,156.21","592,876,861.77","147,107,605.66","287,498,659.25","407,659,416.39","551,364,610.18","121,894,978.42","237,138,444.88","378,569,792.41","515,215,724.61","115,341,136.28","305,659,523.90","439,227,109.55","557,603,844.09","112,797,019.24","218,825,760.20","345,048,224.56","509,332,436.63","126,183,079.50","238,484,566.77"
偿还债务支付的现金,"1,500,000.00","8,200,000.00","85,200,000.00",,,"35,000,000.00","45,000,000.00",,,,"23,849,649.00",,,,,,,,"23,000,000.00",,,"1,000,000.00","26,900,000.00","6,900,000.00","12,100,000.00","62,100,000.00","62,100,000.00",,"450,000.00","5,000,000.00","5,000,000.00","60,000,000.00","80,000,000.00","152,500,000.00","339,690,520.22","231,548,553.71","343,718,284.66","925,924,832.12","1,018,182,858.76","192,309,422.93","334,630,253.55","856,990,088.17","1,035,651,930.85","437,463,727.12","653,663,583.92"
经营活动产生的现金流量净额,"-6,549,472.19","-9,794,130.71","50,542,300.00","-7,902,142.99","10,628,809.63","7,574,113.06","41,751,820.82","1,018,029.32","45,927,011.26","58,238,017.01","71,341,950.78","-7,838,547.78","1,752,663.05","6,358,477.18","28,451,554.25","7,691,891.48","-12,062,926.40","-5,835,947.13","-2,051,932.61","-932,563.93","25,552,955.34","36,714,359.01","9,692,797.16","-25,234,351.75","5,828,850.53","56,827,772.53","72,149,281.02","-3,367,833.10","-15,652,864.04","-34,719,951.40","-23,565,753.38","41,298,299.33","32,861,784.70","30,956,161.00","68,815,195.74","8,391,171.04","34,931,375.40","69,480,057.30","142,271,425.59","17,909,758.77","68,927,789.41","103,638,458.08","174,510,832.52","71,935,085.53","111,958,205.87"
分配股利、利润或偿还利息支付的现金,"833,427.00","1,480,986.25","3,760,300.00","861,485.64","1,732,438.15","2,208,971.28","2,300,096.28",,"26,170,035.31","26,170,035.31","27,600,257.23",,,,,,,,,,"12,528,000.00","12,812,166.66","13,312,666.66","804,577.03","8,049,704.05","8,544,337.38","8,544,337.38","233,689.07","12,128,202.41","13,704,009.07","15,505,336.65","4,103,704.13","28,938,257.74","37,005,262.08","49,169,129.80","11,503,957.24","25,628,079.96","35,424,907.32","42,205,432.14","8,007,338.70","111,877,004.38","123,798,475.87","136,966,448.71","17,379,374.86","166,057,021.42"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,"2,700,000.00",,,,,,"4,940,000.00","4,940,000.00",,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,,"200,000.00","6,000,000.00","10,923,805.77","2,228,289.36","5,795,341.05","6,555,341.05",,,,,,,,"7,645,600.00",,"8,272,933.22","522,000.00","2,046,000.00",,"5,785,123.05","2,475,124.05","5,235,123.05",,"9,869.67","1,340,899.57",,"4,756,220.16","2,967,947.28","48,939,940.95","68,529,738.52","2,727,387.06",,"30,110,400.00","37,444,807.41","5,678,369.11","5,526,831.73","3,241,471.47","76,938,858.40","81,886,087.62","48,315,667.21","3,748,161.79","30,212,928.13","241,114.61","44,285,924.82"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,"3,518.90","3,518.90","3,518.90",,,,,,,"4,288,107.00","4,288,107.00","4,288,107.00",,"2,814,575.00","2,814,575.00","2,814,575.00",,"10,000,000.00","10,000,001.00","10,000,001.00",,
筹资活动现金流出小计,"2,333,427.00","9,880,986.25","94,960,300.00","11,785,291.41","3,960,727.51","43,004,312.33","53,855,437.33",,"26,170,035.31","26,170,035.31","51,449,906.23",,,,"7,645,600.00",,"8,272,933.22","522,000.00","25,046,000.00",,"18,313,123.05","16,287,290.71","45,447,789.71","7,704,577.03","20,159,573.72","71,985,236.95","70,644,337.38","4,989,909.23","15,546,149.69","67,643,950.02","89,035,075.17","66,831,091.19","108,938,257.74","219,615,662.08","426,304,457.43","248,730,880.06","374,873,196.35","964,591,210.91","1,137,327,149.30","282,202,849.25","494,822,925.14","984,536,725.83","1,202,831,307.69","455,084,216.59","864,006,530.16"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"3,000.00","63,000.00",,,,"58,000.00",,"25,790.60","25,790.60","46,750.00",,,,"3,800.00",,,,"4,000.00","13,000.00","13,000.00","159,632.00","190,432.00",,"29,500.00","29,500.00","363,586.07",,"3,000.00","3,000.00","90,157.00",,,"14,000.00","3,014,109.00","40,000.00","65,000.00","665,000.00","665,001.00",,"386,200.00","402,575.00","10,262,575.00","30,000.00","44,800.00"
筹资活动产生的现金流量净额,"-2,333,427.00","-9,880,986.25","-8,960,300.00","-11,785,291.41","255,780,072.49","216,736,487.67","205,885,362.67",,"-26,170,035.31","-26,170,035.31","-51,449,906.23",,,,"5,854,400.00","21,500,000.00","13,227,066.78","20,978,000.00","19,454,000.00",,"-17,313,123.05","47,992,709.29","37,532,210.29","20,775,422.97","14,253,759.28","-37,571,903.95","-31,231,004.38","45,010,090.77","34,453,850.31","38,404,049.98","69,512,924.83","204,568,908.81","327,064,275.16","589,821,694.50","655,060,792.69","143,009,882.68","1,747,832,000.31","1,248,113,985.75","1,220,378,047.36","58,972,879.50","104,617,302.15","292,713,062.27","604,123,046.82","-29,192,860.93","-87,998,474.54"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,"23,752,800.00",,"60,500,000.00","75,814,020.61","125,314,020.61",,,,,,,,,,"15,360,156.88","95,214,091.45","127,614,091.45",,,"1,656,201.28","3,236,201.28",,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,"4,940,000.00",,,,,,,,,"1,500,000.00","68,500,000.00",,,,,,,,,,,
四(2)、其他原因对现金的影响,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"3,000.00","63,000.00",,,,"58,000.00",,"25,790.60","25,790.60","46,750.00",,,,"3,800.00",,,,"2,704,000.00","13,000.00","13,000.00","159,632.00","23,943,232.00","4,943,518.90","65,473,018.90","80,787,039.51","125,677,606.68",,"3,000.00","3,000.00","90,157.00",,"5,788,107.00","72,802,107.00","7,302,216.00","40,000.00","18,239,731.88","98,693,666.45","131,093,667.45",,"10,386,200.00","12,058,777.28","23,498,777.28","30,000.00","44,800.00"
五、现金及现金等价物净增加额,"-9,147,329.19","-21,248,012.96","28,257,200.00","-20,496,500.60","262,510,655.92","192,833,906.24","215,637,896.81","855,614.10","17,548,274.55","28,210,384.30","-87,504,737.46","-8,311,047.78","405,666.45","-19,431,994.50","-31,163,353.85","-1,738,014.36","-51,296,221.02","-37,667,723.44","-30,694,601.82","-1,242,820.52","-2,625,890.78","71,206,211.59","20,371,437.74","-6,944,139.57","72,832,497.75","83,312,990.19","151,399,454.55","6,194,871.74","-35,208,950.33","-105,413,961.84","-120,228,788.34","68,309,797.36","25,913,850.05","146,894,545.45","51,003,014.50","-50,890,788.25","1,365,539,040.48","739,712,003.33","636,210,453.90","60,306,624.39","12,631,722.23","6,357,667.31","-184,826,769.63","-140,587,791.03","-180,768,780.30"
购建固定资产、无形资产和其他长期资产支付的现金,"264,430.00","1,575,896.00","13,387,700.00","809,066.20","3,898,226.20","7,279,794.49","32,057,286.68","162,415.22","2,234,492.00","3,883,388.00","6,012,643.96","472,500.00","1,277,396.60","25,720,871.68","35,788,108.10","30,929,905.84","43,465,361.40","43,814,776.31","41,805,669.21","323,256.59","618,723.07","1,400,488.71","16,476,801.71","2,488,729.69","7,283,130.96","11,289,917.90","12,516,428.77","3,447,385.93","2,012,936.60","14,341,044.04","66,506,100.41","168,273,734.76","324,516,640.79","519,401,741.03","652,891,510.91","112,873,555.49","226,601,380.63","381,713,019.69","627,910,706.11","11,691,650.90","131,965,206.35","268,886,688.23","463,843,484.16","153,410,015.63","173,823,311.63"
期初现金及现金等价物余额,,"50,169,401.16","50,169,400.00",,"78,426,641.61","78,426,641.61","78,426,641.61","294,064,538.42","294,064,538.42","294,064,538.42","294,064,538.42","206,559,800.96","206,559,800.96","206,559,800.96","206,559,800.96","175,396,447.11","175,396,447.11","175,396,447.11","175,396,447.11","144,701,845.29","144,701,845.29","144,701,845.29","144,701,845.29","165,073,283.03","165,073,283.03","165,073,283.03","165,073,283.03","316,472,737.58","316,472,737.58","316,472,737.58","316,472,737.58","196,243,949.24","196,243,949.24","196,243,949.24","196,243,949.24","247,246,963.74","247,246,963.74","247,246,963.74","247,246,963.74","883,457,412.73","883,457,417.64","883,457,417.64","883,457,417.64","698,630,648.01","698,630,648.01"
投资支付的现金,,,,,,,,,,,"101,430,888.05",,,,"29,685,000.00",,"8,995,000.00","8,995,000.00","8,995,000.00",,"10,260,000.00","12,260,000.00","34,320,000.00",,"5,440,000.00","5,440,000.00","2,680,000.00","32,000,000.00","52,000,000.00","94,760,016.38","99,760,016.38","9,283,676.02","15,283,676.02","27,283,676.02","27,283,679.02","89,458,286.48","106,800,000.00","192,800,000.00","128,000,000.00","5,000,000.00","39,450,000.00","96,750,000.00","486,700,000.00","29,950,000.00","30,950,000.00"
期末现金及现金等价物余额,,"28,921,388.20","78,426,600.00",,"340,937,297.53","271,260,547.85","294,064,538.42","294,920,152.52","311,612,812.97","322,274,922.72","206,559,800.96","198,248,753.18","206,965,467.41","187,127,806.46","175,396,447.11","173,658,432.75","124,100,226.09","137,728,723.67","144,701,845.29","143,459,024.77","142,075,954.51","215,908,056.88","165,073,283.03","158,129,143.46","237,905,780.78","248,386,273.22","316,472,737.58","322,667,609.32","281,263,787.25","211,058,775.74","196,243,949.24","264,553,746.60","222,157,799.29","343,138,494.69","247,246,963.74","196,356,175.49","1,612,786,004.22","986,958,967.07","883,457,417.64","943,764,037.12","896,089,139.87","889,815,084.95","698,630,648.01","558,042,856.98","517,861,867.71"
