科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"24,227,716.05","18,897,611.03","55,703,520.46","104,211,237.86","703,183,230.16","895,740,204.75","724,711,670.07","735,062,128.34","578,394,638.84","640,756,121.92","415,162,092.47","448,450,250.96","314,838,163.04","566,018,779.45","240,317,189.92","250,753,734.37","589,335,985.36","419,366,370.37","174,915,270.37","142,142,745.18","187,520,159.30","483,799,381.34","138,416,881.12","111,981,069.62","49,988,953.02","774,964,604.88","510,787,186.63","873,504,226.69","654,565,553.62","827,453,503.79","622,361,265.20","1,055,909,902.49","637,509,271.89"
短期借款,"82,000,000.00","128,000,000.00","288,000,000.00","268,000,000.00","8,000,000.00","208,000,000.00","200,000,000.00","200,000,000.00",,,"110,000,000.00","210,000,000.00","100,000,000.00","100,000,000.00",,,,,"100,000,000.00",,"100,000,000.00","350,000,000.00","260,000,000.00","158,000,000.00","180,000,000.00","123,500,000.00","413,800,000.00","240,000,000.00","230,000,000.00","400,000,000.00","708,450,000.00","708,450,000.00","343,450,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,"600,000.00","600,000.00","160,800.38","800,000.00",,"762,684.11"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,000,000.00","5,250,000.00","4,050,000.00",,
应收账款,"15,822,621.64","20,473,703.79","29,953,888.71","27,464,624.32","39,908,045.50","56,328,737.37","59,079,380.60","74,833,012.35","76,031,692.58","85,577,432.08","90,103,261.31","113,456,919.09","109,747,102.03","113,761,794.80","131,085,944.61","138,439,193.11","144,897,923.02","115,710,948.76","143,942,694.69","212,579,382.40","168,357,502.77","186,009,914.80","201,306,614.26","186,685,860.09","175,542,704.06","272,287,345.69","330,658,436.81","224,970,385.86","229,069,683.26","273,144,235.77","370,808,202.90","407,278,566.36","283,889,617.94"
应付账款,"17,446,912.49","25,569,689.82","26,093,957.57","19,540,139.44","16,685,299.52","21,439,194.72","35,521,323.66","23,009,031.56","21,282,101.10","28,700,204.92","37,392,599.98","25,846,763.53","29,140,531.77","32,203,234.97","40,244,260.62","33,065,021.35","37,339,741.08","37,387,042.47","60,197,446.32","37,173,644.74","35,251,262.74","54,611,087.71","37,459,843.94","60,034,154.01","92,221,990.01","128,317,448.91","578,366,111.99","233,742,409.56","265,171,203.54","583,106,591.85","552,698,026.95","379,054,490.41","420,253,455.53"
预付款项,"8,636,051.77","17,371,319.61","11,935,628.93","13,189,987.94","20,236,708.85","70,303,533.88","46,630,210.34","65,650,157.78","80,354,195.34","84,146,819.60","20,905,533.05","68,200,344.57","67,758,967.50","59,884,394.61","50,730,962.03","47,821,078.89","57,294,448.82","66,715,126.35","33,495,289.04","50,135,900.37","108,024,873.63","73,491,163.21","41,901,281.15","97,138,796.01","135,932,610.37","139,170,286.92","300,210,316.64","283,145,677.87","246,828,378.66","242,548,620.30","129,279,365.08","108,788,796.76","138,279,470.08"
预收款项,"17,492,272.09","23,725,749.85","46,860,334.41","18,482,194.70","3,889,399.06","4,193,344.53","24,025,514.77","8,431,170.57","7,734,824.53","7,746,395.04","19,425,734.47","16,616,715.06","20,187,496.09","27,931,088.27","38,913,301.65","35,286,147.54","22,680,074.68","33,101,797.93","37,361,034.57","35,510,853.81","33,589,721.68","41,217,431.79","38,626,235.57","40,413,830.13","34,623,433.91","57,176,043.15","47,325,377.29","43,312,654.73","48,466,393.94","52,467,547.21","53,139,904.23","52,158,790.35","45,552,447.59"
