科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"6,841,591.77","12,833,512.07","128,023,687.79","125,396,959.16","100,100,377.83","409,603,533.87","265,181,785.35","225,579,424.46","132,156,917.14","124,348,023.60","107,543,114.29","103,442,568.96","110,673,912.61","132,154,729.37","85,304,642.96","42,630,276.53","336,509,992.80","159,205,541.99","166,291,588.63","231,391,870.58","251,955,768.36","330,977,527.08","386,976,427.48","353,091,600.64","467,208,819.41","515,659,890.69","762,197,304.55","511,856,851.50","460,142,974.92","508,533,194.02","363,395,380.43"
短期借款,"7,300,000.00","35,500,000.00","51,800,000.00","80,000,000.00","96,000,000.00","111,000,000.00","46,000,000.00","66,000,000.00","35,000,000.00","35,000,000.00","53,000,000.00","72,000,000.00","82,000,000.00","119,600,000.00","104,600,000.00","92,800,000.00","241,343,000.00","198,143,000.00","266,443,000.00","366,943,000.00","371,400,000.00","468,976,172.68","634,236,207.91","678,130,194.84","908,437,633.29","951,668,255.96","1,128,871,847.75","975,165,356.51","916,379,699.14","779,000,000.00","569,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"550,000.00","1,810,000.00","2,950,000.00","2,778,000.00","6,900,858.00","7,945,000.00","2,280,000.00","24,826,398.75","16,788,643.61","51,943,800.00","34,978,283.35","31,404,157.75","19,730,280.36","25,258,612.36","38,556,389.00","33,909,700.00","21,844,590.00","42,290,822.66","49,690,262.66","53,563,900.00","17,466,372.00","39,878,698.83","31,105,431.00","34,727,789.03","68,409,032.87","68,178,791.10","135,225,163.72","161,296,652.54","118,680,610.00","75,778,105.00","35,007,500.75"
应付票据,"25,000.00","2,577,768.19","25,185,338.19","54,380,342.08","46,649,966.75","40,001,783.21","44,633,167.03","35,755,171.33","20,561,827.43","32,037,210.23","33,265,093.69","30,877,293.37","43,609,378.19","42,092,306.00","35,733,855.23","43,299,206.34","61,783,485.28","54,289,815.50","55,691,676.83","100,121,269.14","113,628,574.63","100,343,390.08","138,244,583.15","121,528,281.21","152,610,651.23","130,158,341.67","75,024,392.49","92,154,009.57","205,513,287.50","343,196,404.19","328,663,611.54"
应收账款,"7,019,052.79","31,345,600.34","28,094,851.80","75,327,481.23","89,151,803.69","108,469,014.27","128,980,918.95","167,563,018.99","181,603,449.80","162,650,594.12","165,265,564.48","187,732,933.41","182,830,343.44","189,555,666.48","191,923,098.64","195,543,645.28","394,083,964.06","398,718,922.48","789,239,780.91","779,855,887.98","827,178,371.08","801,214,299.19","977,037,955.94","879,189,384.88","1,107,592,858.21","1,161,317,158.17","1,270,576,831.19","1,254,368,253.28","1,146,677,205.30","1,151,076,931.39","1,065,504,069.62"
应付账款,"9,939,013.97","10,946,994.98","23,878,506.23","33,123,247.30","39,092,020.26","54,416,766.23","51,315,524.65","62,958,280.50","72,537,938.76","65,992,209.98","54,502,253.08","63,737,859.61","62,481,553.47","63,010,304.48","58,135,449.68","62,555,852.09","150,378,052.43","195,661,939.19","460,988,008.11","415,335,998.39","405,036,135.77","498,775,819.01","419,963,341.39","365,847,629.85","340,507,902.06","666,206,945.36","643,792,432.20","764,344,250.30","746,382,358.04","698,633,145.91","812,442,882.55"
预付款项,"8,614,267.21","22,810,853.59","50,335,082.62","34,243,952.96","59,514,999.78","47,065,692.45","65,899,713.81","65,943,076.41","40,388,013.81","30,943,885.65","46,193,473.23","54,870,066.67","62,847,665.45","38,767,185.86","51,642,922.95","55,953,492.13","75,682,400.71","91,392,953.20","195,599,691.39","153,129,787.70","160,993,396.11","165,307,941.14","159,527,627.38","171,230,510.57","219,302,569.83","312,807,373.30","315,578,201.39","286,459,790.88","341,790,583.33","188,839,976.42","221,829,918.73"
预收款项,"44,299,085.38","46,251,347.10","82,993,186.16","94,634,129.66","65,754,213.74","78,675,728.95","61,037,962.66","43,120,282.15","24,977,865.39","44,181,289.66","41,520,886.39","40,160,460.92","45,959,799.39","46,098,413.72","56,711,276.06","62,130,389.18","86,469,759.37","95,829,893.94","178,483,753.75","160,891,395.11","237,456,781.16","180,690,247.87","252,152,678.61","242,330,641.49","394,996,839.27","257,954,802.41","317,455,657.56","395,377,958.99","340,344,772.16","218,016,906.94","363,477,035.41"
其他应收款,"5,661,935.00","14,449,359.87","11,945,857.84","11,286,526.64","16,031,016.18","9,645,671.01","17,880,386.83","15,628,952.42","18,033,112.97","14,723,374.52","16,707,228.31","18,584,525.11","21,571,116.68","16,091,067.18","23,573,994.68","23,571,368.47","13,668,204.93","15,337,877.41","14,797,069.69","20,351,202.02","22,551,363.10","41,725,300.26","33,871,302.58","32,869,608.24","83,574,064.11","31,465,413.14","45,607,260.72","34,869,971.09","48,788,026.39","44,574,622.63","37,998,199.92"
应付职工薪酬,"570,683.61","536,620.76","2,239,974.63","1,922,211.69","2,563,068.09","1,843,162.83","3,768,630.67","3,133,987.45","1,701,803.51","2,660,253.71","2,042,604.45","2,524,620.48","2,006,682.71","2,558,783.72","1,628,242.55","2,571,532.15","5,402,345.77","5,679,839.19","5,146,635.86","7,298,348.45","6,113,565.85","24,964,786.82","4,566,003.22","7,739,845.43","7,972,947.48","45,555,890.11","22,575,458.14","21,341,322.57","15,946,574.18","34,177,335.27","15,922,651.31"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"930,986.53","7,259,048.94","2,798,525.53","9,587,660.49","9,345,965.26","4,950,636.17","931,632.65","7,743,462.37","5,072,320.56","4,787,283.39","1,598,159.66","-4,246.27","-77,413.54","146,096.08","1,724,857.56","-4,975,102.36","28,098,606.52","20,506,930.94","37,394,509.24","21,591,732.46","19,789,764.93","35,092,462.82","40,904,392.21","51,104,252.48","59,544,783.67","77,348,948.95","108,345,357.73","97,926,722.70","86,404,933.90","117,996,083.52","79,576,476.35"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38,824.06","41,326.78"
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,"392,663.13","1,073,828.12","8,360,555.54","16,934,999.98","23,186,849.32","836,849.35"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
存货,"49,135,645.51","45,036,089.84","96,327,092.18","140,094,326.20","126,063,843.94","140,943,018.62","153,935,429.20","114,513,536.07","137,850,324.21","168,802,617.20","185,043,700.17","184,867,629.90","211,832,797.27","201,623,825.64","207,698,986.31","244,053,627.24","375,182,114.04","398,190,730.97","444,561,713.48","495,842,935.35","549,338,249.16","584,142,482.02","593,400,220.81","628,072,592.89","581,122,013.46","652,602,150.15","659,535,483.89","696,736,609.84","812,146,313.00","844,553,918.20","1,074,561,132.94"
其他应付款,"11,355,748.19","5,310,731.00","2,889,190.45","29,891,757.43","40,138,211.74","5,582,785.46","14,989,711.39","4,980,296.10","1,252,489.53","2,476,443.64","2,746,258.12","1,587,236.08","1,311,337.75","1,581,160.71","6,995,605.19","2,840,731.54","113,932,512.46","7,312,229.86","355,996,103.43","358,359,363.12","368,462,746.63","403,193,016.34","414,042,236.06","357,405,816.80","369,263,925.26","513,509,077.27","287,850,788.02","127,287,133.28","110,542,101.95","88,587,197.42","83,654,386.46"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,"17,625,000.00","17,400,000.00","22,367,081.73","22,109,149.39","17,028,301.79","16,400,000.00","39,293,179.44","23,193,179.44"
其他流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,"14,592,390.30","13,201,906.99","36,389,956.20","31,430,186.64","50,974,783.05","33,685,633.79"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"77,822,492.28","128,285,415.71","317,676,572.23","389,127,246.19","397,762,899.42","723,671,930.22","634,158,234.14","614,054,407.10","526,820,461.54","553,412,295.09","555,731,363.83","580,901,881.80","609,486,115.81","603,451,086.89","598,700,034.54","595,662,109.65","1,216,971,266.54","1,105,136,848.71","1,660,180,106.76","1,734,135,583.63","1,829,483,519.81","1,963,246,248.52","2,181,918,965.19","2,099,181,486.25","2,527,209,357.89","2,756,623,166.85","3,201,922,152.45","2,981,978,085.33","2,959,655,899.58","2,864,370,354.77","2,832,023,162.96"
