科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"117,504,614.62","151,645,552.84","230,381,730.76","105,250,983.89","160,673,998.73","208,069,712.43","56,527,136.82","128,657,809.85","197,964,807.25","249,856,714.00","67,714,935.04","149,756,398.48","239,553,095.19","323,357,344.89","88,014,098.16","187,273,515.43","300,138,391.55","420,945,986.95","126,099,625.80","260,598,698.29","369,694,579.92","497,064,698.56","100,411,275.88","201,271,284.23","339,001,198.82","462,470,072.65","122,771,800.56","107,758,486.49","242,216,024.16","248,100,773.65","155,971,911.47"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"190,035.25","337,524.24","90,322.62",,"119,186.29","99,000.00",,,,,,,,"50,000.00",,"133,989.26","133,989.26","133,989.26",,,,,,,,"5,782,924.06",,,"1,017,202.32","1,017,202.32",
支付其他与投资活动有关的现金,,,"3,095,800.00",,,,,,,,,,,"2,970,000.00",,"5,565,000.00","5,565,000.00","4,506,750.00","90,000.00","2,837,250.00","2,927,250.00",,,"1,231,200.00","1,231,200.00",,"1,050,000,000.00","900,500,000.00","1,720,500,000.00","2,653,611,320.75","620,000,000.00"
收到其他与经营活动有关的现金,"822,312.20","1,611,896.70","8,143,006.02","8,871,702.55","10,659,969.95","12,946,600.00","2,271,226.50","1,731,641.21","2,091,920.40","7,779,834.76","2,458,502.93","5,045,903.34","6,000,313.37","10,962,295.45","145,300.66","4,615,602.04","5,620,831.36","13,559,552.38","618,248.49","1,791,498.63","3,442,309.07","7,019,154.49","259,206.89","5,466,959.49","7,477,236.13","9,191,603.07","9,908,161.46","37,534,139.20","73,987,867.07","92,251,654.67","49,401,714.41"
投资活动现金流出小计,"10,548,421.54","12,960,992.69","59,305,299.12","30,629,354.28","39,292,864.36","53,870,242.88","16,801,950.84","38,279,111.00","42,000,189.86","52,668,398.92","32,113,964.38","56,918,739.82","80,661,553.54","99,214,621.03","9,490,189.36","107,395,046.83","121,960,303.86","171,831,339.82","14,682,876.81","42,138,417.26","63,093,503.65","78,639,946.98","13,204,927.00","24,431,692.82","50,017,167.01","45,872,666.43","1,073,293,139.21","929,008,223.30","1,765,650,952.07","2,727,376,028.34","760,936,432.24"
经营活动现金流入小计,"118,516,962.07","153,594,973.78","238,615,059.40","114,122,686.44","171,453,154.97","221,115,312.43","58,798,363.32","130,389,451.06","200,056,727.65","257,636,548.76","70,173,437.97","154,802,301.82","245,553,408.56","334,369,640.34","88,159,398.82","192,023,106.73","305,893,212.17","434,639,528.59","126,717,874.29","262,390,196.92","373,136,888.99","504,083,853.05","100,670,482.77","206,738,243.72","346,478,434.95","477,444,599.78","132,679,962.02","145,292,625.69","317,221,093.55","341,369,630.64","205,373,625.88"
投资活动产生的现金流量净额,"-8,997,605.16","-11,527,342.22","-50,971,960.14","-27,440,864.51","-36,081,020.15","-48,142,199.25","-15,628,848.49","-36,035,835.80","-39,335,223.60","-51,866,477.92","-31,907,849.19","-55,717,367.77","-78,796,874.18","-99,214,621.03","-9,400,962.08","-104,425,046.83","-118,990,303.86","-167,191,839.82","-8,682,876.81","-32,950,567.26","-51,815,653.65","-72,338,563.03","-11,754,327.00","-22,981,092.82","-46,566,567.01","-41,222,066.43","-1,064,293,039.21","-146,732,633.20","-672,310,320.87","-572,906,418.77","173,947,794.89"
购买商品、接受劳务支付的现金,"70,819,294.69","96,452,598.97","139,457,808.67","84,155,744.49","126,784,295.60","150,597,445.23","37,909,491.92","80,655,951.36","129,362,471.62","150,353,496.79","47,155,491.10","104,414,055.76","160,268,310.74","217,776,511.87","53,247,308.94","112,008,181.02","183,913,139.36","257,907,956.72","84,771,874.18","144,233,491.19","216,899,451.71","280,092,813.38","59,798,690.47","129,971,374.84","192,807,726.23","271,813,320.31","74,761,871.76","44,444,292.44","131,659,796.47","118,689,738.03","84,298,462.82"
吸收投资收到的现金,,,"65,000,000.00",,,"187,338,840.00",,,,,,,,,"11,333,208.00","11,333,208.00","11,333,208.00","11,333,208.00",,,,,,,,,"6,844,000,000.00","6,838,031,424.53","6,838,031,424.53","6,844,000,000.00",
支付给职工以及为职工支付的现金,"14,381,318.99","16,059,569.87","23,735,970.96","14,276,918.05","19,632,700.31","26,909,889.37","8,636,871.27","16,569,072.21","26,138,734.36","37,600,830.74","12,714,235.66","22,955,585.43","33,505,237.03","42,993,802.13","11,428,174.89","23,097,937.41","34,883,778.95","53,210,735.25","11,478,374.50","26,556,690.83","37,047,962.61","54,402,004.02","12,415,053.30","26,446,710.82","39,562,917.18","55,498,250.86","14,584,055.35","39,155,654.76","60,992,894.33","98,775,909.21","32,221,872.90"
取得借款收到的现金,"14,000,000.00","8,500,000.00","22,000,000.00","6,000,000.00","9,000,000.00","12,000,000.00",,"27,500,000.00","33,500,000.00","36,500,000.00","29,000,000.00","44,500,000.00","49,500,000.00","81,500,000.00","16,000,000.00","28,000,000.00","34,000,000.00","65,000,000.00","16,000,000.00","37,000,000.00","50,000,000.00","62,000,000.00",,"5,000,000.00","5,000,000.00",,,,,"89,779,000.00","102,926,000.00"
支付的各项税费,"11,872,880.37","13,933,457.28","21,007,753.38","5,588,042.11","11,181,761.63","19,499,885.92","4,433,516.17","11,605,702.58","18,669,096.20","23,213,465.13","3,834,006.97","9,766,331.51","14,543,025.00","23,270,289.28","4,610,848.94","10,478,531.02","16,087,095.74","24,919,842.88","11,638,463.80","16,075,336.20","23,869,730.83","31,327,050.95","6,006,761.69","16,364,306.74","24,737,240.70","36,414,591.85","8,332,371.24","18,523,139.14","31,678,472.10","37,122,819.27","21,269,343.18"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"7,309,120.45","10,611,889.17","16,443,289.34","5,988,954.42","8,730,965.69","13,334,744.03","5,037,202.08","7,599,325.51","10,489,514.06","19,077,111.44","4,910,701.37","9,786,423.82","16,703,180.43","17,909,093.91","10,123,259.16","10,104,438.83","15,593,565.59","30,291,409.20","2,808,228.26","14,342,550.96","20,493,947.46","29,175,952.84","7,045,261.79","13,381,988.85","19,417,240.78","29,658,116.09","10,747,946.17","17,992,118.52","58,742,536.08","77,168,408.66","32,178,138.83"
筹资活动现金流入小计,"14,000,000.00","8,500,000.00","87,000,000.00","6,000,000.00","9,000,000.00","199,338,840.00",,"27,500,000.00","33,500,000.00","36,500,000.00","29,000,000.00","44,500,000.00","49,500,000.00","81,500,000.00","27,333,208.00","39,333,208.00","45,333,208.00","76,333,208.00","16,000,000.00","37,000,000.00","50,000,000.00","62,000,000.00",,"5,000,000.00","5,000,000.00",,"6,844,000,000.00","6,838,031,424.53","6,838,031,424.53","6,933,779,000.00","102,926,000.00"
经营活动现金流出小计,"104,382,614.50","137,057,515.29","200,644,822.35","110,009,659.07","166,329,723.23","210,341,964.55","56,017,081.44","116,430,051.66","184,659,816.24","230,244,904.10","68,614,435.10","146,922,396.52","225,019,753.20","301,949,697.19","79,409,591.93","155,689,088.28","250,477,579.64","366,329,944.05","110,696,940.74","201,208,069.18","298,311,092.61","394,997,821.19","85,265,767.25","186,164,381.25","276,525,124.89","393,384,279.11","108,426,244.52","120,115,204.86","283,073,698.98","331,756,875.17","169,967,817.73"
偿还债务支付的现金,"18,020,000.00","10,200,000.00","18,500,000.00","5,000,000.00","5,000,000.00","19,000,000.00","3,000,000.00","7,500,000.00","30,500,000.00","33,500,000.00","19,000,000.00","37,000,000.00","41,000,000.00","58,500,000.00",,"16,700,000.00","27,000,000.00","53,000,000.00","13,300,000.00","48,000,000.00","69,000,000.00","82,000,000.00","14,000,000.00","14,000,000.00","26,000,000.00","21,000,000.00",,,,,
经营活动产生的现金流量净额,"14,134,347.57","16,537,458.49","37,970,237.05","4,113,027.37","5,123,431.74","10,773,347.88","2,781,281.88","13,959,399.40","15,396,911.41","27,391,644.66","1,559,002.87","7,879,905.30","20,533,655.36","32,419,943.15","8,749,806.89","36,334,018.45","55,415,632.53","68,309,584.54","16,020,933.55","61,182,127.74","74,825,796.38","109,086,031.86","15,404,715.52","20,573,862.47","69,953,310.06","84,060,320.67","24,253,717.50","25,177,420.83","34,147,394.57","9,612,755.47","35,405,808.15"
分配股利、利润或偿还利息支付的现金,"1,259,200.61","1,665,350.17","23,859,212.39","334,454.18","520,757.42","708,619.67","34,566.66","2,130,902.46","3,171,480.21","4,421,546.91","188,163.62","4,183,186.78","6,974,138.44","11,096,351.33","550,000.15","3,712,433.94","7,374,917.44","9,853,229.74","629,191.02","1,213,843.35","1,588,222.56","1,778,839.23","178,681.96","284,448.59","6,358,501.50","6,308,488.30","173,925.80","179,880.20","179,880.20","421,957.70","2,470,652.59"
收回投资收到的现金,,,"7,361,000.00",,,,,,,,,,,,,,,,,,,,,,,,,"67,892,202.43","67,892,202.43","67,892,202.43",
支付其他与筹资活动有关的现金,,,"1,450,000.00","1,200,000.00","1,700,000.00","6,483,338.00","1,480,000.00","1,480,000.00","1,480,000.00","1,480,000.00",,,,,,,,"250,098.00","50,248.00","50,248.00","50,248.00","50,248.00",,,,,"6,646,621.34","319,931.30","319,931.30","6,556,621.34","239,817.12"
取得投资收益收到的现金,"154,400.00","736,100.00","883,320.00",,,,,,,,,,,,,,,,,,,,,,,,"9,000,000.00","13,263,287.67","14,328,328.77","26,502,001.09","6,017,427.13"
筹资活动现金流出小计,"19,279,200.61","11,865,350.17","43,809,212.39","6,534,454.18","7,220,757.42","26,191,957.67","4,514,566.66","11,110,902.46","35,151,480.21","39,401,546.91","19,188,163.62","41,183,186.78","47,974,138.44","69,596,351.33","550,000.15","20,412,433.94","34,374,917.44","63,103,327.74","13,979,439.02","49,264,091.35","70,638,470.56","83,829,087.23","14,178,681.96","14,284,448.59","32,358,501.50","27,308,488.30","6,820,547.14","499,811.50","499,811.50","6,978,579.04","2,710,469.71"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"17,000.00",,,,"209,188.03","801,921.00","801,921.00","801,921.00","801,921.00",,,,,,,,,,"350,600.00","350,600.00","301,383.95",600.00,600.00,600.00,600.00,100.00,100.00,100.00,100.00,
筹资活动产生的现金流量净额,"-5,279,200.61","-3,365,350.17","43,190,787.61","-534,454.18","1,779,242.58","173,146,882.33","-4,514,566.66","16,389,097.54","-1,651,480.21","-2,901,546.91","9,811,836.38","3,316,813.22","1,525,861.56","11,903,648.67","26,783,207.85","18,920,774.06","10,958,290.56","13,229,880.26","2,020,560.98","-12,264,091.35","-20,638,470.56","-21,829,087.23","-14,178,681.96","-9,284,448.59","-27,358,501.50","-27,308,488.30","6,837,179,452.86","6,837,531,613.03","6,837,531,613.03","6,926,800,420.96","100,215,530.29"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-36,212.89",
收到其他与投资活动有关的现金,"1,396,416.38","680,550.47","89,018.98","3,188,489.77","3,211,844.21","5,518,855.60","371,181.35","1,441,354.20","1,863,045.26",,"206,115.19","1,201,372.05","1,864,679.36",,"89,227.28","2,970,000.00","2,970,000.00","4,639,500.00","6,000,000.00","8,837,250.00","10,927,250.00","6,000,000.00","1,450,000.00","1,450,000.00","3,450,000.00","4,650,000.00",,"701,120,000.00","1,011,120,000.00","2,060,075,306.05","928,866,800.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"1,550,816.38","1,433,650.47","8,333,338.98","3,188,489.77","3,211,844.21","5,728,043.63","1,173,102.35","2,243,275.20","2,664,966.26","801,921.00","206,115.19","1,201,372.05","1,864,679.36",,"89,227.28","2,970,000.00","2,970,000.00","4,639,500.00","6,000,000.00","9,187,850.00","11,277,850.00","6,301,383.95","1,450,600.00","1,450,600.00","3,450,600.00","4,650,600.00","9,000,100.00","782,275,590.10","1,093,340,631.20","2,154,469,609.57","934,884,227.13"
五、现金及现金等价物净增加额,"-142,458.20","1,644,766.10","30,189,064.52","-23,862,291.32","-29,178,345.83","135,778,030.96","-17,362,133.27","-5,687,338.86","-25,589,792.40","-27,376,380.17","-20,537,009.94","-44,520,649.25","-56,737,357.26","-54,891,029.21","26,132,052.66","-49,170,254.32","-52,616,380.77","-85,652,375.02","9,358,617.72","15,967,469.13","2,371,672.17","14,918,381.60","-10,528,293.44","-11,691,678.94","-3,971,758.45","15,529,765.94","5,797,140,131.15","6,715,976,400.66","6,199,368,686.73","6,363,470,544.77","309,569,133.33"
