科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"76,520,672.56","42,911,736.24","53,332,082.47","72,229,558.15","76,902,611.54","58,912,775.44","49,918,263.42","58,123,605.21","62,695,318.71","231,437,991.21","2,598,430,169.90","2,513,527,555.12","2,345,095,384.59","2,441,428,699.07","1,942,079,333.93","2,593,049,905.34","2,407,139,012.08","1,592,056,819.74","1,662,102,202.70","2,085,261,817.27","1,805,198,855.92","1,795,346,820.24","1,963,876,919.32","3,165,127,092.43","2,661,920,848.08","2,325,126,284.32","3,078,720,384.56","3,292,077,689.05","2,918,112,928.78","1,716,787,882.90","1,666,212,396.02","1,592,549,171.75","1,296,776,037.15","3,052,838,982.08","2,031,570,363.88","1,446,009,987.76","1,734,105,291.65","1,488,259,507.89","1,948,741,975.80","2,146,525,899.28","2,211,432,118.28","1,032,837,381.78","1,920,637,085.46","875,874,378.21","1,399,785,422.53"
短期借款,"719,606,837.53","715,992,024.15","713,876,906.46","674,364,299.36","671,110,627.44","624,315,393.67","668,425,861.10","668,345,860.17","673,488,090.99","477,111,623.89","184,500,000.00","159,000,000.00","1,040,000,000.00","2,015,000,000.00","2,388,000,000.00","2,698,400,000.00","2,975,000,000.00","3,321,330,000.00","3,689,375,000.00","3,776,975,000.00","3,351,075,000.00","3,572,175,000.00","3,077,630,000.00","2,518,100,000.00","3,067,444,905.00","3,953,882,567.44","4,356,985,239.58","4,481,919,520.98","4,839,358,741.26","4,839,374,360.40","5,929,798,525.04","5,795,726,790.80","6,153,396,790.80","6,864,611,897.08","7,059,981,473.72","5,788,923,901.28","7,113,603,901.28","6,767,988,795.30","7,481,250,000.00","5,322,650,000.00","4,085,300,000.00","5,220,800,000.00","3,803,700,000.00","1,033,800,000.00","1,017,090,000.00"
交易性金融资产,"70,000.00","70,000.00","70,000.00","129,574.00","129,574.00","92,643.00","90,000.00","10,000.00","90,000.00","90,000.00","5,286,005.00","2,387,986.00","250,884.00","199,788.00","7,368,120.00",,"374,772.00","1,651,840.00","4,632,296.00",,,,"311,100.00",,"1,595,720.00","581,080.00",,,"1,570,527.00","305,300.80","3,280,410.00",,"2,060,074.25",,"451,519.30",,"137,383.50",,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"1,600,000.00",,,"2,845,671.38","1,100,000.00","7,076,204.58","200,000.00","972,353.68","1,397,000.00","47,000.00","16,376,292.50","26,372,300.00","13,127,086.10","1,826,800.00","328,800.00","46,819,887.95","63,518,313.82","17,981,689.95","9,172,657.72","24,951,475.64","23,232,692.00","36,465,104.38","25,297,181.88","22,932,736.00","52,895,000.00","22,505,000.00","6,315,000.00","34,504,418.62","37,631,285.02","34,695,316.92","37,667,545.32","7,164,368.13","6,305,088.35","5,727,934.83","2,730,000.00","970,000.00","1,114,990.74","712,000.00","4,099,050.00","5,408,368.00","2,059,718.00",,,,
应付票据,,,,,,,,,,,"471,400,000.00","495,000,000.00","514,440,000.00","719,340,000.00","864,000,000.00","833,000,000.00","891,840,000.00","1,057,540,000.00","1,066,640,000.00","826,965,199.52","956,774,484.61","918,690,897.41","851,248,439.95","836,126,645.70","929,860,334.16","884,574,489.39","777,336,305.93","935,245,694.73","786,817,110.28","911,415,709.71","854,238,149.83","520,954,446.17","630,613,779.21","1,013,281,771.58","1,013,132,765.32","686,998,479.92","740,609,121.05","572,327,865.05","168,626,573.35","80,451,821.52","52,247,302.49","17,425,559.39","100,000.00",,
应收账款,"202,118,652.80","212,720,270.57","148,527,170.83","167,653,222.60","135,335,919.17","156,057,312.65","142,166,754.18","209,920,422.63","208,283,858.67","216,096,059.40","232,274,065.64","202,620,947.16","163,035,457.52","225,828,843.02","270,388,554.27","634,453,995.64","524,511,422.44","487,095,668.38","606,325,342.42","656,359,939.83","553,146,127.97","367,548,272.98","315,454,393.48","1,008,011,679.04","325,214,039.01","493,655,966.51","443,717,721.58","2,114,396,698.98","1,550,493,809.60","739,730,831.20","1,368,828,162.04","1,291,541,092.24","1,352,210,856.22","1,068,076,278.51","792,169,294.76","488,238,666.98","481,801,850.53","284,580,612.43","305,825,869.71","158,989,265.47","146,610,857.97","134,971,264.20","129,393,083.85","110,242,163.80","105,277,010.35"
应付账款,"147,115,251.24","167,606,431.67","130,126,046.40","147,117,722.14","129,361,889.19","143,071,983.51","159,179,930.61","188,264,090.92","210,558,074.36","226,102,656.29","378,532,757.59","642,496,721.27","390,373,882.85","476,387,475.49","535,840,350.67","627,832,462.11","468,347,598.11","626,716,430.74","722,572,767.21","1,388,785,469.99","1,266,476,209.02","1,255,403,208.32","1,258,131,539.63","1,910,784,238.75","1,692,241,026.72","1,562,183,367.97","1,433,537,082.75","2,120,894,485.06","1,862,841,880.01","1,839,925,560.37","1,973,224,901.26","2,163,331,706.57","1,868,210,958.75","1,722,493,139.95","1,386,901,575.50","1,716,037,313.04","1,983,934,774.27","1,762,879,978.72","1,753,653,011.59","2,281,846,864.48","2,053,587,437.25","1,825,175,396.58","1,816,665,653.15","1,880,797,206.08","1,686,342,881.92"
预付款项,"59,557,707.92","73,419,643.57","63,717,462.14","35,496,836.87","49,451,754.29","35,843,406.35","44,698,291.29","36,820,431.60","53,394,435.37","49,324,457.21","876,174,852.72","1,477,463,620.80","1,610,883,921.67","2,221,329,204.03","2,128,855,479.25","1,573,637,143.58","2,316,033,461.59","2,202,754,978.53","1,161,148,731.39","1,449,701,231.80","1,239,775,314.50","1,251,122,913.35","1,257,688,567.75","1,051,478,624.35","1,109,546,530.70","1,393,123,540.61","1,491,043,331.32","1,070,421,117.08","1,156,756,669.30","1,022,366,005.31","1,053,020,287.59","1,271,484,535.64","1,504,574,092.24","1,213,949,250.41","1,123,869,340.90","528,429,457.57","576,165,902.04","400,916,209.52","338,877,299.77","146,234,528.59","197,900,266.76","109,206,718.07","167,067,214.71","73,395,919.74","65,057,051.09"
预收款项,"76,088,644.42","62,347,325.01","83,456,002.82","79,819,603.77","83,537,982.23","69,518,899.43","77,804,351.62","375,565,086.05","227,333,495.64","729,500,894.17","6,184,892,626.91","3,482,549,719.18","3,178,470,281.61","2,268,801,376.28","1,536,037,652.26","1,428,717,470.43","2,371,576,505.55","1,943,958,072.84","1,808,920,407.22","1,821,501,819.75","2,324,386,063.67","3,075,235,516.17","3,318,774,723.57","3,428,335,915.28","3,576,653,275.95","4,065,796,785.29","2,653,910,117.33","2,859,621,128.36","3,433,647,937.85","3,723,325,120.00","2,970,406,033.21","2,545,329,837.30","2,876,751,810.86","3,144,039,623.84","3,679,315,078.00","3,593,883,919.96","3,779,467,421.83","3,526,035,079.13","3,885,912,913.65","2,342,877,919.25","2,347,440,690.54","2,323,380,762.83","1,895,603,957.51","1,700,224,935.82","1,404,308,429.19"
