科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
应付利息,"40,511.25","49,486.25","127,708.37","152,537.47","86,670.95","25,590.02","36,729.78","19,332.30","18,126.91","237,942.91","231,976.03","224,027.42","224,453.83","231,273.62","374,399.93","355,838.09","353,058.07","328,256.61","423,577.09","378,649.15","523,826.18","913,060.30","699,155.87","786,258.86","883,689.67","816,477.22","321,247.81","206,232.53","345,236.35","236,779.82"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,"5,562,926.47",,,,,,,,,,,,,,,,,,,,"15,858,784.78","2,926,113.55","2,926,113.55","2,926,113.55","2,926,113.55","5,452,232.90","4,907,009.61","44,944.46","44,944.46","44,944.46"
存货,"37,511,204.59","49,247,249.32","52,249,583.30","57,333,000.36","62,248,353.70","68,521,995.59","69,361,653.47","76,648,572.05","76,771,177.76","79,515,140.68","81,756,370.66","89,278,502.86","98,559,265.31","104,785,277.61","111,701,973.44","117,827,036.13","123,974,240.09","136,156,380.76","129,057,810.15","123,245,124.55","296,240,655.49","307,897,801.32","337,349,719.38","355,336,972.58","354,945,449.68","386,226,973.84","481,354,208.67","512,660,861.96","553,269,136.59","605,020,185.01"
其他应付款,"14,068,763.84","5,367,353.28","9,532,402.29","10,399,496.96","17,001,512.45","9,425,917.12","7,721,415.94","7,421,847.91","8,366,719.92","8,259,774.49","6,999,232.76","6,730,565.43","5,722,083.44","5,836,831.72","13,998,882.47","8,956,822.39","9,539,869.18","5,641,656.44","6,855,468.28","6,329,405.84","37,986,578.40","41,329,133.27","63,428,249.61","60,410,877.48","61,791,444.44","40,605,965.34","461,601,814.48","480,982,482.29","340,090,566.34","364,316,040.85"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,"685,757.81","901,856.05","949,127.58","958,661.77","884,067.78","835,905.30","859,653.72","806,053.37","838,567.91","851,788.78","823,186.23","824,753.07","1,420,303.83","1,440,945.25","1,448,099.57","1,436,786.16","1,335,855.46","1,276,070.67","1,140,720.51","25,477,903.10","21,795,811.58","15,948,668.08","9,878,123.17","5,325,411.69","2,093,629.88","26,613,289.04","34,321,917.28","33,815,723.40","33,335,063.50"
其他流动资产,,,,,,,,,,,,,,,,,,,,,,,"365,183.97",,"151,692.30","5,488.24","13,568,437.82","16,908,268.49","24,422,619.88","28,281,156.45"
其他流动负债,,,,,,,,,,,,,,,"485,000.00","485,000.00","485,000.00","485,000.00","485,000.00","485,000.00","485,000.00","485,000.00","485,000.00","800,031.56","800,031.56","800,031.56","4,204,416.24","3,167,096.74","6,490,100.63","786,617.89"
流动资产合计,"88,555,659.94","131,282,523.72","149,173,926.89","167,996,324.58","434,572,750.89","405,782,754.01","403,147,787.21","415,414,453.65","416,153,684.36","421,640,553.03","430,184,912.84","422,221,012.67","424,376,411.06","447,366,174.25","467,059,070.17","451,775,012.01","456,366,413.01","479,643,383.85","485,185,282.77","479,942,077.24","796,304,464.36","814,387,676.09","878,678,173.84","837,402,688.95","987,055,938.49","2,364,077,492.02","2,336,555,141.63","2,298,920,588.84","2,242,382,320.26","2,426,826,066.61"
流动负债合计,"60,217,192.51","63,040,321.20","80,785,847.33","92,989,480.72","101,263,620.04","58,882,291.04","47,910,311.80","52,202,654.13","53,792,832.71","52,852,440.59","65,938,771.41","61,556,099.74","63,071,433.26","80,052,749.71","95,772,443.98","76,398,600.14","85,249,991.99","88,916,729.49","84,125,615.73","67,852,321.31","460,004,811.28","473,783,755.20","561,785,671.65","515,573,356.96","586,096,944.04","580,290,327.46","1,414,043,951.22","1,342,560,558.16","1,299,195,747.99","1,445,500,067.31"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,,"13,030,182.19","16,775,019.96","17,417,014.64","17,352,306.75","15,781,097.50","15,476,214.28","15,700,986.49","14,520,499.51","14,896,584.71","14,918,497.27","14,211,746.55","18,415,949.67","18,049,931.07","17,903,784.28","17,630,652.02","17,133,714.38","17,940,588.77","17,862,608.14","18,862,499.54","20,441,196.53","19,800,107.00","19,273,718.13","38,893,761.11","52,388,084.00","52,483,432.56","27,984,727.84","56,800,822.69","53,272,618.29","48,670,858.86"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,"2,617,895.62","552,403.21",,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,,,,,,"28,038,693.29","27,330,566.07","63,388,528.84","20,676,505.69","20,059,322.69","20,493,806.30","20,240,389.30","20,188,579.91","20,022,211.36"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"626,206.76","548,371.20"
固定资产,"56,039,226.28","72,499,963.17","83,560,470.56","84,534,278.96","119,950,536.26","121,813,210.44","118,820,457.01","117,510,683.45","114,640,987.15","113,982,186.33","114,100,804.68","113,403,765.35","112,618,360.88","112,982,934.02","195,957,178.01","198,982,613.48","198,200,305.17","195,402,621.94","200,470,687.64","197,726,465.84","306,744,217.33","311,623,958.42","367,344,500.07","369,414,395.57","392,520,805.61","391,136,341.26","507,242,819.92","543,990,011.64","546,682,251.85","557,169,924.86"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,"3,348,822.12","3,330,217.55","3,311,612.98","3,293,008.42","3,274,403.85","3,255,799.28","3,237,194.71","3,218,590.15"
在建工程,"1,440,190.00","2,580,191.36","18,078,257.00","20,814,915.05","2,887,083.13","1,218,972.55","10,235,009.90","13,653,133.16","13,750,192.23","24,031,401.83","49,629,631.82","61,940,335.02","64,799,047.23","75,362,973.05","3,774,165.64","4,800,797.93","6,727,702.91","9,905,677.57","7,053,654.53","4,935,811.24","8,846,234.01","8,557,120.46","14,602,316.94","9,307,364.05","10,068,197.92","14,897,306.63","8,140,947.25","21,487,902.39","36,722,885.31","48,588,102.85"
其他非流动负债,,,,,,,,,,,"4,850,000.00","4,850,000.00","4,850,000.00","4,850,000.00","4,884,166.68","4,762,916.70","4,641,666.72","5,220,416.74",,,"5,409,104.56","4,914,681.21","4,416,083.38","3,925,834.66","3,298,669.96","1,538,415.07",,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,"13,030,182.19","16,775,019.96","17,417,014.64","17,352,306.75","15,781,097.50","15,476,214.28","15,700,986.49","14,520,499.51","14,896,584.71","19,768,497.27","19,061,746.55","23,265,949.67","22,899,931.07","22,787,950.96","22,393,568.72","21,775,381.10","23,161,005.51","22,981,774.82","23,860,416.24","34,906,425.44","31,963,839.63","34,816,836.54","53,442,986.80","80,596,532.55","78,713,013.79","49,090,192.39","77,695,949.55","77,340,578.42","72,087,941.59"
固定资产清理,,,,,,,,,,,,,,,,,,,,,"55,605.61",,,"148,706.37","144,791.37","802,021.22",,,,
负债合计,"60,217,192.51","76,070,503.39","97,560,867.29","110,406,495.36","118,615,926.79","74,663,388.54","63,386,526.08","67,903,640.62","68,313,332.22","67,749,025.30","85,707,268.68","80,617,846.29","86,337,382.93","102,952,680.78","118,560,394.94","98,792,168.86","107,025,373.09","112,077,735.00","107,107,390.55","91,712,737.55","494,911,236.72","505,747,594.83","596,602,508.19","569,016,343.76","666,693,476.59","659,003,341.25","1,463,134,143.61","1,420,256,507.71","1,376,536,326.41","1,517,588,008.90"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"63,000,000.00","67,236,000.00","67,236,000.00","67,236,000.00","89,736,000.00","89,736,000.00","89,736,000.00","89,736,000.00","161,524,800.00","161,524,800.00","161,524,800.00","161,524,800.00","161,524,800.00","161,524,800.00","161,524,800.00","161,524,800.00","161,524,800.00","161,524,800.00","161,524,800.00","161,524,800.00","204,722,886.00","204,722,886.00","204,722,886.00","204,722,886.00","204,722,886.00","251,915,445.00","251,915,445.00","251,915,445.00","453,447,801.00","453,447,801.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"18,045,935.56","24,527,015.56","24,527,015.56","24,527,015.56","263,027,115.56","263,027,115.56","263,027,115.56","263,027,115.56","191,166,526.76","191,166,526.76","191,166,526.76","191,166,526.76","191,166,526.76","191,166,526.76","191,166,526.76","191,166,526.76","191,166,526.76","191,166,526.76","191,166,526.76","191,166,526.76","499,425,242.67","499,425,242.67","503,751,173.12","503,751,173.12","503,751,173.12","1,799,073,673.67","1,799,071,767.73","1,797,081,631.21","1,596,441,851.48","1,596,441,851.48"
无形资产,"11,288,415.41","11,039,290.61","10,981,849.64","10,911,725.24","10,842,635.80","10,791,342.08","10,725,081.98","10,650,121.88","10,575,161.78","10,500,201.68","10,433,503.69","10,357,688.89","10,281,874.09","10,206,059.29","10,976,343.44","10,857,887.32","10,731,760.33","10,609,962.21","10,488,992.40","10,370,373.23","12,861,107.85","12,694,538.55","36,524,808.32","36,313,319.64","36,173,987.97","36,583,300.84","40,080,687.91","41,253,696.26","40,828,291.94","39,786,309.84"
盈余公积,"2,512,495.54","4,870,597.67","7,588,996.13","7,588,996.13","7,588,996.13","7,588,996.13","11,731,490.97","11,731,490.97","11,731,490.97","11,731,490.97","15,880,823.01","15,880,823.01","15,880,823.01","15,880,823.01","19,759,626.64","19,759,626.64","19,759,626.64","19,759,626.64","23,677,649.92","23,677,649.92","23,677,649.92","23,677,649.92","28,055,007.85","28,055,007.85","28,055,007.85","28,055,007.85","33,003,469.57","33,003,469.57","33,003,469.57","33,003,469.57"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,"49,800.00","37,800.00","113,749.51","113,749.51"
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,"1,434,829.00","1,448,511.86","1,432,190.70","1,330,185.28","1,270,654.25","1,135,878.60","319,036,471.24","319,086,049.19","325,121,421.74","325,161,643.10","325,169,108.06","325,188,366.64","1,060,155,904.26","1,084,596,093.92","1,069,867,381.04","1,070,975,812.61"
未分配利润,"13,547,868.02","40,354,966.13","59,829,672.66","67,844,895.67","79,805,926.56","94,945,769.64","107,229,124.83","115,425,925.66","113,905,572.13","128,213,687.12","138,964,178.26","147,435,502.55","144,951,435.89","160,561,419.73","171,035,181.36","178,066,579.71","175,493,017.32","194,540,146.55","207,532,354.79","215,544,723.56","221,511,147.64","256,607,515.54","280,925,090.80","300,121,364.87","314,346,013.44","354,222,897.05","409,058,682.83","480,101,087.34","506,164,954.36","576,780,726.00"
长期待摊费用,,,,,,,,,,,,,,,,"88,763.52","103,577.77","93,867.37","84,156.97","480,377.84","14,391,603.23","13,833,611.01","18,352,961.36","21,899,302.35","22,920,816.63","24,290,557.63","37,207,478.69","41,341,790.40","40,547,254.65","54,392,026.92"
少数股东权益,,"4,683,997.23","6,378,991.88","7,559,342.94","7,269,309.63","11,373,145.17","10,376,120.10","11,547,605.53","11,466,333.28","12,403,734.56","13,554,628.15","14,535,705.40","15,618,628.26","17,153,231.77","19,694,925.49","21,049,276.08","22,738,169.90","22,593,592.87","18,800,552.04","18,249,108.23","35,057,590.55","38,133,309.24","72,721,451.57","75,317,803.39","92,286,159.88","94,243,790.49","97,532,000.55","112,491,099.02","104,671,632.46","106,501,077.79"
递延所得税资产,,"229,741.12","225,447.93","350,169.43","385,772.32","372,721.85","404,783.76","358,202.36","319,162.26","539,140.24","601,984.09","799,043.87","957,648.07","1,465,893.64","951,347.08","942,893.11","2,581,457.12","1,362,048.74","755,145.13","483,098.01","3,034,253.84","3,589,378.62","3,488,407.30","3,863,833.02","4,372,511.73","4,931,043.16","20,599,822.24","23,208,563.74","21,536,382.28","22,801,334.52"
外币报表折算价差,,"-111,370.00","-1,101,591.50","-555,332.40","2,595,503.73","-1,355,414.11","-2,153,257.68","-1,785,183.84","-2,668,867.58","-2,095,781.60","-1,847,387.74","-2,439,358.21","-2,446,255.52","-1,855,447.80","-1,588,521.85","-1,462,498.82","-1,564,106.70","-3,314,680.86",,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,"11,606,277.20","11,389,132.10","10,382,393.81","9,847,775.20","7,362,860.29",,"40,476,876.89","41,007,212.48","60,343,076.84","36,250,662.46"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"68,767,831.69","86,349,186.26","112,846,025.13","116,611,088.68","134,066,027.51","134,196,246.92","140,185,332.65","142,172,140.85","139,285,503.42","149,052,930.08","174,765,924.28","186,500,833.13","188,656,930.27","200,017,860.00","213,093,863.17","217,121,467.22","219,776,994.00","218,704,363.11","220,123,290.92","215,132,004.76","676,575,770.31","708,812,481.64","803,147,375.61","839,344,868.14","819,409,585.27","817,888,260.07","1,734,448,143.46","1,817,163,460.13","1,836,829,853.33","1,850,100,134.93"
所有者权益(或股东权益)合计,"97,106,299.12","141,561,206.59","164,459,084.73","174,200,917.90","450,022,851.61","465,315,612.39","479,946,593.78","489,682,953.88","487,125,855.56","502,944,457.81","519,243,568.44","528,103,999.51","526,695,958.40","544,431,353.47","561,592,538.40","570,104,310.37","569,118,033.92","586,270,011.96","598,201,183.14","603,361,344.45","977,968,997.95","1,017,452,562.90","1,085,223,041.26","1,107,731,213.33","1,139,772,047.17","2,522,962,410.84","2,607,869,141.48","2,695,827,541.26","2,702,675,847.18","2,759,338,192.64"
资产总计,"157,323,491.63","217,631,709.98","262,019,952.02","284,607,413.26","568,638,778.40","539,979,000.93","543,333,119.86","557,586,594.50","555,439,187.78","570,693,483.11","604,950,837.12","608,721,845.80","613,033,341.33","647,384,034.25","680,152,933.34","668,896,479.23","676,143,407.01","698,347,746.96","705,308,573.69","695,074,082.00","1,472,880,234.67","1,523,200,157.73","1,681,825,549.45","1,676,747,557.09","1,806,465,523.76","3,181,965,752.09","4,071,003,285.09","4,116,084,048.97","4,079,212,173.59","4,276,926,201.54"
负债和所有者(或股东权益)合计,"157,323,491.63","217,631,709.98","262,019,952.02","284,607,413.26","568,638,778.40","539,979,000.93","543,333,119.86","557,586,594.50","555,439,187.78","570,693,483.11","604,950,837.12","608,721,845.80","613,033,341.33","647,384,034.25","680,152,933.34","668,896,479.23","676,143,407.01","698,347,746.96","705,308,573.69","695,074,082.00","1,472,880,234.67","1,523,200,157.73","1,681,825,549.45","1,676,747,557.09","1,806,465,523.76","3,181,965,752.09","4,071,003,285.09","4,116,084,048.97","4,079,212,173.59","4,276,926,201.54"
