科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,"2,003,433.75",,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,"1,491,120.00",,,,,,,,,"2,000,000.00","2,000,000.00","4,000,000.00","11,000,000.00","11,000,000.00","18,000,000.00"
其他流动资产,,,"2,003,433.75",,"6,015,756.76","6,198,027.49","11,039,120.19","76,813.10","1,088,593.34","429,113.37","2,916,114.42","3,124,714.13","3,511,576.07","1,959,286.39","3,007,859.19","1,464,991.29","104,249,375.21","125,612,268.80","6,015,408.26","5,931,162.85"
其他流动负债,"323,200.00",,,,,"316,272.74",,,,,,,,,,,,"993,130.88",,
流动资产合计,"276,546,104.71","333,528,207.64","488,099,721.06","587,106,276.79","695,068,051.81","1,398,634,126.99","486,201,575.33","526,451,656.89","449,383,821.12","502,140,653.09","508,957,381.92","420,082,117.58","413,605,656.22","516,852,635.65","516,236,036.52","940,020,113.46","902,536,293.89","918,871,809.62","1,239,021,244.25","1,200,354,123.12"
流动负债合计,"122,926,558.59","164,160,910.46","336,732,679.19","424,177,734.43","366,092,485.05","1,040,888,559.61","988,047,637.54","652,729,998.61","600,610,485.93","693,152,852.32","757,926,436.84","700,790,065.15","719,314,351.53","765,198,817.46","901,247,738.16","916,842,981.95","1,002,878,940.32","1,113,500,014.36","1,192,313,781.34","1,183,708,934.91"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,
长期借款,,,,,,,,"479,468,418.42","484,468,418.42","495,239,463.14","503,069,306.43","724,141,966.65","739,241,864.78","758,034,757.12","769,448,764.77","781,918,975.31","790,136,290.97","712,044,123.01","716,324,290.97","697,332,290.97"
持有至到期投资,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,
固定资产,"22,750,004.73","35,723,295.68","38,401,485.65","37,759,212.30","38,438,490.35","37,702,818.03","49,388,792.02","47,245,373.92","62,109,768.74","60,187,735.89","61,443,487.02","63,097,898.57","62,429,716.53","64,631,607.62","69,859,548.84","67,819,927.15","238,086,054.42","237,553,833.14","232,998,425.51","230,086,820.93"
递延所得税负债,,,,,,,,,,,,,,,,,,,,
在建工程,,"154,822.50","7,072,610.81","9,015,136.52","9,316,121.30","11,538,083.54","23,449,826.48","86,425,254.38","159,959,452.44","219,044,592.82","323,612,527.02","352,484,921.13","527,821,119.42","574,997,129.10","692,679,656.55","748,347,946.89","680,230,137.52","824,048,563.25","799,214,099.66","820,475,583.02"
其他非流动负债,"11,500,000.00","13,500,000.00","30,342,500.00","36,855,000.00","41,097,500.00","56,390,000.00",,,,,"29,368,185.00","29,368,185.00","28,969,041.00","28,406,587.00","28,406,587.00","28,406,587.00","28,615,350.19","28,719,308.45","28,719,308.45","28,719,308.45"
工程物资,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"11,500,000.00","13,500,000.00","30,342,500.00","36,855,000.00","41,097,500.00","56,390,000.00","55,552,500.00","535,658,418.42","544,895,918.42","555,104,463.14","596,739,991.43","817,250,151.65","833,288,405.78","858,830,344.12","861,089,403.38","873,098,985.42","881,898,211.44","801,801,827.87","808,316,144.36","788,478,292.89"
固定资产清理,,,,,,,,,,,,,,,,,,,,
负债合计,"134,426,558.59","177,660,910.46","367,075,179.19","461,032,734.43","407,189,985.05","1,097,278,559.61","1,043,600,137.54","1,188,388,417.03","1,145,506,404.35","1,248,257,315.46","1,354,666,428.27","1,518,040,216.80","1,552,602,757.31","1,624,029,161.58","1,762,337,141.54","1,789,941,967.37","1,884,777,151.76","1,915,301,842.23","2,000,629,925.70","1,972,187,227.80"
生产性生物资产,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"52,680,000.00","52,680,000.00","52,680,000.00","52,680,000.00","70,240,000.00","140,480,000.00","140,480,000.00","140,480,000.00","140,480,000.00","140,480,000.00","140,480,000.00","140,480,000.00","140,480,000.00","142,845,000.00","142,845,000.00","154,600,613.00","154,600,613.00","154,600,613.00","154,600,613.00","154,600,613.00"
油气资产,,,,,,,,,,,,,,,,,,,,
资本公积,"25,371,782.60","25,371,782.60","25,371,782.60","25,371,782.60","162,780,720.00","92,540,720.00","92,540,720.00","92,540,720.00","92,540,720.00","92,540,720.00","92,540,720.00","92,540,720.00","92,540,720.00","137,946,595.00","142,331,545.00","562,016,690.66","564,667,065.65","567,317,440.64","569,832,140.63","570,386,315.63"
无形资产,"18,297,112.60","18,369,898.61","59,464,926.86","58,898,274.74","58,314,122.66","57,969,881.49","885,251,795.59","879,509,694.28","873,822,322.94","868,301,601.29","863,056,346.62","857,986,023.32","852,167,173.82","846,348,324.32","846,684,585.70","840,675,170.06","834,673,160.40","833,399,790.37","646,849,217.12","643,239,182.59"
盈余公积,"14,319,965.60","19,481,620.57","23,074,166.66","23,074,166.66","23,074,166.66","23,074,166.66","27,842,315.35","27,842,315.35","27,842,315.35","27,842,315.35","33,311,487.54","33,311,487.54","33,311,487.54","33,311,487.54","41,081,877.68","41,081,877.68","41,081,877.68","41,081,877.68","46,300,910.99","46,300,910.99"
开发支出,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,"43,385,925.00","43,385,925.00","43,385,925.00","21,692,962.50","36,590,466.50","36,590,466.50"
商誉,,,,,,"2,841,807.36","3,854,821.58","3,854,821.58","3,854,821.58","3,854,821.58","3,854,821.58","3,854,821.58","3,854,821.58","3,854,821.58","3,854,821.58","3,854,821.58","3,854,821.58","3,854,821.58","3,854,821.58","3,854,821.58"
未分配利润,"102,818,829.32","137,314,084.28","147,893,058.04","152,853,708.93","161,381,358.62","175,471,895.91","175,555,853.25","175,179,771.82","173,047,197.20","181,052,841.89","176,774,377.04","178,189,882.39","181,503,382.33","203,955,040.18","212,981,788.79","217,909,426.95","223,474,606.78","259,224,229.50","277,543,491.94","284,325,499.44"
长期待摊费用,"11,046,383.48","10,146,585.51","6,280,475.24","5,117,321.77","6,659,190.89","5,660,497.93","5,147,931.41","3,948,960.76","7,270,757.61","6,213,139.11","5,310,149.95","4,719,282.94","7,082,170.96","6,364,444.42","5,649,724.12","4,933,124.92","4,170,451.04","6,094,912.75","8,404,004.80","7,959,148.88"
少数股东权益,,,,,,"2,417,968.32","23,072,328.93","17,019,684.90","9,065,618.71","1,922,359.34","-5,226,419.50","-12,545,122.15","-17,610,145.13","-23,384,704.53","-26,969,134.24","-30,544,611.63","-35,076,024.42","-40,816,660.22","3,615,202.92","6,376,535.88"
递延所得税资产,"977,530.59","1,795,447.97","1,929,046.87","2,270,250.50","2,024,333.32","2,070,175.16","1,881,610.39","1,885,188.12","2,152,161.56","2,423,858.64","2,230,678.85","2,696,097.76","2,230,372.53","2,491,980.87","4,732,309.50","5,206,743.10","5,585,209.27","6,732,253.01","8,460,302.82","8,072,704.40"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,"12,790,140.00","14,845,920.00","14,845,920.00","14,845,920.00","14,845,920.00","47,915,002.27","92,129,959.17","29,929,149.62","29,929,149.62","24,081,200.39","245,096,021.70","113,637,170.99","103,161,636.21","91,525,610.96","80,762,191.87","121,003,237.33","44,460,396.61","77,129,702.94","83,544,251.72"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"53,071,031.40","78,980,190.27","127,994,465.43","127,906,115.83","129,598,178.52","132,629,183.51","1,016,889,779.74","1,114,999,252.21","1,139,098,434.49","1,189,954,898.95","1,283,589,211.43","1,529,935,067.00","1,569,222,545.83","1,601,849,944.12","1,714,986,257.25","1,751,599,925.57","1,887,603,071.56","1,956,144,570.71","1,776,910,574.43","1,797,232,513.12"
所有者权益(或股东权益)合计,"195,190,577.52","234,847,487.45","249,019,007.30","253,979,658.19","417,476,245.28","433,984,750.89","459,491,217.53","453,062,492.07","442,975,851.26","443,838,236.58","437,880,165.08","431,976,967.78","430,225,444.74","494,673,418.19","468,885,152.23","901,678,071.66","905,362,213.69","959,714,538.10","1,015,301,892.98","1,025,399,408.44"
资产总计,"329,617,136.11","412,508,397.91","616,094,186.49","715,012,392.62","824,666,230.33","1,531,263,310.50","1,503,091,355.07","1,641,450,909.10","1,588,482,255.61","1,692,095,552.04","1,792,546,593.35","1,950,017,184.58","1,982,828,202.05","2,118,702,579.77","2,231,222,293.77","2,691,620,039.03","2,790,139,365.45","2,875,016,380.33","3,015,931,818.68","2,997,586,636.24"
负债和所有者(或股东权益)合计,"329,617,136.11","412,508,397.91","616,094,186.49","715,012,392.62","824,666,230.33","1,531,263,310.50","1,503,091,355.07","1,641,450,909.10","1,588,482,255.61","1,692,095,552.04","1,792,546,593.35","1,950,017,184.58","1,982,828,202.05","2,118,702,579.77","2,231,222,293.77","2,691,620,039.03","2,790,139,365.45","2,875,016,380.33","3,015,931,818.68","2,997,586,636.24"
