科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
存货,"27,218,573.53","33,447,033.61","47,154,658.49","68,285,745.00","67,715,093.62","74,977,087.93","86,480,433.75","89,321,037.06","99,050,645.63","99,756,076.06","116,128,555.52","132,703,101.94","139,445,264.03","144,993,645.00","137,641,246.98"
其他应付款,"11,395,258.25","21,384,677.03","18,768,243.59","43,647,337.94","51,180,944.23","71,338,894.46","90,138,865.78","122,078,962.84","129,361,978.19","112,418,561.92","90,221,629.67","110,559,582.80","125,578,141.75","116,594,622.42","145,734,133.26"
其中:消耗性生物资产,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,
一年内到期的非流动负债,,"5,307,500.00","16,425,000.00","2,341,458.33",,,,,,,,,,,
其他流动资产,,"11,015,933.31","220,580,303.34","484,014,471.18","550,000,000.00","980,120,618.90","685,000,000.00","135,593,641.18","125,000,000.00","74,562,478.28","38,710,678.52","87,210,070.16","51,331,187.38","55,814,387.32","70,557,280.84"
其他流动负债,,,,,,,,,,,,,,,
流动资产合计,"222,975,102.96","261,508,634.64","560,212,229.33","684,760,633.59","745,355,077.35","1,303,692,756.92","1,287,151,123.53","684,040,417.95","654,116,061.36","506,527,357.01","447,779,916.39","544,157,110.86","596,539,740.27","574,761,498.15","768,605,510.08"
流动负债合计,"56,675,862.09","86,939,829.44","138,368,885.44","140,942,716.13","150,841,026.12","205,424,350.50","182,555,656.53","405,318,940.09","476,017,905.33","517,191,546.42","500,299,318.69","607,535,904.92","695,801,328.51","751,111,799.93","704,998,593.88"
可供出售金融资产,,,"8,100,000.00","8,100,000.00","8,100,000.00","8,100,000.00","13,100,000.00","109,921,493.67","138,209,075.49","136,992,499.61","134,077,218.94","137,968,603.34","141,079,341.66","72,257,809.71",
长期借款,,,"85,400,000.00","85,400,000.00","85,400,000.00",,,,,"100,000,000.00","100,000,000.00","280,000,000.00","280,000,000.00","280,000,000.00","280,000,000.00"
持有至到期投资,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,
长期应付款,"15,000,000.00","10,615,000.00",,,,,,,,,,,,"137,264,000.00","404,010,000.00"
长期股权投资,,"60,773,766.22","122,207,366.06","119,014,735.52","116,673,115.32","135,070,382.42","132,042,282.09","15,818,237.92","15,818,237.92","15,269,416.56","15,269,416.56","14,214,307.59","13,623,940.27","13,587,692.92","13,347,236.19"
专项应付款,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,"505,375,070.86","506,552,562.34"
预计负债,,,,,,,,,,,,,,,
固定资产,"87,921,908.93","87,018,896.34","83,413,751.79","79,393,405.84","77,751,838.99","388,691,557.77","383,309,704.49","380,054,086.50","401,563,260.46","454,770,238.29","449,233,604.22","459,842,577.85","455,423,209.61","610,323,539.42","595,770,911.03"
递延所得税负债,,"385,390.97","785,904.27","821,414.46","841,374.50","898,371.97","879,256.84","858,528.39","937,696.01","54,642,544.31","55,236,025.48","57,185,321.00","58,011,276.71","54,186,022.06","55,270,727.94"
在建工程,"8,801,936.13","68,127,571.75","191,258,856.73","310,486,937.11","362,360,730.06","169,488,049.96","242,700,038.89","331,046,904.40","369,941,902.60","408,379,933.28","460,766,771.89","527,580,147.00","604,387,470.97","204,770,238.34","231,398,805.93"
其他非流动负债,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,
非流动负债合计,"35,031,801.72","32,956,674.12","114,722,344.96","119,172,728.69","119,007,646.28","32,841,134.48","31,998,510.23","31,154,272.67","30,409,931.18","189,291,160.05","189,061,778.04","370,188,210.38","370,191,302.91","507,261,585.08","773,549,459.36"
固定资产清理,,,,,,,,,,,,,,,
负债合计,"91,707,663.81","119,896,503.56","253,091,230.40","260,115,444.82","269,848,672.40","238,265,484.98","214,554,166.76","436,473,212.76","506,427,836.51","706,482,706.47","689,361,096.73","977,724,115.30","1,065,992,631.42","1,258,373,385.01","1,478,548,053.24"
生产性生物资产,,,,,,,,,,,,,,,
实收资本(或股本),"150,000,000.00","360,000,000.00","360,000,000.00","360,000,000.00","360,000,000.00","401,000,000.00","401,000,000.00","401,000,000.00","401,000,000.00","401,000,000.00","401,000,000.00","401,000,000.00","401,000,000.00","401,000,000.00","401,000,000.00"
油气资产,,,,,,,,,,,,,,,
资本公积,"82,194,435.86","8,921,960.66","10,649,485.46","10,649,485.46","10,649,485.46","626,999,485.46","626,999,485.46","626,999,485.46","626,999,485.46","600,132,530.29","600,132,530.29","603,352,890.29","609,793,610.29","609,793,911.81","619,028,328.19"
无形资产,"74,174,556.80","162,656,054.27","156,195,104.93","151,506,638.19","149,162,404.85","146,818,171.51","144,474,814.13","232,871,456.94","258,626,479.85","545,670,165.84","547,299,785.92","538,766,092.35","528,378,284.98","491,903,567.01","505,828,354.91"
盈余公积,"9,746,511.07","37,287,360.03","73,100,376.77","73,100,376.77","73,100,376.77","111,797,224.63","111,797,224.63","111,797,224.63","111,797,224.63","144,023,847.49","144,023,847.49","144,023,847.49","144,023,847.49","168,440,877.79","168,440,877.79"
开发支出,"12,394,226.13","15,522,497.01","18,125,353.36","8,550,834.03","8,581,146.20","8,581,146.20","8,581,146.20","143,672,585.75","185,161,860.26","277,813,121.15","306,205,762.51","420,867,083.52","468,972,448.99","564,149,812.84","618,360,470.53"
减:库存股,,,,,,,,,,,,,,,
商誉,,,,,,,,"542,588,229.59","542,588,229.59","413,584,000.09","413,584,000.09","413,584,000.09","413,584,000.09","413,584,000.09","413,584,000.09"
未分配利润,"67,329,436.60","129,074,737.47","438,559,787.58","650,927,050.11","746,912,045.98","768,658,837.33","844,208,511.93","833,559,325.94","899,906,698.27","921,979,624.02","964,768,625.01","928,502,426.45","1,009,589,023.97","1,004,230,957.38","1,053,912,616.39"
长期待摊费用,"906,424.60","3,319,896.91","1,820,564.31","356,711.20","249,697.90","142,684.60","35,671.30",,,"2,094,111.46","1,919,602.18","1,745,092.90","1,570,583.62","1,396,074.34","2,658,515.06"
少数股东权益,"9,829,157.52","7,749,730.41","5,637,604.17","5,163,969.65","4,946,264.68","4,706,470.96","4,486,752.95","19,004,965.86","15,833,366.07","14,568,729.29","12,512,155.87","22,228,831.74","10,867,974.35","13,978,832.12","12,380,545.57"
递延所得税资产,"3,633,049.31","4,000,974.99","5,711,648.43","6,484,901.18","6,838,261.55","6,718,207.01","6,577,304.92","6,446,428.66","6,395,305.06","7,159,208.54","6,343,933.31","6,906,289.91","6,742,711.66","7,808,633.28","6,351,038.40"
外币报表折算价差,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,"4,753,747.00","4,753,747.00","2,661,100.00","9,099,041.80","167,600.00","11,500.00"
非正常经营项目收益调整,,,,,,,,,,,,,,,
非流动资产合计,"187,832,101.90","401,419,657.49","586,832,645.61","683,894,163.07","729,717,194.87","863,610,199.47","930,820,962.02","1,762,419,423.43","1,918,304,351.23","2,266,486,441.82","2,339,453,842.62","2,524,135,294.55","2,642,861,033.65","2,885,324,038.81","2,965,881,785.75"
所有者权益(或股东权益)合计,"319,099,541.05","543,031,788.57","893,953,644.54","1,108,539,351.84","1,205,223,599.82","1,929,037,471.41","2,003,417,918.79","2,009,986,628.62","2,065,992,576.08","2,066,531,092.36","2,097,872,662.28","2,090,568,290.11","2,173,408,142.50","2,201,712,151.95","2,255,939,242.59"
资产总计,"410,807,204.86","662,928,292.13","1,147,044,874.94","1,368,654,796.66","1,475,072,272.22","2,167,302,956.39","2,217,972,085.55","2,446,459,841.38","2,572,420,412.59","2,773,013,798.83","2,787,233,759.01","3,068,292,405.41","3,239,400,773.92","3,460,085,536.96","3,734,487,295.83"
负债和所有者(或股东权益)合计,"410,807,204.86","662,928,292.13","1,147,044,874.94","1,368,654,796.66","1,475,072,272.22","2,167,302,956.39","2,217,972,085.55","2,446,459,841.38","2,572,420,412.59","2,773,013,798.83","2,787,233,759.01","3,068,292,405.41","3,239,400,773.92","3,460,085,536.96","3,734,487,295.83"
