科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"185,246,882.36","190,680,843.39","297,431,489.04","941,576,087.21","847,798,410.96","1,111,444,218.22","1,149,747,622.92","1,176,683,931.49","1,052,826,381.98","1,301,449,526.09","1,516,285,115.76","1,555,438,179.32","986,191,970.76","1,031,838,021.38","923,569,929.67","1,230,388,287.04","1,436,061,256.24","1,395,242,356.24","940,895,904.81","716,815,250.64","493,390,777.51","468,174,913.90","360,493,082.12","492,086,455.00","485,661,205.49","566,853,606.62","881,098,257.83","818,613,323.73","725,143,161.07","590,356,041.45","544,948,690.83","428,192,582.97","335,996,459.51","927,346,921.59","1,163,380,880.61","1,264,245,575.18","2,123,236,919.54","2,991,652,894.55","3,303,932,103.67","4,152,502,107.43","2,472,314,821.05","2,145,575,953.53","2,709,439,554.60"
短期借款,"155,000,000.00","168,000,000.00","168,000,000.00","158,000,000.00","128,000,000.00","158,000,000.00","158,000,000.00","138,000,000.00","58,000,000.00","118,000,000.00","68,000,000.00","68,000,000.00","98,000,000.00","98,000,000.00","98,000,000.00","158,000,000.00","158,000,000.00","160,966,771.35","160,966,771.35","127,966,771.35","120,966,771.35","118,000,000.00","118,000,000.00","118,000,000.00","158,000,000.00","108,000,000.00","108,000,000.00","73,000,000.00","390,000,000.00","490,000,000.00","420,000,000.00","100,000,000.00","100,000,000.00",,,,,,,"99,000,000.00",,,
交易性金融资产,"15,080,390.00","37,368,080.00","61,548,380.00","66,487,025.00","47,651,090.00","42,149,653.00","35,099,797.00","28,387,335.00","35,620,963.00","22,654,220.00","7,635,485.00","5,897,885.00","12,462,140.00","27,146,216.24","27,632,807.18","28,718,100.72","89,104,123.16","37,072,884.64","451,043,449.98","25,147,159.30","31,242,562.96","31,208,780.42","29,965,620.87","56,362,724.98","57,435,395.19","74,421,486.09","33,259,230.63","66,737,076.26","65,448,946.56","39,264,985.07","17,782,965.88","57,464,519.35","52,801,239.92","58,515,297.01","49,280,037.09","60,505,048.58","53,335,074.66","50,575,062.96","50,829,324.45","79,282,316.75","76,695,738.70","84,446,611.70","86,492,635.34"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"1,771,265.00","2,844,700.00","1,700,000.00","3,354,900.00","3,568,830.00","583,961.20","1,878,800.00","2,621,860.00","4,081,990.00","2,965,805.00","2,084,108.29","3,825,144.43","1,844,207.71","840,000.00","2,605,410.67","3,138,251.72","2,528,326.75","2,658,949.84","4,706,292.00","2,841,954.30","3,957,427.74","2,673,000.00","2,046,326.08","225,283.03","1,110,000.00","1,438,516.07","219,908.86",,,,,,,,,,,,,,,,
应付票据,,,"7,500,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"29,369,190.50","33,066,203.33","39,902,763.25","36,509,707.68","30,562,797.76","31,553,882.11","31,632,773.11","28,705,964.94","30,837,808.02","33,449,055.35","34,307,691.57","34,346,415.29","33,106,676.75","32,953,790.38","26,596,513.99","27,173,511.92","24,627,843.52","27,383,067.87","28,021,745.58","24,401,172.75","23,863,620.63","23,703,420.70","21,519,319.07","33,889,743.39","41,199,513.04","40,936,739.20","26,658,314.30","16,280,078.86","16,575,694.39","10,737,323.09","5,804,797.29","168,206.41","2,300,308.34",,,"714,347.37","3,269,112.37","3,411,294.75","4,108,874.70","34,399,023.74","83,565,345.71","117,494,553.67","153,819,822.48"
应付账款,"60,353,694.41","58,437,495.67","58,177,895.91","54,566,834.43","102,125,564.91","65,715,353.69","52,764,023.09","60,805,950.48","51,393,160.52","101,091,258.63","78,622,640.14","77,622,722.51","69,078,620.21","66,124,881.85","66,884,328.41","65,024,694.70","56,405,801.19","57,301,239.08","56,933,005.58","209,742,147.42","108,726,252.26","101,662,863.84","89,866,596.37","322,882,328.74","151,320,173.64","144,601,257.18","118,560,693.45","191,427,494.53","93,367,611.19","63,091,816.69","92,229,399.46","84,248,405.76","150,185,232.72","163,883,564.90","162,378,661.37","159,838,997.87","166,985,825.66","164,255,499.65","153,919,676.31","309,127,504.54","278,917,527.67","191,247,145.57","193,278,055.39"
预付款项,"48,496,614.02","54,722,327.22","68,892,755.25","21,778,504.77","29,300,627.50","43,793,719.65","38,020,434.63","20,227,996.71","34,077,786.07","28,017,018.34","83,290,498.51","147,291,632.61","217,869,819.44","100,051,767.73","65,383,840.33","92,396,153.87","52,222,292.89","47,507,783.11","481,908,152.27","468,828,735.64","169,810,546.71","149,570,239.64","223,907,410.56","36,390,770.12","49,771,453.99","43,872,053.66","55,035,359.38","26,671,820.99","657,780,631.29","36,721,568.55","41,266,664.99","35,066,437.76","36,666,776.32","8,661,464.13","7,369,734.09","10,386,585.68","15,740,367.37","12,619,497.32","11,398,642.44","14,575,855.62","8,052,034.96","16,860,263.92","10,868,177.90"
预收款项,"508,995,832.89","260,272,560.92","298,364,109.38","449,807,566.90","715,928,274.65","709,585,324.46","783,007,396.12","804,246,302.76","838,431,458.42","410,074,300.00","398,666,333.53","428,682,591.20","890,429,287.90","1,114,553,534.79","1,096,312,528.92","1,223,373,521.85","1,430,520,466.64","2,009,272,748.01","2,199,141,446.26","1,444,664,172.71","1,480,882,379.98","924,120,770.08","1,003,574,560.26","1,194,009,605.32","1,049,182,597.64","1,360,736,989.69","1,995,942,237.40","1,818,599,900.99","1,742,831,090.78","1,827,797,915.11","1,990,913,253.52","1,952,215,034.07","1,804,501,829.85","2,117,648,475.17","2,201,163,315.17","2,225,927,714.86","2,471,925,756.50","3,324,140,451.17","4,136,822,716.35","3,795,898,129.96","3,514,184,247.07","3,718,189,863.23","4,214,025,130.66"
其他应收款,"212,462,077.16","181,771,502.32","126,460,431.26","118,649,190.85","24,787,446.73","30,221,330.49","28,643,911.08","28,323,620.82","27,193,020.10","27,411,864.65","82,102,318.80","134,223,222.69","33,157,691.89","33,922,353.55","58,790,509.70","76,360,387.19","26,780,818.18","26,453,290.11","32,891,396.73","51,467,714.70","56,133,693.05","42,220,067.22","34,665,579.29","35,390,929.90","59,900,533.31","224,056,020.11","46,819,166.86","158,958,874.38","101,991,411.38","34,369,657.30","24,827,516.17","59,263,527.02","80,429,251.35","82,062,267.66","85,319,604.41","81,562,007.45","83,689,322.37","457,872,003.08","80,366,557.56","150,598,195.86","262,029,150.11","113,397,581.17","161,052,515.79"
应付职工薪酬,"30,044,476.22","52,573,713.81","51,906,465.56","48,723,838.77","46,060,541.17","46,315,271.99","45,405,279.84","55,290,225.14","54,048,661.18","55,143,690.22","56,061,809.94","54,651,132.50","54,172,110.91","54,540,949.85","54,267,044.59","78,610,500.34","77,410,431.04","71,107,262.41","71,226,156.08","78,632,857.25","78,468,616.99","71,759,429.31","69,872,944.09","29,922,498.48","28,236,253.23","28,389,468.78","27,667,613.49","32,632,479.55","31,729,970.76","32,225,774.76","37,257,569.73","37,198,085.48","37,662,492.93","32,211,451.81","32,213,690.99","38,979,203.67","33,093,402.40","33,190,955.81","33,275,979.80","79,235,300.72","44,716,631.01","70,243,179.32","70,195,431.54"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"-33,490,539.16","15,511,282.84","8,497,210.50","14,572,290.96","-3,746,266.53","-14,807,386.38","-33,113,810.39","-35,132,152.74","-37,128,167.50","38,632,546.76","10,472,584.42","19,130,550.80","-30,644,411.60","-75,478,651.63","-67,433,059.48","-58,704,499.89","-117,913,785.47","-146,571,156.32","-155,852,224.92","22,032,276.73","19,163,641.28","39,157,847.33","39,965,056.83","62,581,821.36","91,270,282.44","41,035,216.13","47,926,401.22","123,661,965.62","124,377,233.46","91,106,868.78","86,435,275.76","121,173,568.05","74,206,480.20","53,154,873.10","69,456,334.90","110,615,243.02","161,807,172.00","89,960,110.73","49,377,999.08","223,564,347.44","116,791,336.98","111,242,720.09","130,052,824.15"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"187,916.67","1,916,750.00",,,,,"496,906.67","596,126.67","596,126.67","596,126.67",,,,
应付利息,"270,132.90","303,101.01","330,606.63","257,670.00","325,541.84","307,190.96","311,458.00","283,883.18","279,609.43","141,010.00","91,480.00","99,297.00","143,104.50","130,095.00","130,095.00","254,994.40","256,418.71","250,321.75","271,625.94","246,272.01","236,524.44","236,524.44","215,022.22","236,524.44","278,391.67","173,916.67","750,583.34","132,975.02","460,602.79","633,819.52","1,509,633.18","16,654,844.43","23,954,941.66","33,045,074.22","10,867,766.89","20,179,251.97","11,018,840.27","13,619,743.04","1,446,111.09","118,428.75","475,000.00","955,277.77","1,440,833.32"
应收股利,,,,"1,295,059.08","1,295,059.08","1,295,059.08","1,928,865.79",,,,,,,"1,576,731.28","926,731.28",,"2,454,076.07","1,754,076.07","46,008.75",,"2,519,390.75","919,390.74","919,390.74",,"2,218,036.09","718,036.09","718,036.09",,"1,989,303.86",,,,,"2,125,243.69","391,322.42",,,,"1,734,209.57",,,,
