科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
流动资产合计,"194,107,303.46","225,671,973.40","244,680,870.27","543,025,179.86","579,597,063.21","578,173,193.58","583,725,710.39","571,176,550.31","574,396,158.09","592,409,918.04","606,999,275.97","594,769,218.47","588,122,440.57","598,928,158.47","577,191,867.52","558,038,964.64","485,620,296.14"
流动负债合计,"132,859,035.79","162,205,874.58","146,865,239.81","86,756,864.87","92,464,831.64","93,003,850.82","94,276,934.33","75,318,063.21","73,595,467.52","67,283,129.11","101,719,924.44","87,294,908.59","100,684,964.10","104,581,328.99","103,607,400.39","89,500,931.02","127,546,378.91"
可供出售金融资产,,,,,,,,"6,553,900.00","6,553,900.00","6,553,900.00","6,553,900.00","6,553,900.00","6,553,900.00","6,553,900.00","18,553,900.00","27,553,900.00","36,553,900.00"
长期借款,"20,250,000.00",,,,,,,,,,,,,,,,"33,820,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,"8,821,242.91","8,821,242.91","33,635,732.59","33,817,607.75","26,097,062.41","27,948,038.44","34,746,387.03"
专项应付款,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,
固定资产,"61,242,459.88","132,136,082.12","186,612,283.87","186,141,106.48","184,011,257.92","182,448,415.00","192,015,483.05","191,887,071.38","191,101,993.43","193,193,209.53","194,416,970.99","224,398,037.84","223,103,711.36","224,549,129.87","239,264,138.09","236,701,868.51","285,368,633.98"
递延所得税负债,,,,,"6,419.25",,"698,271.15","676,859.89","652,784.25","634,519.50","713,608.41","687,419.44","666,245.71","640,981.50","604,523.71","581,847.04","550,632.74"
在建工程,"74,986,520.70","38,987,486.11","10,436,163.75","10,338,216.75","10,412,981.07","10,298,652.09","13,699,423.39","17,171,871.75","32,030,471.93","30,018,199.60","28,294,954.47","14,427,365.93","19,256,691.41","28,570,509.67","41,600,820.44","55,200,617.53","68,692,201.63"
其他非流动负债,"6,664,166.67","8,939,166.67","8,754,166.67",,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,
非流动负债合计,"26,914,166.67","8,939,166.67","8,754,166.67","8,754,166.67","7,122,730.51","7,716,311.26","8,155,461.72","8,004,490.11","7,850,854.13","7,703,029.02","7,652,557.59","7,523,670.40","7,399,798.45","7,271,836.02","7,025,231.50","6,872,994.48","44,892,219.83"
固定资产清理,,,,,,,,,,,,,,,,,
负债合计,"159,773,202.46","171,145,041.25","155,619,406.48","95,511,031.54","99,587,562.15","100,720,162.08","102,432,396.05","83,322,553.32","81,446,321.65","74,986,158.13","109,372,482.03","94,818,578.99","108,084,762.55","111,853,165.01","110,632,631.89","96,373,925.50","172,438,598.74"
生产性生物资产,,,,,,,,,,,,,,,,,
实收资本(或股本),"75,000,000.00","75,000,000.00","75,000,000.00","100,000,000.00","100,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00"
油气资产,,,,,,,,,,,,,,,,,
资本公积,"85,625,912.07","85,625,912.07","85,625,912.07","407,765,960.92","407,765,960.92","307,765,960.92","307,765,960.92","307,765,960.92","307,765,960.92","307,765,960.92","307,765,960.92","307,765,960.92","307,765,960.92","307,765,960.92","307,765,960.92","307,765,960.92","307,765,960.92"
无形资产,"31,309,200.07","30,174,674.67","28,754,335.05","29,078,801.61","28,402,676.18","29,288,239.57","32,050,467.71","31,446,116.35","30,955,563.05","30,686,114.83","33,653,830.76","33,079,518.32","34,793,684.98","31,708,350.91","31,563,078.65","30,886,013.68","97,267,914.88"
盈余公积,"7,585,548.38","11,574,025.40","16,981,002.08","16,981,002.08","20,918,654.48","20,918,654.48","26,714,656.29","26,714,656.29","26,714,656.29","26,714,656.29","33,201,357.23","33,201,357.23","33,201,357.23","33,201,357.23","39,081,046.57","39,081,046.57","39,081,046.57"
开发支出,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,
商誉,"23,166,785.58","23,166,785.58","23,166,785.58","23,166,785.58","23,166,785.58","23,166,785.58","23,166,785.58","23,166,785.58","23,166,785.58","23,166,785.58","23,166,785.58","23,166,785.58","23,166,785.58","23,166,785.58","23,166,785.58","23,166,785.58","23,166,785.58"
未分配利润,"80,618,077.88","129,715,327.19","192,128,330.70","205,681,735.28","231,287,052.29","228,192,252.45","243,719,575.16","257,851,472.88","279,053,416.81","304,124,129.06","316,482,856.73","331,335,887.02","326,063,475.51","338,889,841.49","345,160,259.01","351,321,316.75","340,518,883.63"
长期待摊费用,,,,,,,,,,,,,,,,,
少数股东权益,"538,337.35","454,466.99","449,005.12","448,493.82","447,734.97","447,376.09","446,980.43","446,540.56","2,248,477.00","2,129,846.99","5,860,390.66","5,131,763.80","9,197,351.22","8,084,527.74","8,065,949.22","10,159,909.37","14,249,302.48"
递延所得税资产,"2,144,808.15","2,833,246.75","4,785,834.30","4,584,750.43","1,584,246.51","1,985,476.61","1,729,394.26","1,550,329.23","298,807.32","155,915.28","243,851.07","248,221.93","264,983.25","309,938.55","495,660.85","392,072.15","626,665.07"
外币报表折算价差,,,,,,,,,,,,,,,,,
其他非流动资产,"22,184,000.30","20,544,524.27","27,367,383.63","30,053,382.93","32,831,954.34","32,683,643.59","34,692,304.47","33,148,559.37","38,725,153.27","39,536,708.53","70,532,235.82","66,789,256.98","55,414,977.69","52,190,471.59","52,772,534.07","44,813,898.58","42,011,008.03"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,
非流动资产合计,"215,033,774.68","247,842,799.50","281,122,786.18","283,363,043.78","280,409,901.60","279,871,212.44","297,353,858.46","304,924,633.66","322,832,674.58","323,310,833.35","365,683,771.60","377,484,329.49","396,190,466.86","400,866,693.92","433,513,980.09","446,663,194.47","588,433,496.20"
所有者权益(或股东权益)合计,"249,367,875.68","302,369,731.65","370,184,249.97","730,877,192.10","760,419,402.66","757,324,243.94","778,647,172.80","792,778,630.65","815,782,511.02","840,734,593.26","863,310,565.54","877,434,968.97","876,228,144.88","887,941,687.38","900,073,215.72","908,328,233.61","901,615,193.60"
资产总计,"409,141,078.14","473,514,772.90","525,803,656.45","826,388,223.64","860,006,964.81","858,044,406.02","881,079,568.85","876,101,183.97","897,228,832.67","915,720,751.39","972,683,047.57","972,253,547.96","984,312,907.43","999,794,852.39","1,010,705,847.61","1,004,702,159.11","1,074,053,792.34"
负债和所有者(或股东权益)合计,"409,141,078.14","473,514,772.90","525,803,656.45","826,388,223.64","860,006,964.81","858,044,406.02","881,079,568.85","876,101,183.97","897,228,832.67","915,720,751.39","972,683,047.57","972,253,547.96","984,312,907.43","999,794,852.39","1,010,705,847.61","1,004,702,159.11","1,074,053,792.34"
