科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"43,734,403.69","91,683,325.27","129,202,010.10","193,874,984.96","44,318,327.60","108,086,345.27","161,050,208.69","216,160,522.56","49,156,501.33","102,989,925.84","161,558,300.19","490,299,352.59","262,452,134.60","521,662,134.48","708,172,875.55","863,500,344.24","242,774,303.37","529,146,270.89","899,526,040.42","1,901,285,817.99","648,832,891.06","1,802,457,632.51","2,855,471,318.32","5,801,815,369.06","1,355,437,371.32","3,036,034,467.32","5,433,335,099.10","7,059,329,845.10","611,320,454.32","1,447,827,539.11","2,171,130,805.16","3,792,329,122.71","806,704,507.30","1,311,772,808.75","1,694,406,921.72","2,042,092,382.82","314,901,142.03","617,680,758.31","965,919,002.10","1,756,522,206.35","408,462,728.51","853,400,246.31","1,420,389,196.67","2,381,105,985.34","402,900,126.30"
取得子公司及其他营业单位支付的现金净额,,,,,,,,"-29,731,655.70",,,,,,,,"642,606,576.94",,,,,,,,,,,,"5,953,359.01",,,"253,787,879.00",,,,,,,,,"36,715,282.86",,,,,
收到的税费返还,,,,,,,,,,,"231,938.00","4,934,417.94",,"210,253.32","1,262,029.33","2,877,269.38","2,000.00","785,363.98","785,363.98","785,363.98",,"49,000.00","76,141.32","76,141.32",,,,,,,"123,485.00","236,465.00","105,220.00",,,,,"506,338.05","506,338.05","506,338.05",,,,,
支付其他与投资活动有关的现金,,,,,"80,854,944.42","6,809,798.30","9,667,327.50","12,771,747.00","1,970.00","2,000.00","1,216,873.50","4,366,873.50","108,959,400.00",,"826,231.58","349,500.00","3,120,000.00","9,216,512.63","9,536,512.63",,,,,,"24,500,000.00",,"200,000,000.00",,"30,000,000.00",,,,,,,,"191,218,641.37","191,218,641.37","191,218,641.37","191,218,641.37",,,,,
收到其他与经营活动有关的现金,"57,116,214.09","67,572,320.33","92,618,825.30","146,568,286.13","39,394,250.67","26,452,561.07","44,635,991.06","12,482,697.82","12,881,326.00","7,012,530.29","41,474,451.25","400,295,463.79","32,622,201.33","320,827,274.53","379,612,359.09","144,964,221.76","67,306,749.31","122,339,847.85","586,487,412.66","299,294,011.24","42,448,025.65","555,683,153.42","560,620,267.98","350,421,245.71","579,238,747.84","284,469,657.19","623,579,657.75","680,840,600.23","452,428,163.35","862,449,554.67","994,582,748.48","1,155,608,372.95","371,784,874.82","529,303,480.21","775,562,095.07","191,170,592.70","158,861,446.90","391,632,473.38","600,021,526.90","419,829,900.33","172,879,829.04","206,365,797.48","295,270,587.38","518,113,111.85","83,717,443.12"
投资活动现金流出小计,"22,361,778.00","31,249,533.58","342,311,073.92","648,316,678.03","98,653,469.60","355,485,556.83","426,638,687.47","618,630,624.50","173,981,407.01","297,290,293.72","491,150,765.65","734,716,432.73","336,209,456.93","275,035,220.86","342,355,479.02","1,052,210,341.65","482,321,094.09","634,062,761.86","734,383,297.08","756,002,996.11","36,235,533.28","183,195,751.88","194,992,118.98","199,656,519.74","76,632,236.41","318,841,335.52","340,326,647.43","1,022,442,782.21","326,758,170.13","305,667,433.20","334,869,852.91","99,834,686.81","16,987,396.32","25,705,854.99","40,791,231.44","48,465,194.00","193,159,316.99","193,927,565.29","231,559,521.05","433,279,210.11","12,587,959.19","14,559,511.43","23,781,904.64","127,532,615.71","3,351,073.42"
经营活动现金流入小计,"100,850,617.78","159,255,645.60","221,820,835.40","340,443,271.09","83,712,578.27","134,538,906.34","205,686,199.75","228,643,220.38","62,037,827.33","110,002,456.13","203,264,689.44","895,529,234.32","295,074,335.93","842,699,662.33","1,089,047,263.97","1,011,341,835.38","310,083,052.68","652,271,482.72","1,486,798,817.06","2,201,365,193.21","691,280,916.71","2,358,189,785.93","3,416,167,727.62","6,152,312,756.09","1,934,676,119.16","3,320,504,124.51","6,056,914,756.85","7,740,170,445.33","1,063,748,617.67","2,310,277,093.78","3,165,837,038.64","4,948,173,960.66","1,178,594,602.12","1,841,076,288.96","2,482,932,436.79","2,252,263,165.52","479,714,764.21","1,011,888,619.74","1,569,766,330.05","2,180,621,065.23","583,139,480.88","1,062,405,972.56","1,718,554,946.05","2,902,940,998.69","487,156,101.92"
投资活动产生的现金流量净额,"-22,361,778.00","-31,249,533.58","-342,311,073.92","-648,316,678.03","-98,653,469.60","-345,185,759.65","-413,020,589.63","-600,374,615.68","-170,232,494.55","-289,267,223.57","-480,802,529.59","-692,193,109.00","-332,889,019.43","-271,097,158.36","-337,619,771.47","-1,047,248,839.36","-471,760,514.09","-607,539,818.12","-695,083,402.67","-721,970,612.29","-36,235,533.28","-182,895,751.88","-194,469,521.83","-199,133,922.59","-76,632,236.41","-316,395,791.08","-332,595,011.88","-1,009,496,341.10","-326,634,420.13","-286,524,849.38","-301,108,095.96","-60,726,367.47","90,012,603.68","184,795,862.53","170,368,486.08","516,004,557.41","148,925,683.01","229,934,727.01","215,519,980.85","13,801,124.79","-12,586,959.19","-14,558,511.43","1,599,437.36","-102,158,915.71","-3,351,073.42"
购买商品、接受劳务支付的现金,"3,973,892.88","7,527,379.31","12,417,121.04","12,691,529.06","9,222,341.11","11,859,666.19","24,758,549.45","16,246,944.89","69,067,830.77","89,484,956.12","138,047,231.00","230,182,114.35","72,576,150.76","185,886,762.45","274,904,732.11","352,417,357.85","57,008,412.60","114,242,811.49","511,645,534.69","1,298,254,321.69","585,079,933.62","2,135,836,432.51","2,500,968,768.29","6,034,747,154.15","1,324,117,926.43","3,535,204,968.73","5,689,059,407.53","6,889,559,245.69","416,459,211.62","1,471,409,147.90","2,300,931,807.60","3,602,584,464.60","545,950,071.82","713,400,196.11","769,069,657.80","857,949,755.17","65,783,004.61","84,686,620.39","174,752,114.11","664,944,427.91","87,932,409.95","206,964,462.75","458,426,153.74","1,105,927,420.70","57,489,740.14"
吸收投资收到的现金,,"8,400,000.00","8,400,000.00","10,500,000.00",,,"89,740,000.00","89,740,000.00","40,000,000.00","40,000,000.00","160,580,000.00","40,048,000.00","105,920,000.00","108,920,000.00","108,920,000.00","109,320,000.00",,,,"4,000,000.00",,,"3,000,000.00","3,000,000.00","15,000,000.00","26,500,000.00","28,000,000.00","28,000,000.00",,,,"656,418.00",,,,,,"1,960,000.00","1,960,000.00","3,920,000.00",,,,,
支付给职工以及为职工支付的现金,"3,817,928.99","5,643,223.07","9,351,498.26","23,126,089.67","4,406,165.93","6,769,406.59","10,040,772.15","29,183,957.96","3,354,263.49","17,349,348.65","25,517,996.89","36,900,363.13","15,937,601.27","24,290,802.23","40,904,455.50","48,926,701.04","26,354,263.97","47,271,679.84","60,780,777.41","100,295,873.15","28,696,558.93","44,668,997.58","63,260,108.51","81,324,668.94","34,505,471.41","52,222,512.34","78,982,863.38","130,543,158.19","25,402,438.66","59,456,294.60","97,531,677.08","134,700,837.17","46,270,430.85","78,140,266.56","109,069,931.30","154,332,055.99","31,386,820.09","54,587,974.01","84,747,817.02","121,909,349.59","33,489,616.30","61,469,760.66","89,740,570.52","144,198,384.74","39,155,466.32"
取得借款收到的现金,,,,"50,000,000.00","50,000,000.00","185,000,000.00","235,000,000.00","285,000,000.00","450,000,000.00","645,000,000.00","645,000,000.00","650,000,000.00","250,000,000.00","310,000,000.00","735,000,000.00","1,199,450,000.00","10,000,000.00","150,000,000.00","1,210,000,000.00","480,000,000.00","300,000,000.00","730,000,000.00","1,050,000,000.00","2,144,456,689.00","630,000,000.00","621,225,410.70","737,376,389.50","1,865,926,389.50","595,000,000.00","1,196,000,000.00","1,776,500,000.00","2,118,300,000.00","1,035,000,000.00","1,645,420,000.00","1,904,656,247.55","3,568,500,000.00","450,000,000.00","3,040,000,000.00","3,740,000,000.00","5,592,000,000.00",,"478,000,000.00","578,000,000.00","628,000,000.00","40,000,000.00"
