科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"2,629,247.00","4,760,468.19","6,896,675.38","9,345,526.98","2,712,427.55","4,780,516.21","7,026,978.52","9,636,921.86","2,509,086.86","5,890,130.69","9,196,300.36","13,575,667.88","5,691,819.81","10,011,132.85","15,303,761.89","20,547,161.22","5,368,725.18","10,032,722.47","14,798,862.11","20,278,109.77","5,043,229.82","10,754,047.40","65,494,915.36","74,011,130.36","1,731,923.92","1,010,721,424.10","1,643,374,644.65","2,543,727,567.13","677,156,376.41","1,367,946,180.24","2,052,933,933.56","2,736,641,248.73","503,096,134.13","981,543,289.24","1,564,352,890.52","2,025,544,666.48","350,230,830.66","980,041,507.86","2,131,172,686.28","2,916,064,691.92","758,075,647.22","1,817,740,295.12","2,939,428,412.19","4,587,533,894.57","830,241,354.30","2,081,905,349.08"
二、营业利润,"-3,742,745.57","-6,799,536.95","-9,535,896.63","-30,374,168.83","-218,029.41","-1,935,409.44","-3,962,975.26","-10,931,441.52","-2,533,728.97","-4,451,650.74","-6,276,190.53","-8,879,460.69","-2,950,779.85","-5,705,835.93","-7,671,772.04","-5,431,267.96","-1,888,050.95","-3,516,781.54","-5,099,916.11","-5,723,396.84","-2,196,133.24","-3,117,832.05","589,685.14","712,001.90","785,003.06","17,266,023.36","60,104,226.39","308,818,488.50","140,798,562.36","262,806,838.09","367,841,069.91","460,739,800.56","22,509,120.46","28,955,793.52","2,328,453.35","15,102,174.80","-32,163,297.63","16,593,488.50","93,886,468.32","161,125,046.05","112,727,395.05","336,111,958.61","592,848,077.09","1,058,335,234.27","218,321,268.33","692,117,154.33"
减:营业成本,"2,614,907.63","4,629,923.79","6,679,081.35","9,337,183.52","2,529,285.09","4,459,989.46","6,516,465.36","8,955,621.42","2,393,375.64","5,624,211.62","8,662,988.12","12,916,704.96","5,547,834.41","9,542,938.20","14,762,903.15","19,088,501.68","4,824,846.52","8,803,912.52","12,747,739.40","17,765,315.02","4,767,391.05","8,941,870.89","57,078,194.71","62,028,128.68","1,529,580.50","860,871,954.44","1,366,204,270.02","1,928,528,237.28","466,208,017.13","956,909,890.15","1,461,976,014.02","1,938,650,169.02","406,692,972.85","808,430,240.12","1,330,892,342.89","1,687,012,857.29","317,228,502.08","792,563,629.56","1,739,629,944.58","2,325,664,256.81","539,814,045.58","1,249,523,415.57","1,988,628,706.11","2,996,207,798.86","502,942,143.26","1,159,478,238.68"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"37,667.20","78,320.90","116,739.88","233,906.71","61,669.96","124,938.91","180,245.81","250,612.37","65,722.46","109,795.80","161,779.71","275,071.52","73,566.27","150,179.17","237,019.12","329,799.65","86,969.40","179,670.54","289,297.94","333,487.07","92,808.65","235,303.15","593,831.08","791,397.89","31,732.09","3,064,162.64","6,270,588.50","15,642,665.10","4,001,835.90","8,886,514.96","13,817,719.93","20,417,733.04","812,926.16","3,013,218.14","4,804,288.14","8,779,488.06","951,906.37","3,472,597.26","42,139,827.57","66,697,197.35","8,607,073.01","23,608,737.44","38,312,282.29","68,209,101.21","10,904,050.89","26,382,236.37"
营业外收入,"9,887.40","29,007.12","5,036,966.12","60,832,623.12","560,249.54","574,327.94","579,308.84","17,569,000.53","299,398.36","309,943.80","316,146.00","14,278,747.83",439.00,"688,928.58","688,928.58","12,159,951.79","1,098.72","4,066.82","37,284.78","9,327,485.16","228,575.00","229,657.50","236,430.90","247,365.90","1,783,021.03","35,309,820.38","47,848,302.46","46,201,680.57","12,872,133.04","16,894,664.52","41,033,039.86","48,457,711.23","17,790,311.42","42,744,466.77","53,447,128.29","77,334,194.00","4,589,046.93","7,444,044.04","16,300,026.61","37,375,685.89","10,468,073.44","24,976,733.24","32,648,040.86","613,605.80","525,751.45","5,181,049.66"
销售费用,"121,825.46","227,918.02","333,816.49","411,937.99","137,907.19","333,127.07","510,467.50","672,509.20","166,677.87","337,027.97","512,029.57","692,496.56","183,277.24","367,680.26","734,750.10","731,522.03","183,376.81","368,612.49","551,776.37","733,793.26","182,767.27","371,569.51","547,349.86","734,040.36","62,003.00","31,041,390.33","55,016,098.41","75,837,995.22","19,232,843.83","48,741,774.61","77,130,484.57","106,092,077.73","21,384,360.34","46,832,533.86","74,189,020.24","97,619,050.53","15,950,972.94","36,712,135.18","64,555,336.72","89,143,807.57","20,257,430.07","45,344,055.80","67,730,210.90","105,598,711.62","19,703,959.72","43,220,778.31"
减:营业外支出,"11,322.29","14,621.58","18,372.41","30,011.92","12,106.09","541,881.83","806,784.34","998,672.24","52,391.90","71,524.03","75,727.33","1,825,971.84","18,521.50","38,991.60","36,875.08","2,092,613.07","446,202.44","450,825.45","472,293.01","482,936.24","4,830.30","13,598.15","23,853.66","45,803.66","24,013.98","1,338,086.72","2,177,394.33","5,279,409.20","1,302,341.80","3,967,792.69","4,845,257.97","10,720,166.08","1,510,708.96","4,369,146.33","5,180,778.26","7,022,665.59","2,923,855.28","3,259,015.15","4,942,258.99","6,801,740.15","1,875,661.42","2,438,090.44","3,018,491.12","3,467,769.67","5,522,291.99","3,050,318.11"
管理费用,"1,030,779.31","2,195,903.29","3,248,056.47","5,911,641.85","863,716.09","2,200,392.05","3,868,935.41","5,519,696.06","2,119,843.08","3,710,694.66","5,317,920.48","8,935,534.92","2,715,644.51","5,388,006.93","6,837,958.84","8,719,464.88","2,027,775.81","3,928,396.04","5,905,910.24","8,450,429.96","2,060,318.37","4,049,434.51","6,124,658.38","9,154,288.00","1,758,632.81","49,214,193.86","70,140,829.14","115,409,169.93","25,371,809.08","51,458,459.20","77,837,140.33","132,512,308.27","31,072,636.36","60,733,378.68","96,169,938.20","148,209,151.25","40,096,510.51","92,375,410.37","135,082,480.53","212,233,893.99","61,991,174.39","113,293,273.01","173,722,220.05","264,768,627.66","58,481,168.04","122,542,956.20"
其中:非流动资产处置净损失,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,441.32","10,441.32","4,503,955.16",,,,,,"22,409.00","22,409.00","3,700,724.04",,,,,,
