科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
筹资活动现金流入小计,"55,000,000.00","45,000,000.00","45,000,000.00","53,500,000.00","75,000,000.00","509,582,800.00","529,582,800.00","549,582,800.00","559,582,800.00","20,000,000.00","65,000,000.00","75,000,000.00","75,401,926.87","7,386,034.57","7,366,036.38","26,205,525.90","67,018,205.48","370,000.00","30,370,000.00","50,370,000.00","100,348,796.41",,"40,227,960.00","90,227,960.00","180,227,960.00","62,754,000.00","356,836,016.33","367,436,016.33","363,770,229.54","50,483,443.52","74,327,993.87","150,349,241.63","95,941,974.33","51,600,000.00","53,510,000.00","139,410,000.00"
经营活动现金流出小计,"122,725,127.39","134,901,395.20","100,621,659.91","145,579,171.37","197,340,679.20","33,868,665.65","71,585,951.75","114,183,480.42","169,026,325.70","45,921,644.49","104,952,986.80","172,841,305.03","264,848,246.10","82,428,253.93","164,192,864.43","264,383,553.67","383,029,652.54","117,657,258.95","250,118,662.05","411,420,919.58","615,640,181.16","164,431,773.17","325,076,966.42","483,176,030.07","604,235,843.79","124,789,723.51","249,950,021.64","452,593,261.51","572,209,289.56","154,746,402.01","328,113,872.58","496,964,456.66","659,429,841.89","192,897,326.87","436,977,708.20","574,165,832.09"
偿还债务支付的现金,"40,000,000.00","47,150,000.00","33,000,000.00","41,510,000.00","63,150,000.00","20,000,000.00","45,000,000.00","55,000,000.00","55,150,000.00","5,300,000.00","35,300,000.00","46,241,885.28","57,101,104.09","20,506,533.46","61,799,900.41","73,052,552.86","74,800,181.78","1,890,378.41","2,652,452.77","23,630,266.57","65,095,571.21","565,430.87","33,413,475.99","54,197,813.79","103,254,906.86","50,294,571.66","90,071,482.99","100,100,000.00","100,850,273.67","60,000,000.00","100,000,000.00","120,000,000.00","120,215,285.55","51,000,000.00","71,000,000.00","121,100,000.00"
经营活动产生的现金流量净额,"17,846,523.81","36,473,049.59","-22,626,312.15","-9,548,294.69","-2,095,880.66","9,435,442.14","27,861,120.14","33,646,490.78","49,198,382.28","7,473,603.02","10,686,387.03","43,783,488.39","75,751,892.74","23,712,668.21","62,802,407.46","85,010,825.73","85,883,732.25","3,391,739.72","980,374.19","24,328,013.09","28,183,171.94","1,823,557.30","8,960,770.58","19,171,056.30","50,875,669.27","23,176,718.67","85,021,453.85","69,626,397.74","158,159,638.97","32,310,812.15","69,586,617.86","100,179,990.95","148,843,876.72","-2,934,498.99","29,772,348.21","56,888,765.83"
分配股利、利润或偿还利息支付的现金,"23,615,211.44","14,483,139.63","21,834,894.00","22,629,866.04","23,462,333.18","5,729,815.48","23,293,950.00","23,647,500.00","24,206,884.18","332,352.27","29,715,747.60","30,896,733.67","16,398,732.28","565,718.90","1,553,421.14","39,306,326.10","39,644,769.73","459,333.33","1,031,823.32","1,972,566.64","2,890,506.64","758,077.98","1,633,587.72","2,506,208.26","3,265,978.80","860,877.78","20,981,184.28","28,696,140.58","29,443,968.36","135,650.00","27,078,394.67","27,412,419.44","27,765,776.10","1,878,702.85","30,222,856.72","30,979,520.34"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,"261,281.63",,"359,773,434.48","361,943,812.37","387,263,500.43","26,000,000.00","53,000,000.00","54,000,000.00","94,500,000.00","13,000,000.00","98,300,000.00","71,800,000.00"
支付其他与筹资活动有关的现金,"440,000.00","270,000.00","505,000.00","940,000.00","1,580,000.00","8,317,000.00","8,995,000.00","13,291,050.00","3,938,750.00","20,000.00","839,001.85","1,225,092.93","675,360.00","94,380.33",,"72,750.00","72,750.00",,,,"140,000.00",,,,"220,191.23",,"1,601,806.87","1,601,806.87","1,601,806.87","30,000.00","1,149,993.30","1,149,993.30","1,149,993.30",,"755,681.13","755,681.13"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,927,560.47","1,218,345.21","5,257,171.25","6,650,578.77","9,772,407.40","2,189,126.00","3,635,529.28","7,238,692.75"
筹资活动现金流出小计,"64,055,211.44","61,903,139.63","55,339,894.00","65,079,866.04","88,192,333.18","34,046,815.48","77,288,950.00","91,938,550.00","83,295,634.18","5,652,352.27","65,854,749.45","78,363,711.88","74,175,196.37","21,166,632.69","63,353,321.55","112,431,628.96","114,517,701.51","2,349,711.74","3,684,276.09","25,602,833.21","68,126,077.85","1,323,508.85","35,047,063.71","56,704,022.05","106,741,076.89","51,155,449.44","112,654,474.14","130,397,947.45","131,896,048.90","60,165,650.00","128,228,387.97","148,562,412.74","149,131,054.95","52,878,702.85","101,978,537.85","152,835,201.47"
处置固定资产、无形资产和其他长期资产收回的现金净额,"1,800.00",,"1,000.00","1,468,000.00","945,301.00",,,"1,600,879.00","1,600,879.00",,,"4,600,000.00","4,600,000.00","9,000,000.00","9,000,000.00","9,000,000.00","9,408,879.23",,,,,,"358,000.00","358,000.00","358,000.00","160,000.00","160,000.00","160,000.00","160,000.00","1,968.20","86,894.80","86,894.80","426,894.80","20,000.00","25,000.00","25,000.00"
筹资活动产生的现金流量净额,"-9,055,211.44","-16,903,139.63","-10,339,894.00","-11,579,866.04","-13,192,333.18","475,535,984.52","452,293,850.00","457,644,250.00","476,287,165.82","14,347,647.73","-854,749.45","-3,363,711.88","1,226,730.50","-13,780,598.12","-55,987,285.17","-86,226,103.06","-47,499,496.03","-1,979,711.74","26,685,723.91","24,767,166.79","32,222,718.56","-1,323,508.85","5,180,896.29","33,523,937.95","73,486,883.11","11,598,550.56","244,181,542.19","237,038,068.88","231,874,180.64","-9,682,206.48","-53,900,394.10","1,786,828.89","-53,189,080.62","-1,278,702.85","-48,468,537.85","-13,425,201.47"
处置子公司及其他营业单位收到的现金净额,,,,,,,"1,220,231.08",,"1,220,231.08",,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,"-1,419,115.24","-3,275,611.98","876,284.97","-1,496,873.99","-253,151.78","259,596.81","-1,554,033.21","-2,291,644.52","467,127.10","1,226,139.67","397,987.30","608,621.68","-4,432,284.33","-7,228,184.38","-6,560,514.64","-1,875,594.12","21,577,976.33","20,337,482.29","23,788,972.62","27,630,428.92","37,635,241.03","22,519,771.82","4,356,027.17","29,371,438.75","32,832,325.79"
收到其他与投资活动有关的现金,,,,,,,,"1,220,231.08",,,,,,,,,,,,,"120,137,746.68",,,"210,059.99",,,,,,,,,"161,096,000.00",,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"1,800.00",,"1,000.00","1,468,000.00","945,301.00",,"1,220,231.08","2,821,110.08","2,821,110.08",,,"4,600,000.00","4,600,000.00","9,000,000.00","9,000,000.00","9,000,000.00","9,408,879.23",,,,"120,137,746.68",,"358,000.00","568,059.99","619,281.63","160,000.00","359,933,434.48","362,103,812.37","395,351,060.90","27,220,313.41","58,344,066.05","60,737,473.57","265,795,302.20","15,209,126.00","101,960,529.28","79,063,692.75"
五、现金及现金等价物净增加额,"1,250,334.07","15,225,729.49","-39,844,839.79","-32,504,348.76","-26,082,061.23","484,868,642.96","61,141,359.12","476,461,466.10","477,970,714.42","-11,869,036.82","-213,791,783.02","-168,936,993.73","-136,681,146.65","10,740,729.76","-17,630,710.31","-32,070,901.20","17,691,114.28","-42,979,160.99","-32,351,158.07","6,650,221.64","-55,743,083.15","-8,892,149.66","-30,324,904.69","-38,100,403.81","18,334,371.06","3,102,564.64","586,176,065.19","586,268,551.37","563,771,984.70","40,187,408.55","17,961,365.41","-43,236,225.35","-147,832,416.51","1,201,248.06","61,542,056.32","27,479,493.07"
购建固定资产、无形资产和其他长期资产支付的现金,"7,542,778.30","4,344,180.47","6,879,633.64","12,844,188.03","11,739,148.39","102,783.70","11,319,842.10","17,650,384.76","38,835,943.76","26,929,314.38","32,644,833.54","35,076,068.69","39,719,308.24","2,354,345.30","25,235,678.61","34,042,083.19","24,604,143.42","42,755,562.34","57,725,611.65","54,550,628.43","237,512,860.00","9,790,185.41","45,433,193.24","81,910,982.49","83,595,409.73","25,177,897.39","46,684,771.21","54,077,703.95","127,450,378.10","7,450,483.15","18,229,808.39","140,522,281.18","213,503,127.05","3,150,703.27","15,593,722.07","19,833,400.00"
期初现金及现金等价物余额,"32,116,160.23","33,366,494.30","48,592,223.79","48,592,223.79","48,592,223.79","22,510,162.56","22,510,162.56","22,510,162.56","22,510,162.56","500,480,876.98","500,480,876.98","500,480,876.98","500,480,876.98","363,799,730.33","363,799,730.33","363,799,730.33","363,799,730.33","381,490,844.61","381,490,844.61","381,490,844.61","381,490,844.61","325,806,168.59","325,806,168.59","325,806,168.59","325,747,761.46","344,082,132.52","344,082,132.52","344,082,132.52","344,082,132.52","907,854,117.22","907,854,117.22","907,854,117.22","907,854,117.22","760,021,700.71","760,021,700.71","760,021,700.71"
投资支付的现金,,,,,,,,,"11,500,000.00","6,760,973.19","190,978,587.06",,,"6,713,280.00","6,713,280.00","5,560,388.90",,,,,,,,"4,800,000.00",,"94,292.56","54,400,000.00","50,000,000.00","114,500,000.00","26,000,000.00","65,469,544.93","103,053,478.61","318,299,159.58","11,000,000.00","35,500,000.00","108,046,689.83"
期末现金及现金等价物余额,"33,366,494.30","48,592,223.79","8,747,384.00","16,087,875.03","22,510,162.56","507,378,805.52","83,651,521.68","498,971,628.66","500,480,876.98","488,611,840.16","286,689,093.96","331,543,883.25","363,799,730.33","374,540,460.09","346,169,020.02","331,728,829.13","381,490,844.61","338,511,683.62","349,139,686.54","388,141,066.25","325,747,761.46","316,914,018.93","295,481,263.90","287,705,764.78","344,082,132.52","347,184,697.16","930,258,197.71","930,350,683.89","907,854,117.22","948,041,525.77","925,815,482.63","864,617,891.87","760,021,700.71","761,222,948.77","821,563,757.03","787,501,193.78"
