科目,2007-06-30,2007-12-31,2008-06-30,2008-12-31,2009-06-30,2009-12-31,2010-06-30,2010-12-31,2011-06-30,2011-12-31,2012-06-30,2012-12-31,2013-06-30,2013-12-31,2015-12-31
货币资金,"46,343,533.08","46,861,278.09","46,537,533.84","34,885,442.73","35,235,274.39","36,049,519.48","35,187,220.49","35,083,051.93","35,134,766.72","34,277,322.78","5,630,699.35","5,675,151.32","5,858,526.96","2,979,322.67","3,087,060.29"
短期借款,"50,330,076.94","48,817,776.94","48,817,776.94","14,679,976.94","14,680,576.94","11,000,000.00","11,000,000.00","11,000,000.00","11,000,000.00","11,000,000.00","11,000,000.00","11,000,000.00","11,000,000.00","11,000,000.00","11,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,
应付票据,,,,,,,,,,,,,,,
应收账款,"5,143.60","163,605.54","163,605.54","150,538.84","150,538.84",,"5,143.60",,"7,348.00",,,,,,
应付账款,"6,120,424.49","5,807,279.19","5,788,305.34","5,711,575.52","5,711,575.52","5,710,272.32","5,710,363.92","5,668,519.02","5,668,519.02","5,602,900.95","5,602,900.95","5,599,765.13","5,599,765.13","5,561,361.49","5,642,139.46"
预付款项,"19,841.91","38,815.76","19,841.91","56,506.12","56,506.12","10,000.00",,,,,,,,,
预收款项,"437,961.62","593,721.87","520,252.69","807,126.32","807,126.32","807,118.91","1,275,804.13","40,433.99","40,433.99","40,061.50","40,061.50","40,043.68","40,043.68","39,825.37","40,284.55"
其他应收款,"59,326,124.18","53,097,260.47","50,653,817.52","62,211,456.64","58,948,259.51","18,718,902.78","17,496,588.63","11,124,842.84","11,052,756.08","7,151,763.07","7,724,373.09","7,632,389.62","5,130,282.58","5,012,843.51","317,939.51"
应付职工薪酬,"6,573,234.37","7,072,820.12","7,112,207.94","7,445,215.94","7,535,886.53","7,605,309.50","7,477,911.55","7,308,820.77","7,438,108.30","7,256,865.64","7,436,767.65","7,436,652.60","7,670,220.18","4,802,562.75","4,801,699.90"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"14,382,918.90","14,410,030.68","14,412,978.53","14,409,991.85","14,403,697.24","14,416,931.56","14,404,231.80","14,405,699.49","14,402,939.27","14,405,728.28","14,402,258.66","14,404,286.82","14,402,685.59","14,405,057.98","14,402,221.09"
应收利息,,,,,,,,,,,,,,,
应付利息,"165,197,064.69","165,909,225.52","165,909,225.52","144,466,561.02","144,466,561.02","314,554,903.16","314,554,903.16","157,581,202.61","157,581,202.61","174,894,375.27","174,894,375.27","177,843,256.46","177,843,256.46","195,833,932.02","213,460,958.26"
应收股利,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,
存货,"237,711.25","-12,993,289.77","-16,584,709.89","-22,218,824.99","-23,516,332.88","605,152.01","1,705,714.91",,,,,,,,
其他应付款,"32,859,196.50","26,955,323.20","25,372,763.60","88,315,611.96","89,016,847.93","106,529,782.49","107,364,204.82","675,186,175.98","682,412,711.54","657,611,594.06","672,448,495.38","667,393,548.89","669,825,390.41","663,539,581.13","687,110,246.36"
其中:消耗性生物资产,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,
