科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
其他应收款,"3,484,895.09","8,649,767.66","16,353,252.10","15,166,593.02","25,072,952.01","28,781,715.14","26,595,813.52","26,911,904.90","34,211,480.96","37,598,080.54","39,528,777.84","35,983,290.56","36,839,882.80","36,579,272.18","39,979,852.39","47,520,875.18","47,484,347.73"
应付职工薪酬,"2,705,759.40","3,412,008.48","4,539,896.10","405,556.35","351,715.60","5,878,128.78","351,715.40","336,012.58","444,825.26","7,995,752.71","481,223.45","448,357.23","556,035.09","12,878,752.45","617,342.12","479,049.94","572,924.50"
应收关联公司款,,,,,,,,,,,,,,,,,
应交税费,"12,446,542.56","14,665,203.31","18,978,530.63","16,133,896.66","15,000,382.18","13,927,815.55","11,601,269.57","14,286,437.74","14,854,263.18","15,649,843.41","19,937,427.43","17,462,192.18","24,272,164.42","20,180,446.77","14,147,753.44","38,255,193.83","21,426,521.24"
应收利息,,,,,"6,000.00","562,815.26","597,786.72","1,208,791.41","2,110,571.98","867,773.36","586,922.81","311,161.96","397,949.01","3,066,558.32","5,375,086.13","7,269,553.96","318,193.77"
应付利息,"271,451.67","159,943.62","360,511.07","384,434.86","522,254.38","361,305.06","182,431.87","509,483.58","574,547.51","639,813.33","418,645.66","597,787.58","663,408.36","812,683.28","479,196.34","472,195.74","429,333.99"
应收股利,,,,,,,,,,,,,,,,,
应付股利,"27,296,269.00",,,,,,,,,,"33,280,000.00",,,,,,
存货,"112,187,106.80","130,769,015.51","112,185,422.67","141,969,239.06","158,434,058.22","168,985,091.36","194,907,068.52","228,926,672.30","238,504,416.51","250,304,757.32","286,260,051.95","308,453,773.20","310,965,877.13","291,121,846.73","353,014,101.04","298,805,683.82","369,633,949.21"
其他应付款,"195,627.35","359,038.07","406,699.18","366,016.35","429,841.82","1,581,327.77","2,253,997.91","1,881,498.99","1,450,034.81","6,876,837.15","3,555,799.57","3,626,425.41","3,642,603.86","2,013,129.91","736,669.07","948,390.97","540,987.98"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,"817,630.48","10,813,932.37","10,832,564.99","10,836,740.79","10,838,430.34","10,846,884.85","848,772.73","889,309.38","913,664.19","915,105.90","944,874.14","958,171.04","1,002,047.97","534,629.97","502,994.76","14,245,331.01"
其他流动资产,,,"105,725.48","569,649.63","598,233.56","1,845,415.85","1,708,115.52","187,156,882.08","235,851,513.31","111,605,967.96","2,183,862.47","6,430,799.39","550,748,843.55","608,642,729.99","632,342,733.22","591,270,725.81","580,105,551.49"
其他流动负债,,,,,,,,,,,,,,,,,
流动资产合计,"454,781,191.35","623,094,443.97","617,146,992.62","723,239,105.13","746,930,192.02","763,398,840.25","1,206,291,337.05","1,248,838,708.49","1,204,214,451.73","1,186,893,897.12","1,151,757,823.18","1,269,662,670.53","2,231,088,038.77","2,126,687,923.22","2,084,068,767.76","2,097,690,047.11","2,173,463,764.22"
流动负债合计,"240,702,904.74","335,403,610.69","280,551,528.17","346,890,647.63","348,175,756.17","361,889,518.65","412,271,882.05","468,991,442.75","459,776,085.32","467,841,297.63","472,779,898.80","615,916,159.49","578,616,964.28","519,147,619.85","495,348,779.93","511,719,094.38","590,609,391.56"
可供出售金融资产,,,,,,,,,,,,,,,,,
长期借款,,"8,132,325.72","19,571,469.93","14,219,824.90","11,498,011.04","8,756,784.15","6,068,281.99","5,827,537.33","33,341,165.91","39,731,041.05","54,968,507.03","54,870,822.24","54,668,790.98","54,617,068.65","45,068,810.05","43,329,731.54","18,655,837.61"
持有至到期投资,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,
投资性房地产,"3,966,951.42",,,,,,,"23,417,653.06","23,107,980.34","22,798,307.62","22,488,634.90","22,178,959.62","21,869,286.90","28,696,201.24","31,834,266.73","31,370,924.50","30,907,582.27"
预计负债,,,,,,,,,,,,,,,,,
固定资产,"74,909,274.41","106,521,775.83","163,546,463.07","160,509,739.50","159,564,227.32","159,045,516.90","157,359,940.43","136,614,580.26","136,721,144.61","140,419,522.17","139,531,691.68","140,726,526.86","148,396,696.41","188,577,273.11","175,081,643.88","277,322,297.45","501,040,870.82"
递延所得税负债,"548,154.58","456,795.48","365,436.39","319,756.84","296,917.06","274,077.29","251,237.51","228,397.74","528,237.60","502,207.04","467,965.71","439,660.15","406,251.52","404,332.16","376,794.34","433,775.53","457,102.78"
在建工程,"966,538.63","1,563,051.12","342,389.75","1,649,300.28","4,259,658.06","8,728,946.94","14,528,207.33","22,522,271.26","31,980,862.26","77,694,508.58","112,947,996.34","188,384,027.38","239,129,974.22","263,096,710.12","302,812,495.47","221,381,751.09","116,811,246.09"
其他非流动负债,"210,000.00","180,000.00","150,000.00","135,000.00","127,500.00",,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,
非流动负债合计,"758,154.58","8,769,121.20","20,086,906.32","14,674,581.74","11,922,428.10","9,150,861.44","6,432,019.50","6,160,935.07","34,766,903.51","45,258,391.26","60,882,567.95","58,477,529.64","58,131,223.61","57,966,715.78","48,280,053.22","46,487,089.76","21,715,656.94"
固定资产清理,,,,,,,,,,,,,,,,,
负债合计,"241,461,059.32","344,172,731.89","300,638,434.49","361,565,229.37","360,098,184.27","371,040,380.09","418,703,901.55","475,152,377.82","494,542,988.83","513,099,688.89","533,662,466.75","674,393,689.13","636,748,187.89","577,114,335.63","543,628,833.15","558,206,184.14","612,325,048.50"
生产性生物资产,,,,,,,,,,,,,,,,,
实收资本(或股本),"78,000,000.00","124,800,000.00","124,800,000.00","124,800,000.00","124,800,000.00","124,800,000.00","166,400,000.00","166,400,000.00","166,400,000.00","166,400,000.00","166,400,000.00","166,400,000.00","181,066,380.00","181,066,380.00","181,066,380.00","452,665,950.00","452,665,950.00"
油气资产,,,,,,,,,,,,,,,,,
资本公积,"49,478,948.61","2,678,948.61","2,678,948.61","2,678,948.61","2,678,948.61","2,678,948.61","343,402,624.18","343,402,624.18","344,420,749.44","347,177,137.35","350,008,022.22","352,838,907.09","1,351,880,706.65","1,355,102,894.11","1,357,866,376.93","1,089,030,289.75","1,091,793,772.57"
无形资产,"6,398,424.20","24,054,950.41","23,402,075.71","23,130,641.94","22,972,773.38","42,494,514.83","42,915,046.93","42,234,053.30","42,002,112.23","61,757,867.47","61,467,965.70","61,135,702.36","101,348,506.30","100,028,250.25","98,632,948.39","97,245,769.54","95,851,284.67"
盈余公积,"14,447,195.42","21,144,339.48","32,531,115.72","32,531,115.72","32,531,115.72","44,425,210.62","44,425,210.62","44,425,210.62","44,425,210.62","55,253,144.35","55,253,144.35","55,253,144.35","55,253,144.35","71,706,905.78","71,706,905.78","71,706,905.78","71,706,905.78"
开发支出,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,
未分配利润,"164,284,836.78","270,765,810.02","355,316,340.06","402,037,695.76","434,860,146.47","455,603,450.88","478,384,564.17","501,019,974.14","538,087,727.79","570,009,320.62","569,078,076.32","622,903,311.56","681,705,030.55","713,754,303.65","749,925,316.56","788,511,109.68","837,054,512.27"
长期待摊费用,"2,851,404.97","2,626,170.91","3,136,912.55","2,482,837.29","2,320,164.86","8,219,531.90","7,833,041.04","7,783,752.27","9,416,229.75","8,926,213.52","8,240,524.28","7,750,568.97","7,074,908.82","7,259,218.01","6,590,721.47","10,965,632.28","18,002,890.83"
少数股东权益,,,"-8,099.26","-91,878.14","-140,675.53","-629,173.48","-828,369.77","-732,226.15","-865,253.68","-1,349,658.88","-1,522,329.06","-1,752,917.29","38,934,732.08","36,559,354.46","36,340,599.81","35,045,286.97","35,146,284.92"
递延所得税资产,"2,722,121.16","4,608,507.27","6,356,946.32","7,522,977.31","7,557,801.43","9,540,443.42","9,653,127.74","10,874,070.27","11,584,593.25","14,489,561.12","14,886,623.56","17,472,245.60","18,733,465.45","20,772,053.98","21,177,927.79","22,808,463.66","24,227,216.83"
外币报表折算价差,"-1,076,133.99","-1,092,930.49","-2,024,959.60","-1,856,048.04",,,,,,,,,,,,,
其他非流动资产,,,,"3,130,461.83","9,332,091.55","4,502,708.59","10,009,500.60","35,377,192.10","127,069,339.02","137,295,117.88","161,062,238.89","163,107,834.84","178,616,057.62","202,919,650.54","222,396,075.44","236,152,474.90","138,030,939.38"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,
非流动资产合计,"91,814,714.79","139,374,455.54","196,784,787.40","198,425,958.15","206,006,716.60","232,531,662.58","242,298,864.07","278,823,572.52","381,882,261.46","463,381,098.36","520,625,675.35","600,755,865.63","715,168,895.72","811,349,357.25","858,526,079.17","897,247,313.42","924,872,030.89"
所有者权益(或股东权益)合计,"305,134,846.82","418,296,167.62","513,293,345.53","560,099,833.91","592,838,724.35","624,890,122.74","1,029,886,299.57","1,052,509,903.19","1,091,553,724.36","1,137,175,306.59","1,138,721,031.78","1,196,024,847.03","2,309,508,746.60","2,360,922,944.84","2,398,966,013.78","2,436,731,176.39","2,486,010,746.61"
资产总计,"546,595,906.14","762,468,899.51","813,931,780.02","921,665,063.28","952,936,908.62","995,930,502.83","1,448,590,201.12","1,527,662,281.01","1,586,096,713.19","1,650,274,995.48","1,672,383,498.53","1,870,418,536.16","2,946,256,934.49","2,938,037,280.47","2,942,594,846.93","2,994,937,360.53","3,098,335,795.11"
负债和所有者(或股东权益)合计,"546,595,906.14","762,468,899.51","813,931,780.02","921,665,063.28","952,936,908.62","995,930,502.83","1,448,590,201.12","1,527,662,281.01","1,586,096,713.19","1,650,274,995.48","1,672,383,498.53","1,870,418,536.16","2,946,256,934.49","2,938,037,280.47","2,942,594,846.93","2,994,937,360.53","3,098,335,795.11"
