科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"219,519,214.19","237,004,552.94","57,513,175.92","170,336,988.79","251,700,476.15","43,470,915.09","89,016,637.12","191,584,548.72","349,455,357.05","56,132,888.46","148,099,261.68","204,918,212.08","445,001,356.91","69,287,000.52","214,064,559.14","351,022,882.69","528,704,441.68","76,229,800.67","186,239,168.48","315,871,502.27","611,500,490.19","101,326,683.41","247,539,614.26","444,001,937.34","726,638,804.35","104,285,565.95","440,723,801.93","691,097,229.39","1,155,824,668.91","163,115,407.19","368,163,923.23","598,192,033.96","940,988,491.52","174,306,473.85","387,474,067.50","590,764,147.25","1,200,755,396.56","259,720,659.89"
取得子公司及其他营业单位支付的现金净额,,"1,774,000.00",,,,,,,,,,,,,,,,,,,"30,055,209.27",,,,,,,,,,,,,,,,,
收到的税费返还,,,,28.61,,238.36,,238.36,,,,,,,,"31,742.15",,,,,,"497,679.00","856,379.00","856,777.90",,,,,,"937,822.96","2,083,032.73","2,321,354.13","2,321,354.13","374,536.48","841,433.38","922,265.82","563,710.16","266,320.28"
支付其他与投资活动有关的现金,,,,"959,341.50",,,,,,,,,,,,,,,,,,,,,"1,000,000.00",,,,,,,,"280,000,000.00","-63,953.20",,,"115,790,000.00","3,197.00"
收到其他与经营活动有关的现金,"6,229,567.77","10,527,267.90","11,842,141.05","189,220,974.93","9,255,120.56","35,983,209.25","19,103,699.88","194,413,333.33","29,965,786.47","6,400,946.06","31,974,497.59","197,247,792.68","6,198,201.96","7,333,569.44","26,315,027.21","52,992,584.60","32,029,875.36","5,343,030.16","23,377,724.43","58,633,056.66","12,968,606.09","5,138,097.90","21,301,852.80","69,861,892.15","17,520,465.97","12,087,016.29","21,045,060.66","27,431,788.44","45,239,838.69","4,545,627.33","30,547,377.37","43,800,742.97","65,963,540.16","11,365,006.44","38,068,856.10","47,615,349.39","203,510,195.69","42,567,537.41"
投资活动现金流出小计,"12,532,511.29","5,785,107.89","12,299,436.88","28,623,910.25","15,449,427.60","35,678,695.00","82,104,154.33","108,458,903.86","113,927,249.83","58,762,869.04","76,275,874.82","102,171,515.40","118,842,617.42","19,515,361.21","26,948,409.03","35,095,464.87","46,481,905.97","18,226,985.43","12,309,786.97","44,689,136.97","47,006,846.92","4,714,248.62","10,442,964.27","13,930,635.08","26,707,450.64","6,987,190.38","11,129,447.88","16,010,961.70","30,537,996.54","15,580,568.10","26,281,910.18","61,372,170.65","400,254,455.65","48,499,466.33","96,193,948.08","134,935,513.21","384,597,525.68","21,918,745.27"
经营活动现金流入小计,"225,748,781.96","247,531,820.84","69,355,316.97","359,557,992.33","260,955,596.71","79,454,362.70","108,120,337.00","385,998,120.41","379,421,143.52","62,533,834.52","180,073,759.27","402,166,004.76","451,199,558.87","76,620,569.96","240,379,586.35","404,047,209.44","560,734,317.04","81,572,830.83","209,616,892.91","374,504,558.93","624,469,096.28","106,962,460.31","269,697,846.06","514,720,607.39","744,159,270.32","116,372,582.24","461,768,862.59","718,529,017.83","1,201,064,507.60","168,598,857.48","400,794,333.33","644,314,131.06","1,009,273,385.81","186,046,016.77","426,384,356.98","639,301,762.46","1,404,829,302.41","302,554,517.58"
投资活动产生的现金流量净额,"-12,532,511.29","1,925,433.69","-12,299,436.88","-28,124,272.46","-15,449,427.60","-35,131,857.18","-81,557,316.51","-107,912,066.04","-113,380,412.01","-58,762,869.04","-76,275,874.82","-102,161,853.40","-118,832,955.42","-19,515,361.21","-26,948,409.03","-35,095,464.87","-46,481,905.97","-18,226,985.43","-12,309,786.97","-44,689,136.97","-47,000,986.92","-4,714,248.62","-10,442,964.27","-13,930,635.08","-26,658,513.53","-6,901,210.38","-11,053,467.88","-15,934,981.70","-30,462,016.54","-15,580,568.10","-26,279,410.18","-61,369,670.65","-213,064,777.57","-48,499,466.33","-96,165,485.08","-34,935,513.21","-253,899,863.75","-21,918,745.27"
购买商品、接受劳务支付的现金,"186,454,116.09","208,454,958.14","74,156,379.80","111,262,067.59","264,413,716.03","35,056,225.93","112,463,425.69","169,202,931.19","357,761,681.56","62,042,213.81","170,856,352.95","326,393,894.93","409,887,346.24","95,324,094.55","204,421,641.50","382,205,228.52","452,323,581.28","98,840,882.62","201,727,070.81","346,051,695.48","424,951,311.11","100,425,075.35","280,401,500.12","461,630,815.53","518,986,460.41","149,020,335.63","323,695,451.28","507,685,703.48","724,006,833.52","192,609,127.04","351,199,922.22","517,977,444.06","800,648,697.09","262,347,575.02","332,340,184.80","567,538,547.08","971,704,482.00","267,199,928.77"
吸收投资收到的现金,,"21,880,000.00",,"14,100,000.00","233,000,000.00",,,,,,,,,,,,,,,,"900,000.00",,,,,,"1,938,000.00","1,938,000.00","1,938,000.00","25,000,000.00","731,399,996.97","731,399,996.97","751,599,996.97",,,"3,105,500.00","5,578,430.00",
