科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"13,353,083.45","20,518,096.89","15,213,037.75","21,785,915.76","35,247,043.44","7,662,985.45","18,714,569.15","30,779,719.64","41,807,797.55","22,892,841.23","39,850,239.83","60,255,053.38","81,155,907.03","34,459,840.38","57,231,084.12","81,317,914.55","106,783,288.25","42,238,277.61","69,946,263.93","99,699,131.00","134,033,493.05","48,338,083.91","84,230,346.12","124,014,820.29","166,795,444.91","60,202,776.41","101,093,296.46","147,797,905.29","199,155,460.52","68,151,191.67","113,146,955.32","164,358,279.63","225,387,514.00","72,935,159.93","129,934,448.18","184,588,642.01","249,872,088.38","71,685,450.14","131,748,832.38"
取得借款收到的现金,"5,000,000.00","5,000,000.00","10,000,000.00","25,000,000.00","33,600,000.00",,,,,"48,750,000.00","63,750,000.00","108,750,000.00","123,750,000.00","126,174,000.00","140,174,000.00","244,674,000.00","293,674,000.00","90,000,000.00","171,500,000.00","207,400,000.00","250,000,000.00","123,700,000.00","191,700,000.00","310,400,000.00","420,900,000.00","171,100,000.00","284,400,000.00","543,500,000.00","749,000,000.00","96,600,000.00","244,600,000.00","432,335,059.06","833,763,013.05","306,410,715.38","463,367,415.38","613,807,071.43","1,129,876,951.43","170,090,000.00","351,290,000.00"
支付的各项税费,"7,804,244.54","14,553,644.32","5,107,824.95","8,397,767.85","12,580,394.12","4,274,474.86","10,108,055.08","15,221,993.50","21,986,689.35","8,491,778.89","16,998,930.82","34,523,120.77","44,921,899.28","13,627,684.69","27,291,996.97","35,889,259.44","47,595,633.40","11,346,589.40","16,830,401.99","19,739,078.20","27,048,894.71","21,083,017.21","36,450,153.66","50,232,689.77","65,242,877.83","15,458,978.89","45,337,300.40","59,954,387.53","79,808,791.82","32,204,779.39","57,512,995.31","77,926,840.16","91,788,623.65","27,328,548.50","86,107,137.77","102,769,896.83","122,451,792.37","45,781,334.36","64,768,343.27"
收到其他与筹资活动有关的现金,"284,070.30","2,097,770.17",,,,,,,,,,,"15,500,000.00",,"9,000,000.00","25,628,000.00","30,308,000.00","2,030,000.00","22,132,600.00","25,392,600.00","6,170,000.00","800,000.00","30,300,000.00","47,715,225.09","17,805,000.00","12,202,450.36","27,700,000.00","41,969,698.76","45,050,000.00",,"800,000.00","1,320,000.00",,"3,000,000.00","3,000,000.00","5,000,000.00","98,030,000.00","5,037,645.83","20,243,895.83"
支付其他与经营活动有关的现金,"7,105,715.21","14,373,392.77","6,583,473.10","8,627,447.86","16,020,003.59","8,381,610.71","10,952,672.83","18,475,109.59","36,792,250.30","13,937,806.47","40,488,154.21","68,474,319.56","62,131,896.92","21,491,210.86","26,737,531.10","55,889,127.59","64,261,275.93","35,142,518.08","35,618,013.41","66,150,320.15","74,494,819.15","24,351,337.82","46,479,656.68","66,713,182.75","83,911,389.32","40,769,571.98","66,679,802.52","91,579,287.59","113,186,102.62","51,404,789.83","59,858,616.25","96,454,838.08","125,857,063.58","45,060,396.95","62,248,456.54","97,251,092.07","130,418,755.11","36,040,997.54","77,061,563.51"
筹资活动现金流入小计,"5,284,070.30","29,297,770.17","10,000,000.00","25,000,000.00","218,302,000.00",,"200,000.00","200,000.00","200,000.00","49,150,000.00","68,150,000.00","113,150,000.00","144,130,000.00","126,174,000.00","149,174,000.00","270,902,000.00","324,582,000.00","95,110,000.00","196,712,600.00","327,107,912.59","350,918,677.29","126,100,000.00","226,600,000.00","363,115,225.09","443,855,000.00","183,452,450.36","313,210,000.00","586,819,698.76","795,400,000.00","96,600,000.00","245,400,000.00","433,655,059.06","833,763,013.05","309,410,715.38","466,367,415.38","618,807,071.43","1,227,906,951.43","175,127,645.83","371,533,895.83"
经营活动现金流出小计,"59,983,958.42","103,708,765.24","51,223,996.83","84,072,834.98","127,027,470.96","34,505,022.33","76,667,214.07","129,021,792.32","191,731,058.42","81,091,983.23","178,598,830.38","318,490,684.70","454,739,143.89","163,205,803.35","292,603,636.16","413,627,284.26","525,012,853.54","169,749,547.23","284,883,253.05","418,733,810.41","560,650,452.69","213,316,158.36","385,016,216.09","576,434,234.60","792,217,214.75","301,003,627.09","538,441,288.02","800,008,654.25","1,058,747,762.75","374,080,529.49","635,667,762.10","953,330,909.83","1,282,019,931.68","408,340,137.82","810,306,130.03","1,143,308,571.10","1,586,980,897.34","508,352,715.59","824,925,910.54"
偿还债务支付的现金,"3,000,000.00","5,000,000.00",,"15,000,000.00","15,000,000.00","23,600,000.00","25,700,000.00","25,700,000.00","25,700,000.00","2,750,000.00","8,750,000.00","33,750,000.00","36,750,000.00","53,000,000.00","73,000,000.00","138,174,000.00","188,174,000.00","84,500,000.00","122,000,000.00","190,000,000.00","250,050,000.00","100,000,000.00","124,000,000.00","178,900,000.00","230,500,000.00","158,900,000.00","225,400,000.00","412,400,000.00","571,900,000.00","101,100,000.00","233,500,000.00","381,500,000.00","607,900,000.00","128,200,000.00","268,086,000.00","459,386,119.06","889,057,923.81","213,707,151.82","486,560,840.05"
经营活动产生的现金流量净额,"3,230,257.73","11,371,877.50","-14,518,506.10","-17,457,980.44","111,510.09","-2,207,725.35","-9,382,754.72","-16,490,700.94","10,804,604.58","-36,629,261.81","-76,686,268.96","-132,236,681.92","-97,042,503.81","-70,512,680.98","-97,092,940.69","-83,596,720.91","-4,772,920.18","-54,301,085.40","-54,519,158.26","-59,693,598.00","9,969,851.49","-70,593,867.17","-92,377,316.37","-150,546,074.73","-63,503,794.59","-69,649,145.20","-105,742,919.40","-136,516,852.74","34,878,305.73","-120,392,320.45","-119,050,483.39","-137,035,218.51","2,783,613.54","-47,878,776.32","-56,229,221.72","-28,291,149.57","68,221,162.99","-97,893,772.16","2,089,535.53"
分配股利、利润或偿还利息支付的现金,"2,261,737.49","5,776,755.00","9,959,305.00","10,198,130.00","11,475,296.52","13,494.37","8,085,117.48","8,085,117.48","8,085,117.48","167,366.52","9,142,337.48","10,607,401.65","12,357,453.52","2,291,791.69","11,418,589.18","17,325,267.57","18,673,565.80","3,439,642.76","10,368,591.85","19,653,612.86","24,093,543.32","3,566,462.79","22,678,067.71","29,476,469.26","41,473,496.02","6,895,763.73","18,458,864.51","24,875,618.95","32,680,085.76","12,749,122.65","37,948,635.67","49,829,749.54","69,592,001.36","12,100,283.68","39,127,345.42","65,559,188.89","82,978,490.30","14,215,032.04","33,887,833.09"
收回投资收到的现金,,"2,905.00",,,,,,,,,,,"95,151.86",,,,"200,000.00",,,"1,200,000.00","1,400,000.00",,,,,"150,000.00","12,000,000.00","12,000,000.00","11,600,000.00",,,,,,,,,,
支付其他与筹资活动有关的现金,"763,370.30","2,687,770.17",,,"7,483,150.00",,"1,500,000.00","1,500,000.00","1,500,000.00",,,,"15,319,600.00","1,400,000.00","1,400,000.00","17,150,000.00","36,258,000.00","1,390,000.00","16,760,600.00","23,496,000.00","14,638,364.70","1,390,657.67","36,687,100.00","53,033,504.13","35,415,100.00","2,141,777.86","6,450,000.00","17,144,140.58","37,662,317.00","500,000.00","1,550,000.00","2,070,000.00","6,130,942.46","11,547,477.50","30,261,490.00","50,833,370.00","164,451,130.34",,"6,000,000.00"
取得投资收益收到的现金,"180,137.23","4,616.24",,,,,,,"4,000,000.00",,,,,,"5,000,000.00","5,000,000.00","5,000,000.00",,,,,,,,,,,,"722,995.08","194,972.59","1,665,669.00","1,718,052.56","8,458,120.68","16,430,575.57","23,869,009.41","24,102,913.55",,,
筹资活动现金流出小计,"6,025,107.79","13,464,525.17","9,959,305.00","25,198,130.00","33,958,446.52","23,613,494.37","35,285,117.48","35,285,117.48","35,285,117.48","2,917,366.52","17,892,337.48","44,357,401.65","64,427,053.52","56,691,791.69","85,818,589.18","172,649,267.57","243,105,565.80","89,329,642.76","149,129,191.85","233,149,612.86","288,781,908.02","104,957,120.46","183,365,167.71","261,409,973.39","307,388,596.02","167,937,541.59","250,308,864.51","454,419,759.53","642,242,402.76","114,349,122.65","272,998,635.67","433,399,749.54","683,622,943.82","151,847,761.18","337,474,835.42","575,778,677.95","1,136,487,544.45","227,922,183.86","526,448,673.14"
处置固定资产、无形资产和其他长期资产收回的现金净额,"11,987.36","229,524.41","191,540.04","200,938.04","72,855.49","43,864.00","48,198.29","90,912.14","128,626.52","140,726.87","279,346.13","550,799.51","629,300.97","531,651.40","586,156.45","704,150.96","788,368.46","176,983.01","300,263.75","368,545.94","718,952.00","115,223.12","791,387.95","954,107.48","1,067,096.48","89,351.22","176,822.75","228,035.94","297,051.75","141,195.23","181,657.48","244,982.87","424,901.99","133,814.13","272,971.90","414,575.57","379,030.23","13,577.63","51,799.13"
筹资活动产生的现金流量净额,"-741,037.49","15,833,245.00","40,695.00","-198,130.00","184,343,553.48","-23,613,494.37","-35,085,117.48","-35,085,117.48","-35,085,117.48","46,232,633.48","50,257,662.52","68,792,598.35","79,702,946.48","69,482,208.31","63,355,410.82","98,252,732.43","81,476,434.20","5,780,357.24","47,583,408.15","93,958,299.73","62,136,769.27","21,142,879.54","43,234,832.29","101,705,251.70","136,466,403.98","15,514,908.77","62,901,135.49","132,399,939.23","153,157,597.24","-17,749,122.65","-27,598,635.67","255,309.52","150,140,069.23","157,562,954.20","128,892,579.96","43,028,393.48","91,419,406.98","-52,794,538.03","-154,914,777.31"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,103.63",,
四、汇率变动对现金的影响,,,,,,,,,,,,,"-5,380.99","1,060.22","1,533.22",329.90,"-10,107.75","-3,447.71","-15,880.38","-20,331.50","-33,169.38",,,-300.06,,,-126.48,-126.48,"117,427.44","47,749.93","67,157.10","66,014.27","595,627.06","-39,897.94","-106,960.96","-375,120.45","-475,535.74","7,216.14","-474,000.06"
收到其他与投资活动有关的现金,"23,916.91","57,411.92","35,547.46","77,341.30","203,805.07","487,429.10","676,831.14","853,690.56","11,142,598.59","26,069,230.12","36,404,382.34","62,084,541.26","102,521,311.47","205,960.57","498,731.87","597,662.99","7,621,740.00","9,800,875.58","21,800,000.00","22,050,000.00","31,573,438.79","410,000.00",,,,"34,140,000.00","33,500,000.00","34,141,759.01","30,000,000.00","30,000,000.00","50,140,000.00","95,140,000.00","229,566,548.32","72,000,000.00","195,041,805.55","245,266,319.43","329,427,354.52","80,162,672.43","79,196,564.38"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"216,041.50","294,457.57","227,087.50","278,279.34","276,660.56","531,293.10","725,029.43","944,602.70","15,271,225.11","26,209,956.99","36,683,728.47","62,635,340.77","103,245,764.30","737,611.97","6,084,888.32","6,301,813.95","13,610,108.46","9,977,858.59","22,100,263.75","23,618,545.94","33,692,390.79","525,223.12","791,387.95","954,107.48","1,067,096.48","34,379,351.22","45,676,822.75","46,369,794.95","42,620,046.83","30,336,167.82","51,987,326.48","97,103,035.43","238,449,570.99","88,564,389.70","219,183,786.86","269,783,808.55","329,807,488.38","80,176,250.06","79,248,363.51"
五、现金及现金等价物净增加额,"-2,440,117.29","22,347,418.66","-21,736,363.76","-26,208,060.53","173,560,093.51","-98,622,879.22","-139,778,769.67","-154,185,769.10","-115,165,348.56","24,456,401.85","-19,313,997.79","-31,543,351.76","10,393,230.96","-7,706,172.32","-40,267,091.91","-8,287,002.35","45,088,153.67","-54,157,813.42","-36,028,862.37","-13,728,672.90","3,476,234.56","-62,917,265.56","-82,320,260.77","-88,754,911.13","-12,411,355.24","-45,384,929.68","-31,447,099.15","-29,858,573.28","83,409,001.88","-126,145,194.73","-142,102,155.87","-135,284,191.68","26,497,567.88","36,144,011.27","-40,826,277.03","-154,200,072.31","12,827,535.43","-146,274,256.35","-161,985,986.02"
购建固定资产、无形资产和其他长期资产支付的现金,"4,534,118.00","5,152,161.41","4,485,640.16","5,830,229.43","8,171,630.62","2,265,537.74","8,382,080.07","15,900,706.55","18,502,213.94","3,630,443.41","15,042,636.42","16,208,125.56","15,262,227.62","5,008,371.84","10,209,983.58","14,211,157.72","21,689,621.06","5,561,496.14","10,113,495.63","29,327,589.07","57,005,607.61","13,991,501.05","32,796,164.64","39,694,895.52","56,441,061.11","10,530,044.47","19,182,011.51","39,739,011.24","52,764,375.36","11,402,669.38","15,222,520.39","19,618,332.39","24,613,234.68","42,064,658.37","66,948,661.17","109,728,204.32","90,000,487.18","9,769,412.36","21,105,107.69"
期初现金及现金等价物余额,"10,973,823.47","8,533,706.18","30,881,124.84","30,881,124.84","30,881,124.84","204,441,218.35","204,441,218.35","204,441,218.35","204,441,218.35","89,275,869.79","89,275,869.79","89,275,869.79","89,275,869.79","99,669,100.75","99,669,100.75","99,669,100.75","99,669,100.75","144,757,254.42","144,757,254.42","149,480,693.21","144,757,254.42","146,333,488.98","148,233,488.98","148,233,488.98","148,233,488.98","135,822,133.74","135,822,133.74","135,822,133.74","135,822,133.74","219,231,135.62","219,231,135.62","219,231,135.62","219,231,135.62","245,728,761.83","245,728,703.50","245,728,703.50","245,728,703.50","253,396,087.96","258,556,238.93"
投资支付的现金,"2,905.00",,"3,000,000.00","3,000,000.00",,,,,,,,,"1,920,000.00","2,406,000.00","2,406,000.00","15,034,000.00","15,034,000.00",,"19,014,000.00","19,014,000.00","19,524,000.00",,"1,173,000.00","1,173,000.00",,"11,600,000.00","11,600,000.00","27,162,317.00","44,600,000.00","6,625,000.00","6,625,000.00","10,395,000.00","13,095,000.00","120,000,000.00","142,567,800.00","142,567,800.00",,"13,000,000.00","13,830,000.00"
期末现金及现金等价物余额,"8,533,706.18","30,881,124.84","9,144,761.08","4,673,064.31","204,441,218.35","105,818,339.13","64,662,448.68","50,255,449.25","89,275,869.79","113,732,271.64","69,961,872.00","57,732,518.03","99,669,100.75","91,962,928.43","59,402,008.84","91,382,098.40","144,757,254.42","90,599,441.00","108,728,392.05","135,752,020.31","148,233,488.98","83,416,223.42","65,913,228.21","59,478,577.85","135,822,133.74","90,437,204.06","104,375,034.59","105,963,560.46","219,231,135.62","93,085,940.89","77,128,979.75","83,946,943.94","245,728,703.50","281,872,773.10","204,902,426.47","91,528,631.19","258,556,238.93","107,121,831.61","96,570,252.91"
