科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"127,722,971.71","130,197,234.86","40,163,114.69","56,903,427.86","123,013,085.93","16,325,252.24","51,252,517.83","83,162,077.99","188,959,111.18","29,720,603.84","76,555,173.51","120,133,460.41","241,258,375.38","15,314,232.95","45,345,513.93","112,382,465.94","247,321,193.27","26,620,877.69","73,204,355.04","146,030,443.32","289,545,451.00","34,127,981.14","96,372,436.53","164,307,457.18","326,678,547.40","49,290,961.26","158,604,804.30","316,920,881.52","716,679,345.55","173,560,362.71","433,810,899.36","742,331,333.32","1,320,802,031.31","202,567,069.42","598,624,455.36","1,054,686,812.85","1,992,176,981.00","418,189,044.75"
二、营业利润,"29,549,568.66","39,347,737.09","-1,289,526.10","-4,096,671.22","32,952,442.15","-10,182,706.21","-1,072,675.09","-3,205,338.24","39,569,981.02","-7,202,944.59","1,554,882.42","2,092,384.93","60,188,893.09","-34,346,207.03","-55,648,744.46","-44,071,532.25","7,944,788.43","-20,985,347.89","-24,201,898.21","2,105,689.76","57,170,471.09","-17,387,089.99","-9,609,486.52","2,177,359.79","65,547,967.03","-15,631,743.68","5,900,245.92","38,946,683.99","137,051,561.22","-8,744,073.81","9,917,157.99","65,504,348.86","207,257,467.66","867,957.34","67,705,204.58","156,066,558.47","361,873,699.59","26,721,860.55"
减:营业成本,"48,313,136.60","10,149,347.79","2,696,944.30","3,552,288.57","9,261,639.00","2,539,939.18","4,304,733.65","5,390,399.46","10,715,024.70","621,205.15","1,562,781.81","3,698,710.69","7,685,471.45","2,255,950.34","2,922,214.52","5,703,476.16","9,125,865.63","426,150.10","2,212,396.34","3,134,249.22","7,834,873.69","1,844,530.63","7,803,445.08","9,738,749.34","16,379,457.86","11,067,287.20","36,460,384.88","91,881,571.24","244,317,870.92","74,927,114.38","198,722,191.71","320,871,691.83","554,147,783.44","80,795,272.99","270,456,525.39","489,383,205.83","1,006,756,375.92","250,010,224.41"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,608,668.28","2,985,471.50","816,862.48","1,067,303.50","2,501,049.77","372,126.87","1,456,601.58","2,471,420.75","6,290,172.85","768,532.74","2,396,424.49","3,285,173.32","6,244,499.70","325,798.23","1,210,577.13","2,190,876.51","3,181,832.55","191,287.00","473,606.96","795,403.25","2,075,704.38","171,004.30","490,145.47","906,318.15","2,019,064.37","312,129.42","923,349.98","1,573,277.65","3,068,385.15","1,013,978.32","2,311,701.53","3,607,891.28","7,736,128.06","2,165,607.49","4,565,040.88","11,037,318.61","15,575,070.21","1,951,142.12"
营业外收入,"16,046,907.48","12,506,919.69","3,980,557.46","6,587,402.88","12,042,577.79","2,560,350.47","3,671,591.46","5,793,679.76","9,310,465.17","2,405,068.43","2,534,398.54","2,588,002.53","5,661,234.53","121,806.92","642,045.41","10,455,704.22","14,647,698.77","1,712,441.97","2,365,781.64","3,933,203.89","8,020,193.25","1,049,171.53","2,482,288.29","7,217,040.16","11,198,904.15","2,900,882.67","4,447,802.71","6,068,987.21","15,116,192.13","5,345,401.39","10,337,771.42","14,390,264.31","27,640,213.87","8,596,836.22","3,907,957.27","33,195,294.46","17,343,656.79","820,480.27"
销售费用,"1,215,881.75","1,465,244.57","1,692,229.97","2,539,691.93","5,368,719.18","2,363,398.78","4,428,063.94","7,070,682.08","14,586,983.14","3,419,567.33","6,354,165.67","9,198,889.27","15,691,861.38","4,319,036.61","9,369,406.93","14,303,128.65","23,553,136.22","4,306,446.20","7,948,434.54","12,522,978.59","22,057,660.82","3,860,344.51","7,972,046.32","12,408,180.44","23,979,631.66","7,696,883.24","16,601,063.26","27,401,146.69","53,066,812.82","15,517,660.17","32,918,986.92","53,917,541.91","84,277,031.09","17,516,073.94","38,573,778.82","54,731,500.21","85,972,578.20","22,074,739.08"
减:营业外支出,"869,406.09","221,276.15","1,659.00","19,148.97","134,684.28",,"3,886.06","6,779.66","107,312.85","1,066.50","112,689.63","148,066.59","156,821.34","69,489.84","84,766.13","117,428.16","119,748.83","42,665.95","1,375,152.49","1,376,292.55","1,844,579.65","13,491.66","160,686.67","179,575.66","928,932.38","8,838.05","124,945.94","185,529.60","860,587.52","71,930.59","145,245.58","177,686.44","451,471.15","74,513.30","116,351.09","257,106.60","395,349.10","1,029,654.08"
管理费用,"47,343,130.76","74,353,549.31","35,098,227.06","52,625,539.90","72,947,567.37","22,750,518.20","43,248,352.38","72,975,119.96","123,450,840.09","34,049,669.61","68,030,360.85","105,603,992.06","160,154,158.65","41,245,758.71","86,152,972.17","133,255,845.19","205,666,721.72","42,276,779.36","85,816,453.75","131,633,769.16","204,184,074.84","46,821,882.46","92,393,842.40","145,265,614.44","237,804,919.02","53,121,402.59","107,388,475.99","168,940,302.73","295,905,386.49","86,470,860.49","186,876,402.56","295,836,466.77","466,546,309.09","99,245,149.35","218,422,324.89","346,775,562.24","557,498,979.03","120,737,633.81"
其中:非流动资产处置净损失,,,,,"131,284.28",,754.00,,"103,646.42","1,066.50","12,689.63",,"56,783.66","69,489.84","84,766.13","115,149.45","115,149.45","42,665.95","374,952.49","376,069.11","843,367.17","13,491.66","158,118.69","175,848.01","744,908.68","8,296.10","81,122.51","137,725.31","326,086.50","71,924.96","144,702.57","148,703.68","247,889.86","34,488.67","72,913.89","102,728.53",,
