科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"128,173,262.22","179,266,426.29","210,930,423.34","90,296,134.07","162,192,127.44","213,184,454.73","17,504,144.90","78,563,055.83","118,379,995.96","242,151,562.41","45,521,296.81","76,168,830.62","162,674,547.72","208,803,402.48","32,145,040.37","67,238,961.01","206,101,808.51","369,739,343.98","110,461,750.45","228,145,901.30","367,542,309.29","714,325,742.89","142,960,141.54","406,458,807.44","505,788,254.72","565,368,824.34","179,669,689.38","532,619,246.65","785,875,010.67","872,560,807.82","172,377,729.12","295,996,698.08","462,264,585.79","648,921,967.08","140,797,278.00","277,786,593.61"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,"-1,172,094.67",,"-2,213,767.16","-2,562,474.27","22,391,815.56",,"-10,419,462.63","-10,419,462.63","37,795,560.90",,"49,944,107.75","49,944,107.75","49,944,107.75",,,,,,,,"125,000,000.00",,
收到的税费返还,,,,,,,,,,,,,"15,942.05",,,"20,702.23","87,368.89",,"1,617.74","18,871.52","76,359.37",,"284,764.19",,"544,876.07","326,235.49","227,966.92","1,805,635.00","1,541,080.01",644.77,"14,211.55","14,211.55","16,794.66","450,512.44",,
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,356.00","8,356.00","25,940,379.00",,"90,771,589.05",,,,
收到其他与经营活动有关的现金,"2,674,183.60","1,139,492.08","1,428,717.60","3,522,728.10","6,846,200.00","8,425,669.58","1,248,033.05","3,980,054.55","9,357,025.98","13,901,860.39","6,031,067.60","13,094,028.25","17,813,526.19","20,432,384.43","4,707,201.35","6,421,908.33","8,393,845.20","13,582,297.48","5,984,175.93","27,551,648.56","27,968,453.27","58,141,634.25","7,364,595.21","4,788,774.53","9,330,743.57","13,867,810.76","2,284,001.92","36,864,332.56","182,171,762.54","133,113,556.63","18,366,452.08","19,814,264.29","108,578,630.80","62,564,345.09","396,920,992.25","86,164,687.56"
投资活动现金流出小计,"4,480,652.92","117,641,423.80","11,208,901.44","11,487,830.45","11,496,201.52","13,710,662.44","31,309,364.40","234,894,644.37","315,992,806.99","350,973,228.25","26,047,984.84","56,886,085.45","77,682,839.07","92,574,499.75","15,629,835.66","54,743,435.37","74,011,944.60","83,168,773.50","13,832,814.71","25,700,805.71","40,041,024.52","130,830,067.96","48,079,076.45","101,335,616.02","108,269,060.17","333,787,530.20","3,157,478.38","17,227,082.82","8,269,864.13","314,441,744.82","82,515,825.09","169,779,863.23","187,753,170.99","383,662,179.21","60,378.95","121,534.85"
经营活动现金流入小计,"130,847,445.82","180,405,918.37","212,359,140.94","93,818,862.17","149,038,327.44","221,610,124.31","18,752,177.95","82,543,110.38","127,737,021.94","256,053,422.80","51,552,364.41","89,262,858.87","180,504,015.96","229,235,786.91","36,852,241.72","73,681,571.57","214,583,022.60","383,321,641.46","116,447,544.12","255,716,421.38","395,587,121.93","772,467,377.14","150,609,500.94","411,247,581.97","515,663,874.36","579,562,870.59","182,181,658.22","571,289,214.21","969,587,853.22","1,005,675,009.22","190,758,392.75","315,825,173.92","570,860,011.25","711,936,824.61","537,718,270.25","363,951,281.17"
投资活动产生的现金流量净额,"-4,480,652.92","-117,641,423.80","28,091,098.56","-11,487,830.45","-11,496,201.52","-11,710,662.44","-31,309,364.40","-234,894,644.37","-315,992,806.99","-347,973,228.25","-26,047,984.84","-56,886,085.45","-77,682,839.07","-92,574,499.75","-15,629,835.66","-54,735,435.37","-74,003,944.60","-83,160,773.50","-13,832,814.71","-25,700,805.71","-40,041,024.52","-130,830,067.96","-48,079,076.45","-89,177,548.91","-96,059,008.24","-254,716,636.65","-3,128,478.38","180,549,383.19","60,040,801.88","-5,279,693.32","-14,919,189.59","-31,259,108.78","-63,497,534.02","-39,669,160.62","26,470,121.05","53,557,552.15"
购买商品、接受劳务支付的现金,"77,796,980.71","83,866,346.50","97,375,888.32","23,089,618.43","60,667,263.39","83,758,215.85","20,205,349.83","46,459,344.46","83,838,596.43","116,413,080.26","36,366,606.93","68,319,603.27","114,231,711.44","195,609,538.69","77,012,600.08","160,431,721.49","258,820,822.82","439,520,501.07","100,520,892.12","215,071,436.72","343,412,758.81","603,244,786.52","129,717,141.58","401,964,933.32","471,792,672.62","466,102,604.62","122,497,699.46","483,544,151.40","546,956,785.79","503,983,857.22","228,263,890.50","205,291,585.32","336,234,441.00","509,136,586.40","112,643,335.31","214,694,404.15"
吸收投资收到的现金,,,,,,"1,065,100,000.00",,,,,,"15,534,860.00","15,534,860.00","15,534,860.00",,,"-3,081,188.00",,,"-12,324,752.00","-12,324,752.00",,,,,,,,,"10,016,000.00",,,,,,
