科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"603,193,020.20","1,443,968,642.56","2,612,930,904.34","3,753,845,851.76","814,784,334.33","1,930,405,427.30","2,822,628,943.58","4,940,382,999.85","1,025,581,201.09","2,706,129,332.04","3,794,498,117.55","4,038,589,912.62","1,183,341,285.99","3,058,896,960.39","3,445,507,208.23","3,563,704,531.49","644,596,604.83","1,345,909,928.56","2,038,878,042.00","3,107,229,684.23","638,550,797.41","1,441,831,886.61","2,159,846,618.28","3,392,302,497.00","670,550,965.58","1,397,774,725.73","2,117,771,500.60","2,919,910,305.41","754,292,253.55","1,517,819,805.94","2,295,496,420.79","3,507,118,181.46","735,691,590.86","1,470,519,333.53","2,235,777,242.91","3,222,532,127.22","748,748,186.03","1,615,431,272.21","2,648,843,244.34","4,207,601,180.26","1,224,269,076.62","2,369,996,507.83","3,657,785,467.99","5,118,054,916.94","1,538,541,084.65"
取得子公司及其他营业单位支付的现金净额,,,,,,,,"-1,517,410.40",,,,"-10,144,218.08",,,,,,,,"-54,844,803.04",,,,,,,,"971,305.63",,,,,,,,,,,,,,,"14,270,000.00","23,089,070.11",
收到的税费返还,"13,827,377.72","27,850,899.72","27,920,754.74","49,030,576.66","8,123,482.73","29,890,949.75","29,890,949.75",,"8,438,505.31","10,340,624.86","10,397,730.17","11,213,063.49","9,788,520.63","14,684,105.14","43,759,694.75","79,891,563.64","28,039,129.68","45,836,429.31","74,371,008.48","95,404,825.77","10,508,128.49","29,243,067.34","32,862,209.67","35,921,346.92","7,705,427.90","9,624,669.39","10,134,312.86","10,634,959.48","4,390,149.36","13,505,378.41","23,249,343.14","42,788,740.66","7,608,993.54","25,149,299.16","36,985,916.21","41,368,208.94","10,503,129.56","12,133,441.78","12,849,485.28","15,205,926.85","3,715,091.74","7,607,762.50","13,323,605.04","15,360,707.85","9,254,288.37"
支付其他与投资活动有关的现金,"194,903.18","291,719.48",,,,,,,,,,"1,550.95",,,"5,316.45",,,,,,"131,464.58",,,,,"1,032,516.36","1,481,834.54",,,,"65,000,000.00","265,000,000.00","60,000,000.00","325,000,000.00","325,000,000.00","365,460,142.62","100,000,000.00","322,000,000.00","658,946,956.84",,,,,,
收到其他与经营活动有关的现金,"181,268,913.68","277,899,623.08","184,948,041.94","398,077,939.17","111,708,695.22","178,217,310.23","278,942,218.53","116,257,200.58","50,843,483.00","40,979,511.90","120,587,251.98","12,788,532.30","4,924,516.36","9,546,945.54","14,554,775.80","15,835,417.16","14,513,827.04","21,552,039.15","35,970,206.92","98,609,840.13","10,749,557.87","13,357,026.53","40,824,946.84","88,020,797.14","7,803,804.56","20,501,400.96","21,855,614.77","98,797,762.71","14,594,934.56","23,858,839.77","42,386,319.29","136,385,232.66","18,291,080.16","57,922,132.29","64,169,028.32","104,526,417.37","30,012,656.65","36,196,125.02","75,873,118.02","359,778,823.15","14,463,278.59","21,865,254.21","98,104,941.91","182,339,883.71","14,520,334.08"
投资活动现金流出小计,"29,636,343.14","87,049,787.82","44,804,351.39","87,778,614.25","70,785,414.24","189,657,335.75","284,951,052.41","357,751,648.73","47,652,808.63","179,580,251.51","642,190,524.92","852,639,174.32","61,609,885.15","175,523,765.09","256,749,429.03","473,930,337.65","79,561,980.02","220,724,902.28","324,843,966.26","366,808,065.32","31,128,124.02","68,534,814.91","113,742,484.55","178,902,861.40","36,638,799.48","117,581,627.83","241,768,938.91","453,312,853.36","82,839,350.78","195,273,987.46","412,089,221.16","797,271,873.72","217,533,247.94","542,842,527.09","625,271,438.03","711,502,937.30","147,111,471.72","385,128,573.03","761,398,265.03","1,844,907,677.93","54,349,958.85","128,835,796.36","303,542,094.63","453,718,694.13","71,895,133.76"
经营活动现金流入小计,"798,289,311.60","1,749,719,165.36","2,825,799,701.02","4,200,954,367.59","934,616,512.28","2,138,513,687.28","3,131,462,111.86","5,056,640,200.43","1,084,863,189.40","2,757,449,468.80","3,925,483,099.70","4,062,591,508.41","1,198,054,322.98","3,083,128,011.07","3,503,821,678.78","3,659,431,512.29","687,149,561.55","1,413,298,397.02","2,149,219,257.40","3,301,244,350.13","659,808,483.77","1,484,431,980.48","2,233,533,774.79","3,516,244,641.06","686,060,198.04","1,427,900,796.08","2,149,761,428.23","3,029,343,027.60","773,277,337.47","1,555,184,024.12","2,361,132,083.22","3,686,292,154.78","761,591,664.56","1,553,590,764.98","2,336,932,187.44","3,368,426,753.53","789,263,972.24","1,663,760,839.01","2,737,565,847.64","4,582,585,930.26","1,242,447,446.95","2,399,469,524.54","3,769,214,014.94","5,315,755,508.50","1,562,315,707.10"
投资活动产生的现金流量净额,"-17,702,990.21","-56,400,501.89","-26,094,160.33","-65,465,178.02","-67,673,592.71","-185,560,103.98","-279,240,655.54","-315,311,882.86","-46,773,896.63","-179,470,449.51","-641,532,998.37","-519,835,301.85","-59,214,573.15","-146,755,243.67","-184,365,755.17","-332,411,423.95","-29,332,046.27","-160,379,968.53","-263,498,530.76","-292,539,919.08","-31,125,624.02","-68,524,520.91","-113,693,490.55","-174,308,904.79","-36,542,299.48","-114,933,439.89","635,883,907.82","-450,642,610.44","-82,765,590.78","-137,146,028.14","-353,680,631.96","-472,897,925.94","-216,692,514.79","-215,446,218.59","-307,420,696.64","-383,732,509.93","-47,022,430.62","-283,729,740.26","-320,978,154.44","-535,031,612.44","-37,909,883.61","99,298,001.44","-75,407,301.80","-51,703,065.66","-71,582,845.06"
购买商品、接受劳务支付的现金,"522,916,659.32","1,115,537,920.49","2,098,641,955.77","2,978,978,421.47","576,961,562.87","1,274,749,065.54","1,780,009,992.48","3,241,110,537.08","566,999,398.30","1,656,147,304.08","2,415,645,042.53","2,291,557,357.25","819,682,944.90","2,258,005,151.81","2,317,050,922.63","2,053,941,240.41","548,738,787.84","1,006,153,010.20","1,464,556,557.26","2,258,081,604.18","406,381,459.09","865,943,189.39","1,261,103,202.69","2,001,929,345.07","433,774,668.66","869,847,168.98","1,312,945,416.26","1,781,105,765.03","458,139,481.92","851,202,944.85","1,290,550,072.98","1,875,364,475.30","496,403,583.93","966,004,997.48","1,433,399,738.89","1,656,744,523.12","483,667,040.96","823,728,376.82","1,580,409,355.81","2,551,203,946.05","681,430,912.86","1,661,063,543.40","2,524,624,089.40","3,826,074,664.56","975,073,050.12"
吸收投资收到的现金,,,,,,,,"28,156,100.00",,,,,,,,,,"60,000,000.00","60,000,000.00",,,,,"4,000,000.00","6,000,000.00","12,000,000.00","12,000,000.00","16,070,000.00","1,850,000.00","3,730,000.00","1,075,799,996.70","1,078,312,857.14",,"1,000,000.00","1,000,000.00","31,000,000.00",,"6,000,000.00","6,000,000.00","6,000,000.00","2,000,000.00","2,000,000.00","10,645,000.00","8,649,597.67",
