科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"90,147,324.28","98,736,297.85","162,696,172.44","80,833,798.80","118,612,516.22","167,353,293.33","37,914,185.74","80,614,973.38","130,289,759.54","197,000,152.49","51,441,646.69","117,301,281.41","177,966,067.70","250,133,070.14","64,243,827.72","137,319,673.51","208,745,033.41","304,369,195.30","64,339,010.64","142,765,255.48","220,797,714.40","392,564,483.91","110,787,318.45","238,396,099.51","403,641,392.20","611,174,887.03","147,743,539.80","319,980,939.51","537,772,238.91","766,302,727.70","184,573,618.50","408,812,723.37"
取得子公司及其他营业单位支付的现金净额,,,,,,,,"9,890,000.00","10,000,000.01","9,223,907.14","4,321,523.06","8,689,523.06","17,233,435.59","19,789,435.59",,,,,,,,,,"16,000,000.00","47,307,330.07","25,407,330.07","37,700,000.00","42,459,650.00","53,728,611.18","11,919,045.23","9,318,040.15","20,394,040.15"
收到的税费返还,"5,338,135.17","7,021,394.69","9,083,629.53","3,157,365.72","5,151,639.87","10,732,299.18",,"3,111,721.75","4,624,577.85","8,982,145.54","4,655,901.62","7,235,069.68","10,228,174.21","13,172,050.61","1,099,993.73","3,302,985.22","6,528,024.77","9,045,626.82","4,313,996.54","8,329,480.66","10,632,090.41","14,345,726.80","1,643,975.04","2,356,774.69","6,076,597.19","10,581,579.24","3,040,408.16","6,581,493.27","10,515,491.96","15,493,029.09","2,912,129.23","8,792,796.91"
支付其他与投资活动有关的现金,"7,000,000.00",,,,,,,,"78,600.00","78,600.00","55,000.00","55,000.00","10,755,000.00","5,055,000.00",,"40,000.00","135,561.50","95,561.50",,,"3,211.11",,,,"100,000.00","100,000.00","41,057.18","41,057.18","91,057.18","275,163.83",961.00,51.00
收到其他与经营活动有关的现金,"3,834,358.64","808,306.76","5,055,589.42","1,082,044.15","1,939,040.55","2,631,039.36","810,864.65","1,082,904.30","1,683,248.65","3,881,858.35","474,590.11","670,735.35","1,850,233.63","8,771,923.80","390,897.61","848,009.85","2,392,692.13","3,897,245.41","540,481.82","6,030,899.20","9,237,861.75","10,627,712.29","1,141,600.24","6,328,884.75","9,500,948.97","10,464,172.59","969,212.99","8,687,536.82","9,070,417.61","13,258,861.19","1,535,425.68","3,744,329.95"
投资活动现金流出小计,"8,247,335.00","2,807,228.17","3,816,311.04","2,980,483.42","10,556,644.77","12,864,499.77","2,743,733.05","17,236,936.75","21,910,422.76","26,117,494.09","7,412,646.04","15,091,397.64","38,679,235.67","44,445,643.87","6,932,654.91","20,043,626.89","34,339,763.82","56,051,655.95","5,637,306.73","9,375,110.67","15,133,285.83","60,482,200.64","23,538,155.08","45,766,596.73","91,228,132.28","114,910,054.07","49,067,953.14","68,508,071.19","92,428,841.59","122,269,363.78","43,273,223.10","57,658,474.39"
经营活动现金流入小计,"99,319,818.09","106,565,999.30","176,835,391.39","85,073,208.67","125,703,196.64","180,716,631.87","38,725,050.39","84,809,599.43","136,597,586.04","209,864,156.38","56,572,138.42","125,207,086.44","190,044,475.54","272,077,044.55","65,734,719.06","141,470,668.58","217,665,750.31","317,312,067.53","69,193,489.00","157,125,635.34","240,667,666.56","417,537,923.00","113,572,893.73","247,081,758.95","419,218,938.36","632,220,638.86","151,753,160.95","335,249,969.60","557,358,148.48","795,054,617.98","189,021,173.41","421,349,850.23"
投资活动产生的现金流量净额,"-8,238,835.00","4,192,771.83","-3,750,311.04","-2,980,483.42","-7,556,644.77","-9,259,229.77","-2,743,733.05","-17,236,936.75","-21,910,422.76","-26,115,494.09","-7,412,646.04","-15,091,397.64","-33,642,113.90","-44,435,293.87","-6,932,654.91","-20,043,626.89","-34,339,763.82","-50,698,886.28","-5,637,306.73","-9,375,110.67","-15,045,636.18","-32,779,115.05","-23,535,368.78","-31,686,807.68","-77,148,343.23","-91,171,812.03","-42,958,202.46","-62,398,320.51","-79,983,865.25","-109,039,288.44","-38,677,441.11","-48,858,204.19"
购买商品、接受劳务支付的现金,"56,269,235.07","55,677,687.84","92,596,727.27","46,332,403.22","71,309,447.86","93,321,944.28","23,025,806.53","45,649,954.01","71,734,554.05","104,429,117.35","31,790,570.06","61,007,506.36","111,932,511.28","146,691,759.08","34,316,136.01","70,472,270.33","117,238,079.68","160,092,452.33","44,703,282.69","89,918,999.88","152,102,733.28","246,627,757.15","70,537,510.83","157,363,223.14","261,995,515.70","379,337,125.21","102,373,692.92","220,747,318.03","348,325,090.22","479,261,966.48","123,963,471.29","272,089,426.85"
吸收投资收到的现金,,,,,"240,220,000.00","240,220,000.00",,,,,,,,,,,,,,,"4,900,000.00","9,800,000.00",,,,"4,900,000.00",,,,,,
