科目,2013年度,2014年度,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"254,811,546.93","303,658,781.81","395,237,506.76","71,331,199.82","147,646,834.14","236,675,227.91","310,964,809.70","111,224,646.91","184,226,228.50","299,233,938.87","408,384,052.22","89,551,244.67","206,324,815.45","323,788,267.98","444,159,752.78","95,881,447.91"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,"90,082,706.21",
收到的税费返还,"7,513,193.90","10,844,541.34","15,744,938.59","2,257,840.74","4,810,815.61","10,140,635.52","13,354,027.07","3,884,880.57","8,340,770.62","12,551,469.15","15,465,914.41","8,733,775.34","14,044,370.45","17,925,452.63","22,355,632.92","4,880,945.79"
支付其他与投资活动有关的现金,,,,,,,,,"596,000.00","596,205.00",,,,,"11,938,548.22",
收到其他与经营活动有关的现金,"6,177,087.87","2,776,037.86","3,168,736.21","34,132.79","457,116.38","646,598.91","901,970.61","194,308.67","4,709,842.33","5,485,319.99","19,096,146.59","2,273,179.51","2,586,231.40","3,707,728.77","16,119,735.46","1,880,419.93"
投资活动现金流出小计,"200,750,035.08","136,230,335.17","50,726,165.21","67,433,598.19","96,262,541.77","122,424,771.62","154,393,460.34","25,257,124.57","71,337,899.60","155,429,115.93","182,932,142.04","52,447,295.37","58,170,222.40","120,647,224.53","206,404,067.77","62,174,091.96"
经营活动现金流入小计,"268,501,828.70","317,279,361.01","414,151,181.56","73,623,173.35","152,914,766.13","247,462,462.34","325,220,807.38","115,303,836.15","197,276,841.45","317,270,728.01","442,946,113.22","100,558,199.52","222,955,417.30","345,421,449.38","482,635,121.16","102,642,813.63"
投资活动产生的现金流量净额,"-63,744,310.67","-136,230,335.17","-46,631,696.72","-67,433,598.19","-65,531,681.50","-91,693,911.35","-123,662,600.07","-25,257,124.57","-71,122,899.60","-152,020,365.93","-182,523,392.04","-52,447,295.37","-58,170,222.40","-120,217,204.74","-188,751,796.13","-1,420,140.53"
购买商品、接受劳务支付的现金,"143,545,786.91","148,130,700.72","192,383,626.07","40,530,422.19","96,393,888.64","154,317,750.61","206,217,224.05","70,233,320.26","103,225,777.92","161,873,261.62","224,149,205.11","63,546,358.81","118,796,610.57","185,680,886.68","224,149,627.97","63,906,092.55"
吸收投资收到的现金,,,,,,"187,125,000.00","187,125,000.00",,,,"20,889,000.00",,,,,
支付给职工以及为职工支付的现金,"65,318,096.35","69,053,812.40","82,839,136.06","19,789,948.35","38,933,194.37","58,598,637.76","79,389,695.33","27,725,234.20","44,743,945.43","70,784,933.20","97,444,369.49","26,456,371.71","51,970,574.96","78,370,521.36","99,769,010.72","35,490,817.13"
取得借款收到的现金,"362,380,714.47","410,126,851.95","342,639,543.39","172,525,885.30","216,964,611.45","300,633,639.13","358,722,366.85","42,931,129.76","119,792,573.84","200,900,620.69","281,727,514.60","116,943,580.04","237,654,971.50","323,032,168.90","402,540,292.32","185,903,280.00"
支付的各项税费,"8,957,541.66","10,723,560.01","13,172,150.62","7,309,457.04","12,327,284.17","13,838,697.65","15,303,599.23","2,028,548.78","3,701,775.80","5,358,789.87","9,664,429.32","2,159,940.35","5,576,588.67","8,554,219.25","9,531,203.37","3,436,569.05"
收到其他与筹资活动有关的现金,,,,,,"12,500,000.00","12,500,000.00",,,,"80,000,000.00","10,000,000.00","34,384,874.40","44,384,874.40","134,604,874.40","43,643,164.00"
支付其他与经营活动有关的现金,"17,852,510.64","38,200,167.90","17,144,349.82","3,714,018.57","8,221,395.21","12,487,598.37","18,554,306.94","8,563,445.67","10,084,527.67","14,539,236.93","32,485,675.32","4,958,840.32","8,763,384.75","17,440,316.16","23,221,668.12","12,481,723.30"
筹资活动现金流入小计,"362,380,714.47","410,126,851.95","342,639,543.39","172,525,885.30","216,964,611.45","500,258,639.13","558,347,366.85","42,931,129.76","119,792,573.84","200,900,620.69","382,616,514.60","126,943,580.04","272,039,845.90","367,417,043.30","537,145,166.72","229,546,444.00"
经营活动现金流出小计,"235,673,935.56","266,108,241.03","305,539,262.57","71,343,846.15","155,875,762.39","239,242,684.39","319,464,825.55","108,550,548.91","161,756,026.82","252,556,221.62","363,743,679.24","97,121,511.19","185,107,158.95","290,045,943.45","356,671,510.18","115,315,202.03"
偿还债务支付的现金,"314,536,999.91","326,057,496.54","393,679,995.46","104,535,029.28","140,205,805.52","283,802,112.66","428,544,889.69","8,776,870.56","46,905,656.08","103,524,120.14","181,005,703.72","95,972,430.04","194,560,402.10","242,479,978.40","377,832,754.64","99,582,521.00"
经营活动产生的现金流量净额,"32,827,893.14","51,171,119.98","108,611,918.99","2,279,327.20","-2,960,996.26","8,219,777.95","5,755,981.83","6,753,287.24","35,520,814.63","64,714,506.39","79,202,433.98","3,436,688.33","37,848,258.35","55,375,505.93","125,963,610.98","-12,672,388.40"
分配股利、利润或偿还利息支付的现金,"3,243,707.59","7,775,539.48","7,281,809.44","2,224,987.21","4,771,522.28","7,821,031.56","9,500,172.25","1,370,020.99","15,825,564.05","17,664,753.79","19,560,342.27","2,598,705.11","14,738,622.60","19,280,536.29","22,309,276.62","4,833,608.33"
收回投资收到的现金,"136,330,000.00",,"4,000,000.00",,"30,500,000.00","30,500,000.00","30,500,000.00",,,,,,,,,
支付其他与筹资活动有关的现金,"1,382,277.33","2,544,786.90","2,114,896.81","1,461,560.12","1,914,294.91","4,717,758.17","7,861,758.74","2,087.00","1,612,971.00","1,702,949.69","51,390,000.00","3,000,000.00","46,860,718.07","49,860,718.07","107,078,962.07","70,719,387.27"
取得投资收益收到的现金,"675,724.41",,"93,468.49",,"230,860.27","230,860.27","230,860.27",,,,,,,,,"3,616.43"
筹资活动现金流出小计,"319,162,984.83","336,377,822.92","403,076,701.71","108,221,576.61","146,891,622.71","296,340,902.39","445,906,820.68","10,148,978.55","64,344,191.13","122,891,823.62","251,956,045.99","101,571,135.15","256,159,742.77","311,621,232.76","507,220,993.33","175,135,516.60"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,"1,000.00",,,,,,"215,000.00","408,750.00",,,,,,"30,000,000.00"
筹资活动产生的现金流量净额,"43,217,729.64","73,749,029.03","-60,437,158.32","64,304,308.69","70,072,988.74","203,917,736.74","112,440,546.17","32,782,151.21","55,448,382.71","78,008,797.07","130,660,468.61","25,372,444.89","15,880,103.13","55,795,810.54","29,924,173.39","54,410,927.40"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,"408,750.00",,,,,
四、汇率变动对现金的影响,"-708,394.06","2,155,988.60","-4,166,211.68","-534,267.78","-343,520.54","143,137.94","1,041,471.58","-462,445.08","-2,186,438.42","-1,376,087.96","-1,845,797.12","-2,881,729.35","-5,223,449.18","-6,398,544.38","-5,458,441.44","-897,094.23"
收到其他与投资活动有关的现金,,,,,,,,,,"3,000,000.00",,,,"430,019.79","17,652,271.64","30,750,335.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,
投资活动现金流入小计,"137,005,724.41",,"4,094,468.49",,"30,730,860.27","30,730,860.27","30,730,860.27",,"215,000.00","3,408,750.00","408,750.00",,,"430,019.79","17,652,271.64","60,753,951.43"
五、现金及现金等价物净增加额,"11,592,918.05","-9,154,197.56","-2,623,147.73","-1,384,230.08","1,236,790.44","120,586,741.28","-4,424,600.49","13,815,868.80","17,659,859.32","-10,673,150.43","25,493,713.43","-26,519,891.50","-9,665,310.10","-15,444,432.65","-38,322,453.20","39,421,304.24"
购建固定资产、无形资产和其他长期资产支付的现金,"64,420,035.08","132,230,335.17","50,726,165.21","36,933,598.19","65,762,541.77","91,924,771.62","123,893,460.34","25,257,124.57","70,741,899.60","154,832,910.93","182,932,142.04","52,447,295.37","58,170,222.40","84,047,224.53","104,382,813.34","62,174,091.96"
期初现金及现金等价物余额,"35,232,869.09","46,825,787.14","37,671,589.58","35,048,441.85","35,048,441.85","35,048,441.85","35,048,441.85","30,623,841.36","30,623,841.36","30,623,841.36","30,623,841.36","56,117,554.79","56,117,554.79","56,117,554.79","56,117,554.79","17,795,101.59"
投资支付的现金,"136,330,000.00","4,000,000.00",,"30,500,000.00","30,500,000.00","30,500,000.00","30,500,000.00",,,,,,,"36,600,000.00",,
期末现金及现金等价物余额,"46,825,787.14","37,671,589.58","35,048,441.85","33,664,211.77","36,285,232.29","155,635,183.13","30,623,841.36","44,439,710.16","48,283,700.68","19,950,690.93","56,117,554.79","29,597,663.29","46,452,244.69","40,673,122.14","17,795,101.59","57,216,405.83"
