科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"19,969,106.65","26,082,665.47","41,683,661.27","25,009,321.64","30,282,809.77","46,023,566.65","15,245,558.69","25,238,219.06","37,815,847.38","49,279,415.27","22,168,479.54","40,538,799.50","63,895,561.68","80,874,864.78","26,725,108.27","44,553,910.91","68,729,214.72","84,994,898.42","22,976,603.93","39,603,885.79","55,165,978.10","76,330,875.80","19,833,866.17","36,922,608.28","54,065,694.25","81,346,229.17","24,250,612.38","48,076,664.89","75,974,046.28"
取得借款收到的现金,"423,000,000.00","579,195,275.41","802,490,000.00","388,950,000.00","662,050,000.00","709,850,000.00","152,200,000.00","417,800,000.00","471,800,000.00","677,800,000.00","345,000,000.00","405,000,000.00","625,000,000.00","726,000,000.00","165,000,000.00","425,000,000.00","541,725,000.00","574,725,000.00","294,000,000.00","376,630,000.00","647,000,000.00","919,534,288.39","388,680,000.00","757,480,000.00","922,360,000.00","1,401,240,000.00","682,958,400.00","1,007,758,400.00","1,570,708,970.00"
支付的各项税费,"33,782,953.63","18,265,723.90","26,500,516.06","22,511,961.04","26,885,338.93","34,082,541.46","4,265,765.00","21,834,880.87","24,915,768.36","42,041,056.11","6,825,985.17","22,428,313.06","30,869,004.80","42,525,909.21","7,982,715.02","18,017,462.85","30,053,349.99","49,353,128.01","12,530,765.99","37,651,874.37","59,235,816.01","70,499,433.49","9,886,258.12","30,908,588.29","37,653,426.18","50,350,955.91","10,725,992.88","73,088,463.09","122,832,943.84"
收到其他与筹资活动有关的现金,,,,,,,,,,"1,000,000.00",,,,"1,947,411.11",,"6,710,000.00","1,597,302.33","7,980,000.00",,,,,,,,,,"136,483,952.69","12,983,952.69"
支付其他与经营活动有关的现金,"29,922,084.56","20,155,891.32","42,685,875.77","42,656,733.96","47,004,769.50","70,599,439.72","13,582,107.72","35,389,921.09","25,914,580.77","59,013,710.23","17,390,530.33","30,979,860.18","32,666,974.18","53,616,400.01","42,356,744.62","31,444,125.56","41,631,896.33","70,645,704.74","13,464,290.28","32,987,363.93","128,725,559.54","51,519,416.04","8,907,586.83","14,522,277.37","35,938,819.36","41,435,311.68","27,915,603.07","69,506,501.33","123,536,481.40"
筹资活动现金流入小计,"423,000,000.00","579,195,275.41","870,490,000.00","388,950,000.00","1,157,990,882.97","1,217,100,000.00","152,200,000.00","417,800,000.00","471,800,000.00","1,025,300,000.00","345,000,000.00","405,000,000.00","625,000,000.00","727,947,411.11","165,000,000.00","431,710,000.00","543,322,302.33","582,705,000.00","294,000,000.00","376,630,000.00","647,000,000.00","919,534,288.39","1,683,067,749.89","2,051,867,749.89","2,216,747,749.89","2,695,627,749.89","682,958,400.00","1,144,242,352.69","1,583,692,922.69"
经营活动现金流出小计,"1,009,903,562.32","860,949,279.05","2,110,646,155.41","1,158,188,191.04","1,461,100,622.70","2,211,449,263.08","369,778,670.05","834,765,499.75","1,155,882,447.22","1,876,483,329.36","542,634,375.13","1,406,426,815.98","1,454,178,162.46","1,692,500,552.89","380,754,380.59","1,013,864,498.68","1,496,098,162.59","2,617,827,669.29","602,924,469.82","1,129,992,945.32","1,597,508,164.16","1,931,164,516.80","355,585,430.82","801,558,656.26","1,150,900,269.86","1,945,212,163.47","675,270,187.24","1,391,772,547.17","2,415,264,232.76"
偿还债务支付的现金,"536,000,000.00","499,005,948.00","632,729,327.41","408,950,000.00","667,200,000.00","755,000,000.00","182,800,000.00","448,400,000.00","591,400,000.00","883,600,000.00","109,000,000.00","76,000,000.00","417,000,000.00","520,000,000.00","234,254,400.00","398,000,000.00","518,000,000.00","666,000,000.00","237,000,000.00","310,000,000.00","416,725,000.00","1,049,415,065.22","246,039,955.55","1,070,219,955.55","1,247,719,955.55","1,373,599,955.55","360,000,000.00","585,010,000.00","761,127,334.41"
经营活动产生的现金流量净额,"215,680,010.07","-62,557,542.17","-113,984,013.58","84,665,884.02","122,532,311.43","-69,040,848.24","21,163,456.78","109,169,487.98","102,333,873.27","-111,490,036.80","-91,328,351.61","-102,482,314.66","95,465,301.41","85,955,527.30","42,229,215.40","90,299,063.90","177,012,398.14","231,405,107.45","-18,103,516.29","107,570,867.38","71,601,520.97","423,519,407.80","-101,767,250.53","-140,427,918.50","-33,991,956.58","-293,478,342.14","-251,794,831.31","-433,065,418.24","-802,808,937.75"
分配股利、利润或偿还利息支付的现金,"38,666,942.24","20,167,167.75","30,783,891.04","20,931,260.30","28,322,843.17","45,734,387.40","8,763,832.80","31,715,660.38","45,921,522.39","47,127,942.83","6,539,376.25","31,111,328.06","43,180,863.29","70,159,394.14","8,124,458.84","29,647,364.94","38,189,726.17","73,732,724.29","13,054,405.55","16,942,818.19","27,793,440.55","57,861,150.20","9,663,363.32","32,569,796.38","35,382,270.97","38,371,998.28","9,128,409.02","47,520,358.00","67,432,180.44"
收回投资收到的现金,,,,,,,"2,657,280.00","2,657,280.00","2,657,280.00","1,910,280.00",,,,,"1,628,500.00","1,628,500.00","31,628,500.00","1,628,500.00","17,327,425.50","4,327,425.50","4,327,425.50","4,327,425.50","2,721,027.00","2,721,027.00","2,721,027.00","2,721,027.00",,,
支付其他与筹资活动有关的现金,,,,,,"9,709,117.03",,,,"11,130,877.75","540,000.00","540,000.00","540,000.00","1,818,959.83",,,,,,,,,,,,,,"1,857,051.04","1,762,508.34"
取得投资收益收到的现金,,"3,894,070.23",,,,"2,762,976.50",,,,"803,741.39","287,097.73","21,287,097.73","21,287,097.73","21,287,097.73","12,138,862.49","11,818,527.26","11,818,527.26","13,216,660.42","5,100,000.00","5,100,000.00","5,100,000.00","10,380,000.00","5,276,712.33","5,276,712.33","5,276,712.33","28,276,712.33",,"3,082,222.22","5,873,333.33"
筹资活动现金流出小计,"574,666,942.24","519,173,115.75","663,513,218.45","429,881,260.30","695,522,843.17","810,443,504.43","191,563,832.80","480,115,660.38","637,321,522.39","941,858,820.58","116,079,376.25","107,651,328.06","460,720,863.29","591,978,353.97","242,378,858.84","427,647,364.94","556,189,726.17","739,732,724.29","250,054,405.55","326,942,818.19","444,518,440.55","1,107,276,215.42","255,703,318.87","1,102,789,751.93","1,283,102,226.52","1,411,971,953.83","369,128,409.02","634,387,409.04","830,322,023.19"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,"1,055,555.56",,,,,,,,"101,019.23","354,868.63","11,279,716.59","522,621.79","1,497,255.69","1,686,013.91","3,524,228.76","48,755,654.45","5,026,648.26","1,022,881.86","55,215,369.55","115,925,431.78","555,414.48","2,103,702.86","2,103,702.86","998,701.63","1,437,958.94","1,619,504.84","2,646,169.06"
筹资活动产生的现金流量净额,"-151,666,942.24","60,022,159.66","206,976,781.55","-40,931,260.30","462,468,039.80","406,656,495.57","-39,363,832.80","-62,315,660.38","-165,521,522.39","83,441,179.42","228,920,623.75","297,348,671.94","164,279,136.71","135,969,057.14","-77,378,858.84","4,062,635.06","-12,867,423.84","-157,027,724.29","43,945,594.45","49,687,181.81","202,481,559.45","-187,741,927.03","1,427,364,431.02","949,077,997.96","933,645,523.37","1,283,655,796.06","313,829,990.98","509,854,943.65","753,370,899.50"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,"76,565.31",,"153,398.60","187,557.63","372,600.40","-14,888.69","-33,231.45","-188,216.33"
收到其他与投资活动有关的现金,,,,,,,,,,,"30,422,352.18","31,367,632.18","31,367,632.18","37,098,023.49",,,,"30,000,000.00",,,,,,,,,"10,005,000.00","126,607,692.34","319,700,646.02"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"3,894,070.23","1,055,555.56",,,"2,762,976.50","2,657,280.00","2,657,280.00","2,657,280.00","2,714,021.39","30,810,469.14","53,009,598.54","63,934,446.50","58,907,743.01","15,264,618.18","15,133,041.17","46,971,256.02","93,600,814.87","27,454,073.76","10,450,307.36","64,642,795.05","130,632,857.28","8,553,153.81","10,101,442.19","10,101,442.19","31,996,440.96","11,442,958.94","131,309,419.40","328,220,148.41"
五、现金及现金等价物净增加额,"-12,188,994.01","-5,810,662.50","57,761,486.95","20,799,010.22","564,339,925.72","302,825,148.87","-27,075,187.13","5,018,840.74","-166,971,691.48","-213,617,793.50","-42,360,409.03","-20,973,239.61","32,348,345.26","21,802,705.57","-27,718,243.99","-10,875,892.76","-20,454,838.08","-80,252,498.85","43,532,413.60","-43,080,539.29","74,095,814.80","-24,305,485.39","1,228,476,334.60","431,953,970.00","401,773,072.98","471,573,890.95","-156,379,643.22","-424,797,845.44","-369,753,961.02"
购建固定资产、无形资产和其他长期资产支付的现金,"60,114,885.43","7,169,350.22","38,196,891.87","22,935,613.50","20,660,425.51","35,643,194.96","11,532,091.11","44,492,266.86","106,441,322.36","188,282,957.51","101,163,150.31","127,524,173.05","150,005,516.98","109,481,245.25","7,833,218.73","20,370,632.89","31,571,068.40","28,519,806.57","8,252,499.94","9,200,784.45","62,561,239.94","62,881,852.95","3,870,985.01","7,642,231.48","44,586,324.18","63,529,204.71","8,177,753.42","28,916,568.77","44,400,864.82"
期初现金及现金等价物余额,"58,424,956.92","46,235,962.91","40,425,300.41","98,186,787.36","98,186,787.36","98,186,787.36","401,011,936.23","401,011,936.23","401,011,936.23","401,011,936.23","187,830,483.68","187,830,483.68","187,830,483.68","187,830,483.68","209,633,189.25","209,633,189.25","209,633,189.25","209,633,189.25","129,380,690.40","129,380,690.40","129,380,690.40","129,380,690.40","105,075,205.01","105,075,205.01","105,075,205.01","105,075,205.01","576,649,095.96","576,649,095.96","576,649,095.96"
投资支付的现金,"16,087,176.41",,,,,"1,910,280.00",,,,,"109,600,000.00","89,600,000.00","89,600,000.00","92,140,060.67",,"100,000,000.00","200,000,000.00","219,710,890.31","1,511,238.38","201,588,111.39","202,068,820.73","316,492,164.54","101,803,014.69","379,308,718.77","405,106,978.45","428,967,208.62","30,465,620.65","20,000,000.00","20,000,000.00"
期末现金及现金等价物余额,"46,235,962.91","40,425,300.41","98,186,787.36","118,985,797.58","662,526,713.08","401,011,936.23","373,936,749.10","406,030,776.97","234,040,244.75","187,394,142.73","145,470,074.65","166,857,244.07","220,178,828.94","209,633,189.25","181,914,945.26","198,757,296.49","189,178,351.17","129,380,690.40","172,913,104.00","86,300,151.11","203,476,505.20","105,075,205.01","1,333,551,539.61","537,029,175.01","506,848,277.99","576,649,095.96","420,269,452.74","151,851,250.52","206,895,134.94"
