科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"881,084,593.10","911,045,504.80","576,441,264.83","911,683,662.74","1,324,036,210.79","423,215,066.55","880,798,794.20","1,294,196,042.80","1,750,196,479.62","462,682,957.16","994,788,470.93","1,396,371,028.80","1,851,123,045.68","460,727,835.30","1,032,116,715.29","1,502,994,828.45","2,107,445,991.04","611,785,774.81","1,332,800,156.60","1,933,232,250.34","2,718,596,726.29","804,490,986.90","1,700,449,413.76","2,400,083,237.47","3,278,878,218.49","844,972,128.36","1,725,606,017.36","2,245,148,549.15","3,059,478,500.99","846,821,641.41","1,687,660,035.85","2,429,533,314.46","3,418,958,268.14","1,026,916,255.95","1,954,866,344.90","2,767,333,545.34","3,963,560,685.22","1,085,956,845.57","2,132,508,950.21","2,909,843,536.95","3,904,486,255.08","882,185,712.59"
二、营业利润,"64,288,317.03","41,143,831.17","43,771,922.71","71,980,831.55","90,314,207.97","29,658,464.37","62,015,413.42","101,234,809.67","126,953,920.66","33,793,983.96","64,371,124.05","68,492,367.99","68,375,644.43","20,015,292.18","51,156,309.78","64,744,362.63","79,361,630.87","34,318,715.66","83,751,103.12","112,280,870.31","150,208,894.11","39,438,249.95","100,865,334.96","141,046,564.17","186,933,176.39","50,742,913.74","119,826,122.03","134,059,829.17","157,483,886.43","46,544,242.08","111,119,376.20","134,310,818.55","148,821,728.82","52,204,135.69","84,672,772.56","97,616,989.44","106,469,211.45","27,337,773.68","48,663,923.92","48,681,483.04","21,753,631.28","-1,442,890.12"
减:营业成本,"680,138,768.23","735,456,635.32","460,990,132.96","723,048,177.02","1,059,348,219.65","347,155,623.02","719,660,390.18","1,051,303,368.88","1,419,571,488.85","386,626,302.09","836,659,657.91","1,190,400,022.72","1,558,928,244.88","390,929,592.54","880,511,953.02","1,275,101,127.24","1,783,194,309.64","510,551,824.16","1,106,956,497.30","1,608,655,812.15","2,262,256,220.46","682,353,112.86","1,424,795,186.58","1,996,271,265.10","2,731,359,851.64","708,966,533.03","1,433,952,802.40","1,866,279,237.40","2,551,315,984.08","704,281,773.49","1,385,939,058.27","1,996,614,554.49","2,836,616,567.65","843,348,953.57","1,636,991,803.33","2,315,576,290.44","3,371,631,804.63","948,379,770.01","1,843,751,711.49","2,508,008,408.36","3,397,583,594.77","770,368,689.01"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"4,838,352.72","3,841,246.63","3,253,821.79","4,675,645.96","5,943,283.48","1,473,456.03","2,749,533.85","4,250,402.53","5,417,350.27","2,163,747.54","3,222,204.39","3,857,435.28","5,143,507.16","674,731.67","2,983,647.12","4,614,127.58","6,203,881.95","1,651,226.72","3,951,559.68","5,995,819.14","8,288,733.62","1,443,123.34","4,941,489.24","6,644,253.20","9,142,097.34","1,559,715.39","5,123,513.93","6,380,776.55","8,527,629.14","4,205,986.13","6,527,094.94","7,723,350.28","18,877,555.37","4,745,447.97","15,129,111.81","21,331,000.19","28,113,457.74","4,669,382.40","14,807,965.40","18,175,804.27","23,602,434.55","7,352,154.54"
营业外收入,"9,856,557.92","14,981,632.50","1,876,440.35","4,027,091.62","10,381,811.57","3,299,681.78","4,011,175.34","4,640,498.57","11,825,306.96","1,159,610.23","4,153,061.99","6,434,439.08","26,014,258.16","1,161,363.06","4,357,855.68","8,056,461.98","24,276,757.08","1,835,467.16","6,813,840.83","8,092,138.80","20,406,997.27","7,138,352.25","14,226,474.80","16,069,039.26","31,353,790.75","2,624,240.52","7,493,591.30","10,845,893.07","22,680,899.68","4,945,030.97","10,636,566.37","18,680,332.24","32,514,507.20","5,319,663.96","3,040,375.94","9,616,793.53","3,475,759.77","495,045.11","447,716.58","898,833.52","865,504.86","742,506.87"
销售费用,"34,924,170.76","35,754,380.79","18,364,231.53","28,807,401.26","50,543,344.34","15,729,566.70","34,411,720.70","44,826,665.60","71,873,011.99","6,540,064.73","22,364,420.75","37,691,511.88","70,211,484.51","14,901,975.10","31,529,767.50","49,373,066.54","80,525,420.48","18,994,463.82","36,771,837.14","54,030,083.62","88,956,780.11","20,358,841.48","49,248,577.19","73,245,501.09","101,939,386.16","18,187,052.50","44,861,338.24","60,266,654.03","92,171,148.79","20,230,277.09","41,268,656.31","62,030,203.14","93,733,947.72","26,810,206.73","53,366,651.49","76,519,057.79","104,855,339.78","20,011,784.80","45,246,507.08","67,109,007.51","103,896,955.00","20,410,091.85"
减:营业外支出,"1,867,927.04","1,837,107.30","901,542.64","1,203,614.88","1,801,905.71","1,015,473.16","1,917,460.08","3,424,011.83","4,226,174.28","587,121.01","1,168,710.51","1,607,288.40","2,353,110.69","573,699.46","1,472,219.12","2,121,234.35","4,228,659.15","964,678.57","2,149,890.95","3,371,333.35","6,343,141.47","1,365,775.63","2,838,307.14","3,845,080.30","8,283,380.83","1,437,117.44","3,112,203.69","4,423,417.00","10,087,440.94","1,364,344.20","2,330,320.63","3,724,178.70","5,319,177.76","3,796,500.82","4,716,820.76","5,518,599.89","2,671,048.35","181,824.50","1,450,081.09","1,374,538.65","2,748,207.77","128,886.23"
管理费用,"61,568,320.48","64,065,461.29","32,890,109.29","59,409,288.59","87,751,996.04","25,628,847.78","53,810,016.00","79,104,606.05","110,917,953.27","23,769,140.50","51,947,463.49","73,602,869.66","119,180,958.38","26,529,554.26","57,427,087.12","95,027,601.00","131,931,877.90","38,175,140.99","87,391,755.50","130,966,308.28","175,259,986.12","54,842,440.05","100,509,405.56","156,199,206.56","213,137,822.34","61,717,063.02","116,758,547.15","182,803,934.32","245,783,411.80","67,089,123.28","125,997,936.39","212,013,316.67","299,254,273.62","90,372,757.29","154,266,030.06","238,574,858.56","316,027,285.67","79,084,375.06","155,164,621.73","124,038,871.62","156,514,296.91","40,179,059.50"
其中:非流动资产处置净损失,"372,236.94","92,146.10",,"2,098.96","2,098.96",,"-27,716.71",,"119,276.64",,,,"10,844.58",,"29,741.17",,"1,036,118.95",,"245,011.08","540,816.37","984,620.71",,"112,694.22","122,735.33","2,824,746.44","26,699.18","27,061.54","27,061.54","4,427,784.12","119,139.60","226,671.16","620,511.73","639,343.72","3,544,920.88","4,161,616.76","4,367,415.54",,,,,,
