科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
支付给职工以及为职工支付的现金,"84,077,341.46","113,722,615.12","144,784,061.23","78,921,613.97","109,441,420.37","138,690,497.34","36,725,670.07","73,034,974.43","106,238,638.64","138,597,782.29","39,451,758.74","74,575,984.89","111,834,519.75","150,931,709.15","50,421,918.70","101,822,321.43","148,752,017.43","197,804,142.90","57,781,621.21","101,941,966.65","147,556,811.58","206,352,299.51","58,390,308.76","109,342,365.58","165,158,384.81","244,472,583.49","77,724,022.24","151,726,440.92","228,276,802.55","318,968,963.81","118,062,258.97","212,794,684.98","305,077,463.19","412,147,242.45"
取得借款收到的现金,"487,243,074.09","544,424,851.76","614,425,852.20","506,122,211.77","727,522,066.80","1,035,098,995.07",,"111,023,708.52","264,668,995.16","471,255,061.67","117,655,129.76","287,511,572.77","479,511,572.77","648,223,958.85","306,207,550.32","572,911,235.11","958,244,359.04","1,147,273,234.99","111,031,087.02","205,523,375.46","350,268,087.19","526,301,879.63","114,218,811.41","253,806,171.50","351,786,184.79","501,527,692.73","330,000,000.00","369,475,408.00","404,448,062.43","433,477,395.76",,"53,917,385.10","53,917,385.10","722,297,385.10"
支付的各项税费,"44,441,519.72","81,283,160.40","148,917,607.38","84,819,519.86","116,528,828.61","149,704,147.24","42,134,075.54","79,838,618.54","112,814,149.69","140,321,506.49","35,387,341.87","75,345,891.64","118,133,398.95","153,945,744.19","61,479,065.42","89,699,379.51","137,818,826.14","189,967,428.47","27,531,077.92","53,328,019.83","86,782,985.84","129,672,238.63","37,006,402.71","86,144,343.00","129,800,140.81","182,194,776.30","42,213,249.82","109,673,329.89","193,010,837.66","321,414,072.70","80,407,058.81","149,155,175.38","238,509,706.44","346,508,150.48"
收到其他与筹资活动有关的现金,,,"20,942,771.56",,,,,,,,,"44,966,336.44","39,399,444.66","265,310,376.16",,"6,871,935.00",,"55,625,212.62","8,435,380.01","6,110,382.56",,"14,806,384.28","955,025.66",,,,"1,785,296.39","2,344,144.43","9,369,110.15","79,827,861.20",,,,"10,426,420.13"
支付其他与经营活动有关的现金,"163,996,904.97","201,797,997.46","189,071,875.14","114,882,087.63","167,754,397.82","166,947,219.73","47,495,773.85","119,774,458.63","173,455,752.33","185,644,287.09","49,778,812.70","87,636,912.53","152,113,666.24","189,287,783.93","76,675,220.90","163,466,050.06","254,352,526.28","236,575,376.98","70,250,820.89","143,500,571.37","215,034,354.60","244,408,567.01","68,497,843.78","125,732,085.38","188,133,540.69","228,171,842.08","77,311,540.72","147,255,200.28","230,302,603.81","314,523,608.98","100,882,797.81","195,088,509.83","384,605,600.44","464,095,800.15"
筹资活动现金流入小计,"515,384,531.64","697,687,083.04","635,368,623.76","506,122,211.77","727,522,066.80","2,501,898,995.07",,"111,023,708.52","264,668,995.16","471,255,061.67","117,655,129.76","332,477,909.21","518,911,017.43","913,534,335.01","1,130,407,550.32","1,403,983,170.11","1,782,444,359.04","2,027,098,447.61","119,466,467.03","211,633,758.02","350,268,087.19","541,108,263.91","115,173,837.07","253,806,171.50","351,786,184.79","501,527,692.73","403,852,546.39","452,752,402.43","494,750,022.58","594,238,106.96",,"53,917,385.10","53,917,385.10","732,723,805.23"
经营活动现金流出小计,"1,370,308,908.33","1,465,477,195.47","1,754,040,918.92","888,480,556.61","1,328,360,870.75","1,853,500,296.41","501,718,704.50","1,027,170,041.81","1,491,245,460.11","2,072,067,607.26","583,945,337.93","1,100,189,293.54","1,607,825,351.63","2,363,025,862.20","781,345,682.91","1,326,903,410.37","2,014,919,772.53","2,496,348,819.52","621,287,458.94","1,203,865,389.79","1,854,358,946.62","2,484,020,772.38","539,312,014.07","1,164,910,549.44","1,999,984,465.36","2,811,192,118.39","942,019,095.42","1,643,550,206.48","2,369,731,047.74","3,156,173,015.42","1,227,170,298.69","2,242,795,183.74","3,353,278,035.90","4,464,260,717.62"
偿还债务支付的现金,"354,469,313.52","529,023,514.28","613,425,483.40","313,393,288.35","587,571,305.69","788,024,446.53","163,622,728.97","456,404,316.65","719,075,024.91","865,314,207.78","101,644,582.34","265,303,439.29","424,369,478.69","495,067,764.69","218,514,581.41","690,620,507.10","812,014,202.07","974,047,913.08","132,911,549.95","242,804,681.59","389,003,147.05","536,355,389.87","98,576,857.83","212,248,045.67","362,428,006.27","674,847,875.19","300,280,238.78","570,842,738.78","895,520,404.67","971,891,029.67",,,,"83,917,385.10"
经营活动产生的现金流量净额,"18,570,872.27","126,237,005.44","219,992,994.22","76,664,857.54","108,684,504.49","87,106,672.09","-28,495,386.87","-54,412,237.02","-56,530,285.91","-36,967,923.78","-5,361,488.26","110,275,267.65","253,906,364.62","294,000,347.61","-157,385,961.66","-54,423,436.05","16,866,697.32","216,366,627.68","50,253,222.81","133,543,923.01","168,681,144.70","262,277,899.94","183,641,669.62","330,190,678.97","308,223,120.26","429,180,402.38","-26,697,110.88","251,790,001.46","563,316,178.04","928,865,634.66","-116,539,612.62","45,757,298.52","366,191,156.27","585,437,434.85"
分配股利、利润或偿还利息支付的现金,"34,257,062.97","103,947,150.91","50,888,687.22","15,146,918.88","24,009,986.44","33,912,898.65","8,047,824.41","12,977,344.59","16,948,345.08","24,340,943.50","7,092,518.94","50,420,091.42","54,953,486.67","59,445,731.54","6,389,118.96","41,612,533.68","47,301,218.27","61,618,353.41","55,245,112.21","65,236,029.96","75,198,171.65","86,301,780.67","54,323,360.40","67,129,196.86","76,467,825.53","82,837,987.86","52,536,646.09","81,196,112.35","83,267,030.12","83,653,919.50","45,886,142.75","84,932,896.18","95,384,064.38","97,358,749.55"
收回投资收到的现金,"455,646.99","940,783.37","1,080,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,"15,042,125.22","34,123,916.01",,"126,106,497.61","138,578,422.07","173,083,937.37",,"112,210,214.78","114,675,727.06","38,960,067.69",,,,"5,920,000.00","3,276,994.97","14,579,434.86","120,704,216.77","29,158,869.72","7,289,717.43","14,579,434.86","16,524,396.35","31,058,869.72","7,283,621.82","30,619,096.35","27,901,516.50","109,151,091.25",,,,"1,152,500.00","2,435,973.65","6,973,064.25","36,745,607.39","1,211,508.27"
取得投资收益收到的现金,,,"1,610.89",,,,,,,,,,,,,,,,,,,"263,309.11",,,"6,429,037.66","6,429,037.66","436,836.09","436,836.09","436,836.09","1,930,208.87","63,624.22","63,624.22","966,331.33","5,788,359.32"
筹资活动现金流出小计,"403,768,501.71","667,094,581.20","664,314,170.62","454,646,704.84","750,159,714.20","995,021,282.55","171,670,553.38","581,591,876.02","850,699,097.05","928,615,218.97","108,737,101.28","315,723,530.71","479,322,965.36","560,433,496.23","228,180,695.34","746,812,475.64","980,019,637.11","1,064,825,136.21","195,446,379.59","322,620,146.41","480,725,715.05","653,716,040.26","160,183,840.05","309,996,338.88","466,797,348.30","866,836,954.30","352,816,884.87","652,038,851.13","978,787,434.79","1,056,697,449.17","48,322,116.40","91,905,960.43","132,129,671.77","182,487,642.92"
处置固定资产、无形资产和其他长期资产收回的现金净额,"6,788,534.00","6,684,212.10","156,910.00","112,720.00","128,320.00","114,965.44",,,"3,367.00","9,689.00",,,"281,110.90","1,277,503.00","2,406,593.00","3,336,870.07","3,336,870.07","3,616,123.62",,"1,303,000.00","1,307,974.35","1,343,686.16",,"319,100.00","674,100.00","2,375,074.37",,"387,111.00","627,111.00","508,187.83","40,735.00","152,837.00","204,606.30","307,506.30"
筹资活动产生的现金流量净额,"111,616,029.93","30,592,501.84","-28,945,546.86","51,475,506.93","-22,637,647.40","1,506,877,712.52","-171,670,553.38","-470,568,167.50","-586,030,101.89","-457,360,157.30","8,918,028.48","16,754,378.50","39,588,052.07","353,100,838.78","902,226,854.98","657,170,694.47","802,424,721.93","962,273,311.40","-75,979,912.56","-110,986,388.39","-130,457,627.86","-112,607,776.35","-45,010,002.98","-56,190,167.38","-115,011,163.51","-365,309,261.57","51,035,661.52","-199,286,448.70","-484,037,412.21","-462,459,342.21","-48,322,116.40","-37,988,575.33","-78,212,286.67","550,236,162.31"
处置子公司及其他营业单位收到的现金净额,"24,431,240.69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-3,566,660.22","-747,604.02","-190,823.11","-143,571.62","-219,371.49","-145,712.67","-337,300.84","-704,464.90","-757,893.11","-964,581.22","-585,163.29","-640,443.25","-600,458.45","-884,534.16","-216,612.92","-74,877.26","750,654.44","50,994.69","1,318,549.25","-412,865.80","-697,331.80","-1,797,026.76","-1,530,302.57","-4,280,537.40","-2,753,320.20","1,272,255.64","-1,923,885.74","4,178,682.18","4,490,094.62","13,475,284.78","-10,394,133.39","-15,438,267.65","-16,312,441.32","-19,445,389.97"
收到其他与投资活动有关的现金,,,"1,741,134.17",,,,,,,,,,,,,"3,107,117.41","3,107,117.41","3,107,117.41",,,,"45,000,000.00",,,"200,000,000.00","210,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","25,139,564.66","25,139,564.66","498,457,312.16","55,139,564.66"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"31,675,421.68","7,624,995.47","2,979,655.06","112,720.00","128,320.00","114,965.44",,,"3,367.00","9,689.00",,,"281,110.90","1,277,503.00","2,406,593.00","6,443,987.48","6,443,987.48","6,723,241.03",,"1,303,000.00","1,307,974.35","46,606,995.27",,"319,100.00","207,103,137.66","218,804,112.03","50,436,836.09","50,823,947.09","51,063,947.09","52,438,396.70","25,243,923.88","25,356,025.88","499,628,249.79","61,235,430.28"
五、现金及现金等价物净增加额,"-47,581,119.39","23,681,413.04","106,595,614.67","89,225,234.54","-52,461,260.17","1,307,674,000.15","-258,984,141.89","-636,664,791.56","-844,359,396.04","-800,942,384.96","-113,916,381.23","-150,984,752.57","-104,316,059.97","26,411,502.56","498,232,121.69","197,724,057.36","194,249,581.49","254,920,691.83","-131,343,092.82","-199,530,203.14","-368,422,287.71","-317,399,637.13","8,384,686.50","57,957,652.40","157,041,941.94","-55,067,503.97","35,823,102.01","56,376,132.10","68,200,211.32","349,161,967.75","-228,862,077.95","-208,822,180.14","-283,153,962.65","133,416,247.97"
购建固定资产、无形资产和其他长期资产支付的现金,"143,783,596.00","134,925,817.76","85,131,764.64","38,884,278.31","138,417,065.77","186,657,809.52","58,480,900.80","110,979,922.14","201,044,482.13","305,659,411.66","116,726,508.16","277,373,955.47","397,491,129.11","617,975,535.26","228,115,651.71","390,738,554.23","611,582,722.63","909,839,725.92","106,934,952.32","222,977,871.96","307,256,447.10","366,879,729.23","68,716,677.57","112,081,421.79","140,519,832.27","179,015,012.45","37,028,398.98","51,130,049.93","66,632,596.22","128,018,441.52","78,850,139.42","166,398,914.06","291,225,893.22","398,759,389.50"
期初现金及现金等价物余额,"93,891,658.60","46,310,539.21","69,991,952.25","176,587,566.92","176,587,566.92","176,587,566.92","1,484,261,612.38","1,484,261,567.07","1,484,261,567.07","1,484,261,567.07","683,319,182.11","683,319,182.11","683,319,182.11","683,319,182.11","709,730,684.67","709,730,684.67","709,730,684.67","709,730,684.67","964,651,376.50","964,651,376.50","964,651,376.50","964,651,376.50","647,251,739.37","647,251,739.37","647,251,739.37","647,251,739.37","592,184,235.40","592,184,235.40","592,184,235.40","592,184,235.40","941,346,203.15","941,346,203.15","941,346,203.15","941,346,203.15"
投资支付的现金,"24,380,213.44","1,558,800.00",,,,"99,621,827.71",,,,,,,,,"20,683,100.00","8,000,000.00","8,000,000.00","8,000,000.00",,,,,,,,,,,,,,,,
期末现金及现金等价物余额,"46,310,539.21","69,991,952.25","176,587,566.92","265,812,801.46","124,126,306.75","1,484,261,567.07","1,225,277,470.49","847,596,775.51","639,902,171.03","683,319,182.11","569,402,800.88","532,334,429.54","579,003,122.14","709,730,684.67","1,207,962,806.36","907,454,742.03","903,980,266.16","964,651,376.50","833,308,283.68","765,121,173.36","596,229,088.79","647,251,739.37","655,636,425.87","705,209,391.77","804,293,681.31","592,184,235.40","628,007,337.41","648,560,367.50","660,384,446.72","941,346,203.15","712,484,125.20","732,524,023.01","658,192,240.50","1,074,762,451.12"
