科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
销售商品、提供劳务收到的现金,"1,341,943,661.20","1,548,765,713.05","1,932,770,011.64","953,878,332.61","1,401,378,219.20","1,908,911,235.99","456,353,737.35","934,225,803.42","1,384,285,276.51","1,970,209,082.04","566,704,045.41","1,183,191,583.91","1,823,492,074.80","2,608,727,129.26","583,035,913.61","1,197,638,764.12","1,915,281,141.39","2,624,375,426.29","656,871,937.34","1,289,183,438.74","1,957,631,665.68","2,689,403,174.26","703,612,399.20","1,470,861,158.17","2,267,215,342.12","3,204,689,707.49","903,436,738.53","1,874,474,769.51","2,904,239,923.91","4,058,937,722.12","1,098,766,465.80","2,263,150,924.02","3,584,423,859.40","4,907,661,148.11"
取得子公司及其他营业单位支付的现金净额,"37,712,973.61","3,540,867.93","2,108,900.00",,,,,,,,,,,,,"12,653,757.05","12,653,757.05","12,653,757.05",,,,,,,,,,,,,,,,
收到的税费返还,"214,558.79",,"711,000.00",,"1,456,846.36",,,,"42,409.64",,,,"25,067.44","22,567.44",,"1,894,353.78","11,661,703.81","12,550,655.12","43,079.06","195,114.27","794,667.43","1,216,203.74","549,963.32","845,092.76","1,790,755.25","1,978,429.94",,"41,421.64","84,206.10","493,132.33","77,095.14","77,095.14","77,095.14","77,095.14"
支付其他与投资活动有关的现金,,,,,,,,,,,"161,250.00",,,"3,107,117.41",,,,,,,"100,000,000.00","145,000,000.00","60,000,000.00","100,000,000.00","100,000,000.00","160,000,000.00",,,,"55,139,564.66",,"60,109,747.50","763,222,747.50","645,288,000.00"
收到其他与经营活动有关的现金,"46,721,560.61","42,948,487.86","40,552,901.50","11,267,081.54","34,210,309.68","31,695,732.51","16,869,580.28","38,532,001.37","50,387,488.05","64,890,601.44","11,879,804.26","27,272,977.28","38,214,574.01","48,276,513.11","40,923,807.64","72,946,856.42","104,843,624.65","75,789,365.79","14,625,665.35","48,030,759.79","64,613,758.21","55,679,294.32","18,791,321.17","23,394,977.48","39,201,488.25","33,704,383.34","11,885,246.01","20,824,016.79","28,723,095.77","25,607,795.63","11,787,125.13","25,324,463.10","134,968,237.63","141,959,909.22"
投资活动现金流出小计,"205,876,783.05","140,025,485.69","87,240,664.64","38,884,278.31","138,417,065.77","286,279,637.23","58,480,900.80","110,979,922.14","201,044,482.13","305,659,411.66","116,887,758.16","277,373,955.47","397,491,129.11","621,082,652.67","248,798,751.71","411,392,311.28","632,236,479.68","930,493,482.97","106,934,952.32","222,977,871.96","407,256,447.10","511,879,729.23","128,716,677.57","212,081,421.79","240,519,832.27","339,015,012.45","37,028,398.98","51,130,049.93","66,632,596.22","183,158,006.18","78,850,139.42","226,508,661.56","1,054,448,640.72","1,044,047,389.50"
经营活动现金流入小计,"1,388,879,780.60","1,591,714,200.91","1,974,033,913.14","965,145,414.15","1,437,045,375.24","1,940,606,968.50","473,223,317.63","972,757,804.79","1,434,715,174.20","2,035,099,683.48","578,583,849.67","1,210,464,561.19","1,861,731,716.25","2,657,026,209.81","623,959,721.25","1,272,479,974.32","2,031,786,469.85","2,712,715,447.20","671,540,681.75","1,337,409,312.80","2,023,040,091.32","2,746,298,672.32","722,953,683.69","1,495,101,228.41","2,308,207,585.62","3,240,372,520.77","915,321,984.54","1,895,340,207.94","2,933,047,225.78","4,085,038,650.08","1,110,630,686.07","2,288,552,482.26","3,719,469,192.17","5,049,698,152.47"
投资活动产生的现金流量净额,"-174,201,361.37","-132,400,490.22","-84,261,009.58","-38,771,558.31","-138,288,745.77","-286,164,671.79","-58,480,900.80","-110,979,922.14","-201,041,115.13","-305,649,722.66","-116,887,758.16","-277,373,955.47","-397,210,018.21","-619,805,149.67","-246,392,158.71","-404,948,323.80","-625,792,492.20","-923,770,241.94","-106,934,952.32","-221,674,871.96","-405,948,472.75","-465,272,733.96","-128,716,677.57","-211,762,321.79","-33,416,694.61","-120,210,900.42","13,408,437.11","-306,102.84","-15,568,649.13","-130,719,609.48","-53,606,215.54","-201,152,635.68","-554,820,390.93","-982,811,959.22"
购买商品、接受劳务支付的现金,"1,077,793,142.18","1,068,673,422.49","1,271,267,375.17","609,857,335.15","934,636,223.95","1,398,158,432.10","375,363,185.04","754,521,990.21","1,098,736,919.45","1,607,504,031.39","459,327,424.62","862,630,504.48","1,225,743,766.69","1,868,860,624.93","592,769,477.89","971,915,659.37","1,473,996,402.68","1,872,001,871.17","465,723,938.92","905,094,831.94","1,404,984,794.60","1,903,587,667.23","375,417,458.82","843,691,755.48","1,516,892,399.05","2,156,352,916.52","744,770,282.64","1,234,895,235.39","1,718,140,803.72","2,201,266,369.93","927,818,183.10","1,685,756,813.55","2,425,085,265.83","3,241,509,524.54"
吸收投资收到的现金,"28,141,457.55","153,262,231.28",,,,"1,466,800,000.00",,,,,,,,,,,,,,,,,,,,,"72,067,250.00","80,932,850.00","80,932,850.00","80,932,850.00",,,,
