科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
经营活动现金流出小计,"874,783,673.69","1,551,294,807.99","1,777,484,719.18","791,043,292.48",,"1,729,686,469.83","470,667,961.11","1,040,860,506.07","1,686,546,102.59","2,561,071,174.54","858,494,110.45","1,484,453,651.38","2,153,602,155.37","2,685,297,680.71","1,011,085,484.10"
偿还债务支付的现金,"179,700,000.00","379,184,000.00","347,089,400.00","260,902,997.50",,"894,179,500.00","184,920,000.00","542,937,990.21","919,123,139.22","1,387,416,604.27","74,000,000.00","298,086,775.74","1,117,911,202.18","1,563,947,040.81","801,095,859.39"
经营活动产生的现金流量净额,"50,338,146.61","25,536,325.14","-439,167,405.08","-370,398,246.16","-412,801,990.94","-488,294,634.17","-45,622,446.54","-320,803,664.91","-508,887,727.56","-465,368,455.92","-213,044,689.97","-213,887,302.85","-80,637,608.46","317,299,468.73","-88,181,750.60"
分配股利、利润或偿还利息支付的现金,"11,427,737.40","18,079,494.70","33,229,490.73","24,755,005.03",,"52,120,109.89","11,205,832.49","69,596,696.45","93,264,668.95","161,584,078.81","29,405,561.78","67,393,487.39","150,430,910.23","214,103,788.36","25,391,586.13"
收回投资收到的现金,,,,,,,,,,"6,830,588.08",,,,"14,500,000.00","63,206,300.00"
支付其他与筹资活动有关的现金,,,"10,446,751.00","22,805,471.39",,"75,205,907.77","27,556,977.43","26,038,154.86","70,528,940.79","200,454,918.66","45,424,665.40","77,552,932.43","252,318,791.75","326,571,987.41","25,869,963.53"
取得投资收益收到的现金,,,,,,,,,,,,,,"51,634.93",
筹资活动现金流出小计,"191,127,737.40","397,263,494.70","390,765,641.73","308,463,473.92",,"1,021,505,517.66","223,682,809.92","638,572,841.52","1,082,916,748.96","1,749,455,601.74","148,830,227.18","443,033,195.56","1,520,660,904.16","2,104,622,816.58","852,357,409.05"
处置固定资产、无形资产和其他长期资产收回的现金净额,"40,200.00","16,862.00","6,000.00","65,000.00",,"142,564.00",36.00,"8,236.00","9,236.00","1,061.00","8,000.00","414,400.00","1,148,400.00","5,891,900.00","7,682.20"
筹资活动产生的现金流量净额,"64,452,262.60","323,046,505.30","691,965,291.60","293,488,702.57","983,939,176.26","1,373,343,816.14","250,269,367.33","538,547,097.48","996,293,406.66","1,402,893,809.72","318,133,667.60","543,378,952.20","409,247,265.56","679,247,695.89","218,182,614.70"
处置子公司及其他营业单位收到的现金净额,,,,,,,"6,830,588.08","99,926,614.68","99,926,614.68","93,340,129.87",,,,"23,896,633.25",
四、汇率变动对现金的影响,-16.02,"-278,254.10","52,386.92","633,436.37",,"7,899.42",,"-2,142.40","-130,505.47","-368,568.31","-68,327.36","246,638.17","495,070.84","298,679.10","-178,916.31"
收到其他与投资活动有关的现金,,,,"42,813,404.55",,"42,813,404.55","274,500.00",,,,,"150,000,000.00","150,000,000.00","231,675,262.34",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,
投资活动现金流入小计,"40,200.00","16,862.00","6,000.00","42,878,404.55",,"42,955,968.55","7,105,124.08","99,934,850.68","99,935,850.68","100,171,778.95","8,000.00","150,414,400.00","151,148,400.00","276,015,430.52","63,213,982.20"
五、现金及现金等价物净增加额,"82,731,531.13","221,647,105.44","-39,812,715.84","-273,239,861.79","206,172,582.54","279,518,001.84","64,013,956.12","7,760,776.25","114,562,600.03","278,981,222.15","-185,920,094.13","-161,972,734.20","-393,513,356.74","-74,769,158.75","-173,009,173.72"
购建固定资产、无形资产和其他长期资产支付的现金,"28,099,062.06","96,903,794.00","228,728,489.28","218,579,927.21",,"557,737,425.09","135,588,088.75","291,592,184.46","451,325,244.14","518,108,085.91","234,594,893.93","457,121,717.05","674,382,780.01","1,117,986,483.73","366,045,103.71"
期初现金及现金等价物余额,"141,118,448.55","223,849,979.68","445,497,085.12","405,684,369.28",,"405,684,369.28","685,202,371.12","685,202,371.12","685,202,371.12","685,202,371.12","964,183,593.27","964,183,593.27","964,183,593.27","964,183,593.27","889,414,434.52"
投资支付的现金,"4,000,000.00","29,770,538.90","63,940,500.00","800,000.00",,"62,514,800.00","12,150,000.00","18,323,180.14","21,323,180.14","228,242,167.57","56,353,850.47","131,003,704.67","145,383,704.67","175,443,949.26",
期末现金及现金等价物余额,"223,849,979.68","445,497,085.12","405,684,369.28","132,444,507.49",,"685,202,371.12","749,216,327.24","692,963,147.37","799,764,971.15","964,183,593.27","778,263,499.14","802,210,859.07","570,670,236.53","889,414,434.52","716,405,260.80"
