科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"90,070,076.19","153,015,601.13","353,057,505.52","118,758,099.39","255,282,938.48","405,939,432.13","555,494,832.37","131,418,100.59","249,739,517.07","415,799,227.68","615,610,635.95","204,312,040.96","438,803,854.88","697,576,148.08","979,897,817.72","282,967,852.40","588,899,772.49","918,168,971.68","1,257,362,578.83","325,128,360.14","657,079,642.75","1,028,935,578.06","1,405,513,721.45","414,435,285.20","830,468,131.06","1,252,644,450.21","1,695,586,194.17","411,291,536.29","839,508,248.46","1,320,690,525.13","1,843,212,482.23","430,257,636.79","944,909,791.68","1,500,987,337.44","2,062,466,509.62","493,534,216.68","1,099,866,939.32","1,914,766,495.26","2,843,263,203.62","762,518,230.56","1,630,312,252.05","2,796,882,820.62"
取得子公司及其他营业单位支付的现金净额,,"10,671,100.00","10,671,100.00",,,,"23,315,976.20",,,,"18,130,000.00",,,,,,,,,,,,,,,,"14,169,667.16","15,300,000.00","21,846,486.84","36,246,486.84","26,646,486.84",,"2,798,239.60","2,798,239.60","788,239.60",,,,"84,195,317.87",,,
收到的税费返还,,,,,,"24,565.21","24,565.21",,,,,"21,559.16","21,559.16","33,522.64","33,522.64",,,,,,,,,"54,712.60","449,181.45","892,383.64","932,574.91","223,588.53","223,588.53","236,214.53","236,214.53","184,667.60","4,319,388.84","5,770,860.86","6,571,485.77","2,043,637.68","3,520,975.50","5,035,180.96","6,344,653.40","3,293,285.78","5,730,165.78","9,156,801.59"
支付其他与投资活动有关的现金,,,,,,"2,180.00",,500.00,500.00,500.00,700.50,,,,,"670,000.00","670,000.00","670,000.00","670,000.00",,"1,100.00","1,100.00","1,100.00",,"386,665.52","386,665.52","43,000.00",,,"1,600.00","1,600.00",,,,,,,,,,,
收到其他与经营活动有关的现金,"2,187,520.54","10,838,229.24","13,344,569.40","5,824,040.25","7,769,017.91","12,715,631.54","19,621,741.49","4,596,932.89","9,830,932.80","17,145,746.28","22,852,751.88","6,340,282.83","17,380,097.33","32,264,414.32","42,924,846.52","35,483,872.79","80,492,773.54","82,376,267.42","72,025,778.06","11,560,711.16","19,927,933.99","35,913,721.26","43,434,642.70","15,163,984.89","24,085,059.50","44,214,898.18","49,137,482.03","11,961,743.17","20,995,731.88","38,251,133.94","61,712,545.29","3,547,836.69","14,581,504.24","21,593,445.31","68,109,341.35","16,315,649.66","33,380,013.75","39,700,731.93","78,367,970.32","13,948,649.64","22,820,081.54","52,523,535.35"
投资活动现金流出小计,"25,695,114.71","35,033,940.32","44,847,343.68","34,679,830.58","44,703,338.42","85,196,776.54","130,265,130.89","44,900,878.32","76,504,382.14","126,679,814.94","209,080,893.56","60,737,874.80","89,792,132.92","150,672,509.40","196,195,416.86","44,933,469.74","63,017,123.51","112,238,946.94","153,357,529.35","28,054,815.78","87,160,397.74","143,800,956.09","199,302,053.54","27,422,327.53","82,388,016.06","127,182,516.59","177,005,839.01","34,081,642.65","78,958,814.46","142,102,564.91","258,107,324.93","57,696,010.68","100,098,229.37","159,022,869.55","271,875,058.79","60,148,044.75","152,418,580.14","274,126,471.64","310,294,805.06","22,539,183.08","55,040,348.27","97,406,700.87"
经营活动现金流入小计,"92,257,596.73","163,853,830.37","366,402,074.92","124,582,139.64","263,051,956.39","418,679,628.88","575,141,139.07","136,015,033.48","259,570,449.87","432,944,973.96","638,463,387.83","210,673,882.95","456,205,511.37","729,874,085.04","1,022,856,186.88","318,451,725.19","669,392,546.03","1,000,545,239.10","1,329,388,356.89","336,689,071.30","677,007,576.74","1,064,849,299.32","1,448,948,364.15","429,653,982.69","855,002,372.01","1,297,751,732.03","1,745,656,251.11","423,476,867.99","860,727,568.87","1,359,177,873.60","1,905,161,242.05","433,990,141.08","963,810,684.76","1,528,351,643.61","2,137,147,336.74","511,893,504.02","1,136,767,928.57","1,959,502,408.15","2,927,975,827.34","779,760,165.98","1,658,862,499.37","2,858,563,157.56"
投资活动产生的现金流量净额,"-4,165,114.71","-11,969,595.72","-19,145,372.41","-34,679,830.58","-44,703,338.42","-85,122,126.14","-129,292,665.87","-44,877,078.32","-75,867,238.82","-126,019,571.62","-205,356,633.68","-48,829,524.80","-77,701,910.12","-138,362,292.69","-183,844,038.12","-44,853,373.36","-62,875,527.13","-110,908,463.00","-152,027,045.41","-28,052,963.10","-86,851,035.81","-143,451,594.16","-197,744,544.93","-25,640,453.53","-54,068,744.54","-97,690,470.07","-148,804,810.39","-32,578,300.19","-77,600,578.03","-140,697,368.48","-254,607,138.42","-56,710,685.17","-98,095,312.26","-152,931,657.81","-261,800,185.17","-57,002,388.75","-148,707,371.74","-171,769,688.11","-179,854,351.90","-18,526,435.98","-48,399,680.66","-89,527,022.19"
购买商品、接受劳务支付的现金,"81,188,160.82","123,452,929.39","245,106,770.93","89,094,501.59","212,525,809.02","324,470,993.85","421,770,181.17","117,982,496.37","208,601,262.25","320,189,438.31","465,694,167.41","164,198,091.37","340,455,369.12","533,931,024.81","730,712,770.34","247,407,826.38","491,520,216.03","720,932,924.81","938,964,693.11","202,450,099.64","401,883,872.11","633,584,815.37","879,241,989.15","283,240,547.08","484,647,570.58","705,095,312.03","975,861,814.53","207,583,173.24","437,032,928.12","734,446,878.42","920,777,808.20","232,727,891.56","572,313,129.07","991,686,183.43","1,305,875,379.66","294,782,412.40","682,718,279.54","1,167,687,152.12","1,763,017,156.56","798,362,510.22","1,621,436,645.19","2,703,860,552.54"
吸收投资收到的现金,,"6,791,144.50","6,791,144.50",,"239,585,000.00","239,585,000.00","239,585,000.00",,,"3,000,000.00","7,500,000.00","3,000,000.00","331,914,000.00","331,914,000.00","333,094,000.00",,,,,,,,,,,"600,000.00","2,100,000.00","900,000.00","900,000.00","900,000.00","900,000.00",,"431,999,985.18","442,849,985.18","442,849,985.18",,"500,000.00","2,250,000.00","2,250,000.00","11,000,000.00","31,610,000.00","48,660,000.00"
