科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"10,369,966,953.00","22,154,463,635.00","31,207,472,795.00","44,212,809,660.00","10,305,848,028.00","23,370,652,233.00","31,536,048,926.00","41,580,457,637.00","9,931,993,871.00","19,367,329,118.00","32,886,167,688.00","46,921,840,213.00","14,031,858,986.00","25,800,116,564.00","39,088,069,194.00","56,110,981,581.00","14,280,969,128.00","29,449,701,455.00","43,964,356,744.00","59,771,931,692.00","17,300,122,801.00","35,741,096,675.00","54,337,070,466.00","75,963,167,711.00","21,025,531,846.00","44,005,309,399.00","66,670,110,477.00","92,066,343,165.00","22,044,030,088.00","46,602,229,791.00","72,196,187,489.00","107,388,939,333.00","24,075,126,460.00","49,940,009,000.00","77,024,886,824.00","112,606,292,000.00","25,159,141,467.00","50,452,798,000.00","81,294,587,127.00","113,460,051,000.00","28,988,033,901.00","55,464,944,450.00","83,933,875,964.00"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,"48,830,623.00","55,379,998.00","55,379,998.00","17,475,264.00","119,230,046.00","119,230,046.00","119,229,213.00",,,,"11,282,873.00",,,,"388,345,927.00","6,327,845.00",,"6,000,000.00","85,527,474.00",,,,"39,321,000.00",,,,"7,280,000.00","63,644,957.00","63,644,958.00","63,644,957.00"
收到的税费返还,"3,917,271.00","10,290,216.00","22,309,759.00","35,529,639.00","8,332,374.00","23,516,166.00","39,993,820.00","47,735,691.00","12,749,939.00","22,109,876.00","38,076,878.00","57,882,061.00","13,212,097.00","35,323,505.00","55,626,423.00","73,824,327.00","15,402,133.00","37,186,006.00","61,271,831.00","1,736,992,403.00","271,942,459.00","1,757,564,801.00","2,379,013,108.00","3,249,232,490.00","336,699,624.00","1,368,518,884.00","1,744,658,383.00","2,585,606,610.00","747,980,201.00","1,772,603,409.00","2,156,946,328.00","3,253,003,358.00","693,304,939.00","2,071,576,000.00","2,828,141,615.00","3,857,678,000.00","1,438,739,277.00","2,828,782,000.00","3,818,694,826.00","5,301,305,000.00","953,654,443.00","2,452,083,983.00","3,616,847,781.00"
支付其他与投资活动有关的现金,,"223,360,167.00","223,824,096.00","222,179,842.00",,,,,,,,,,"17,994,183.00","39,311,489.00",,,,,,,,"12,627,604.00","12,985,505.00","50,116,483.00","50,116,483.00","50,116,483.00","50,116,483.00","124,044,424.00","197,891,840.00","205,855,712.00","132,940,564.00","65,439,995.00","6,992,000.00",,"7,701,000.00",,,,,,"1,023,236.00","4,041,019.00"
收到其他与经营活动有关的现金,"225,107,802.00","458,134,433.00","795,210,101.00","978,328,847.00","55,414,472.00","296,000,469.00","677,890,531.00","573,213,567.00","27,455,968.00","286,028,168.00","403,484,213.00","943,057,211.00","88,762,947.00","829,400,958.00","1,301,634,392.00","1,599,919,894.00","834,731,483.00","592,052,844.00","589,530,328.00","1,138,701,966.00","434,533,066.00","1,086,351,229.00","924,773,890.00","1,343,193,743.00","477,473,964.00","893,371,344.00","1,197,903,240.00","3,001,231,938.00","1,002,525,595.00","143,963,309.00","984,724,007.00","1,560,530,328.00","109,672,850.00","833,267,000.00","1,327,173,971.00","2,494,056,000.00","227,494,657.00","696,118,000.00","1,903,555,638.00","2,363,380,000.00","1,609,248,718.00","1,193,333,594.00","1,213,244,425.00"
投资活动现金流出小计,"71,658,530.00","387,291,035.00","748,350,305.00","985,691,068.00","194,004,298.00","560,262,214.00","703,256,697.00","1,228,336,859.00","277,812,568.00","673,570,935.00","1,194,283,405.00","2,033,107,945.00","449,725,134.00","965,162,312.00","2,256,514,799.00","4,313,703,795.00","5,954,943,646.00","11,163,678,671.00","14,265,353,761.00","18,675,696,254.00","2,894,279,968.00","5,466,203,207.00","6,519,532,060.00","9,252,830,917.00","5,300,818,876.00","11,534,037,942.00","12,232,052,587.00","14,362,540,900.00","4,947,204,571.00","10,132,877,317.00","15,895,119,462.00","19,173,184,307.00","9,153,168,893.00","22,433,090,000.00","28,166,694,602.00","35,492,914,000.00","12,046,577,243.00","20,713,158,000.00","27,930,407,100.00","37,366,241,000.00","8,778,296,656.00","21,320,395,055.00","35,596,981,145.00"
经营活动现金流入小计,"10,598,992,026.00","22,622,888,284.00","32,024,992,655.00","45,226,668,146.00","10,369,594,874.00","23,690,168,868.00","32,253,933,277.00","42,201,406,895.00","9,972,199,778.00","19,675,467,162.00","33,327,728,779.00","47,922,779,485.00","14,133,834,030.00","26,664,841,027.00","40,445,330,009.00","57,784,725,802.00","15,131,102,744.00","30,078,940,305.00","44,615,158,903.00","62,647,626,061.00","18,006,598,326.00","38,585,012,705.00","57,640,857,464.00","80,555,593,944.00","21,839,705,434.00","46,267,199,627.00","69,612,672,100.00","97,653,181,713.00","23,794,535,884.00","48,518,796,509.00","75,337,857,824.00","112,202,473,019.00","24,878,104,249.00","52,844,852,000.00","81,229,506,175.00","119,095,010,000.00","26,908,647,189.00","54,199,411,000.00","87,233,841,852.00","121,265,853,000.00","31,789,859,520.00","59,724,399,347.00","89,190,145,108.00"
投资活动产生的现金流量净额,"-23,022,915.00","-195,083,415.00","-389,936,579.00","-247,470,686.00","54,967,972.00","-288,779,884.00","-380,016,270.00","-877,888,504.00","-195,938,547.00","-429,887,448.00","-914,105,589.00","-1,568,663,229.00","-411,414,293.00","-851,691,687.00","-1,808,072,591.00","-3,871,797,398.00","-4,684,982,121.00","-9,845,570,418.00","-12,286,838,174.00","-16,615,031,066.00","-2,250,483,236.00","-3,938,278,018.00","-4,234,083,847.00","-6,511,702,071.00","-2,704,405,572.00","-6,246,495,778.00","-5,834,117,010.00","-4,512,457,951.00","-3,482,658,026.00","-6,387,539,855.00","-11,189,768,085.00","-10,862,753,849.00","-5,579,126,247.00","-14,479,945,000.00","-19,727,207,887.00","-19,497,685,000.00","-10,303,668,496.00","-14,891,136,000.00","-17,368,114,708.00","-18,595,768,000.00","-4,862,532,480.00","-10,860,083,168.00","-22,042,432,867.00"
购买商品、接受劳务支付的现金,"8,094,343,830.00","18,359,141,707.00","27,126,935,519.00","36,528,109,564.00","8,288,033,024.00","19,022,667,049.00","26,008,236,084.00","33,578,198,114.00","7,628,959,212.00","15,885,599,273.00","27,257,768,885.00","39,342,254,523.00","12,161,808,870.00","21,887,526,676.00","33,855,213,454.00","48,027,650,690.00","12,388,528,237.00","24,428,300,066.00","36,594,378,718.00","49,086,079,033.00","14,919,753,104.00","29,409,567,596.00","45,691,794,240.00","63,425,880,126.00","17,129,195,765.00","32,645,318,475.00","52,593,348,251.00","75,832,063,647.00","17,711,811,610.00","38,504,005,320.00","58,098,688,371.00","86,146,848,351.00","18,394,931,200.00","37,091,638,000.00","59,940,789,013.00","90,389,695,000.00","20,444,107,109.00","40,209,191,000.00","65,200,508,739.00","91,119,115,000.00","23,260,428,233.00","43,098,935,138.00","65,357,232,161.00"
吸收投资收到的现金,"5,482,337.00","2,508,799.00","2,100,257,867.00","2,093,277,411.00","5,090,559.00","4,996,057.00","284,061,835.00","283,763,093.00",,"952,379,250.00","967,943,792.00","2,049,559,657.00","580,661,216.00","1,566,440,566.00","8,987,630,415.00","9,041,813,540.00","10,936,365.00","52,256,471.00","69,766,898.00","129,589,837.00","19,194,046.00","143,294,194.00","207,338,789.00","360,157,761.00","16,534,108.00","121,459,540.00","287,712,750.00","501,381,060.00","103,041,800.00","2,480,159,411.00","2,635,669,970.00","5,065,238,858.00","5,911,281,725.00","8,168,909,000.00","9,139,296,527.00","10,535,865,000.00","2,163,007,724.00","3,997,970,000.00","7,847,057,453.00","11,218,709,000.00","46,920,622.00","2,750,070,564.00","3,870,485,644.00"
