科目,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"38,438,552.17","27,699,228.71","22,694,885.65","15,550,685.10","9,710,225.70","24,187,179.08","18,513,962.60","24,542,312.21","36,386,245.42","17,385,129.12","22,546,319.77","12,743,851.04"
短期借款,"20,000,000.00","20,000,000.00","20,000,000.00","30,000,000.00","30,000,000.00",,,,"55,000,000.00","125,000,000.00","135,000,000.00","135,000,000.00"
交易性金融资产,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,
应收票据,"39,181,553.27","33,327,302.62","32,533,431.99","13,943,770.79","22,751,688.99","11,666,868.65","7,215,291.55","9,135,298.65","13,499,576.17","43,366,354.72","32,351,621.23","41,153,347.31"
应付票据,,,,,,,,,"10,000,000.00","10,000,000.00",,
应收账款,"45,971,927.74","53,693,158.50","55,378,667.14","61,508,487.16","72,306,268.47","76,222,075.12","84,339,951.30","89,587,039.32","83,635,697.77","71,978,530.84","71,924,122.71","73,623,566.88"
应付账款,"17,349,391.59","14,969,482.02","13,083,588.78","13,787,643.33","14,809,631.41","15,110,400.96","13,247,151.07","16,297,618.12","20,924,829.62","15,212,644.48","32,412,232.16","20,840,828.77"
预付款项,"22,487,912.22","36,276,050.20","39,483,464.69","37,893,873.89","30,111,243.77","28,980,731.29","47,093,889.52","39,800,838.65","49,010,348.93","43,965,310.88","49,081,014.39","37,287,158.53"
预收款项,"3,242,740.34","1,959,872.66","1,894,084.20","1,187,118.03","1,123,410.61","794,068.12","939,560.86","1,395,713.71","2,236,177.24","5,047,077.96","1,602,140.92","2,825,628.62"
其他应收款,"663,106.30","1,492,487.08","2,072,308.43","1,568,865.84","1,772,507.46","1,901,071.24","1,072,629.73","1,861,951.51","1,507,539.50","1,279,741.84","1,638,954.37","1,443,620.07"
应付职工薪酬,"2,965,512.29","4,499,658.24","3,489,798.43","3,202,897.20","3,938,113.24","3,970,538.64","3,108,998.38","2,415,043.02","2,927,353.39","3,318,024.93","3,902,302.85","3,020,450.32"
应收关联公司款,,,,,,,,,,,,
应交税费,"5,966,066.04","8,432,064.12","4,251,521.67","2,086,667.63","3,704,165.12","1,966,547.50","3,891,926.63","4,153,552.77","3,292,905.30","6,537,494.35","4,777,934.32","-2,324,048.48"
应收利息,,,,,,,,,,,,
应付利息,,,,,,,,,,,"188,409.38",
应收股利,,,,,,,,,,,,
应付股利,,,,,,,,,"5,330,259.00","3,510.15","3,510.15","3,510.15"
存货,"56,026,135.98","69,434,757.63","72,511,501.38","80,495,355.75","78,128,943.90","78,819,978.10","72,630,325.16","89,857,895.49","103,970,143.76","104,103,732.96","105,881,913.51","113,901,184.83"
其他应付款,"93,081.20","287,832.62","333,296.04","353,747.54","404,538.15","415,619.56","587,571.71","702,818.10","1,016,237.33","909,600.40","600,111.91","791,377.91"
其中:消耗性生物资产,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,
其他流动资产,"261,457.91",,"4,309.49","8,507.17","16,427.45","60,156,025.71","40,380,515.96","42,741.12","2,410,940.90","5,187,857.00","90,715,334.62","89,417,291.52"
其他流动负债,,,,,,,,,,,,
流动资产合计,"203,030,645.59","221,922,984.74","224,678,568.77","210,969,545.70","214,797,305.74","281,933,929.19","271,246,565.82","254,828,076.95","290,420,492.45","287,266,657.36","374,139,280.60","369,570,020.18"
流动负债合计,"49,616,791.46","50,148,909.66","43,052,289.12","50,618,073.73","53,979,858.53","22,257,174.78","21,775,208.65","24,964,745.72","100,727,761.88","166,028,352.27","178,486,641.69","160,157,747.29"
可供出售金融资产,"10,947,277.89","15,451,988.44","15,451,988.44","15,451,988.44","15,451,988.44","15,451,988.44","13,391,900.64","13,391,900.64","13,391,900.64","13,391,900.64","13,391,900.64","13,391,900.64"
长期借款,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,
应付债券,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,
长期股权投资,,,,,,,,,"20,000,000.00","85,000,000.00",,
专项应付款,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,
预计负债,,,,,,,,,,,,
固定资产,"184,827,520.90","194,891,203.92","194,284,335.81","191,316,680.14","189,318,558.42","187,202,850.45","206,092,109.52","201,886,762.68","202,469,600.84","200,116,578.48","218,156,326.48","213,548,245.24"
递延所得税负债,,,,,,,,,,,,
在建工程,"10,343,495.84","3,065,281.51","2,976,049.81","7,138,254.46","19,361,212.91","26,799,956.32","14,513,876.27","18,842,385.99","29,074,755.04","47,404,416.80","96,118,306.61","94,275,356.22"
其他非流动负债,,,,,,,,,,,,
工程物资,,,,,,,,,,,,
非流动负债合计,"12,266,666.67","9,766,666.67","7,266,666.67","6,641,666.67","6,016,666.67","5,391,666.67","4,766,666.67","4,141,666.67","3,516,666.67","2,891,666.67","2,400,000.12","1,975,000.12"
固定资产清理,,,,,,,,,,,,
负债合计,"61,883,458.13","59,915,576.33","50,318,955.79","57,259,740.40","59,996,525.20","27,648,841.45","26,541,875.32","29,106,412.39","104,244,428.55","168,920,018.94","180,886,641.81","162,132,747.41"
生产性生物资产,,,,,,,,,,,,
实收资本(或股本),"72,684,800.00","72,684,800.00","72,684,800.00","72,684,800.00","72,684,800.00","96,913,800.00","96,913,800.00","96,913,800.00","96,913,800.00","96,913,800.00","96,913,800.00","96,913,800.00"
油气资产,,,,,,,,,,,,
资本公积,"79,097,339.87","79,097,339.87","79,097,339.87","72,396,013.02","72,396,013.02","158,129,743.68","158,129,743.68","158,129,743.68","158,129,743.68","158,129,743.68","158,129,743.68","158,129,743.68"
无形资产,"31,728,268.11","31,034,684.15","30,341,100.19","30,167,704.21","29,994,308.23","29,820,912.25","29,647,516.27","29,474,120.29","29,300,724.31","33,873,435.02","33,639,961.73","33,406,488.44"
盈余公积,"25,759,497.47","29,181,678.61","31,843,983.71","31,843,983.71","31,843,983.71","31,843,983.71","33,620,844.14","33,620,844.14","33,620,844.14","33,620,844.14","37,269,565.32","37,269,565.32"
开发支出,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,
商誉,,,,,,,,,,,,
未分配利润,"194,393,749.47","214,273,919.76","227,019,955.55","233,719,569.34","241,569,850.37","244,727,923.87","247,960,165.96","256,067,209.45","256,760,012.30","270,825,686.16","276,882,903.27","283,630,356.78"
长期待摊费用,,,,,,,,"409,109.00","1,556,468.73","2,688,804.45","2,734,036.74","2,623,725.79"
少数股东权益,"16,955,780.60","17,320,273.97","17,326,960.86",,,,,,,,,
递延所得税资产,"4,658,847.85","4,477,554.84","4,341,269.61","3,226,136.37","3,358,590.45","3,341,834.30","3,227,294.38","3,353,721.91","3,086,993.34","3,005,367.95","2,406,598.68","1,916,847.21"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,"6,775,135.66","3,162,222.24","7,612,362.75","10,960,118.99","7,530,479.95","16,033,133.60","26,367,478.04","52,970,652.04","61,373,140.43","56,416,077.29","10,871,192.23","10,804,100.98"
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"249,280,546.25","252,082,935.10","255,007,106.61","258,260,882.61","265,015,138.40","278,650,675.36","293,240,175.12","320,328,652.55","360,253,583.33","441,896,580.63","377,318,323.11","369,966,664.52"
所有者权益(或股东权益)合计,"390,427,733.71","414,090,343.51","429,366,719.59","411,970,687.91","419,815,918.94","532,935,763.10","537,944,865.62","546,050,317.11","546,429,647.23","560,243,219.05","570,570,961.90","577,403,937.29"
资产总计,"452,311,191.84","474,005,919.84","479,685,675.38","469,230,428.31","479,812,444.14","560,584,604.55","564,486,740.94","575,156,729.50","650,674,075.78","729,163,237.99","751,457,603.71","739,536,684.70"
负债和所有者(或股东权益)合计,"452,311,191.84","474,005,919.84","479,685,675.38","469,230,428.31","479,812,444.14","560,584,604.55","564,486,740.94","575,156,729.50","650,674,075.78","729,163,237.99","751,457,603.71","739,536,684.70"
