科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"961,174,362.38","919,728,120.81","772,264,810.78",,"287,057,675.26","447,795,666.80","687,161,347.26","164,367,781.85","334,192,266.49","511,137,010.40","792,614,606.84","166,672,795.35","340,981,901.22","512,676,731.22","762,780,255.64","178,556,330.65"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,
收到的税费返还,,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,,,"2,887,564.50",,,,"407,000,000.00","15,000,000.00","215,000,000.00","310,000,000.00","395,000,000.00","75,000,000.00","85,000,000.00","220,000,000.00","280,000,000.00","70,000,000.00"
收到其他与经营活动有关的现金,"31,923,316.78","22,712,406.17","13,217,751.30",,"10,887,132.30","2,315,719.34","12,353,147.68","4,725,044.33","17,499,857.31","18,586,799.67","24,514,199.40","1,690,394.55","4,069,244.27","6,554,319.27","5,170,333.73","3,895,012.40"
投资活动现金流出小计,"47,962,846.32","23,585,574.47","143,341,412.68",,"55,699,610.52","229,116,035.99","514,832,823.06","48,961,783.65","275,219,853.58","384,546,652.36","484,529,928.46","88,482,822.16","108,608,763.76","259,321,768.01","323,960,819.62","85,965,898.06"
经营活动现金流入小计,"993,097,679.16","942,440,526.98","785,482,562.08",,"297,944,807.56","450,111,386.14","699,514,494.94","169,092,826.18","351,692,123.80","529,723,810.07","817,128,806.24","168,363,189.90","345,051,145.49","519,231,050.49","767,950,589.37","182,451,343.05"
投资活动产生的现金流量净额,"-47,871,268.26","-23,511,361.47","-140,642,903.85","-31,671,700.00","-55,587,076.88","-228,025,206.61","-263,712,483.37","-48,269,040.11","13,753,280.80","-4,211,606.03","-50,227,945.85","2,372,970.99","53,219,771.08","18,491,408.58","-5,927,278.88","5,115,964.52"
购买商品、接受劳务支付的现金,"653,291,660.42","581,134,364.35","396,165,665.28",,"213,958,221.92","319,293,528.35","439,951,694.09","139,889,224.99","261,015,109.29","408,181,172.74","535,094,183.23","138,304,759.98","234,584,295.25","356,589,279.34","459,661,190.26","139,777,254.19"
吸收投资收到的现金,,,,,"185,434,039.98","185,434,039.98","193,400,000.00",,,,,,,,,"2,600,000.00"
支付给职工以及为职工支付的现金,"78,298,347.34","100,560,007.60","91,773,508.78",,"44,036,076.48","63,616,200.41","82,655,202.08","20,534,910.79","40,435,635.10","61,487,496.54","93,599,888.16","27,670,026.61","45,272,992.50","72,822,161.93","97,467,497.71","32,115,975.10"
取得借款收到的现金,"40,000,000.00","11,873,074.04","70,000,000.00",,"30,000,000.00","30,000,000.00","30,000,000.00",,,,,,,,,
支付的各项税费,"66,670,217.26","75,974,165.98","70,488,477.78",,"29,095,827.55","19,867,082.65","46,496,343.28","11,468,462.31","28,879,692.52","33,999,497.08","50,726,790.75","13,112,084.41","24,176,413.00","32,075,008.46","50,113,979.49","15,148,908.17"
收到其他与筹资活动有关的现金,"2,000,000.00",,,,"7,965,960.02","7,965,960.02",,,,,,,,,,
支付其他与经营活动有关的现金,"127,437,849.11","133,971,402.98","130,211,542.06",,"48,378,173.90","79,715,561.00","98,556,091.38","28,262,429.62","59,556,127.18","91,648,540.45","112,884,721.20","29,990,881.05","52,076,947.35","87,450,494.38","108,829,156.16","34,618,507.16"
筹资活动现金流入小计,"42,000,000.00","11,873,074.04","70,000,000.00",,"223,400,000.00","223,400,000.00","223,400,000.00",,,,,,,,,"2,600,000.00"
经营活动现金流出小计,"925,698,074.13","891,639,940.91","688,639,193.90",,"335,468,299.85","482,492,372.41","667,659,330.83","200,155,027.71","389,886,564.09","595,316,706.81","792,305,583.34","209,077,752.05","356,110,648.10","548,936,944.11","716,071,823.62","221,660,644.62"
偿还债务支付的现金,"75,000,000.00","11,873,074.04",,,,,,,,,,,,"7,500,000.00","7,500,000.00",
经营活动产生的现金流量净额,"67,399,605.03","50,800,586.07","96,843,368.18","-22,319,500.00","-37,523,492.29","-32,380,986.27","31,855,164.11","-31,062,201.53","-38,194,440.29","-65,592,896.74","24,823,222.90","-40,714,562.15","-11,059,502.61","-29,705,893.62","51,878,765.75","-39,209,301.57"
分配股利、利润或偿还利息支付的现金,"1,613,557.21","114,509.20","775,083.33",,"2,594,694.45","4,147,194.46","5,682,819.46","1,274,513.88","7,566,736.10","8,702,217.00","10,054,655.78","1,227,848.27","2,479,527.19","6,476,163.58","7,613,413.43","1,144,448.73"
收回投资收到的现金,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,,,,,,"7,215,016.63","7,692,805.00",,,,,,,,,
取得投资收益收到的现金,,,,,,"157,886.78","1,866,019.00","602,720.12","2,956,626.27","3,981,330.99","3,609,078.34","843,865.29","1,653,628.99","2,535,010.27","2,946,343.60","1,056,986.30"
筹资活动现金流出小计,"76,613,557.21","11,987,583.24","775,083.33",,"2,594,694.45","11,362,211.09","13,375,624.46","1,274,513.88","7,566,736.10","8,702,217.00","10,054,655.78","1,227,848.27","2,479,527.19","13,976,163.58","15,113,413.43","1,144,448.73"
处置固定资产、无形资产和其他长期资产收回的现金净额,"91,578.06","74,213.00","2,698,508.83",,"38,343.64","75,361.10","136,109.19","90,023.42","643,258.11","795,685.34","134,874.27","11,927.86","174,905.85","278,166.32","87,197.14","24,876.28"
筹资活动产生的现金流量净额,"-34,613,557.21","-114,509.20","69,224,916.67","8,915,200.00","220,805,305.55","212,037,788.91","210,024,375.54","-1,274,513.88","-7,566,736.10","-8,702,217.00","-10,054,655.78","-1,227,848.27","-2,479,527.19","-13,976,163.58","-15,113,413.43","1,455,551.27"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,"-2,775.00","-1,317.88",,"-6,677.06","-16,673.73","-2,316.44","3,435.78","4,071.55","5,710.72","3,084.85",-176.51,829.22,"1,024.70","24,947.07","-13,624.79"
收到其他与投资活动有关的现金,,,,,"74,190.00","857,581.50","249,118,211.50",,"285,373,250.00","375,558,030.00","430,558,030.00","90,000,000.00","160,000,000.00","275,000,000.00","315,000,000.00","90,000,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,
投资活动现金流入小计,"91,578.06","74,213.00","2,698,508.83",,"112,533.64","1,090,829.38","251,120,339.69","692,743.54","288,973,134.38","380,335,046.33","434,301,982.61","90,855,793.15","161,828,534.84","277,813,176.59","318,033,540.74","91,081,862.58"
五、现金及现金等价物净增加额,"-15,085,220.44","27,171,940.40","25,424,063.12","-45,073,900.00","127,688,059.32","-48,385,077.70","-21,835,260.16","-80,602,319.74","-32,003,824.04","-78,501,009.05","-35,456,293.88","-39,569,615.94","39,681,570.50","-25,189,623.92","30,863,020.51","-32,651,410.57"
购建固定资产、无形资产和其他长期资产支付的现金,"47,962,846.32","23,585,574.47","140,453,848.18",,"55,699,610.52","79,116,035.99","107,832,823.06","33,961,783.65","60,219,853.58","74,546,652.36","89,529,928.46","13,482,822.16","23,608,763.76","39,321,768.01","43,960,819.62","15,965,898.06"
期初现金及现金等价物余额,"119,728,884.04","104,643,663.60","131,815,604.00",,"157,239,667.12","157,239,667.12","157,239,667.12","135,404,406.96","135,404,406.96","135,404,406.96","135,404,406.96","99,953,091.63","99,948,113.08","99,948,113.08","99,948,113.08","130,811,133.59"
投资支付的现金,,,,,,"150,000,000.00",,,,,,,,,,
期末现金及现金等价物余额,"104,643,663.60","131,815,604.00","157,239,667.12",,"284,927,726.44","108,854,589.42","135,404,406.96","54,802,087.22","103,400,582.92","56,903,397.91","99,948,113.08","60,383,475.69","139,629,683.58","74,758,489.16","130,811,133.59","98,159,723.02"
