科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"15,618,751.07","18,545,075.19","24,927,581.40","6,013,153.58","15,146,506.27","24,157,015.35","27,973,190.99","7,441,577.59","15,159,284.91","23,845,577.35","37,062,101.67","12,313,008.98","26,461,028.50","55,925,073.46","55,339,858.32","33,371,564.60","52,234,871.98","83,338,408.39","121,976,990.49","59,391,040.00","98,439,518.00","130,660,439.52","157,830,207.54","97,572,906.86","133,208,350.68","172,700,402.99","201,288,055.15","92,383,524.32"
取得借款收到的现金,"67,900,000.00","118,700,000.00","163,900,000.00","20,000,000.00","20,000,000.00","40,000,000.00","85,000,000.00","55,000,000.00","70,000,000.00","140,000,000.00","165,000,000.00","85,000,000.00","128,000,000.00","233,000,000.00","282,770,850.00","20,000,000.00","170,000,000.00","300,000,000.00","499,797,333.33",,"30,000,000.00","70,000,000.00","444,315,666.67",,"80,000,000.00","230,000,000.00","365,000,000.00","900,000.00"
支付的各项税费,"8,953,076.58","19,798,658.22","21,278,943.97","5,920,921.22","9,936,606.76","12,737,148.64","18,497,605.57","810,145.79","1,867,723.64","3,425,783.05","5,077,278.47","3,060,529.24","7,599,289.01","38,833,295.45","18,718,012.15","14,224,998.30","28,649,776.88","36,653,873.08","39,863,961.42","15,645,548.10","39,159,297.89","59,777,583.01","76,394,140.75","29,999,647.01","50,301,549.47","65,181,974.77","76,482,518.52","38,313,600.06"
收到其他与筹资活动有关的现金,,,"2,298,089.75",,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"65,682,380.07","29,992,817.73","36,391,444.00","18,936,400.52","39,847,393.68","40,373,232.84","37,872,775.18","12,236,302.64","18,693,607.22","28,983,628.98","42,283,383.99","19,668,373.25","36,260,479.63","57,718,175.57","55,202,506.10","21,509,508.49","50,269,453.68","72,951,336.84","105,898,976.17","22,861,609.72","75,223,976.86","73,830,845.32","112,755,817.60","22,997,531.89","82,071,538.67","116,955,820.26","152,621,002.23","28,325,043.74"
筹资活动现金流入小计,"87,900,000.00","142,700,000.00","166,198,089.75","196,400,000.00","196,400,000.00","216,400,000.00","252,825,893.21","55,000,000.00","70,000,000.00","140,000,000.00","165,000,000.00","85,000,000.00","128,000,000.00","233,000,000.00","451,920,844.24","20,000,000.00","170,000,000.00","622,500,000.00","822,297,333.33",,"30,000,000.00","70,000,000.00","444,315,666.67",,"119,000,000.00","269,000,000.00","404,000,000.00","900,000.00"
经营活动现金流出小计,"237,303,499.99","270,629,505.50","282,143,851.28","111,022,568.99","204,537,060.65","253,534,698.10","353,725,393.20","72,963,890.13","118,247,690.15","207,719,654.73","359,685,100.86","140,009,524.38","302,018,197.60","764,251,489.93","727,726,201.44","335,566,813.31","649,729,658.47","1,189,503,974.52","1,511,146,774.10","550,488,052.53","1,010,902,715.10","1,470,127,133.10","1,859,901,107.77","614,564,899.95","1,254,688,294.56","1,982,083,292.24","2,666,983,895.31","641,910,350.48"
偿还债务支付的现金,"78,000,000.00","78,600,000.00","158,900,000.00","15,000,000.00","45,000,000.00","55,000,000.00","130,000,000.00","10,000,000.00","75,000,000.00","80,000,000.00","165,000,000.00","10,000,000.00","84,900,000.00","118,000,000.00","148,000,000.00","65,000,000.00","120,000,000.00","240,000,000.00","400,000,000.00","75,000,000.00","80,000,000.00","130,000,000.00","285,000,000.00","65,100,000.00","105,100,000.00","195,100,000.00","385,100,000.00","65,000,000.00"
经营活动产生的现金流量净额,"13,225,978.12","4,957,634.88","19,289,596.49","-42,425,280.17","-51,537,494.13","-43,947,249.09","-34,424,957.52","-20,929,185.29","-29,832,462.45","-31,694,472.73","6,964,222.73","-24,858,931.67","-27,985,096.21","22,185,735.49","124,910,161.87","-92,031,679.83","-45,208,979.93","-109,279,415.39","123,958,791.82","-136,756,082.25","-61,482,623.95","11,905,572.33","174,820,539.46","-114,460,261.65","-112,143,534.13","-110,474,682.70","82,926,329.61","154,423,613.32"
分配股利、利润或偿还利息支付的现金,"2,400,870.19","9,963,739.14","3,944,825.11","1,088,141.11","2,045,284.30","2,733,213.47","3,279,532.89","256,411.11","13,340,000.00","13,340,000.00","14,569,787.77",,"13,000,487.13","61,800,487.13","16,436,369.21","1,715,845.84","25,729,763.57","28,226,390.94","31,566,533.25","2,103,445.65","4,193,930.24","38,047,280.22","41,016,205.00","2,498,183.85","5,163,767.18","72,805,013.04","77,355,301.81","3,898,274.50"
收回投资收到的现金,,,,,,,,,,,,,,"179,159,837.26",,,,"85,500,000.00","134,500,000.00",,,,,,,,,
支付其他与筹资活动有关的现金,,,,"8,574,106.79","8,574,106.79","8,574,106.79",,,,,,,,,,,,,,,,,"56,228.20",,,,,
取得投资收益收到的现金,,,,,,,,,,,,,,"20,000,000.00",,,,"441,489.49","736,025.13",,,,,,,,"78,594.51",
筹资活动现金流出小计,"80,400,870.19","88,563,739.14","162,844,825.11","24,662,247.90","55,619,391.09","66,307,320.26","133,279,532.89","10,256,411.11","88,340,000.00","93,340,000.00","179,569,787.77","10,000,000.00","97,900,487.13","179,800,487.13","164,436,369.21","66,715,845.84","145,729,763.57","268,226,390.94","431,566,533.25","77,103,445.65","84,193,930.24","168,047,280.22","326,072,433.20","67,598,183.85","110,263,767.18","267,905,013.04","462,455,301.81","68,898,274.50"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"3,918,040.25","120,611.65",,,,,,,,,"23,500.00",,,"195,000.00","140,000.00","175,000.00","210,000.00","210,000.00",,,"2,651,125.89","26,358.41",,"1,400,000.00","1,400,550.00","1,632,636.21","312,000.00"
筹资活动产生的现金流量净额,"7,499,129.81","54,136,260.86","3,353,264.64","171,737,752.10","140,780,608.91","150,092,679.74","119,546,360.32","44,743,588.89","-18,340,000.00","46,660,000.00","-14,569,787.77","75,000,000.00","30,099,512.87","53,199,512.87","287,484,475.03","-46,715,845.84","24,270,236.43","354,273,609.06","390,730,800.08","-77,103,445.65","-54,193,930.24","-98,047,280.22","118,243,233.47","-67,598,183.85","8,736,232.82","1,094,986.96","-58,455,301.81","-67,998,274.50"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,198.28,56.02,-147.10,-147.10,,,"-4,065.53",,,"-14,728.36","2,075.28","49,621.76","-342,855.18","63,629.35","-216,305.42","285,512.61","585,745.99","906,646.07","813,667.11","-114,105.22","348,608.53","304,550.60","361,959.91","63,141.56","-229,311.65","-493,509.34","58,613.71","-949,462.36"
收到其他与投资活动有关的现金,,,,,,,"5,500,000.00",,,"4,795,075.00","7,757,868.23",,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"3,918,040.25","120,611.65",,,,"5,500,000.00",,,"4,795,075.00","7,757,868.23","23,500.00",,"199,159,837.26","195,000.00","140,000.00","175,000.00","86,151,489.49","135,446,025.13",,,"2,651,125.89","26,358.41",,"1,400,000.00","1,400,550.00","1,711,230.72","312,000.00"
五、现金及现金等价物净增加额,"5,180,473.46","53,155,151.25","-4,933,291.78","127,927,290.76","83,679,679.28","84,567,551.94","58,247,497.32","19,052,815.30","-54,105,319.34","12,165,102.42","-30,992,879.63","37,692,483.20","-34,714,278.95","220,553,791.94","184,631,149.28","-156,667,301.75","-130,615,288.23","-180,039,341.82","90,952,738.51","-242,138,754.66","-184,898,383.22","-186,541,227.50","170,297,328.72","-375,111,366.62","-273,808,318.19","-311,889,282.00","-239,569,295.45","57,303,821.77"
购建固定资产、无形资产和其他长期资产支付的现金,"15,544,832.75","9,056,840.76","27,696,617.46","1,385,034.07","5,563,435.50","21,577,878.71","32,369,839.95","4,761,588.30","5,932,856.89","7,580,771.49","31,072,075.86","12,521,706.89","26,485,840.43","34,045,080.01","43,813,935.76","17,695,288.69","33,046,760.52","38,892,671.05","67,190,049.33","28,165,121.54","59,570,437.56","93,355,196.10","113,154,762.53","18,116,062.68","25,110,459.04","56,955,380.73","88,365,075.49","28,484,054.69"
期初现金及现金等价物余额,"6,826,605.53","12,007,078.99","65,162,230.24","60,228,938.46","60,228,938.46","60,228,938.46","60,228,938.46","118,476,435.78","118,476,435.78","118,476,435.78","118,476,435.78","87,417,301.14","87,483,556.15","130,954,682.15","87,483,556.15","272,114,705.43","272,114,705.43","278,356,216.68","272,114,705.43","363,067,443.94","363,067,443.94","363,067,443.94","363,067,443.94","561,903,526.47","533,364,772.66","533,364,772.66","533,364,772.66","293,795,477.21"
投资支付的现金,,,,,,,,,,,,,,"20,009,843.02",,,,"54,000,000.00","79,000,000.00",,,,,,,,"30,983,846.00",
期末现金及现金等价物余额,"12,007,078.99","65,162,230.24","60,228,938.46","188,156,229.22","143,908,617.74","144,796,490.40","118,476,435.78","137,529,251.08","64,371,116.44","130,641,538.20","87,483,556.15","125,109,784.34","52,769,277.20","351,508,474.09","272,114,705.43","115,447,403.68","141,499,417.20","98,316,874.86","363,067,443.94","120,928,689.28","178,169,060.72","176,526,216.44","533,364,772.66","186,792,159.85","259,556,454.47","221,475,490.66","293,795,477.21","351,099,298.98"
