科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"72,204,622.31","126,041,321.94","169,906,212.97","31,485,336.89","69,745,510.30","133,946,986.53","221,269,283.08","69,293,476.92","133,687,311.31","258,190,095.16","296,678,408.42","106,507,627.29","179,249,296.99","233,729,019.31","305,284,505.11","110,193,943.26","184,585,208.24","299,021,007.60","280,913,200.54","60,872,703.53","165,587,623.51","411,497,205.67","351,320,049.72","55,357,742.64","209,277,073.01","380,534,318.19","479,645,422.14","147,023,379.83","293,391,049.67","402,819,541.24","480,862,691.62","198,988,413.25"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60,972,350.00","60,972,350.00","65,972,350.00","60,972,350.00","24,757,000.00"
收到的税费返还,"110,801.40",,"806,894.49","8,981.34",,"539,113.03","811,480.34",,"260,903.18","399,401.48","399,401.48","869,772.45","179,197.57","1,087,381.71","1,797,250.78","262,729.92","372,733.45","446,526.64","759,053.89","45,194.68","78,394.52","266,492.38","687,288.73","95,184.50","236,594.25","5,405,487.45","66,180.00",,"88,011.99","177,940.15","541,377.95",
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,"158,437.95","238,784.30","601,533.30",,"120,000.00","120,000.00","127,000.00",,"144,755.00","11,148.00","11,148.00",,
收到其他与经营活动有关的现金,"13,835,058.48","3,150,541.87","24,537,013.05","80,000.00","5,196,209.24","8,596,066.61","21,691,577.69","918,764.77","3,842,707.64","12,128,514.96","52,832,638.82","1,921,987.76","108,664,665.55","107,870,226.27","88,479,510.73","13,043,519.82","14,507,785.72","24,717,864.49","113,866,799.48","947,233.92","52,996,290.19","26,487,614.88","200,109,855.86","38,929,923.83","80,476,139.38","266,302,627.53","67,010,311.57","46,543,450.25","61,885,246.32","138,643,413.49","64,413,002.82","22,045,540.88"
投资活动现金流出小计,"5,729,853.27","10,115,006.89","10,020,787.88","134,697.44","186,104.28","5,478,632.63","29,177,804.94","46,055,765.22","68,810,889.78","97,086,555.50","141,855,311.31","10,346,969.28","41,436,333.36","76,806,996.84","94,617,695.66","2,917,977.53","64,909,893.62","111,274,708.81","203,050,582.67","15,244,843.39","63,940,069.82","97,446,019.24","170,104,005.20","4,415,798.44","36,570,403.64","56,712,989.27","104,728,773.46","97,006,100.12","145,295,100.64","135,156,872.53","181,146,078.48","61,459,382.10"
经营活动现金流入小计,"86,150,482.19","129,191,863.81","195,250,120.51","31,574,318.23","74,941,719.54","143,082,166.17","243,772,341.11","70,212,241.69","137,790,922.13","270,718,011.60","349,910,448.72","109,299,387.50","288,093,160.11","342,686,627.29","395,561,266.62","123,500,193.00","199,465,727.41","324,185,398.73","395,539,053.91","61,865,132.13","218,662,308.22","438,251,312.93","552,117,194.31","94,382,850.97","289,989,806.64","652,242,433.17","546,721,913.71","193,566,830.08","355,364,307.98","541,640,894.88","545,817,072.39","221,033,954.13"
投资活动产生的现金流量净额,"6,508,964.41","-10,113,869.63","-8,519,941.88","-134,697.44","-186,104.28","-5,463,214.21","-29,139,014.17","-46,054,584.22","-68,809,708.78","-97,085,374.50","-141,854,130.31","-10,346,969.28","-41,436,333.36","-76,806,996.84","-94,617,695.66","-2,917,977.53","-64,909,893.62","-111,074,708.81","-203,050,582.67","4,288,311.00","-63,904,609.23","-97,446,019.24","-170,103,005.20","-4,195,798.44","-36,350,403.64","-48,492,989.27","-18,331,055.27","-96,964,542.65","-145,255,100.64","-134,077,172.53","-181,073,178.88","-61,459,382.10"
购买商品、接受劳务支付的现金,"49,262,678.70","67,319,185.66","94,433,233.24","49,797,039.97","75,630,296.48","148,969,025.74","176,078,130.70","47,990,635.02","119,608,070.50","207,414,869.53","193,811,346.15","56,928,800.83","135,060,195.20","174,092,949.02","304,950,112.79","141,081,912.93","250,245,185.24","422,719,909.21","412,139,154.37","84,163,041.01","189,436,555.69","461,679,909.80","400,114,079.83","47,098,042.23","295,368,317.55","363,209,860.98","330,877,976.79","144,965,544.83","265,045,268.57","336,477,031.56","330,938,175.32","173,872,781.95"
吸收投资收到的现金,,"18,960,000.00",,,"453,569,968.58","445,545,007.50","457,545,007.50","29,000,000.00",,,,,,"15,438,000.00","15,438,000.00",,,,"385,799,989.64","-15,037.71","86,984,962.29","91,984,962.29","2,000,000.00",,,,"9,832,500.00","55,079,994.55","55,080,994.55","85,000,994.55","85,000,994.55","31,408,600.00"
