科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"45,251,653.45","53,835,136.76","79,767,837.73",,"250,726,589.01","250,830,775.89","282,450,840.59","238,858,360.65","246,844,925.12","273,673,812.07","252,413,729.49","209,957,689.79","206,486,298.47","168,821,142.13"
短期借款,"80,000,000.00","40,000,000.00","10,000,000.00",,,,,,"10,000,000.00","10,000,000.00","10,000,000.00","50,000,000.00",,
交易性金融资产,,"1,987,705.02","1,504,200.00",,,,,"27,000,000.00",,,,,,
交易性金融负债,,,"39,200.00",,,,,,,,,,,
应收票据,,,,,,,,,,,,,,
应付票据,,,,,,,,,,,,,,
应收账款,"60,827,948.37","79,277,854.39","54,587,980.05",,"81,439,409.06","110,293,362.68","137,566,350.00","163,518,427.38","170,996,365.98","156,207,438.44","126,841,167.98","118,490,939.94","139,984,865.17","150,488,385.86"
应付账款,"8,237,425.93","8,511,196.79","18,730,027.68",,"11,322,658.00","10,553,824.33","19,293,555.05","17,348,166.10","12,683,222.48","9,640,442.57","16,864,722.26","9,355,630.60","7,037,475.02","6,826,889.66"
预付款项,"12,316,943.24","6,425,029.97","6,051,978.40",,"8,533,671.78","7,758,863.26","5,390,704.16","5,415,143.74","3,894,240.58","10,319,545.52","9,497,348.16","5,233,647.09","3,088,926.03","10,008,359.63"
预收款项,"10,979,410.65","11,263,266.22","12,131,206.76",,"8,036,891.62","7,079,554.16","8,708,126.36","5,659,965.24","9,176,772.89","9,640,348.77","15,660,607.32","9,262,002.10","4,661,273.71","4,784,894.96"
其他应收款,"6,876,095.96","11,101,651.71","7,692,606.69",,"4,255,019.66","9,677,703.53","4,511,235.70","2,856,180.13","5,307,053.67","2,583,170.78","11,567,976.60","10,994,565.60","6,122,607.62","3,629,017.45"
应付职工薪酬,"5,986,475.73","7,293,318.47","6,689,651.40",,"3,864,422.85","3,797,619.40","9,078,731.14","4,931,293.15","6,034,200.98","5,286,930.42","7,867,436.14","5,540,352.96","6,605,583.17","7,099,725.53"
应收关联公司款,,,,,,,,,,,,,,
应交税费,"-1,693,707.04","142,881.51","1,789,423.76",,"2,500,387.36","5,897,793.79","7,208,948.28","7,526,217.62","5,099,444.05","9,227,855.08","2,652,055.35","2,632,256.75","2,619,654.43","4,011,560.53"
应收利息,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,"13,291.67","66,458.34",,
应收股利,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,
存货,"83,012,973.36","79,047,337.32","105,710,657.14",,"125,884,103.12","111,192,965.78","106,756,475.11","105,825,401.31","95,555,419.27","95,029,214.43","101,593,260.97","112,110,561.31","89,438,810.47","82,062,442.77"
其他应付款,"993,936.78","1,344,722.94","2,990,483.58",,"8,100,733.35","2,326,691.40","1,483,345.98","867,486.14","2,485,971.80","662,561.30","719,902.21","593,366.47","512,306.23","959,020.85"
其中:消耗性生物资产,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,
