科目,2013年度,2014年度,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"208,183,615.14","192,960,044.50","250,049,454.20","56,769,522.00","100,173,202.39","176,161,083.83","301,186,754.94","46,704,167.98","141,052,740.29","339,814,780.09","586,350,323.21","211,852,220.71","358,257,239.50","585,672,141.60","1,015,480,767.13","181,595,873.07"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,"344,770,689.06",,,,"401,928,346.61",
收到的税费返还,,"99,288.00","674,306.41",,,"20,347.66",,,"962,141.00","1,472,393.89","1,661,826.60",,,"1,320,526.36","3,297,677.35",
支付其他与投资活动有关的现金,,,,,,,,,,,"155,000,000.00","2,188.00","10,000,000.00","10,000,000.00","13,203,000.00",
收到其他与经营活动有关的现金,"8,876,288.59","12,424,886.87","19,706,440.28","3,132,756.13","13,152,048.10","14,671,142.77","23,203,011.75","6,109,745.74","20,773,202.68","60,446,005.82","75,394,476.44","48,959,541.69","48,409,668.89","320,965,264.33","214,963,522.07","20,534,292.55"
投资活动现金流出小计,"21,776,279.10","28,971,896.20","8,103,909.97","71,179.00","13,867,304.82","29,320,692.78","124,983,739.42","71,727,343.97","129,565,889.38","536,311,360.20","716,175,279.50","145,277,753.04","375,831,210.97","1,037,410,389.76","1,372,471,653.72","197,800,599.05"
经营活动现金流入小计,"217,059,903.73","205,484,219.37","270,430,200.89","59,902,278.13","113,325,250.49","190,852,574.26","324,389,766.69","52,813,913.72","162,788,083.97","401,733,179.80","663,406,626.25","260,811,762.40","406,666,908.39","907,957,932.29","1,233,741,966.55","202,130,165.62"
投资活动产生的现金流量净额,"-21,644,279.10","-24,121,896.20","-5,103,909.97","-71,179.00","-13,867,304.82","-29,320,692.78","-121,983,739.42","-67,728,538.97","-55,757,873.39","-433,615,652.21","-590,276,197.55","-135,098,053.04","-29,329,893.51","-605,256,546.38","-557,031,735.27","-40,194,031.91"
购买商品、接受劳务支付的现金,"102,028,925.42","107,965,237.93","111,520,582.48","32,893,844.68","74,186,972.27","123,066,160.61","175,554,638.20","53,819,179.29","112,743,555.06","220,342,396.75","342,065,371.18","138,907,097.00","327,794,040.53","551,848,196.68","718,055,370.54","152,381,999.75"
吸收投资收到的现金,"58,000,000.00","2,250,000.00","2,250,000.00",,"248,292,300.00","248,292,300.00","248,292,300.00",,,"483,024,515.35","483,524,515.35","24,500,000.00","712,499,958.75","712,499,958.75","712,499,958.75",
