科目,2013年度,2014年度,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付给职工以及为职工支付的现金,"11,310,059.92","20,099,989.56","25,075,056.30","6,913,916.70","15,573,879.62","24,708,897.24","33,044,800.03","9,073,633.91","21,193,118.05","38,790,400.39","57,119,511.18","25,556,659.64","53,483,173.51","82,871,267.44","120,118,979.95","33,555,732.72"
取得借款收到的现金,"10,000,000.00","25,000,000.00","16,000,000.00","10,000,000.00","13,000,000.00","30,000,000.00","33,000,000.00","7,000,000.00","54,410,000.00","152,290,000.00","286,410,000.00","8,820,000.00","151,300,000.00","231,077,998.46","271,117,998.46","30,000,000.00"
支付的各项税费,"26,881,301.76","24,497,375.98","28,325,805.50","8,404,551.85","13,556,391.15","21,858,501.66","35,269,452.28","11,301,449.31","18,948,057.48","41,061,946.41","59,629,846.09","25,858,839.46","37,569,612.26","52,833,682.43","77,341,904.00","34,477,835.81"
收到其他与筹资活动有关的现金,,,,,,"3,000,000.00",,,,"15,620,000.00","60,788,518.37",,"47,320,000.00","47,320,000.00","125,070,000.00",
支付其他与经营活动有关的现金,"29,649,015.66","38,146,726.73","52,051,178.81","10,124,557.59","28,633,263.49","41,038,696.70","56,349,447.28","14,602,819.67","54,425,334.71","103,043,411.47","171,231,070.06","46,467,677.78","88,581,198.25","282,858,683.53","196,819,552.33","77,130,944.70"
筹资活动现金流入小计,"68,000,000.00","27,250,000.00","18,250,000.00","10,000,000.00","261,292,300.00","281,292,300.00","281,292,300.00","7,000,000.00","54,410,000.00","650,934,515.35","830,723,033.72","33,320,000.00","911,119,958.75","990,897,957.21","1,108,687,957.21","30,000,000.00"
经营活动现金流出小计,"169,869,302.76","190,709,330.20","216,972,623.09","58,336,870.82","131,950,506.53","210,672,256.21","300,218,337.79","88,797,082.18","207,310,065.30","403,238,155.02","630,045,798.51","236,790,273.88","507,428,024.55","970,411,830.08","1,112,335,806.82","297,546,512.98"
偿还债务支付的现金,"49,000,000.00","20,000,000.00","18,000,000.00","10,000,000.00","23,000,000.00","23,000,000.00","26,000,000.00","17,000,000.00","32,500,000.00","151,379,999.99","165,379,999.99","39,378,281.50","124,608,412.91","204,411,246.26","222,938,785.13","6,127,870.39"
经营活动产生的现金流量净额,"47,190,600.97","14,774,889.17","53,457,577.80","1,565,407.31","-18,625,256.04","-19,819,681.95","24,171,428.90","-35,983,168.46","-44,521,981.33","-1,504,975.22","33,360,827.74","24,021,488.52","-100,761,116.16","-62,453,897.79","121,406,159.73","-95,416,347.36"
分配股利、利润或偿还利息支付的现金,"4,212,650.94","5,077,610.99","5,175,527.30","10,512,722.49","10,688,369.61","10,719,842.79","10,861,915.73","177,383.33","11,118,594.75","12,604,811.62","13,512,316.11","4,223,730.69","9,223,119.88","15,591,702.00","36,946,127.19","5,640,336.37"
收回投资收到的现金,,,,,,,,,,,"44,000,000.00",,"138,700,000.00","234,200,000.00","605,200,000.00","157,000,000.00"
支付其他与筹资活动有关的现金,,,,,"7,268,100.00","7,268,100.00","7,268,100.00",,,,"60,788,518.37",,"8,885,079.10","9,624,079.10","165,870,046.29","75,941.46"
取得投资收益收到的现金,,,,,,,,,,,"59,084.95",,"1,367,557.95","2,173,633.32","3,145,457.95","239,567.14"
筹资活动现金流出小计,"53,212,650.94","25,077,610.99","23,175,527.30","20,512,722.49","40,956,469.61","40,987,942.79","44,130,015.73","17,177,383.33","43,618,594.75","163,984,811.61","239,680,834.47","43,602,012.19","142,716,611.89","229,627,027.36","425,754,958.61","11,844,148.22"
处置固定资产、无形资产和其他长期资产收回的现金净额,"132,000.00","60,000.00",,,,,,,,"63,892.00","138,892.00",,"1,052,370.96","1,512,453.46","492,960.50","367,000.00"
筹资活动产生的现金流量净额,"14,787,349.06","2,172,389.01","-4,925,527.30","-10,512,722.49","220,335,830.39","240,304,357.21","237,162,284.27","-10,177,383.33","10,791,405.25","486,949,703.74","591,042,199.25","-10,282,012.19","768,403,346.86","761,270,929.85","682,932,998.60","18,155,851.78"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,"-32,976.22",,"21,327.84","21,327.84","-202,987.49",
收到其他与投资活动有关的现金,,"4,790,000.00","3,000,000.00",,,,"3,000,000.00","3,998,805.00","73,808,015.99","102,631,815.99","81,701,105.00","10,179,700.00","205,381,388.55","194,267,756.60","206,601,500.00",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,
投资活动现金流入小计,"132,000.00","4,850,000.00","3,000,000.00",,,,"3,000,000.00","3,998,805.00","73,808,015.99","102,695,707.99","125,899,081.95","10,179,700.00","346,501,317.46","432,153,843.38","815,439,918.45","157,606,567.14"
五、现金及现金等价物净增加额,"40,333,670.93","-7,174,618.02","43,428,140.53","-9,018,494.18","187,843,269.53","191,163,982.48","139,349,973.75","-113,889,090.76","-89,488,449.47","51,829,076.31","34,093,853.22","-121,358,576.71","638,333,665.03","93,581,813.52","247,104,435.57","-117,454,527.49"
购建固定资产、无形资产和其他长期资产支付的现金,"21,395,079.10","28,971,896.20","8,103,909.97","71,179.00","13,867,304.82","29,320,692.78","124,983,739.42","21,727,343.97","29,565,889.38","52,311,340.20","75,404,590.44","87,275,565.04","169,531,210.97","301,409,154.60","361,740,307.11","45,800,605.71"
期初现金及现金等价物余额,"36,501,446.99","76,835,117.92","69,660,499.90","113,088,640.43","113,088,640.43","113,088,640.43","113,088,640.43","251,425,484.18","252,438,614.18","252,438,614.18","252,438,614.18","286,532,467.40","286,532,467.40","286,532,467.40","286,532,467.40","533,636,902.97"
投资支付的现金,"381,200.00",,,,,,,"50,000,000.00","100,000,000.00","484,000,020.00","141,000,000.00","58,000,000.00","196,300,000.00","726,001,235.16","595,600,000.00","151,999,993.34"
期末现金及现金等价物余额,"76,835,117.92","69,660,499.90","113,088,640.43","104,070,146.25","300,931,909.96","304,252,622.91","252,438,614.18","137,536,393.42","162,950,164.71","304,267,690.49","286,532,467.40","165,173,890.69","924,866,132.43","380,114,280.92","533,636,902.97","416,182,375.48"
