科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
一、营业收入,"3,775,080,717.66","8,307,976,009.86","13,960,912,306.52","18,067,639,850.69","5,489,943,082.76","12,317,406,695.72","15,760,547,268.46","23,463,935,562.67","5,940,794,589.03","16,847,163,734.59","27,375,107,326.09","40,619,088,499.13","9,141,986,672.74","21,111,929,151.09","35,051,245,149.68","54,687,746,415.66","12,335,283,097.40","27,164,121,919.77","43,055,192,143.30","59,521,286,813.82","10,875,073,571.34","26,603,585,399.20","44,983,829,876.63","66,611,033,839.93","14,335,127,557.54","34,241,809,490.90","55,370,254,030.88","79,566,905,693.12","14,861,858,346.85","33,171,840,525.94","50,841,686,977.97","71,512,638,985.91","11,841,048,164.95","24,113,463,511.68","38,673,579,482.45","57,787,441,748.51","10,130,483,553.62","20,620,460,191.98","36,800,379,024.59","51,241,569,201.91","3,427,404,469.16","7,567,495,734.66","11,466,610,522.22","15,885,586,111.51"
二、营业利润,"94,190,814.03","164,288,821.17","286,214,617.60","390,624,606.26","168,202,902.85","235,489,138.49","380,866,445.42","602,199,654.45","131,037,561.31","295,923,734.68","501,387,734.26","771,633,300.04","202,245,835.97","603,246,493.18","910,433,000.03","1,272,523,361.44","244,673,506.77","504,769,539.97","583,037,908.55","823,192,155.05","79,815,201.99","257,796,220.53","572,372,263.13","914,326,581.75","128,492,730.93","350,563,711.43","489,357,769.72","925,768,409.74","82,850,367.86","270,481,816.73","504,689,514.64","416,001,807.05","53,938,710.17","-5,686,416.56","-88,676,154.23","93,228,321.75","15,483,827.29","-76,243,637.58","-68,299,586.84","48,863,832.11","328,134,301.52","723,716,123.79","1,005,104,710.25","1,539,476,156.60"
减:营业成本,"3,444,715,559.49","7,726,018,891.10","12,992,195,460.86","16,812,487,026.61","4,974,238,822.16","11,357,028,362.03","14,398,935,722.11","21,449,776,884.44","5,399,981,739.66","15,564,753,386.16","25,356,256,812.20","37,769,127,184.85","8,430,293,411.93","19,442,220,929.15","32,474,771,502.77","51,030,499,880.05","11,439,999,613.49","25,301,949,955.98","40,377,236,679.14","55,763,592,763.39","10,189,529,513.41","25,116,777,274.73","42,450,506,446.77","62,982,502,838.47","13,537,092,977.10","32,541,518,838.91","52,753,378,970.62","75,321,770,000.69","14,084,234,291.53","31,286,497,583.69","47,689,986,612.59","67,288,616,863.39","11,095,211,355.20","22,535,047,133.93","35,856,125,265.38","53,704,298,289.55","9,439,547,293.73","19,671,510,112.95","35,290,659,493.97","48,407,819,532.52","2,738,217,683.54","6,059,428,351.70","9,185,858,104.43","12,650,718,679.29"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"89,217,872.95","201,127,497.54","333,216,380.36","491,979,506.92","120,230,261.69","257,382,624.36","405,132,495.36","644,594,877.38","158,148,365.87","492,105,835.50","810,815,998.26","1,184,081,477.10","239,797,518.83","557,850,293.04","915,686,607.36","1,383,653,530.64","280,329,445.44","636,821,907.80","966,619,125.25","1,395,824,494.00","196,345,251.52","494,344,817.77","840,469,708.08","1,330,451,742.71","280,910,988.25","699,816,250.08","1,115,306,742.16","1,760,024,260.96","333,863,783.78","766,217,211.93","1,224,060,607.32","1,792,790,710.91","307,203,666.23","634,309,650.11","1,038,067,137.05","1,650,277,577.12","278,251,751.99","-101,467,585.19","-47,134,035.61","430,886,050.97","37,719,344.26","68,618,520.42","104,048,338.29","145,009,668.61"
营业外收入,"2,778,001.95","14,958,108.92","15,667,215.44","61,731,862.73","8,383,668.56","11,113,379.06","14,665,619.86","24,444,239.45","3,094,063.85","13,597,449.12","21,425,766.89","53,874,324.52","3,872,408.04","15,328,473.40","38,083,148.38","76,643,363.74","7,025,858.66","17,556,712.70","26,467,652.02","59,521,569.01","11,610,747.12","20,624,757.51","27,056,833.82","45,116,057.05","1,086,518.27","4,420,075.09","12,821,781.02","24,615,068.95","20,267,853.03","33,696,645.01","79,043,852.11","133,196,821.61","23,595,003.84","34,776,984.83","60,104,653.16","63,475,837.19","16,519,481.97","23,213,267.46","37,621,316.55","100,562,967.66","32,746,777.07","49,977,474.72","64,223,090.79","52,042,961.91"
销售费用,"12,060,460.76","60,365,379.55","84,623,937.18","120,123,244.10","31,862,878.22","50,371,247.19","80,417,820.22","128,233,061.40","22,123,239.34","44,267,951.05","67,763,232.03","111,571,282.09","33,576,277.09","67,729,702.08","106,822,178.08","157,681,820.15","30,557,335.43","80,993,181.70","120,451,986.59","173,673,382.35","24,033,957.74","52,691,082.64","84,459,834.07","130,603,241.14","34,784,395.68","76,782,926.48","101,260,554.48","134,052,464.75","30,698,485.03","65,161,513.87","94,143,179.60","130,452,737.56","25,053,599.62","46,609,218.95","71,340,525.18","114,929,562.45","24,908,400.22","49,590,378.61","71,374,564.97","98,456,884.23","73,043,520.14","149,152,429.37","226,337,117.67","324,347,123.14"
减:营业外支出,"805,001.39","3,639,909.41","7,644,089.62","13,869,264.73","3,370,861.35","4,133,517.45","4,651,281.18","14,998,537.61","177,402.06","9,638,557.40","11,654,176.40","15,689,305.01","2,133,443.75","3,839,858.53","5,443,415.36","17,204,104.68","2,577,028.26","5,394,683.94","6,513,015.39","15,621,006.56","155,254.64","2,760,892.49","3,512,732.26","23,285,306.14","561,002.27","974,522.16","5,600,297.45","12,730,756.22","759,717.88","7,538,648.77","10,425,110.84","12,027,578.51","12,271,482.06","15,304,449.13","26,031,038.05","65,984,379.64","3,928,004.42","12,542,913.85","17,766,176.81","41,577,546.72","17,677,874.45","20,793,663.90","25,427,510.76","28,476,782.58"
管理费用,"131,648,481.31","256,394,381.15","391,634,025.71","537,538,973.07","155,033,284.42","297,681,498.79","450,320,747.37","629,524,994.71","177,601,494.99","364,615,258.07","509,996,776.76","712,152,862.68","210,112,348.59","404,285,218.88","627,476,956.75","898,972,336.45","293,562,812.44","523,079,181.16","779,251,636.95","1,099,015,752.81","305,065,348.66","592,132,487.05","858,008,188.34","1,161,472,703.03","273,275,600.41","537,453,233.50","790,503,196.26","1,297,359,541.38","249,821,810.23","573,867,331.63","1,041,935,182.80","1,319,419,073.87","245,030,358.44","462,983,483.05","835,836,264.20","1,262,584,878.23","234,262,008.87","487,896,831.42","781,965,406.20","1,325,397,525.59","238,490,629.68","598,630,749.30","998,884,243.50","1,304,504,803.26"
其中:非流动资产处置净损失,"164,796.05",,"1,636,491.08","4,263,103.09",,"2,063,257.46","-190,695.30","10,146,182.18","63,040.31","3,818,555.52","3,597,616.37","5,152,861.27","398,300.76","980,326.18","505,362.62","3,429,827.69","1,124,194.35","1,143,552.21","1,185,864.11","8,304,162.99","67,051.88","1,125,326.30","1,252,904.41","7,143,616.54","3,833.06","195,753.79","3,237,624.48","9,948,226.76","327,850.80","5,142,200.45","5,316,424.48","5,941,321.65","4,236,011.29","4,537,101.13","4,971,907.47","20,035,154.25","416,795.31","7,154,312.22","8,519,160.59","11,433,205.98","695,633.02","1,383,795.80","3,545,115.63",
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"27,315,776.89","46,793,144.50","66,537,906.34","57,640,674.75","31,698,658.04","102,233,613.84","137,135,517.42","117,362,163.93","27,761,464.30","59,211,732.49","90,915,849.10","86,647,682.20","27,270,718.06","53,966,048.54","83,788,403.64","90,865,524.79","51,407,476.11","117,605,489.58","226,923,594.73","265,277,743.42","72,586,215.26","129,599,204.79","224,297,193.32","262,357,796.86","76,446,343.06","179,672,505.72","273,846,282.41","351,589,004.56","98,096,657.59","235,726,711.55","312,423,266.49","425,235,265.60","133,490,549.09","218,521,171.35","422,743,427.31","615,658,296.77","161,804,707.78","346,232,591.80","530,009,895.18","779,892,197.47","24,666,739.68","35,994,546.98","41,397,346.16","47,896,956.22"
三、利润总额,"96,163,814.59","175,607,020.68","294,237,743.42","438,487,204.26","173,215,710.06","242,469,000.10","390,880,784.10","611,645,356.29","133,954,223.10","299,882,626.40","511,159,324.75","809,818,319.55","203,984,800.26","614,735,108.05","943,072,733.05","1,331,962,620.50","249,122,337.17","516,931,568.73","602,992,545.18","867,092,717.50","91,270,694.47","275,660,085.55","595,916,364.69","936,157,332.66","129,018,246.93","354,009,264.36","496,579,253.29","937,652,722.47","102,358,503.01","296,639,812.97","573,308,255.91","537,171,050.15","65,262,231.95","13,786,119.14","-54,602,539.12","90,719,779.30","28,075,304.84","-65,573,283.97","-48,444,447.10","107,849,253.05","343,203,204.14","752,899,934.61","1,043,900,290.28","1,563,042,335.93"
资产减值损失,"-24,830,491.61","-80,194,476.06","-95,405,725.27","-69,796,247.33","10,364,836.25","19,315,052.47","4,702,329.93","-521,630.76","7,768,082.69","10,700,264.44","18,536,595.27","37,202,172.67","4,595,153.95","31,907,007.80","28,858,584.50","-12,589,756.82","-3,199,144.96","1,098,284.60","8,858,432.11","11,858,493.14","3,582,051.30","13,507,355.45","19,443,365.50","67,441,863.63","10,092,889.47","34,388,311.37","34,336,372.56","98,305,399.51","-15,731,380.94","885,514.01","28,175,249.29","317,979,648.89","-23,730,300.83","227,681,462.32","542,279,470.89","502,838,474.81","3,671,959.43","256,246,618.18","249,491,096.30","332,289,165.87","-2,233,842.59","22,901,748.55","23,426,169.07","106,436,520.03"
减:所得税,"18,466,328.93","29,797,830.14","48,465,998.76","63,766,543.00","37,236,966.91","47,600,787.47","71,547,494.75","101,849,566.46","29,548,203.16","52,933,889.18","83,042,680.44","103,091,333.48","37,573,705.52","111,728,120.99","173,196,637.16","237,798,502.99","46,190,871.20","88,020,521.53","129,061,637.30","198,260,386.75","25,792,072.04","69,015,066.38","136,709,403.09","208,121,953.69","29,319,946.72","86,700,647.82","104,099,933.42","262,965,554.83","14,214,012.14","91,523,065.26","161,110,327.17","168,141,005.94","10,709,623.66","-9,693,823.92","10,811,405.06","187,851,069.60","4,611,637.20","57,898,128.02","63,985,972.92","65,124,134.15","61,709,075.40","96,920,894.96","125,297,754.33","198,195,320.61"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
