科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"136,751,962.13","148,971,948.37","189,564,612.41",,"308,656,656.96","147,206,963.28","161,448,972.32","77,088,007.99","113,918,956.21","67,424,745.99","106,168,228.73","71,115,133.88","146,402,972.78","89,487,318.77","138,951,436.16","113,412,839.37"
短期借款,,,,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,
应收票据,,"3,890,601.00","165,088.54",,,"3,580,125.80","3,732,062.04","2,039,388.15","600,000.00","4,535,315.00","5,120,000.00","3,820,000.00","580,000.00","4,106,000.00","7,088,560.00","3,150,000.00"
应付票据,"78,390,000.00","43,271,600.00","82,530,000.00",,"57,966,000.00","101,710,000.00","70,130,000.00","59,126,000.00","26,492,000.00","25,993,000.00","14,412,000.00","27,365,000.00","15,893,000.00","38,834,000.00","19,973,000.00","27,316,463.85"
应收账款,"11,698,720.20","26,645,602.85","40,566,271.64",,"49,304,820.70","55,836,918.64","46,247,501.38","45,766,718.14","51,075,410.36","59,772,497.96","35,832,638.47","36,072,339.70","44,436,972.77","44,864,984.50","38,362,858.25","38,417,851.70"
应付账款,"113,494,826.33","63,887,009.03","63,149,568.48",,"56,789,234.64","58,350,727.62","77,948,125.54","37,710,383.32","73,113,670.67","63,519,752.75","101,435,503.58","47,167,794.55","86,110,312.33","58,153,603.63","100,333,678.20","43,281,005.88"
预付款项,"28,816,990.17","27,130,537.77","17,752,002.13",,"23,934,367.54","24,970,624.10","19,825,274.95","34,045,240.80","47,653,916.63","43,050,854.30","16,373,064.76","15,518,234.01","13,576,543.52","15,335,762.28","14,378,978.83","16,504,668.79"
预收款项,"21,726,925.43","10,519,929.86","7,493,494.77",,"6,617,734.22","6,833,767.79","6,547,497.76","6,141,059.29","4,277,715.82","5,285,308.82","5,821,126.64","4,971,916.21","4,802,854.64","5,273,681.96","4,921,105.83","6,414,249.72"
其他应收款,"11,541,289.35","10,271,196.24","9,486,850.06",,"8,414,094.00","9,510,952.68","6,535,351.37","6,552,979.66","7,385,766.28","6,830,121.79","4,949,789.17","5,626,918.88","5,932,484.89","6,369,584.91","5,455,735.74","5,824,675.49"
应付职工薪酬,"14,294,515.38","14,127,653.90","10,580,913.54",,"5,463,024.35","4,683,916.44","9,657,146.78","4,758,735.64","4,782,615.82","4,898,901.59","10,648,743.96","4,993,320.27","5,221,954.41","5,606,332.49","14,076,871.72","6,881,696.58"
应收关联公司款,,,,,,,,,,,,,,,,
应交税费,"11,569,920.32","14,260,717.52","11,785,106.23",,"1,124,681.97","5,409,436.28","10,980,842.32","9,955,553.23","1,615,738.14","6,230,215.15","12,724,130.15","7,115,975.22","3,951,030.54","5,703,013.93","10,177,572.03","6,840,650.67"
应收利息,,,,,,"868,305.08","860,584.58","1,729,415.14","363,064.20","491,397.26","617,340.18","533,213.28","493,643.84","207,531.96","743,917.81","471,568.49"
应付利息,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,
存货,"283,474,269.25","217,621,704.35","202,729,268.06",,"204,707,286.87","235,386,003.26","222,264,402.86","199,534,361.79","205,074,217.34","221,972,056.96","236,702,093.09","235,404,382.43","244,576,278.41","258,883,578.99","246,495,769.49","236,033,493.90"
其他应付款,"24,571,165.28","24,156,436.09","24,470,440.06",,"32,087,690.63","27,130,207.83","22,979,855.01","20,911,613.61","23,042,503.19","21,099,505.45","19,536,937.61","19,662,454.48","22,142,062.99","24,018,771.84","24,757,167.48","28,116,644.66"
其中:消耗性生物资产,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,
一年内到期的非流动资产,"1,239,547.71","315,381.18","445,211.99",,"310,873.39","418,819.88","524,665.80","250,661.50","1,070,956.10","1,059,034.15","642,017.59","504,865.81","646,016.09","559,936.84","395,291.05","284,023.42"
一年内到期的非流动负债,,,,,,,,,,,,,,,"38,000,000.00","38,000,000.00"
其他流动资产,"313,087.65","736,700.12","2,236,734.11",,"1,654,324.56","154,507,262.97","162,901,987.26","176,190,489.05","92,158,742.63","97,496,477.29","130,609,121.20","111,955,910.09","50,920,897.39","71,762,179.35","90,897,865.81","70,863,908.22"
其他流动负债,,,,,,,,,,,,,,,,
流动资产合计,"473,835,866.46","435,583,671.88","462,946,038.94","398,124,400.00","596,982,424.02","632,285,975.69","624,340,802.56","543,197,262.22","519,301,029.75","502,632,500.70","537,014,293.19","480,550,998.08","507,565,809.69","491,576,877.60","542,770,413.14","484,963,029.38"
流动负债合计,"264,047,352.74","170,223,346.40","200,009,523.08","146,424,500.00","160,048,365.81","204,118,055.96","198,243,467.41","138,603,345.09","133,324,243.64","127,026,683.76","164,578,441.94","111,276,460.73","138,121,214.91","137,589,403.85","212,239,395.26","156,850,711.36"
可供出售金融资产,,,,,,,,,,,,,,,,
长期借款,,,"70,000,000.00",,"100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","92,500,000.00","54,500,000.00","54,500,000.00"
持有至到期投资,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,
固定资产,"27,605,296.06","29,833,963.62","28,649,702.53",,"27,957,684.81","36,821,209.45","58,190,618.76","64,789,493.66","80,562,914.72","78,608,246.35","92,302,103.18","142,828,614.76","156,246,295.35","286,212,435.39","315,298,611.73","327,461,966.30"
递延所得税负债,,,,,,,,,,,,,,,,
在建工程,,"455,637.49","86,101,735.71",,"133,426,594.20","153,091,102.16","178,036,725.58","191,393,702.48","191,541,359.36","202,221,794.68","213,601,893.98","165,279,052.51","158,539,303.08","28,461,906.06",,
其他非流动负债,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,
非流动负债合计,,,"70,000,000.00",,"100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","92,500,000.00","54,500,000.00","54,500,000.00"
固定资产清理,,,,,,,,,,,,,,,,
负债合计,"264,047,352.74","170,223,346.40","270,009,523.08","226,424,500.00","260,048,365.81","304,118,055.96","298,243,467.41","238,603,345.09","233,324,243.64","227,026,683.76","264,578,441.94","211,276,460.73","238,121,214.91","230,089,403.85","266,739,395.26","211,350,711.36"
生产性生物资产,,,,,,,,,,,,,,,,
实收资本(或股本),"90,000,000.00","90,000,000.00","90,000,000.00",,"120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00"
油气资产,,,,,,,,,,,,,,,,
资本公积,"84,783,317.55","84,783,317.55","84,783,317.55",,"240,217,357.53","240,217,357.53","240,217,357.53","240,217,357.53","240,217,357.53","240,217,357.53","240,217,357.53","240,217,357.53","240,217,357.53","240,217,357.53","240,217,357.53","240,217,357.53"
无形资产,"40,451,386.24","41,165,691.67","41,464,149.17",,"41,468,899.35","41,208,481.56","40,946,372.49","40,863,269.50","53,586,181.20","53,256,520.01","51,257,533.68","50,261,932.16","49,661,303.67","48,710,481.12","47,709,490.82","46,875,167.25"
