科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"213,480,830.83","324,628,737.03","431,519,431.34","329,625,669.90","506,534,355.96","668,908,323.09","191,459,252.65","336,409,814.62","509,519,115.38","668,392,768.05","220,848,470.69","479,408,263.73","803,463,838.38","1,215,099,850.00","292,951,757.18","924,280,292.43","1,297,133,427.09","1,685,678,825.35","209,390,272.60","456,592,948.09","736,958,822.33","1,275,296,070.01","321,724,809.95","580,982,960.32","831,632,214.72","1,129,043,943.87","251,888,546.82","547,055,891.78","851,671,141.10","1,147,755,993.45","268,022,839.62","685,831,406.77","1,104,337,672.05"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,"646,980.63","646,980.63","69,792,309.41",,,"4,058,094.19","4,348,484.61",,,,"916,680.37",,,
收到的税费返还,"703,309.64",,"1,961,356.43",,,,,"16,852.85","1,043,100.79","1,162,317.37",,"4,629,616.60","4,773,206.36","5,094,472.03",,"538,801.81","839,774.30","541,622.27","525,329.29","494,183.55","683,389.62","817,349.70","2,991,288.13","4,652,825.75","9,899,746.92","9,632,803.43","314,833.55","767,994.60","1,012,194.38","2,382,278.90","1,706,629.42","2,808,664.73","3,181,975.18"
支付其他与投资活动有关的现金,,,,,,,,,,"730,000,000.00",,"114,965,000.00","421,581,944.23",,,"1,312,600,000.00","1,545,161,157.42","1,615,612,640.00","420,050,000.00","464,578,696.00","628,850,000.00","716,850,000.00","390,000,000.00","605,700,000.00","125,000,000.00","143,460,000.00","263,730,000.00","124,800,000.00","198,800,000.00",,"108,000,000.00","254,500,000.00","202,700,000.00"
收到其他与经营活动有关的现金,"6,475,422.67","8,728,198.36","6,208,218.87","6,957,670.38","7,801,753.37","14,182,594.95","1,327,405.32","5,703,842.03","18,553,920.66","25,429,344.63","14,790,440.95","25,949,736.25","36,856,550.05","43,436,251.73","9,633,694.03","25,001,614.74","34,909,964.92","50,323,337.61","5,269,345.56","26,090,928.67","44,516,761.75","66,419,066.70","5,929,670.17","14,396,127.91","51,300,795.21","88,123,400.67","16,341,639.00","38,704,020.83","58,186,923.88","91,649,379.55","7,523,110.60","51,870,634.39","63,864,060.55"
投资活动现金流出小计,"17,754,532.94","21,115,574.51","40,547,304.75","6,342,667.39","10,195,238.30","25,151,885.04","652,641.43","8,046,227.49","88,817,399.80","878,606,343.74","16,026,530.94","147,904,823.68","462,945,736.71","56,151,746.31","6,054,300.19","1,323,474,484.81","1,598,728,577.14","1,753,506,400.94","481,925,690.89","577,322,827.72","799,573,806.13","914,028,782.50","583,674,933.32","665,634,765.75","309,437,046.77","1,946,004,604.54","359,395,169.09","784,866,028.34","1,452,860,890.92","2,219,395,153.74","355,512,737.28","1,260,650,549.77","2,235,054,358.87"
经营活动现金流入小计,"220,659,563.14","333,356,935.39","439,689,006.64","336,583,340.28","514,336,109.33","683,090,918.04","192,786,657.97","342,130,509.50","529,116,136.83","694,984,430.05","235,638,911.64","509,987,616.58","845,093,594.79","1,263,630,573.76","302,585,451.21","949,820,708.98","1,332,883,166.31","1,736,543,785.23","215,184,947.45","483,178,060.31","782,158,973.70","1,342,532,486.41","330,645,768.25","600,031,913.98","892,832,756.85","1,226,800,147.97","268,545,019.37","586,527,907.21","910,870,259.36","1,241,787,651.90","277,252,579.64","740,510,705.89","1,171,383,707.78"
投资活动产生的现金流量净额,"-7,533,352.35","-8,484,159.50","-30,007,035.52","-6,342,667.39","-10,195,238.30","-25,151,885.04","1,967,358.57","-5,377,189.03","-88,768,361.34","-878,552,401.44","113,973,469.06","-147,874,559.97","-462,915,473.00","569,858,259.94","47,256,121.54","-770,899,198.63","-1,004,866,007.47","-753,134,671.80","-375,685,076.52","-199,383,864.72","-412,548,900.56","60,585,701.31","-525,524,923.32","164,074,599.21","11,694,270.84","-447,033,616.02","-282,399,450.46","-74,838,481.80","-282,258,218.35","-189,178,316.43","307,651,937.61","276,329,263.78","-52,239,540.92"
购买商品、接受劳务支付的现金,"145,754,855.07","211,756,971.74","219,500,899.47","207,653,201.70","324,836,016.96","427,695,358.01","95,033,619.77","199,008,296.57","292,540,185.47","363,540,934.09","95,675,044.46","249,689,696.93","439,530,694.26","672,741,242.77","236,938,880.77","554,932,280.38","793,781,692.37","1,010,901,962.71","116,293,001.52","274,620,759.14","404,653,461.82","842,668,740.39","172,537,476.89","283,964,407.05","481,430,550.11","548,466,642.29","146,523,468.03","289,895,885.19","467,432,344.20","592,747,730.51","217,778,329.24","446,996,598.03","674,135,927.80"
吸收投资收到的现金,,"420,060.00",,,,,"1,570,528,161.60","1,570,528,161.60","1,570,528,161.60","1,591,528,161.60","2,835,045.00","5,145,944.00","5,145,944.00","5,145,944.00","2,828,519.75","2,828,519.75","2,828,519.75","2,828,519.75",,"91,612,500.00","91,612,500.00","94,371,800.00","650,000.00","650,000.00","650,000.00","2,650,000.00",,,,,,,
支付给职工以及为职工支付的现金,"11,325,316.21","18,217,514.29","27,094,450.39","21,404,740.42","32,204,993.43","43,801,817.41","16,422,677.54","30,033,976.88","45,345,833.79","60,322,086.01","24,060,501.90","42,543,464.04","64,836,839.36","92,786,287.23","38,187,650.43","70,653,817.83","103,854,781.62","143,157,428.43","45,528,434.39","80,568,729.62","122,579,178.95","174,574,068.71","53,054,662.43","101,795,456.66","149,692,001.59","211,835,012.48","55,316,413.37","105,246,166.61","162,021,832.45","230,172,424.28","70,626,272.85","144,867,384.72","220,248,734.97"
