科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"150,991,999.38","208,562,365.62","231,449,558.68","166,713,198.46","136,939,312.66","484,673,492.52","326,517,722.44","293,359,744.79","296,853,826.22","482,912,497.52","328,715,612.87","387,692,536.35"
短期借款,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,
应收票据,,"250,000.00",,,,"500,000.00","5,064,000.00","2,370,000.00",,"1,000,000.00","3,971,345.91","871,345.91"
应付票据,,,,,,,,,,,,
应收账款,"77,949,047.32","82,015,660.21","106,491,365.74","117,088,496.10","134,340,910.09","132,601,660.00","156,341,754.52","180,266,886.17","220,950,037.35","141,573,415.38","166,348,706.80","219,469,654.15"
应付账款,"30,457,815.61","32,065,858.48","27,788,518.05","29,331,223.16","31,652,386.08","38,748,744.34","38,871,818.43","35,316,869.29","41,403,491.15","76,764,889.05","64,677,491.41","58,212,355.47"
预付款项,"8,118,702.14","8,433,773.98","9,791,755.55","15,075,118.77","20,099,994.52","10,461,245.50","12,645,641.11","12,078,262.03","17,830,416.30","44,131,611.30","51,175,316.73","45,985,390.99"
预收款项,"74,655,899.35","114,680,487.11","122,941,453.46","118,723,879.58","116,295,674.37","116,730,720.09","145,732,711.66","141,469,766.27","197,447,925.71","193,632,423.20","199,015,366.23","235,284,689.75"
其他应收款,"11,448,824.16","19,346,291.22","21,949,615.49","22,590,475.04","24,204,806.70","23,878,042.89","23,232,859.92","26,474,258.83","31,877,173.57","24,068,691.85","23,175,351.28","25,140,122.19"
应付职工薪酬,"21,451,820.03","25,493,444.08","36,011,847.62","17,229,547.42","11,223,680.64","39,301,615.23","14,535,631.60","19,748,212.64","12,518,710.11","61,053,494.19","23,748,176.96","24,408,206.49"
应收关联公司款,,,,,,,,,,,,
应交税费,"21,931,692.94","25,095,705.95","33,191,900.06","18,339,901.83","19,566,432.25","46,574,765.18","29,471,156.57","23,100,996.17","17,475,832.41","35,473,808.56","16,488,769.35","15,781,190.42"
应收利息,,,,,,,,,,,,
应付利息,,,,,,,,,,,,
应收股利,,,,,,,,,,,,
应付股利,,,,,,,,,,,,
存货,"27,463,989.16","37,480,534.30","39,709,374.72","45,767,604.67","51,095,423.77","43,060,691.62","58,875,533.14","58,835,710.98","80,779,682.24","72,934,934.30","87,043,748.95","105,345,913.12"
其他应付款,"850,182.64","912,251.59","1,100,867.82","1,004,645.85","2,066,946.91","2,335,302.29","3,168,253.49","3,350,336.20","14,680,743.81","5,379,440.97","5,976,475.66","10,324,080.15"
其中:消耗性生物资产,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,
一年内到期的非流动负债,"3,012,000.00","3,012,000.00","2,503,400.00","1,961,400.00","1,961,400.00","1,949,050.00","3,561,400.00","968,350.00","487,262.50",,,
其他流动资产,,"486,633.73",,"28,309.75","97,300.67","106,390.53","100,132,086.50","100,000,000.00","100,000,000.00","104,427,727.29","155,364,604.19","57,397,078.07"
其他流动负债,,,,,,,,,,,,
