科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
流动资产合计,"275,972,562.16","356,575,259.06","409,391,670.18","367,263,202.79","366,777,748.41","695,281,523.06","682,809,597.63","673,384,862.80","748,291,135.68","871,048,877.64","815,794,686.73","841,902,040.78"
流动负债合计,"152,359,410.57","201,259,747.21","223,537,987.01","186,590,597.84","182,766,520.25","245,640,197.13","235,340,971.75","223,954,530.57","284,013,965.69","372,304,055.97","309,906,279.61","344,010,522.28"
可供出售金融资产,,,,,,,,,,,,
长期借款,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,
应付债券,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,
长期股权投资,,,,,,,,"11,706,540.00","11,260,991.00","11,153,905.81","10,693,094.20","10,088,416.53"
专项应付款,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,
预计负债,,,,,,,,,,,,
固定资产,"14,040,865.12","14,882,153.86","14,859,673.20","16,810,027.00","16,277,896.39","16,569,413.87","15,751,298.73","14,687,332.99","16,111,999.59","16,311,060.43","17,056,391.54","18,277,981.24"
递延所得税负债,,,,,,,,,,,,
在建工程,"301,247.72",,,,,,,,,,,
其他非流动负债,,,,,,,,,,,,
工程物资,,,,,,,,,,,,
非流动负债合计,"9,973,968.50","12,628,968.50","12,608,868.50","11,628,168.50","11,137,818.50","10,659,818.50","8,290,451.83","9,016,833.33","10,018,370.83","13,612,332.09","13,399,012.09","13,255,262.06"
固定资产清理,,,,,,,,,,,,
负债合计,"162,333,379.07","213,888,715.71","236,146,855.51","198,218,766.34","193,904,338.75","256,300,015.63","243,631,423.58","232,971,363.90","294,032,336.52","385,916,388.06","323,305,291.70","357,265,784.34"
生产性生物资产,,,,,,,,,,,,
实收资本(或股本),"60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","120,000,000.00"
油气资产,,,,,,,,,,,,
资本公积,"33,499,230.33","33,499,230.33","33,499,230.33","33,499,230.33","33,499,230.33","242,254,231.31","242,254,231.31","242,254,231.31","242,254,231.31","242,254,231.31","242,254,231.31","202,254,231.31"
无形资产,"2,590,676.69","2,503,106.01","2,254,889.64","2,161,130.71","2,295,615.92","2,053,651.30","1,876,508.74","1,686,269.04","1,921,941.07","5,178,985.97","5,145,066.13","4,963,777.00"
盈余公积,"5,660,519.28","9,839,795.14","14,253,876.43","14,253,876.43","14,253,876.43","19,101,729.88","19,101,729.88","19,101,729.88","19,101,729.88","24,727,641.08","24,727,641.08","24,727,641.08"
开发支出,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,
商誉,,,,,,,,,,,,
未分配利润,"44,851,060.99","71,760,311.84","101,315,263.92","102,826,188.14","106,741,374.87","143,828,203.88","141,870,858.97","152,582,056.33","166,977,901.90","198,447,802.62","204,533,803.24","198,643,352.35"
长期待摊费用,"1,882,535.25","1,662,996.56","532,479.19","136,786.59","44,318.70","13,551.07","11,411.44","9,271.81","7,132.18",,,"309,717.21"
少数股东权益,,,"1,869,057.17","927,364.90","287,544.45","-535,007.55","-1,355,740.06",,,,,
递延所得税资产,"11,556,302.73","13,364,537.53","17,631,554.15","19,710,548.05","19,429,454.41","23,169,702.85","21,192,356.14","22,033,773.78","21,371,669.09","26,959,233.22","25,437,728.73","26,029,838.41"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,,,"2,414,017.00","3,643,731.00","3,861,331.00","3,861,331.00","3,861,331.00","3,401,331.00","3,401,331.00","694,000.00","694,000.00","1,319,237.91"
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"30,371,627.51","32,412,793.96","37,692,613.18","42,462,223.35","41,908,616.42","45,667,650.09","42,692,906.05","53,524,518.62","54,075,063.93","60,297,185.43","59,026,280.60","60,988,968.30"
所有者权益(或股东权益)合计,"144,010,810.60","175,099,337.31","210,937,427.85","211,506,659.80","214,782,026.08","484,649,157.52","481,871,080.10","493,938,017.52","508,333,863.09","545,429,675.01","551,515,675.63","545,625,224.74"
资产总计,"306,344,189.67","388,988,053.02","447,084,283.36","409,725,426.14","408,686,364.83","740,949,173.15","725,502,503.68","726,909,381.42","802,366,199.61","931,346,063.07","874,820,967.33","902,891,009.08"
负债和所有者(或股东权益)合计,"306,344,189.67","388,988,053.02","447,084,283.36","409,725,426.14","408,686,364.83","740,949,173.15","725,502,503.68","726,909,381.42","802,366,199.61","931,346,063.07","874,820,967.33","902,891,009.08"
