科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"75,626,445.89","105,474,172.84","95,773,270.91","141,866,023.87","103,454,330.50","153,161,560.15","146,769,275.61","259,445,267.70","101,326,026.93","251,463,174.38","119,902,869.93","259,354,563.17","151,625,517.98","158,805,849.47","136,811,435.69","225,995,569.32","120,203,189.11","141,811,884.68","158,010,084.33","213,396,057.01","151,989,256.62","188,850,139.66","106,059,699.58","236,561,000.43","126,829,945.46","98,083,881.09","72,753,583.52","189,078,647.83","110,824,772.69","101,882,197.01","124,560,412.44","192,646,451.15","77,779,243.05","133,827,133.05","126,434,145.59","101,959,240.33","345,077,728.61","468,727,531.15","392,332,821.85","750,542,812.49","820,443,919.64","637,205,355.47","539,226,464.82","538,269,620.12","210,129,453.04"
短期借款,"156,000,000.00","182,000,000.00","212,000,000.00","212,800,000.00","242,800,000.00","318,000,000.00","338,000,000.00","268,000,000.00","238,000,000.00","248,000,000.00","172,000,000.00","115,500,000.00","104,500,000.00","117,900,000.00","117,900,000.00","107,900,000.00","109,400,000.00","126,000,000.00","126,000,000.00","136,000,000.00","136,000,000.00","186,000,000.00","146,000,000.00","133,500,000.00","120,000,000.00","100,000,000.00","80,000,000.00","120,000,000.00","120,000,000.00","90,000,000.00","170,000,000.00","180,000,000.00","239,500,000.00","239,500,000.00","259,500,000.00","220,000,000.00",,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,"2,300,000.00","739,402.00",,"2,591,500.00",,"4,601,096.96","100,000.00",,,"130,600.00",,,,,"9,699,635.80",,"5,969,071.58","4,491,759.55","5,883,600.00","4,089,797.20","6,862,441.00","8,034,923.40","22,090,516.00","7,598,375.00","12,748,825.00","7,103,462.69","23,319,772.77","16,773,601.40","5,170,970.00","3,660,000.00","10,084,500.00","100,000.00","5,213,500.00","3,938,820.00","4,593,050.00","800,000.00","200,000.00","4,154,000.00","6,137,000.00","1,100,000.00","460,000.00","2,323,112.80",,
应付票据,"13,164,640.00","16,550,000.00","25,363,394.23","17,126,857.00","16,091,193.00","10,914,336.00","4,950,000.00","10,500,000.00","24,094,239.04","13,200,000.00","6,000,000.00","10,000,000.00","10,000,000.00","300,000.00","1,685,750.00","3,500,000.00","3,500,000.00","6,156,887.00","2,656,887.00","6,000,000.00","6,000,000.00","6,000,000.00","3,000,000.00",,,"625,100.00","800,000.00",,,"1,500,000.00","5,200,000.00","3,000,000.00","300,000.00",,"2,000,000.00","2,000,000.00","15,401,000.00","48,912,025.86","45,812,380.00","22,728,000.00","47,438,760.75","31,639,589.46","55,491,132.52","65,644,452.62","66,108,534.68"
应收账款,"124,150,014.09","153,118,175.57","179,376,886.68","211,390,603.91","241,903,606.47","229,149,638.91","226,784,790.67","191,346,794.74","267,774,413.05","201,947,913.57","180,851,643.21","170,054,123.47","209,464,478.40","207,782,397.17","243,046,803.45","197,695,478.87","295,784,150.20","334,633,251.14","259,741,880.78","206,878,409.81","212,536,978.80","232,957,072.72","230,488,593.45","219,485,296.73","245,102,878.65","261,230,058.24","251,184,450.89","215,064,066.73","180,888,550.69","229,929,149.82","211,295,225.56","207,183,089.60","206,726,921.87","230,879,424.67","238,545,345.00","188,009,628.48","156,984,354.43","195,407,984.64","185,007,660.77","166,594,447.70","167,116,294.16","194,067,896.22","188,482,696.74","295,180,843.76","281,054,012.54"
应付账款,"83,131,740.26","79,637,241.97","99,426,860.35","112,286,410.79","103,362,160.79","121,823,781.33","124,000,105.90","151,959,470.56","143,714,217.43","142,249,501.94","147,903,956.37","190,383,835.98","158,302,857.57","154,417,987.49","141,627,609.11","166,161,516.10","119,748,299.98","104,045,793.21","128,257,087.26","175,488,537.80","117,867,623.60","127,909,319.13","145,191,130.22","197,073,953.23","162,958,230.93","166,029,345.76","130,755,418.74","185,351,152.72","146,770,489.46","149,353,006.87","159,076,856.97","195,292,298.29","147,437,389.00","167,469,802.36","150,151,099.87","176,568,956.14","122,309,196.67","108,635,763.37","110,618,386.56","150,194,788.95","101,738,253.50","136,766,206.87","147,550,445.98","165,811,077.24","100,935,868.67"
预付款项,"13,635,867.98","9,454,185.29","12,886,214.00","12,391,654.72","15,464,814.02","39,353,066.18","41,397,031.76","11,495,827.03","21,403,708.18","21,120,238.32","28,794,320.83","9,993,425.11","11,497,670.40","16,689,859.79","13,247,256.20","11,607,701.81","18,405,299.69","22,273,177.44","22,572,017.50","27,010,583.53","27,583,898.38","16,312,678.15","40,204,006.81","6,996,894.18","14,161,070.70","15,861,180.10","18,319,423.65","7,947,639.21","26,221,999.06","30,988,941.14","42,360,164.09","10,244,501.97","26,810,723.69","27,596,401.42","36,729,391.36","15,655,474.78","36,133,441.67","47,529,889.89","20,504,038.24","12,616,354.99","37,380,232.95","29,092,335.66","59,598,742.62","19,073,045.74","41,550,293.90"
预收款项,"10,169,414.64","9,927,871.45","14,548,433.21","10,158,543.19","12,527,161.51","15,230,180.48","15,730,806.37","14,803,473.83","31,668,294.32","19,031,503.96","19,055,745.75","38,114,964.54","19,744,737.86","18,957,385.91","24,556,705.77","74,095,474.57","70,655,047.64","51,183,014.23","47,255,026.34","29,077,871.95","40,073,802.29","28,656,591.00","25,921,739.79","46,040,331.79","39,767,561.94","33,865,617.59","43,915,477.78","58,598,069.79","44,938,713.67","45,526,187.98","48,567,812.98","46,678,520.08","44,845,022.63","42,466,248.46","58,084,058.15","65,913,368.02","59,564,425.04","61,639,018.62","59,268,017.39","49,900,704.29","57,458,506.74","57,789,732.75","62,977,289.24","69,970,471.95","64,491,745.64"
