科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"63,363,132.86","71,436,684.13","75,657,224.80","73,276,072.47","267,034,000.79","194,895,039.17","174,883,538.92","214,912,379.17","147,476,711.61","122,239,349.21","118,121,057.43","119,081,374.48","170,017,358.48","204,956,763.76","226,491,854.10"
短期借款,"58,000,000.00","94,000,000.00","97,000,000.00","127,000,000.00","122,000,000.00","70,000,000.00","55,000,000.00","85,000,000.00","10,000,000.00",,,"50,000,000.00","30,000,000.00","80,000,000.00","60,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,
应收票据,,,"50,000.00",,,,,,,,,,,,
应付票据,,,,,,,,,,,,,,,
应收账款,"87,283,680.02","96,135,990.46","140,864,505.86","153,377,146.71","120,523,498.63","110,169,556.13","182,285,088.68","143,589,784.47","119,795,192.40","113,895,504.03","178,878,137.74","214,497,091.92","119,609,658.63","108,450,013.15","138,215,797.93"
应付账款,"45,709,524.32","48,362,656.34","69,264,218.00","45,122,056.72","29,361,743.83","28,560,229.40","87,589,285.92","58,960,473.66","29,081,102.18","21,800,962.33","92,610,078.11","68,501,585.23","36,138,505.22","20,232,220.43","98,218,292.10"
预付款项,"2,858,904.44","13,685,441.18","2,433,258.82","3,489,810.07","324,968.64","259,535.14","5,943,992.80","1,040,314.19","1,053,827.69","2,653,677.96","8,371,497.40","10,614,815.57","289,095.39","6,669,996.44","4,721,850.13"
预收款项,"7,688,490.02","4,224,512.74","3,632,792.41","3,568,179.44","2,389,348.43","1,312,393.53","3,234,750.06","198,971.22","808,196.75","68,971.22","4,941,467.58","5,142,395.48","447,838.29","461,701.29","862,231.77"
其他应收款,"12,876,700.61","17,571,951.26","21,182,555.21","26,479,726.53","6,805,999.91","10,378,218.05","14,967,720.05","14,969,580.81","9,358,171.54","8,736,538.85","12,178,574.47","15,531,456.56","12,734,054.72","12,350,452.49","15,860,713.42"
应付职工薪酬,"3,067,304.68","4,091,717.61","3,285,772.15","2,824,057.84","2,353,869.22","2,354,615.57","4,276,808.83","3,925,132.75","2,430,197.19","1,916,902.61","3,041,024.77","2,466,426.45","2,192,733.89","1,781,531.27","2,201,466.15"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"4,667,224.89","10,236,211.34","9,091,457.68","11,524,896.83","4,795,974.29","4,041,803.82","5,686,853.68","3,582,207.04","1,317,451.87","1,080,630.55","5,229,410.44","6,506,669.19","1,893,317.61","290,766.32","3,424,208.32"
应收利息,,,,,,,,,,,,,,,
应付利息,"74,800.00","90,000.00","66,670.00",,,,"26,583.33",,,,,,,,"41,876.39"
应收股利,,,,,,,,,,,,,,,
应付股利,,,,"3,699,150.00",,,,,"7,380,000.00",,,,,,
存货,"45,314,593.47","69,889,485.96","72,143,474.38","67,746,326.01","62,433,640.55","71,697,044.92","70,828,269.00","68,856,885.48","69,147,358.37","72,393,368.69","75,727,232.54","65,153,419.79","57,208,531.26","56,768,687.66","59,076,240.16"
其他应付款,"2,916,647.06","3,416,243.53","2,602,419.61","3,900,742.01","15,897,561.64","3,427,308.63","6,017,744.60","4,555,443.75","3,811,973.20","3,759,505.37","2,658,398.97","3,598,848.90","7,685,310.01","3,397,739.03","21,068,199.87"
其中:消耗性生物资产,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,
其他流动资产,,,,,,,,,,,"2,766,628.76","2,670,622.07","1,298,076.84","1,928,158.98","2,805,684.35"
其他流动负债,,,,,,,,,,,,,,,
流动资产合计,"211,697,011.40","268,719,552.99","312,331,019.07","324,369,081.79","457,122,108.52","387,399,393.41","448,908,609.45","443,368,944.12","346,831,261.61","319,918,438.74","396,043,128.34","427,548,780.39","361,156,775.32","391,124,072.48","457,854,540.21"
流动负债合计,"122,123,990.97","164,421,341.56","184,943,329.85","197,639,082.84","176,798,497.41","109,696,350.95","161,832,026.42","156,222,228.42","54,828,921.19","28,626,972.08","108,480,379.87","136,215,925.25","78,357,705.02","106,163,958.34","185,816,274.60"
可供出售金融资产,,,,,,,,,,,,,,,"10,950,000.00"
长期借款,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,"4,194,000.00","4,794,000.00","4,794,000.00",
专项应付款,,,,,,,,,,,,,,,
投资性房地产,"6,365,261.40","5,987,428.56","5,609,595.77","5,515,137.51","5,420,679.30","5,326,221.14","5,231,762.93","5,137,304.72","5,042,846.51","4,858,687.93","4,766,129.71","4,673,571.49","4,581,013.27","4,488,455.05","4,395,896.83"
预计负债,,,,,,,,,,,,,,,
固定资产,"78,162,026.51","82,401,062.06","79,072,195.15","77,233,890.28","75,244,787.82","73,509,226.89","76,670,099.98","76,278,761.01","75,393,751.40","72,967,361.60","73,265,886.61","71,606,936.06","70,660,435.89","70,277,692.03","67,886,068.88"
递延所得税负债,,,,,,,,,,,,,,,
在建工程,"97,302.79","816,000.00","305,000.00","1,259,120.15","2,563,709.72","3,556,470.03","478,751.66","1,686,446.95","3,262,957.56","6,780,146.14","14,215,158.43","15,570,140.32","25,316,958.51","18,805,114.02","29,457,445.13"
其他非流动负债,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,
非流动负债合计,,,,,,,,,,,"1,415,929.28","1,415,929.28","1,415,929.28","631,617.47","631,617.47"
固定资产清理,,,,,,,,,,,,,,,
负债合计,"122,123,990.97","164,421,341.56","184,943,329.85","197,639,082.84","176,798,497.41","109,696,350.95","161,832,026.42","156,222,228.42","54,828,921.19","28,626,972.08","109,896,309.15","137,631,854.53","79,773,634.30","106,795,575.81","186,447,892.07"
生产性生物资产,,,,,,,,,,,,,,,
实收资本(或股本),"46,000,000.00","46,000,000.00","46,000,000.00","46,000,000.00","61,500,000.00","61,500,000.00","61,500,000.00","61,500,000.00","61,500,000.00","61,500,000.00","61,500,000.00","61,500,000.00","61,500,000.00","61,500,000.00","61,500,000.00"
油气资产,,,,,,,,,,,,,,,
资本公积,"56,395,416.93","56,395,416.93","56,395,416.93","56,395,416.93","189,829,312.47","189,679,312.47","190,290,489.91","190,290,489.91","190,290,489.91","190,290,489.91","190,290,489.91","190,290,489.91","190,290,489.91","190,290,489.91","190,290,489.91"
无形资产,"14,345,431.11","14,118,084.12","13,744,456.35","13,873,222.97","13,768,282.74","13,663,342.53","13,638,635.64","13,528,451.31","13,490,450.87","13,464,224.46","13,406,064.59","13,328,719.48","13,249,415.68","13,507,342.52","7,676,554.50"
盈余公积,"6,596,477.50","9,039,198.64","11,860,659.00","11,860,659.00","11,860,659.00","11,860,659.00","13,143,602.99","13,143,602.99","13,143,602.99","13,143,602.99","14,727,175.86","14,727,175.86","14,727,175.86","14,727,175.86","15,251,748.65"
开发支出,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,
未分配利润,"81,525,433.67","101,118,643.42","117,706,988.06","116,681,306.85","119,677,502.65","116,448,124.09","125,815,222.82","126,192,392.22","131,144,049.10","131,493,731.68","131,616,249.35","138,707,853.30","137,703,314.07","133,905,203.74","131,986,068.85"
长期待摊费用,"661,742.34","4,311,175.48","3,071,606.37","2,879,631.00","2,553,927.42","2,228,223.84","2,303,704.84","1,815,149.47","2,005,165.55","1,976,802.46","1,535,803.36","1,905,057.78","1,151,852.62","959,877.25","767,901.88"
少数股东权益,,"725,532.54","-678,643.16","-981,360.51","-1,195,480.93","-1,704,573.59","-1,335,320.56","-1,558,848.31","-1,615,200.48","-1,823,706.12","-874,840.27","-106,955.12","-295,876.07","-473,605.19","-145,874.49"
递延所得税资产,"1,312,543.52","1,346,829.88","2,093,877.97","2,465,021.41","1,796,995.08","1,796,995.08","4,014,457.08","3,974,807.65","3,265,429.21","3,265,429.21","3,923,212.96","3,923,212.96","2,788,286.78","2,788,286.78","1,694,584.09"
外币报表折算价差,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,"4,647,333.47"
非正常经营项目收益调整,,,,,,,,,,,,,,,
非流动资产合计,"100,944,307.67","108,980,580.10","103,896,731.61","103,226,023.32","101,348,382.08","100,080,479.51","102,337,412.13","102,420,921.11","102,460,601.10","103,312,651.80","111,112,255.66","115,201,638.09","122,541,962.75","115,620,767.65","127,475,784.78"
