科目,2013年度,2014年度,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
取得投资收益收到的现金,,,,,,"98,250.16","1,703,191.79","573,023.37","2,073,056.10","2,966,438.19","5,032,727.86","1,057,787.33","2,396,766.51","4,388,588.08","6,338,054.21","1,521,931.98"
筹资活动现金流出小计,"69,907,642.29","33,661,500.00","43,445,930.58","625,985.77","1,255,874.33","42,035,609.55","41,708,809.55","4,850.00","19,892,215.36","19,892,215.36","19,887,365.36",,"15,000,000.00","15,006,045.39","15,012,090.78","46,853.85"
处置固定资产、无形资产和其他长期资产收回的现金净额,"38,059.85","95,000.00",,,,,,"8,547.01","8,547.01","8,547.01",,,,-134.13,"113,153.87","65,700.00"
筹资活动产生的现金流量净额,"-45,907,642.29","4,338,500.00","-1,945,930.58","311,514.23","194,344,125.67","153,564,390.45","153,891,190.45","2,495,150.00","-17,392,215.36","-17,392,215.36","-17,387,365.36","1,000,000.00","-14,000,000.00","-14,006,045.39","-4,371,290.78","-46,853.85"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-82,198.20","9,411.42","173,426.39","-14,259.45","23,618.64","36,879.43","145,649.98","-18,660.28","-75,443.59","-138,906.40","-195,768.31","-32,844.98","248,346.34","629,861.03","436,393.39","-189,599.30"
收到其他与投资活动有关的现金,,,,,,"49,984.48",,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,
投资活动现金流入小计,"38,059.85","95,000.00",,,,"15,148,234.64","172,703,191.79","91,581,570.38","203,181,603.11","297,244,985.20","449,304,727.86","184,559,220.33","353,898,505.58","474,052,993.02","544,517,247.15","78,587,631.98"
五、现金及现金等价物净增加额,"-5,013,946.24","11,000,838.73","7,368,492.02","-4,865,273.16","171,806,487.69","-9,077,926.78","84,686,529.25","-91,700,291.18","-91,518,434.50","-94,977,621.28","-63,117,543.19","-23,326,792.37","-17,049,727.42","-16,950,582.45","9,711,738.50","-8,599,764.85"
购建固定资产、无形资产和其他长期资产支付的现金,"6,282,995.87","1,978,389.00","13,704,504.13","9,284,639.20","15,793,821.57","19,238,282.59","28,794,669.49","4,365,079.85","5,882,185.85","6,576,102.85","8,436,460.16","305,106.01","3,939,275.12","11,770,211.99","12,967,781.35","1,286,332.10"
期初现金及现金等价物余额,"20,772,214.36","15,758,268.12","26,759,106.85","34,127,598.87","34,127,598.87","34,127,598.87","34,127,598.87","117,890,909.62","118,814,128.12","118,814,128.12","118,814,128.12","55,696,584.93","55,696,584.93","55,696,584.93","55,696,584.93","65,408,323.43"
投资支付的现金,,,,,,"170,567,295.81","242,000,000.00","168,030,000.00","270,170,000.00","373,272,000.00","508,272,000.00","201,502,433.00","344,664,739.07","463,065,539.07","549,069,239.07","88,000,160.00"
期末现金及现金等价物余额,"15,758,268.12","26,759,106.85","34,127,598.87","29,262,325.71","205,934,086.56","25,049,672.09","118,814,128.12","26,190,618.44","27,295,693.62","23,836,506.84","55,696,584.93","32,369,792.56","38,646,857.51","38,746,002.48","65,408,323.43","56,808,558.58"
