科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"59,728,415.68","124,659,941.01","145,789,945.87","137,360,908.91","1,061,790,531.45","1,002,836,173.54","882,832,045.55","859,710,974.56","826,055,992.19","804,441,205.96","650,559,386.69","645,226,988.74","699,133,316.22","723,362,865.91","1,583,584,702.38","930,902,836.99","775,000,362.83","870,895,031.60","1,136,749,365.42","947,353,979.70","1,175,163,563.04","922,822,757.87","374,435,726.77","733,882,405.81","320,565,378.16","652,776,943.03","235,183,487.47","329,659,788.09","250,037,245.54","459,999,106.77","287,925,688.10","317,825,682.32","415,543,166.82","392,533,521.22","289,501,630.71","364,639,559.92"
短期借款,"214,800,000.00","284,387,088.33","236,312,670.00","309,711,800.00","250,251,600.00","205,713,200.00","181,502,000.00","246,166,400.00","202,813,800.00","240,475,400.00","240,092,800.00","267,098,700.00","259,938,700.00","263,645,300.00","264,645,300.00","207,761,470.57","197,861,403.25","200,308,996.90","189,000,000.00","202,574,856.00","189,582,762.40","174,649,698.00","189,000,000.00","184,464,647.33","253,950,949.41","355,000,000.00","415,000,000.00","380,000,000.00","315,000,000.00","418,000,000.00","432,000,000.00","577,000,000.00","585,000,000.00","307,097,710.14","624,263,115.26","658,906,028.51"
交易性金融资产,,,,,,,"3,798,528.50",,,,,,,,,,,,,,,,,,,,"199,300,051.05","195,775,926.42","198,911,127.02","191,417,560.53","84,555,399.30","84,834,257.46","135,104,758.55","142,483,918.04","108,380,415.64","64,336,047.65"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,"300,000.00","1,000,000.00","1,800,000.00","1,150,000.00","1,750,000.00","1,560,000.00","13,047,502.94","9,995,421.09","7,191,381.72","21,326,135.76","25,512,162.75","26,410,455.73","12,705,971.11","12,990,293.36","20,569,819.05","13,212,616.86","8,358,465.49","10,677,386.29","11,664,464.29","11,013,639.24","15,006,537.36","32,685,619.00","7,010,662.28","18,053,334.07","16,991,781.62","18,161,335.13","16,839,472.49","23,907,654.02","20,569,693.62","27,508,204.11","26,594,143.59","26,034,932.16","15,693,848.19","19,760,919.87"
应付票据,,"19,796,600.00","32,652,500.00","21,152,131.68","10,560,000.00","27,000,000.00","19,000,000.00",,"9,160,960.00","18,460,960.00","9,300,000.00",,,"10,550,000.00","21,814,000.00","17,744,000.00",,"12,640,000.00","22,840,000.00","8,670,000.00","2,918,148.63","2,688,148.63","14,120,000.00","28,730,000.00","29,980,000.00","57,080,000.00","53,780,000.00","66,200,000.00","103,930,000.00","107,720,000.00","42,550,000.00","2,000,000.00",,,,
应收账款,"136,124,034.33","125,078,242.93","171,215,324.30","145,650,558.60","164,586,089.76","196,312,665.78","188,729,778.93","198,022,369.78","215,236,172.37","230,725,315.15","227,614,433.33","184,423,466.57","249,146,364.43","295,533,940.42","273,198,338.52","279,116,446.36","307,872,294.38","345,876,902.03","333,508,721.07","317,442,124.19","316,307,935.58","397,980,727.33","372,490,444.47","418,077,955.49","413,419,071.54","396,240,333.20","343,283,829.74","403,189,778.68","410,643,275.44","408,457,154.42","397,291,084.73","420,295,607.30","409,219,441.44","400,250,718.31","451,780,790.55","435,346,427.97"
应付账款,"166,958,762.33","138,778,681.65","189,643,546.22","198,570,387.29","232,533,810.48","227,737,044.83","244,594,709.28","269,202,748.81","308,800,016.79","240,048,789.01","199,250,928.70","171,511,520.53","243,335,006.43","242,869,674.14","249,360,224.73","215,730,278.25","290,878,178.44","284,297,356.59","298,698,507.12","266,000,047.00","258,952,875.90","273,192,769.31","293,346,288.92","325,167,882.16","304,399,617.97","314,535,339.54","292,310,756.14","273,383,804.32","251,079,688.06","278,171,203.06","270,669,341.25","303,498,271.23","289,341,592.03","284,422,554.49","274,385,650.73","293,456,526.96"
预付款项,"8,583,550.70","36,598,766.14","15,734,021.91","33,811,881.09","37,125,631.51","38,359,301.15","21,006,736.45","41,672,699.91","46,889,278.56","96,065,779.79","81,548,248.57","90,130,220.89","71,928,109.32","73,247,576.46","77,982,151.79","147,774,913.89","139,106,414.99","131,467,457.94","96,117,031.27","69,234,362.37","92,489,176.17","101,268,546.81","51,628,398.95","65,555,258.42","61,500,805.97","69,761,459.87","37,504,357.43","50,452,079.83","90,761,893.40","89,703,563.47","90,755,938.16","81,146,263.24","82,286,378.67","95,346,039.09","140,535,241.25","73,474,416.64"
预收款项,"11,465,530.48","10,359,479.77","16,928,878.55","27,843,451.45","28,124,558.44","38,550,509.56","43,267,884.59","45,627,287.10","40,576,211.35","38,295,920.63","33,483,928.63","25,275,947.15","39,758,574.13","31,433,962.16","30,903,427.19","38,849,828.26","39,724,764.09","45,512,110.94","36,602,551.56","38,004,306.17","34,513,579.75","31,904,291.91","36,669,656.15","36,835,393.79","47,448,425.40","58,412,734.54","28,955,777.56","36,356,635.83","45,685,813.35","60,588,452.60","59,379,273.70","4,993,364.99","53,802,007.19","57,541,596.27","34,504,537.49","49,534,364.19"
其他应收款,"4,318,468.34","3,185,238.62","5,299,664.10","5,105,770.59","1,809,407.67","4,405,672.25","29,535,528.74","15,614,172.28","3,631,298.11","6,593,281.69","14,242,989.02","15,961,581.39","8,783,838.55","10,965,411.75","16,481,250.30","307,639,334.96","7,606,945.45","7,523,493.20","25,848,466.00","6,480,034.77","7,733,876.05","5,799,027.06","25,452,720.57","27,358,217.37","30,779,164.65","23,153,204.14","3,930,549.11","4,191,385.70","11,806,381.05","11,313,596.83","3,928,069.71","6,871,375.73","6,777,037.48","7,465,605.59","11,000,926.57","6,604,378.12"
应付职工薪酬,"14,310,812.37","24,403,587.38","29,340,713.42","17,227,163.49","27,212,089.00","36,459,805.73","35,636,411.43","25,441,710.66","37,410,753.60","44,638,189.46","41,873,323.89","28,294,116.17","40,809,046.98","48,851,861.33","44,553,486.45","34,283,055.11","46,110,759.79","57,128,251.43","51,580,671.39","42,323,332.68","56,284,735.60","72,325,656.62","66,267,876.14","50,561,257.58","61,912,723.72","75,320,003.21","63,760,835.89","52,832,294.53","69,233,241.87","102,434,063.57","115,939,816.09","90,287,362.29","75,699,628.66","92,201,093.94","81,360,459.18","56,456,886.74"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"-1,146,612.17","4,099,283.58","4,403,593.52","5,653,057.20","-14,536,247.08","-4,260,002.10","2,511,063.43","3,629,575.24","4,702,514.53","14,848,735.89","-30,815,166.35","-8,326,515.11","-14,057,859.07","-7,852,942.19","-23,407,541.36","-12,065,365.13","-28,990,286.94","-12,228,971.08","-8,428,478.47","473,087.17","5,928,013.82","10,520,373.65","82,768,440.15","36,138,051.35","42,703,866.25","42,541,310.81","55,112,574.95","45,716,589.00","43,887,460.81","42,967,097.45","55,852,921.38","47,722,017.50","40,665,083.59","36,423,367.00","47,720,243.02","34,664,727.40"
应收利息,,,,,,,,,,,,,,,,,,,"1,145,833.33","1,145,833.33","1,041,666.66","1,041,666.66","1,064,352.84","7,923,224.02","13,239,923.27","16,012,060.58","165,383.09","6,597,880.27","15,390,596.04","14,616,278.64","7,633,285.79","9,878,174.14","15,233,582.68","13,928,406.97","2,316,613.84","5,123,830.96"
应付利息,"465,012.08","943,250.96","774,464.56","811,920.34","467,482.75","267,829.73","440,564.36","481,569.49","261,642.13","324,263.11","356,492.22","319,564.44","418,204.33","425,193.66","9,826,189.99","21,620,677.16","34,073,125.25","46,594,267.75","9,674,713.58","22,064,930.70","34,320,392.10","46,766,742.91","9,610,153.62","21,940,801.22","34,735,743.30","46,978,171.43","10,264,020.41","22,904,986.08","34,247,953.64","46,688,968.67","10,203,003.02","23,101,835.00","35,947,995.77","46,654,115.10","1,082,274.41","1,149,036.25"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,"26,883,225.24",,,,,"32,370,000.00",,"992,258.42",,,,,,,,,"5,896,908.00",,,,,"33,688,500.00",,"28,376,090.55","12,780,389.48","12,516.27",,,,"97,110,000.00",,,,,,
存货,"118,442,329.54","93,388,629.63","169,138,517.55","257,720,404.41","332,644,194.76","312,848,227.20","409,288,798.49","485,771,968.93","453,300,298.85","381,839,673.60","441,918,433.56","460,172,531.50","477,957,981.35","444,602,296.28","505,072,925.98","520,544,927.78","529,065,856.03","613,287,940.21","654,301,160.80","614,319,007.83","506,746,542.10","454,005,994.92","535,410,932.22","527,364,967.16","513,686,385.66","492,846,891.61","516,649,456.14","481,397,671.36","460,896,077.91","549,870,058.90","672,322,600.67","660,082,338.33","676,510,050.23","664,952,905.23","700,297,356.65","741,255,373.85"
其他应付款,"88,509,191.80","7,419,429.74","4,505,506.02","5,623,293.23","5,287,475.26","5,815,394.93","4,389,696.75","8,600,209.01","10,319,447.56","11,506,350.05","7,847,466.20","21,187,522.58","14,912,489.40","9,137,706.81","9,191,591.81","15,278,728.81","10,200,896.43","9,727,023.30","8,242,531.07","10,542,873.74","9,639,527.09","8,582,123.23","12,260,059.03","12,403,551.84","7,148,835.73","15,036,707.99","9,563,790.65","10,941,349.39","13,953,176.78","10,486,104.64","11,424,495.23","14,792,135.21","14,711,006.99","25,931,013.10","7,835,844.96","13,514,694.79"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,"100,464,414.55","16,396.60",,,"46,265.45",,,,"731,713.34",,,,"744,953.19","506,964.96"
一年内到期的非流动负债,,"50,000,000.00","50,000,000.00","20,000,000.00","9,000,000.00","40,000,000.00","65,000,000.00","85,000,000.00","51,000,000.00","20,000,000.00","5,000,000.00",,,,,,,,,,,,"1,125,000.00","1,125,000.00","1,125,000.00","1,125,000.00","266,666.66","266,666.66","266,666.66","266,666.66","798,357,940.73","798,862,327.52","799,366,714.31","799,871,101.10",,
其他流动资产,,,,,"134,094.09","3,518,943.18",,,,,,,,,"4,784,456.63","203,006,012.68","356,268,448.26","251,119,000.00","7,679,725.39","304,307,455.54","200,250,000.00","500,000,000.00","1,295,380,060.59","895,167,652.92","1,421,965,938.43","1,074,918,695.91","1,435,823,948.30","826,941,278.92","867,842,063.37","802,367,112.46","909,990,204.96","1,030,469,304.79","916,344,895.06","985,630,124.18","526,002,618.42","750,326,060.54"
其他流动负债,,,,,,,,,,,,,,,,,,,,,"23,326,300.00","14,672,900.00","21,408,572.30","17,365,172.30","4,429,100.00","970,300.00","1,073,500.00",,,,,,,"2,245,917.00",,
流动资产合计,"327,196,798.59","382,910,818.33","507,477,473.73","580,649,523.60","1,599,889,949.24","1,559,430,983.10","1,536,941,416.66","1,602,352,185.46","1,558,160,543.02","1,529,660,677.28","1,423,074,872.89","1,417,240,924.85","1,532,461,772.62","1,574,122,546.55","2,473,809,796.71","2,401,974,766.02","2,135,490,140.99","2,233,382,441.84","2,263,708,768.77","2,270,960,184.02","2,311,397,223.89","2,393,932,359.89","2,771,333,588.32","2,708,031,696.79","2,782,167,329.96","2,743,762,922.41","2,788,879,109.40","2,316,367,124.40","2,323,128,132.26","2,551,652,086.04","2,475,703,678.38","2,638,911,207.42","2,683,613,454.52","2,728,626,170.79","2,246,254,395.01","2,461,373,980.48"
流动负债合计,"522,245,922.13","540,187,401.41","564,561,872.29","606,593,204.68","548,900,768.85","609,653,782.68","596,342,329.84","685,141,758.73","665,045,345.96","628,598,608.15","506,389,773.29","505,360,855.76","585,114,162.20","599,060,755.91","606,886,678.81","539,202,673.03","595,755,748.31","643,979,035.83","608,210,496.25","590,653,433.46","615,466,335.29","668,991,204.26","726,576,046.31","743,107,848.12","800,614,651.26","967,012,083.79","930,087,922.26","888,602,325.81","877,284,001.17","1,164,432,556.65","1,796,376,791.40","1,862,257,313.74","1,894,534,028.54","1,652,388,468.14","1,071,152,125.05","1,107,682,264.84"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,"26,000,000.00","26,000,000.00","26,000,000.00","34,202,841.88","32,561,064.85","32,561,064.85","12,561,064.85","12,561,064.85","32,365,016.80","32,365,016.80","32,365,016.80","32,365,016.80","31,928,397.07","32,178,397.07"
长期借款,,"81,850,000.00","162,850,000.00","176,850,000.00","102,850,000.00","46,850,000.00","21,850,000.00","1,850,000.00","1,850,000.00","1,850,000.00","1,850,000.00","1,681,818.00","1,681,818.00","1,681,818.00","31,681,818.00","31,513,636.00","27,388,636.00","27,388,636.00","23,263,636.00","23,095,454.00","1,345,454.00","1,345,454.00","1,345,454.00","1,177,272.00","1,177,272.00","1,177,272.00","1,177,272.00","1,177,272.00","1,009,090.00","1,009,090.00","1,009,090.00","1,009,090.00","840,908.00","840,908.00","840,908.00","672,726.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,"790,287,752.09","790,792,138.88","791,296,525.67","791,800,912.46","792,305,299.25","792,809,686.04","793,314,072.83","793,818,459.62","794,322,846.41","794,827,233.20","795,331,619.99","795,836,006.78","796,340,393.57","796,844,780.36","797,349,167.15","797,853,553.94",,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,"2,500,000.00","2,500,000.00","5,000,000.00","5,000,000.00","5,000,000.00","25,000,000.00","25,000,000.00","25,000,000.00","25,000,000.00","26,500,000.00",,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,"2,628,036.39","4,204,157.31","14,803,611.46","15,731,633.10","17,047,027.13","16,839,700.70","23,549,267.00","26,810,034.65","28,917,978.91","30,993,412.11","30,611,731.26","30,230,050.41","29,848,369.56","29,466,688.71","29,085,007.86","29,047,631.01","28,662,062.23","28,276,493.38","27,890,924.53","29,407,743.32","28,288,686.24","28,631,116.91","28,948,355.49","28,552,003.06","28,162,660.80","32,631,897.40"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"477,646,097.37","557,248,779.06","748,213,370.34","735,547,962.13","750,363,199.61","788,897,887.47","877,843,926.30","886,134,981.67","964,302,154.07","997,531,320.60","1,006,173,551.17","1,014,590,514.40","1,032,262,918.39","1,034,064,891.25","1,141,452,240.08","1,205,377,506.03","1,252,459,830.46","1,227,314,082.01","1,307,081,460.20","1,303,754,427.01","1,288,507,146.53","1,254,448,416.28","1,236,100,009.47","1,357,717,224.68","1,375,222,068.33","1,359,374,114.52","1,384,454,339.15","1,407,240,049.23","1,387,569,003.63","1,363,615,892.77","1,462,570,313.38","1,430,531,638.33","1,426,723,123.24","1,413,753,089.51","1,378,238,303.20","1,351,283,194.33"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,"216,531.64","216,531.64","216,531.64","216,531.64","1,672,473.43","1,657,590.93","1,620,615.93","1,618,948.43","3,378,463.33","3,377,413.33"
在建工程,"908,583.47","44,353,879.31","3,494,595.46","18,192,947.83","44,709,411.27","71,840,649.07","57,603,913.94","89,060,320.81","75,799,155.21","74,855,838.64","154,561,140.75","183,199,913.61","126,609,719.38","133,040,831.90","81,837,230.86","56,032,766.73","38,112,045.31","23,998,278.37","8,909,642.57","11,589,545.24","11,493,366.74","21,358,104.79","62,363,431.55","47,764,603.59","37,026,690.84","16,072,006.57","32,145,377.69","4,709,220.05","21,489,374.02","98,508,189.57","8,638,214.63","31,534,700.22","3,056,393.41","4,425,681.08","14,380,971.21","21,389,444.96"
其他非流动负债,,,,,,,,,,,,,,,"20,150,000.00","20,150,000.00","20,150,000.00","22,150,000.00","39,426,701.96","38,199,130.91","48,437,969.48","46,170,918.99",,"37,120,733.58",,,,"49,243,280.61",,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,"81,850,000.00","162,850,000.00","176,850,000.00","102,850,000.00","46,850,000.00","21,850,000.00","1,850,000.00","1,850,000.00","1,850,000.00","1,850,000.00","1,681,818.00","1,681,818.00","1,681,818.00","842,119,570.09","842,455,774.88","838,835,161.67","841,339,548.46","854,995,637.21","854,104,270.95","843,097,496.31","841,334,832.61","845,682,282.35","833,125,238.78","846,522,873.93","834,446,608.06","846,977,477.82","847,481,864.61","847,818,069.40","849,122,456.19","46,650,331.39","46,614,396.26","46,388,186.63","46,365,466.50","43,087,756.39","44,827,701.09"
固定资产清理,,,,,,,,,,,,,,"72,349.97","72,349.97","71,949.97","72,349.97","72,349.97",,,"-5,928.25",,,,,,,,,-666.65,,,,,,
