科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
负债合计,"641,386,050.91","947,573,630.28","925,826,895.20","881,298,162.07","708,647,368.41","686,235,663.29","884,605,234.09","752,998,867.62","709,657,075.16","606,601,395.55","697,029,062.90","602,825,362.25","951,878,263.62","1,134,096,279.04","1,144,126,136.77","994,670,919.96","903,138,310.01"
生产性生物资产,,,,,,,,,,,,,,,,,
实收资本(或股本),"56,400,000.00","56,400,000.00","56,400,000.00","56,400,000.00","71,200,000.00","73,984,000.00","147,968,000.00","147,968,000.00","147,968,000.00","148,328,000.00","148,308,000.00","148,308,000.00","370,770,000.00","370,614,000.00","370,614,000.00","370,614,000.00","364,720,000.00"
油气资产,,,,,,,,,,,,,,,,,
资本公积,"81,158,422.15","81,158,422.15","77,773,734.35","77,773,734.35","780,158,475.92","945,444,555.92","901,900,755.92","917,382,305.92","933,640,855.92","957,051,630.72","973,366,055.92","978,070,798.30","762,766,298.30","761,045,306.30","735,355,250.34","735,355,250.34","673,437,654.34"
无形资产,"21,373,554.46","21,367,100.61","26,642,423.79","26,634,504.51","26,359,262.83","26,300,867.92","26,447,104.79","26,244,555.12","26,108,394.67","25,913,938.50","31,898,279.19","31,518,176.58","31,072,680.95","30,760,576.78","35,033,532.50","34,543,491.40","35,259,865.07"
盈余公积,"18,017,042.03","33,327,843.82","45,269,668.91","45,269,668.91","55,615,484.08","55,615,484.08","60,269,063.02","60,269,063.02","69,957,272.63","70,344,726.47","82,163,634.40","82,163,634.40","82,163,634.40","82,163,634.40","92,770,510.27","92,770,510.27","92,770,510.27"
开发支出,,,,"104,694.13",,,,,,,,,,,,,
减:库存股,,,,,,,"168,070,080.00","168,070,080.00","168,070,080.00","109,626,328.00","109,022,628.00","109,022,628.00","109,022,628.00","70,002,256.00","70,002,256.00","70,002,256.00",
商誉,,,"3,493,015.96","3,493,015.96","3,493,015.96","3,493,015.96","11,678,498.70","21,777,337.77","25,527,229.80","25,527,229.80","33,833,676.99","33,833,676.99","33,833,676.99","33,833,676.99","33,833,676.99","33,833,676.99","33,833,676.99"
未分配利润,"148,715,806.30","257,684,384.43","399,393,085.78","392,240,440.19","421,536,448.58","478,887,376.68","527,119,263.62","534,457,844.59","487,914,656.20","517,639,346.92","583,783,329.96","593,222,113.11","596,712,269.89","599,952,877.28","556,769,995.25","516,738,400.59","473,381,893.28"
长期待摊费用,"913,888.89",,,,,,,"509,442.85","339,628.60","1,170,457.35","959,018.86","1,495,818.68","1,235,996.27","1,307,715.06","2,537,751.91","2,643,670.11","3,092,906.19"
少数股东权益,"3,904,169.78","2,005,312.20",,,,,,"5,710,743.78","15,321,112.78","23,254,608.43","33,394,860.04","28,867,536.85","35,646,600.78","36,063,751.20","35,801,847.23","34,835,505.97","39,008,540.07"
递延所得税资产,"2,076,870.24","5,482,458.20","9,556,441.40","9,479,320.63","9,995,456.39","10,610,406.84","10,394,178.65","13,136,821.29","23,054,588.43","17,940,183.68","24,678,891.35","25,332,622.24","23,416,982.49","23,417,578.80","30,596,005.10","29,701,370.81","33,153,566.01"
外币报表折算价差,,,,,,,,,,,,,,,,,
其他非流动资产,,"1,985,897.45","719,592.55","662,782.60","605,972.65","549,162.70","749,833.82","657,912.83","565,991.84","933,977.45","128,740.53","93,629.49","58,518.44","23,407.40","168,428,482.51","168,428,482.51","169,868,441.73"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,
非流动资产合计,"99,927,251.49","209,247,996.80","280,200,934.35","321,872,578.88","344,568,843.89","381,770,532.69","442,420,728.27","496,898,704.52","576,792,276.28","618,769,487.28","771,381,233.28","828,084,186.76","947,723,418.46","953,861,050.01","1,142,675,207.11","1,183,507,475.54","1,193,140,930.71"
所有者权益(或股东权益)合计,"308,195,440.26","430,575,962.60","578,595,906.01","571,157,108.34","1,327,915,061.84","1,553,673,031.28","1,469,552,533.90","1,497,945,621.15","1,487,387,327.98","1,607,725,689.17","1,713,464,375.45","1,722,996,442.55","1,740,141,182.00","1,780,942,319.81","1,721,813,150.78","1,680,194,356.34","1,643,107,684.75"
资产总计,"949,581,491.17","1,378,149,592.88","1,504,422,801.21","1,452,455,270.41","2,036,562,430.25","2,239,908,694.57","2,354,157,767.99","2,250,944,488.77","2,197,044,403.14","2,214,327,084.72","2,410,493,438.35","2,325,821,804.80","2,692,019,445.62","2,915,038,598.85","2,865,939,287.55","2,674,865,276.30","2,546,245,994.76"
负债和所有者(或股东权益)合计,"949,581,491.17","1,378,149,592.88","1,504,422,801.21","1,452,455,270.41","2,036,562,430.25","2,239,908,694.57","2,354,157,767.99","2,250,944,488.77","2,197,044,403.14","2,214,327,084.72","2,410,493,438.35","2,325,821,804.80","2,692,019,445.62","2,915,038,598.85","2,865,939,287.55","2,674,865,276.30","2,546,245,994.76"
