科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"26,162,032.48","9,758,670.13","6,982,356.20","35,399,591.52","42,003,981.67","347,301,673.07","291,504,984.83","297,075,633.16","303,305,495.77","318,480,188.58","302,823,896.58","316,498,245.01","328,764,047.77","343,743,775.77","202,582,705.02","218,383,203.93","115,139,452.80","107,687,016.40","101,943,359.90","119,166,556.95","154,553,937.51","76,942,919.20","71,738,106.58","109,035,896.63","64,380,664.55","82,968,096.16","81,705,446.60","71,706,137.92","67,714,636.63","82,268,626.54","48,388,720.04","68,784,402.95","89,228,867.01","144,630,684.23","139,772,755.36"
短期借款,"51,600,000.00","47,000,000.00","58,000,000.00","88,000,000.00","87,000,000.00","48,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"800,000.00","1,378,100.22","1,385,359.73","2,270,619.00","7,851,654.34","3,438,541.08","5,532,505.25","5,732,402.70","10,477,109.94","7,306,181.00","5,088,907.20","2,470,000.00","2,146,466.37","420,000.00","1,866,137.59","2,300,000.00","3,363,628.04","4,761,165.87","6,667,475.90","5,567,720.60","3,946,977.84","4,472,955.95","6,241,875.49","5,769,972.97","6,790,801.65","3,858,081.50","3,780,032.51","4,260,936.95","1,164,748.00","4,334,427.05","1,030,000.00","3,070,000.00","4,387,394.10","3,789,025.66","13,217,621.17"
应付票据,,,,,,,,,,,,,,,,"1,050,000.00","1,050,000.00",,,,,,,,,,,,,,,,,,
应收账款,"42,615,291.92","35,567,359.34","40,842,760.48","49,126,253.45","45,846,545.51","45,736,181.64","51,567,999.70","48,846,608.47","47,399,291.48","43,603,989.39","51,879,729.40","51,498,619.61","52,102,014.70","50,169,282.85","55,476,322.15","50,744,709.77","56,966,788.00","57,942,221.69","64,083,985.79","62,134,734.20","63,306,300.54","61,629,215.85","71,100,875.08","66,910,519.17","64,485,778.62","57,828,518.00","69,373,463.64","68,255,559.43","75,411,116.53","74,969,648.51","84,567,034.76","84,566,769.27","85,630,990.59","85,477,192.57","89,993,940.69"
应付账款,"13,486,178.36","15,126,116.09","20,990,724.69","31,673,267.86","31,756,601.33","22,329,679.88","29,385,374.25","28,209,827.42","31,209,797.20","26,058,305.49","26,778,361.27","30,857,167.58","33,182,991.62","34,438,268.38","38,523,324.25","35,256,501.12","38,633,619.98","35,703,433.40","38,060,008.27","40,473,511.17","37,641,699.96","36,472,049.10","41,235,356.72","37,651,736.61","40,451,743.95","38,920,379.85","40,661,420.52","35,033,567.37","43,606,226.71","42,369,032.56","48,837,275.03","57,724,236.86","58,427,599.67","46,500,677.00","53,061,905.21"
预付款项,"4,174,250.77","11,773,972.37","12,095,980.40","8,053,475.85","6,483,451.90","6,974,782.40","15,567,901.26","14,096,532.88","9,392,035.35","12,212,264.04","12,397,784.75","8,701,547.66","7,832,196.78","9,794,523.04","7,237,941.72","8,794,749.07","7,508,753.36","9,993,314.48","12,229,568.26","12,129,169.38","2,780,354.26","6,723,513.74","3,034,254.93","3,552,632.79","2,183,241.43","2,708,557.92","1,505,790.10","2,610,070.10","2,079,140.41","2,322,654.49","2,285,753.60","8,096,898.03","2,387,871.06","5,346,790.11","7,008,435.48"
预收款项,"2,085,575.77","511,696.47","937,225.74","984,760.42","1,226,856.65","1,231,725.10","1,761,812.92","1,511,906.39","2,089,448.24","2,152,722.14","1,787,795.07","1,357,520.70","1,180,769.86","1,904,432.42","1,174,528.02","1,273,654.60","1,657,837.48","2,068,636.01","1,518,190.02","1,603,595.51","2,059,745.01","1,875,896.81","1,764,195.64","1,233,217.25","973,915.80","1,234,867.59","1,862,997.10","1,841,387.95","2,420,407.23","3,040,451.01","2,482,148.47","4,792,986.51","2,712,177.62","24,171,117.98","2,105,190.99"
