科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"215,621,165.28","267,017,269.12","133,325,416.17","202,458,758.14","292,856,844.65","60,779,727.77","140,122,294.70","211,881,056.52","288,493,394.91","45,943,284.18","164,181,820.26","267,725,034.08","363,501,256.52","55,837,653.45","152,466,792.42","254,292,311.22","367,026,471.37","73,527,024.63","188,631,687.03","313,108,239.84","437,071,972.99","87,889,416.19","184,653,257.83","309,476,097.26","435,815,631.96","90,548,190.39","173,520,697.20","288,573,980.47","398,686,637.06","106,107,377.04","240,487,044.44","359,556,599.28","485,668,483.39","95,366,042.06","212,725,227.48","331,004,405.16","542,871,877.79","188,328,111.55","393,398,246.28"
取得子公司及其他营业单位支付的现金净额,"1,993,048.48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"81,971,974.80",,,,"272,863,861.88",,
收到的税费返还,"12,350,000.00","8,800,000.00","10,697,587.94","16,497,587.94","27,497,587.54",,"4,800,000.00","7,300,000.00","9,100,000.00","6,000,000.00","11,000,000.00","16,200,000.00","17,400,000.00","9,000,000.00","14,309,624.20","19,609,624.20","23,809,624.20","3,554,221.03","10,554,221.03","21,354,221.03","30,354,221.03","6,121,243.98","12,194,760.49","20,023,328.09","24,659,384.94","2,801,079.14","8,868,817.63","11,860,296.57","14,696,897.85","2,782,229.13","3,690,499.15","6,326,918.56","16,116,900.44","4,138,693.09","12,428,808.98","21,844,825.71","35,720,213.76","7,937,056.75","15,115,688.00"
支付其他与投资活动有关的现金,,,,,,"697,676,513.50","647,676,513.50","597,676,513.50",,,"302,568,510.22","250,000,000.00","374,421,173.85","-374,421,173.85","10,178,936.19","441,244,313.84","573,094,762.27","57,516,524.54","245,387,684.35","464,147,807.62","407,424,820.34","141,895,176.89","248,724,405.28","352,181,650.44","1,036,793,225.37","248,376,879.34","400,526,495.81","581,790,980.98","696,790,980.98","162,429,055.72","297,429,055.72","420,721,215.85","510,721,215.85","50,000,000.00","120,000,000.00","195,000,000.00","242,000,000.00","15,000,000.00","15,000,000.00"
收到其他与经营活动有关的现金,"2,120,684.43","2,074,139.28","915,874.99","1,894,205.33","2,470,640.25","1,647,003.60","1,758,793.11","2,731,500.80","855,286.15","23,642,569.43","40,981,434.23","48,920,103.66","33,737,496.74","287,784.40","342,593.18","654,359.53","2,294,883.48","98,753.59","213,806.69","665,314.92","2,373,432.37","40,863.36","72,403.57","91,147.89","2,788,406.66","270,789.77","397,767.07","538,235.05","592,176.11","299,863.07","5,006,680.23","5,097,151.06","820,030.81","181,878.73","312,332.81","414,019.91","4,867,820.68","6,772,803.92","10,118,519.46"
投资活动现金流出小计,"19,358,396.43","54,246,717.36","14,076,448.67","34,234,432.35","21,476,347.89","720,745,402.05","689,316,780.25","658,129,209.52","152,953,999.49","53,088,707.76","366,494,637.24","396,014,391.29","534,433,065.84","-364,082,571.11","28,011,424.60","465,340,487.75","611,844,039.09","71,122,969.73","334,757,812.61","595,280,202.80","623,949,337.58","317,553,188.46","551,034,152.91","810,317,173.90","1,195,250,783.55","273,347,201.72","427,725,059.32","616,770,260.53","734,841,382.31","269,938,272.98","420,625,674.10","564,184,281.02","796,447,433.83","93,220,145.44","195,179,866.64","309,094,748.20","614,536,464.82","23,827,342.93","52,319,239.62"
经营活动现金流入小计,"230,091,849.71","277,891,408.40","144,938,879.10","220,850,551.41","322,825,072.44","62,426,731.37","146,681,087.81","221,912,557.32","298,448,681.06","75,585,853.61","216,163,254.49","332,845,137.74","414,638,753.26","65,125,437.85","167,119,009.80","274,556,294.95","393,130,979.05","77,179,999.25","199,399,714.75","335,127,775.79","469,799,626.39","94,051,523.53","196,920,421.89","329,590,573.24","463,263,423.56","93,620,059.30","182,787,281.90","300,972,512.09","413,975,711.02","109,189,469.24","249,184,223.82","370,980,668.90","502,605,414.64","99,686,613.88","225,466,369.27","353,263,250.78","583,459,912.23","203,037,972.22","418,632,453.74"
投资活动产生的现金流量净额,"1,605,333.57","-54,246,717.36","-14,076,448.67","-34,234,432.35","-21,476,347.89","-720,745,402.05","-689,153,280.25","-657,965,709.52","-152,793,643.72","-53,088,707.76","-366,494,637.24","-396,014,391.29","-532,982,199.71","364,082,571.11","-28,011,424.60","85,555,796.14","-2,744,773.32","274,217,158.44","126,024,140.10","172,610,273.94","137,222,114.07","-134,125,455.37","-59,119,030.06","-83,664,337.73","-274,656,380.35","-26,747,323.37","-3,531,364.06","1,187,232.95","9,444,877.66","-47,905,621.14","-62,774,022.26","-58,767,073.46","-76,313,252.08","11,119,370.59","65,687,095.23","53,673,869.50","-176,159,587.35","11,473,150.35","-14,985,175.57"
购买商品、接受劳务支付的现金,"185,664,343.17","192,577,046.67","98,215,781.96","155,956,566.94","220,357,314.80","55,068,700.47","97,896,731.43","181,305,144.45","246,989,183.04","43,181,070.81","94,282,650.61","148,233,704.85","198,886,663.28","46,830,659.85","108,314,472.55","212,139,062.98","301,486,587.55","70,128,621.20","163,039,454.58","278,419,424.63","327,054,380.96","61,781,158.13","147,057,835.06","243,609,889.42","289,721,678.43","73,546,658.59","117,675,619.87","196,941,345.18","262,500,847.56","57,538,327.65","150,526,657.48","251,536,796.55","298,627,877.82","97,201,601.41","222,478,916.07","345,757,694.47","487,043,038.26","201,968,119.81","326,339,357.15"
吸收投资收到的现金,,,,,,"783,947,400.00","783,947,400.00","783,947,400.00","794,379,400.00",,,,,,,,,,,,,,,,,,,,,,,,"3,000,000.00",,,"668,502.49","649,710.01",,
