科目,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
预计负债,"6,766,123.53","6,627,822.06","8,253,751.61","8,360,937.59","8,890,610.86","10,516,579.21","11,926,650.70","12,234,478.24","12,393,813.93","12,492,125.97","13,439,483.92","13,399,137.43","14,033,059.38","15,736,864.09","17,391,975.86","17,135,860.86"
固定资产,"32,033,341.58","28,921,033.80","170,827,690.39","175,005,636.01","438,193,139.99","439,887,944.61","586,855,587.86","578,373,737.20","571,060,070.27","572,767,289.55","569,641,659.71","580,064,714.60","577,320,756.24","583,161,634.28","591,377,693.91","582,350,841.98"
递延所得税负债,,,,,,,,,,,,,,,,"1,527,798.30"
在建工程,"148,040,535.20","448,069,346.09","394,343,974.31","417,793,421.32","163,330,695.22","166,479,788.82","6,864,590.09","10,252,041.48","14,380,392.19","12,096,728.57","29,278,077.92","17,311,460.47","68,646,083.56","99,498,662.10","243,214,961.68","289,762,111.38"
其他非流动负债,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,
非流动负债合计,"19,066,123.53","19,072,983.94","20,685,066.68","25,998,468.26","32,669,384.65","34,136,596.12","35,692,755.19","41,419,616.77","41,331,714.00","41,182,787.58","42,057,231.63","41,601,694.52","41,987,880.43","43,443,949.10","44,851,324.83","93,978,530.84"
固定资产清理,,,,,,,,,,,,,,,,
负债合计,"366,392,765.43","602,006,439.89","585,840,651.86","439,799,368.59","641,310,391.03","700,001,318.03","773,892,035.26","616,909,906.77","698,959,485.92","791,541,672.78","845,493,840.78","572,456,936.26","758,699,401.30","859,655,563.64","1,093,644,333.41","748,541,403.84"
生产性生物资产,,,,,,,,,,,,,,,,
实收资本(或股本),"357,000,000.00","392,000,000.00","392,000,000.00","392,000,000.00","435,600,000.00","435,600,000.00","435,600,000.00","435,600,000.00","435,600,000.00","435,600,000.00","435,600,000.00","435,600,000.00","435,600,000.00","435,600,000.00","435,600,000.00","435,600,000.00"
油气资产,,,,,,,,,,,,,,,,
资本公积,"3,222,339.61","3,222,339.61","3,222,339.61","3,222,339.61","687,348,939.61","687,348,939.61","688,045,028.34","688,045,028.34","688,045,028.34","688,045,028.34","688,045,028.34","688,045,028.34","688,045,028.34","688,045,028.34","688,045,028.34","688,045,028.34"
无形资产,"81,746,647.61","79,921,065.04","95,355,084.11","94,829,414.85","93,980,057.24","93,160,534.47","93,551,793.62","92,655,697.11","181,806,228.42","185,042,879.62","183,510,761.37","181,527,179.27","179,628,514.88","222,930,266.71","220,723,071.29","219,165,898.63"
盈余公积,"47,500,236.66","81,930,262.83","129,340,308.15","129,340,308.15","129,340,308.15","129,340,308.15","187,731,846.73","187,731,846.73","187,731,846.73","187,731,846.73","217,800,000.00","217,800,000.00","217,800,000.00","217,800,000.00","217,800,000.00","217,800,000.00"
开发支出,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,
未分配利润,"275,806,176.77","345,049,489.56","579,830,822.73","724,848,615.42","826,046,008.10","564,387,269.09","699,070,437.86","899,519,221.35","642,461,090.43","863,325,304.32","1,068,749,922.38","1,243,165,165.25","813,524,483.99","1,036,013,065.73","1,260,246,860.08","1,419,185,835.13"
长期待摊费用,"1,454,551.49","573,806.79","1,744,816.67","1,702,220.34","2,424,477.84","2,275,864.12","14,663,748.38","13,893,768.96","13,123,789.54","12,409,268.95","11,636,466.51","10,863,664.08","11,434,238.88","10,750,547.60","9,893,034.03","10,360,315.22"
少数股东权益,,,,,,,,,,,,,"2,767,355.12","2,469,331.69","1,758,616.10","1,362,785.75"
递延所得税资产,"17,797,194.62","14,993,097.69","19,237,712.28","18,707,866.27","22,513,971.32","25,243,057.68","21,358,897.93","19,465,329.94","24,812,224.92","24,819,280.08","29,227,755.22","20,522,523.78","21,909,596.08","26,505,403.40","32,353,814.58","36,481,318.46"
外币报表折算价差,,,,,,,,,,,,,,,,
其他非流动资产,"12,533,308.00","7,905,404.95","13,462,837.54","8,998,945.97","9,588,445.75","8,479,219.75","83,053.00","293,053.00","426,200.00","15,973,064.52","33,472,334.52","33,849,500.00","19,942,516.59","22,273,630.90","40,937,034.21","38,440,468.96"
非正常经营项目收益调整,,,,,,,,,,,,,,,,
非流动资产合计,"293,605,578.50","580,383,754.36","694,972,115.30","717,037,504.76","730,030,787.36","735,526,409.45","723,377,670.88","714,933,627.69","805,608,905.34","823,108,511.29","856,767,055.25","844,139,042.20","878,881,706.23","965,120,144.99","1,138,499,609.70","1,176,560,954.63"
所有者权益(或股东权益)合计,"683,528,753.04","822,202,092.00","1,104,393,470.49","1,249,411,263.18","2,078,335,255.86","1,816,676,516.85","2,010,447,312.93","2,210,896,096.42","1,953,837,965.50","2,174,702,179.39","2,410,194,950.72","2,584,610,193.59","2,157,736,867.45","2,379,927,425.76","2,603,450,504.52","2,761,993,649.22"
资产总计,"1,049,921,518.47","1,424,208,531.89","1,690,234,122.35","1,689,210,631.77","2,719,645,646.89","2,516,677,834.88","2,784,339,348.19","2,827,806,003.19","2,652,797,451.42","2,966,243,852.17","3,255,688,791.50","3,157,067,129.85","2,916,436,268.75","3,239,582,989.40","3,697,094,837.93","3,510,535,053.06"
负债和所有者(或股东权益)合计,"1,049,921,518.47","1,424,208,531.89","1,690,234,122.35","1,689,210,631.77","2,719,645,646.89","2,516,677,834.88","2,784,339,348.19","2,827,806,003.19","2,652,797,451.42","2,966,243,852.17","3,255,688,791.50","3,157,067,129.85","2,916,436,268.75","3,239,582,989.40","3,697,094,837.93","3,510,535,053.06"
