科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付给职工以及为职工支付的现金,"33,932,875.72","36,221,552.74","18,332,560.98","28,554,151.07","41,284,049.80","15,280,315.84","31,202,122.65","46,825,602.39","61,338,408.95","20,230,314.79","38,764,614.28","59,812,332.88","77,367,358.49","22,803,842.57","45,033,865.52","66,318,477.80","86,538,728.65","26,447,092.45","51,479,912.19","73,587,982.27","98,438,597.73","28,037,540.93","56,598,245.70","80,402,779.12","102,216,472.66","22,507,754.31","53,454,694.53","77,835,969.82","107,540,877.45","31,479,748.56","61,548,159.51","90,569,719.13","136,078,407.58","54,371,298.72","106,636,709.52","157,814,167.57","202,950,182.70","68,662,862.61","107,047,442.78","150,824,323.44","220,203,242.70","58,179,187.62"
取得借款收到的现金,"50,000,000.00","175,300,000.00","66,700,000.00","96,700,000.00","159,400,000.00",,,"30,000,000.00","190,000,000.00","60,000,000.00","144,000,000.00","409,000,000.00","683,000,000.00","300,000,000.00","690,000,000.00","928,001,370.00","1,158,001,370.00","222,538,900.00","447,435,801.00","912,265,001.00","1,042,368,100.00","713,166,850.00","713,205,271.00","953,205,271.00","1,101,205,271.00","426,250,568.00","735,955,702.00","1,006,720,422.00","1,327,015,288.00","252,603,580.00","390,072,790.00","875,747,452.00","1,596,661,142.00","200,000,000.00","514,783,800.00","1,189,879,100.00","1,458,941,600.00","154,667,392.82","300,334,602.31","1,059,718,358.15","1,217,485,725.23","191,149,235.92"
支付的各项税费,"26,600,051.19","25,864,478.09","14,226,770.15","21,410,076.15","28,593,382.14","10,592,645.44","17,658,721.14","24,825,879.22","21,355,847.91","1,626,925.80","30,649,068.96","37,337,826.24","49,374,302.49","11,889,992.48","46,259,193.53","67,531,838.23","59,392,043.31","11,623,910.13","27,272,443.95","25,972,102.81","26,128,818.40","7,987,746.71","21,289,013.42","27,037,621.15","38,785,978.97","4,084,250.17","13,857,841.38","19,888,403.84","32,942,493.89","10,579,542.18","26,019,233.16","34,225,452.58","51,625,249.52","15,305,302.17","37,820,865.51","50,132,625.94","58,563,498.06","13,904,848.29","40,697,318.52","49,914,549.00","63,308,675.03","8,772,591.96"
收到其他与筹资活动有关的现金,"53,000,000.00",,,,,,"10,267,300.00","10,267,300.00",,,,,,,,,"12,000,000.00",,,,"7,000,000.00",,,,,,,,,,,,"5,321,440.00",,,,"47,800,000.00",,,"60,872,758.60","60,872,758.60",
支付其他与经营活动有关的现金,"9,937,553.15","51,964,320.65","5,137,775.62","36,125,412.53","43,100,414.04","8,474,162.25","13,854,616.03","28,848,595.33","44,916,773.96","11,280,514.76","33,049,145.31","44,806,116.01","48,187,461.50","9,901,506.91","30,908,283.42","43,926,905.75","57,332,541.18","17,035,997.09","29,741,396.36","47,124,695.38","58,642,482.56","13,681,590.84","29,781,602.12","46,513,883.08","55,307,072.37","14,618,303.75","29,425,851.96","45,800,381.48","61,885,911.99","14,049,205.18","35,437,152.56","47,672,900.71","65,692,015.22","25,964,726.81","54,366,695.32","79,279,618.66","63,488,867.40","15,777,816.68","46,183,265.03","77,615,713.32","71,758,109.51","29,665,976.73"
筹资活动现金流入小计,"103,000,000.00","175,300,000.00","66,700,000.00","96,700,000.00","159,400,000.00","706,455,300.00","716,722,600.00","746,722,600.00","913,938,000.00","60,000,000.00","144,000,000.00","409,000,000.00","683,000,000.00","300,000,000.00","1,286,818,240.00","1,524,819,610.00","1,768,866,810.00","222,538,900.00","447,435,801.00","912,265,001.00","1,049,368,100.00","713,166,850.00","713,205,271.00","953,205,271.00","1,101,205,271.00","426,250,568.00","735,955,702.00","1,006,720,422.00","1,327,015,288.00","252,603,580.00","390,072,790.00","875,747,452.00","1,601,982,582.00","200,000,000.00","514,783,800.00","1,189,879,100.00","1,506,741,600.00","154,667,392.82","1,312,393,825.40","2,132,650,339.84","2,291,392,894.40","191,149,235.92"
经营活动现金流出小计,"404,961,670.29","641,484,791.26","237,651,243.67","509,215,998.87","666,153,777.44","194,843,651.29","357,408,699.86","636,219,572.96","1,090,510,901.69","362,161,829.36","483,371,746.88","725,283,928.21","791,919,981.68","391,018,111.69","412,839,484.10","649,497,929.25","614,141,355.03","330,888,206.13","484,389,686.27","703,709,722.43","741,206,135.78","261,196,011.84","570,424,378.69","677,517,305.04","634,356,097.99","186,353,194.32","407,131,602.95","520,493,345.59","451,789,696.36","191,510,811.68","461,210,898.29","715,068,227.04","576,601,266.85","267,790,429.28","677,086,252.18","818,244,202.53","948,957,926.54","345,886,993.84","658,540,018.37","889,450,716.07","821,439,169.87","218,834,136.53"
偿还债务支付的现金,"110,000,000.00","98,700,000.00","80,300,000.00","80,400,000.00","175,300,000.00","50,000,000.00","90,000,000.00","90,000,000.00","92,700,000.00",,,"109,000,000.00","609,934,327.55","214,000,000.00","624,000,000.00","724,000,000.00","1,104,000,000.00","187,641,185.00","494,212,886.00","700,017,036.00","980,114,058.12","567,833,135.00","695,491,415.00","970,205,271.00","1,070,205,271.00","404,924,486.00","699,924,486.00","803,109,992.00","1,100,064,995.00","172,577,350.00","432,577,350.00","776,647,744.00","1,072,718,150.00","191,000,000.00","565,486,020.00","1,139,987,245.00","1,377,947,268.00","59,946,375.00","299,946,375.00","1,208,208,768.15","1,354,755,988.15","173,478,500.00"
经营活动产生的现金流量净额,"78,971,566.06","16,092,448.60","58,288,729.17","72,113,702.62","166,269,464.13","13,126,119.41","-15,310,157.66","-57,739,695.33","-109,600,817.14","-67,577,465.59","4,324,801.51","5,931,076.41","21,693,223.98","493,917.66","3,755,877.81","-9,051,677.96","32,247,966.11","87,273,966.05","30,660,025.95","10,907,021.62","4,470,653.13","10,863,069.28","46,024,220.88","48,339,442.03","75,260,475.49","9,737,865.07","40,204,645.99","93,038,893.66","111,701,649.29","38,496,750.69","48,170,659.84","109,385,084.16","172,412,306.83","14,257,484.13","-1,487,716.18","82,486,874.64","-50,926,122.61","-11,914,190.94","11,631,564.29","37,025,103.06","5,928,329.92","13,887,224.08"
分配股利、利润或偿还利息支付的现金,"3,873,352.86","7,723,736.40","2,680,387.31","4,448,296.35","6,013,165.39","1,295,062.50","26,043,361.50","26,230,269.75","30,958,816.19","2,552,750.01","6,693,961.75","36,246,912.54","42,546,095.12","56,812,187.99","69,092,443.89","78,125,671.62","97,824,055.92","15,914,320.23","24,009,401.85","31,869,835.72","41,285,120.44","10,076,481.83","25,750,746.47","34,838,385.81","49,988,356.36","10,395,409.42","24,939,442.36","34,886,989.00","44,742,602.05","10,837,439.94","19,832,497.06","34,598,120.09","46,004,326.35","17,242,479.81","37,899,539.45","54,952,614.79","73,796,514.22","16,885,593.84","33,286,720.56","56,609,768.76","82,723,948.15","15,509,101.58"
收回投资收到的现金,,"231,663.60",,,,,,,,,"590,000.00","590,000.00","590,000.00",,,,,,,,,,,,,,,,"35,000,000.00","35,000,000.00",,,,,,,,"40,000,000.00",,,,
支付其他与筹资活动有关的现金,"20,079,301.00",,,,,,"6,829,469.19","8,547,054.74","5,079,650.00",,,,"12,020,947.69",,,,"497,200.00",,,,"10,784,616.15",,,,,,,,"5,321,440.00",,,,"47,800,000.00",,,,"60,872,758.60","47,800,000.00","47,800,000.00","125,300,000.00","124,684,780.52",
取得投资收益收到的现金,,"20,200.00","21,208.00","21,208.00","21,208.00",6.56,6.56,6.56,6.56,,"338,533.00","338,533.00","338,533.00",,,,,,,,"7,122,301.37","2,141,685.70","2,228,547.95","3,320,008.82","4,965,345.96","1,007,360.73","643,780.82","1,305,335.23","3,132,988.07","1,060,800.28","1,862,501.37","2,258,534.28","2,796,750.58","108,904.11","916,370.55","916,370.55","1,566,930.81","304,986.30","323,302.07","323,302.07","320,975.88","10,025.19"
筹资活动现金流出小计,"133,952,653.86","106,423,736.40","82,980,387.31","84,848,296.35","181,313,165.39","51,295,062.50","122,872,830.69","124,777,324.49","128,738,466.19","2,552,750.01","6,693,961.75","145,246,912.54","664,501,370.36","270,812,187.99","693,092,443.89","802,125,671.62","1,202,321,255.92","203,555,505.23","518,222,287.85","731,886,871.72","1,032,183,794.71","577,909,616.83","721,242,161.47","1,005,043,656.81","1,120,193,627.36","415,319,895.42","724,863,928.36","837,996,981.00","1,150,129,037.05","183,414,789.94","452,409,847.06","811,245,864.09","1,166,522,476.35","208,242,479.81","603,385,559.45","1,194,939,859.79","1,512,616,540.82","124,631,968.84","381,033,095.56","1,390,118,536.91","1,562,164,716.82","188,987,601.58"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,"33,000.00","33,000.00","33,000.00",,,,,,,,"126,000.00",,,"3,216,565.86",,,,,,,,,"56,000.00",,,,"53,000.00",500.00,500.00,500.00,"1,522,200.00","37,049.86","10,539.82","-25,057.04","6,366,383.24","3,800.00","3,800.00","11,370.00","21,722.00",
筹资活动产生的现金流量净额,"-30,952,653.86","68,876,263.60","-16,280,387.31","11,851,703.65","-21,913,165.39","655,160,237.50","593,849,769.31","621,945,275.51","785,199,533.81","57,447,249.99","137,306,038.25","263,753,087.46","18,498,629.64","29,187,812.01","593,725,796.11","722,693,938.38","566,545,554.08","18,983,394.77","-70,786,486.85","180,378,129.28","17,184,305.29","135,257,233.17","-8,036,890.47","-51,838,385.81","-18,988,356.36","10,930,672.58","11,091,773.64","168,723,441.00","176,886,250.95","69,188,790.06","-62,337,057.06","64,501,587.91","435,460,105.65","-8,242,479.81","-88,601,759.45","-5,060,759.79","-5,874,940.82","30,035,423.98","931,360,729.84","742,531,802.93","729,228,177.58","2,161,634.34"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,"-1,331,521.89",,,,"-1,671,309.88",,,,"-288,609.08",,,,"-2,862,911.11",,,,"-793,345.40","2,527.90","2,419.29","8,412.07","4,618,734.88",,"10,180.47","138,535.20","3,143,902.77","-4,522.14",281.69,"-37,796.21","506,542.51",,,"188,362.96","6,290,125.99",
收到其他与投资活动有关的现金,,,,,,,,,,,,,"13,990,200.00",,,,,,,,,"290,000,000.00","290,000,000.00","290,000,000.00","608,000,000.00",,"127,000,000.00","172,000,000.00","302,000,000.00",,"233,200,000.00","180,000,000.00","230,000,000.00",,"100,000,000.00","100,000,000.00","100,000,000.00",,"40,000,000.00","40,000,000.00",,"580,000,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"251,863.60","54,208.00","54,208.00","54,208.00",6.56,6.56,6.56,6.56,,"928,533.00","928,533.00","15,044,733.00",,,"3,216,565.86",,,,,"7,122,301.37","292,141,685.70","292,228,547.95","293,320,008.82","613,021,345.96","1,007,360.73","127,643,780.82","173,305,335.23","340,185,988.07","36,061,300.28","235,063,001.37","182,259,034.28","234,318,950.58","145,953.97","100,926,910.37","100,891,313.51","107,933,314.05","40,308,786.30","40,327,102.07","40,334,672.07","342,697.88","580,010,025.19"
五、现金及现金等价物净增加额,"28,903,070.52","-3,500,426.93","22,031,167.36","55,013,710.77","104,810,707.74","585,955,860.55","379,633,211.64","185,029,571.38","307,207,402.34","-84,469,953.75","-190,428,083.17","-110,105,179.85","-228,967,357.70","-25,707,589.77","519,566,877.23","587,897,682.08","468,530,529.18","62,317,803.23","-119,785,524.22","3,260,400.22","-455,976,616.94","366,590,575.86","67,194,503.81","20,670,964.72","140,315,721.36","-28,457,382.65","-34,728,006.36","-166,211,269.93","-83,899,559.15","135,944,363.96","-89,391,494.71","-134,286,629.97","216,896,017.80","-8,407,642.67","-220,928,218.42","-75,298,714.22","-236,027,929.88","31,382,662.52","795,352,305.53","603,182,718.73","113,064,165.57","131,909,655.58"
购建固定资产、无形资产和其他长期资产支付的现金,"19,115,841.68","88,721,002.73","20,031,382.50","29,005,903.50","39,599,799.00","82,330,502.92","198,906,406.57","379,176,015.36","367,059,799.00","74,339,738.15","332,987,455.93","380,717,876.72","282,532,634.44","55,389,319.44","77,914,796.69","128,961,144.20","129,974,381.93","43,939,557.59","79,659,063.32","188,024,750.68","191,890,965.62","71,671,412.29","163,021,374.55","169,150,100.32","155,184,398.33","30,135,808.93","46,670,626.10","67,359,351.89","97,565,254.32","7,802,477.07","14,298,279.33","38,700,871.52","82,965,073.85","14,564,078.82","29,620,172.95","41,632,584.47","45,223,224.11","26,651,926.82","187,165,674.67","213,689,819.29","210,116,189.80","24,149,228.03"
期初现金及现金等价物余额,"59,653,029.03","88,556,099.55","85,055,672.62","85,055,672.62","85,055,672.62","189,866,380.36","189,866,380.36","189,866,380.36","189,866,380.36","497,073,782.70","497,073,782.70","497,073,782.70","497,073,782.70","280,106,425.00","280,106,425.00","280,106,425.00","268,106,425.00","736,636,954.18","736,636,954.18","736,636,954.18","736,636,954.18","280,660,337.24","280,660,337.24","280,660,337.24","280,660,337.24","420,976,058.60","420,976,058.60","420,976,058.60","420,976,058.60","342,397,939.45","342,397,939.45","342,397,939.45","337,076,499.45","553,972,517.25","553,972,517.25","553,972,517.25","553,972,517.25","317,944,587.37","317,944,587.37","317,944,587.37","317,944,587.37","431,008,752.94"
投资支付的现金,,,,,,,,,,,,,,,,,,,,,,,,,"35,000,000.00",,,"281,928,000.00",,,"78,500,000.00","306,870,000.00","79,500,000.00",,"202,145,761.90","211,945,761.90","202,443,498.90","395,430.00","801,416.00","3,207,403.00","3,608,976.00",
期末现金及现金等价物余额,"88,556,099.55","85,055,672.62","107,086,839.98","140,069,383.39","189,866,380.36","775,822,240.91","569,499,592.00","374,895,951.74","497,073,782.70","412,603,828.95","306,645,699.53","386,968,602.85","268,106,425.00","254,398,835.23","799,673,302.23","868,004,107.08","736,636,954.18","798,954,757.41","616,851,429.96","739,897,354.40","280,660,337.24","647,250,913.10","347,854,841.05","301,331,301.96","420,976,058.60","392,518,675.95","386,248,052.24","254,764,788.67","337,076,499.45","478,342,303.41","253,006,444.74","208,111,309.48","553,972,517.25","545,564,874.58","333,044,298.83","478,673,803.03","317,944,587.37","349,327,249.89","1,113,296,892.90","921,127,306.10","431,008,752.94","562,918,408.52"
