科目,2007-12-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"25,247,291.10","22,898,416.76","256,564,987.42","236,906,905.38","245,766,639.76","212,532,321.56","223,026,252.68","248,700,524.34","250,772,141.09","185,311,612.18","168,206,422.85","182,601,261.89","248,616,180.14","209,916,664.05","207,142,883.40","511,965,120.33","499,026,511.86","390,075,389.81","347,804,096.67","388,729,316.83","382,632,967.94","307,571,237.68","240,885,835.42","266,288,208.25","225,292,174.83","77,100,493.57","56,178,071.47","76,454,723.08","82,108,889.41","97,304,663.60","477,428,327.71","391,903,236.11","304,487,992.18","289,620,583.61","301,536,480.41","445,312,045.98","468,001,954.28","607,631,318.16","699,975,968.84","1,164,722,553.94","1,233,750,361.79","1,241,889,156.70"
短期借款,"55,000,000.00","55,000,000.00","40,000,000.00",,,,,,,,,"3,000,000.00","3,000,000.00","3,000,000.00",,,,"3,000,000.00","3,600,000.00","3,600,000.00","1,600,000.00",,,,,"20,000,000.00","40,000,000.00","40,000,000.00","70,000,000.00","160,000,000.00",,,,,,,"50,000,000.00","80,000,000.00","71,000,000.00","5,000,000.00",,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"2,459,566.60","2,758,000.00","555,570.00","1,444,804.21","660,622.90","680,684.99","1,308,195.82","736,422.50","1,030,017.07","856,962.99","718,723.34","1,468,372.94","1,126,067.92","569,393.38","2,746,775.56","3,585,997.68","1,836,102.52","2,650,704.97","7,185,032.08","14,031,126.05","23,698,356.08","25,474,034.99","51,934,110.55","57,989,178.24","64,979,753.04","73,039,989.02","85,612,314.61","66,389,630.07","51,134,806.70","45,438,244.81","57,972,428.67","99,186,822.92","91,275,488.77","119,056,617.02","117,137,219.44","121,163,816.24","108,244,366.53","96,710,613.19","113,158,024.37","125,658,274.40","154,589,398.10","110,579,983.81"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,"84,337,915.02",,"1,680,000.00","3,652,511.10","2,700,991.60","13,730,590.50","18,570,272.36","19,764,716.75","20,792,867.39","9,875,620.10","15,204,711.67","20,648,740.57","23,965,191.89","38,440,337.88","64,433,955.23","67,081,858.76","55,264,688.44","71,336,577.15"
应收账款,"35,901,904.82","43,503,777.82","52,915,421.50","32,231,069.18","20,712,684.16","38,138,304.36","49,902,572.27","50,979,407.77","53,136,535.50","68,698,762.12","70,785,267.55","84,848,936.12","75,112,007.60","88,418,288.74","98,101,771.13","79,383,494.89","74,995,119.55","106,181,651.09","137,265,612.03","113,944,089.12","110,827,081.91","146,243,497.81","169,810,925.40","153,623,350.60","174,598,821.96","276,208,921.05","284,951,377.57","277,252,153.08","292,311,386.93","353,202,646.11","358,786,441.18","382,238,857.31","321,143,859.11","333,149,361.92","393,452,686.96","452,192,961.73","402,342,684.75","400,531,903.84","433,660,346.12","522,739,193.22","387,420,971.24","507,116,918.45"
应付账款,"41,369,792.02","16,643,012.42","16,893,203.66","23,600,764.07","13,538,145.81","15,877,883.63","17,472,841.23","19,059,913.61","18,083,128.91","33,019,947.84","32,608,953.63","30,864,498.28","32,804,719.89","55,406,730.03","48,447,552.48","52,690,206.56","53,445,106.40","90,837,392.60","99,325,765.79","72,118,849.02","61,118,609.12","62,080,253.43","83,607,235.88","66,890,834.08","890,082.97","114,156,454.75","105,785,513.14","135,573,793.87","154,329,130.08","169,153,872.04","212,494,315.64","235,660,481.04","129,940,956.09","169,624,136.79","193,400,021.05","205,176,914.76","162,996,223.41","200,622,824.76","251,265,759.91","381,546,350.17","340,874,532.29","369,569,760.17"
预付款项,"595,271.09","1,931,299.70","3,035,716.34","2,845,137.29","2,989,486.12","3,116,087.01","2,605,300.39","3,393,599.68","18,166,402.26","31,714,048.78","42,121,510.56","23,513,372.93","34,528,251.63","77,851,373.93","42,305,795.30","34,800,127.92","39,097,551.27","53,386,622.48","39,224,082.41","10,738,863.21","22,808,116.32","52,385,025.43","68,938,217.44","14,836,514.77","58,763,221.69","72,478,923.65","94,322,751.11","19,126,859.05","56,546,498.49","86,118,500.57","89,322,697.56","6,398,004.77","24,639,698.97","34,536,363.41","27,330,400.22","8,642,242.51","57,079,049.25","20,643,326.95","34,635,051.00","27,171,000.53","38,036,177.35","45,889,179.35"
预收款项,"211,050.43","148,008.49","154,045.78","98,070.62","410,171.46","281,000.44","259,255.12","332,653.34","359,628.59","247,532.44","702,213.89","166,246.09","186,444.91","277,832.83","501,994.99","223,382.59","441,100.84","277,956.96","566,334.15","1,339,283.00","803,199.56","938,175.14","2,424,344.31","821,189.93",,"756,368.33","14,227,990.61","2,788,234.78","2,759,824.67","1,792,785.08","1,876,600.62","2,161,005.56","3,010,588.14","4,037,109.65","4,586,055.72","3,677,461.62","4,477,436.17","2,992,222.59","4,118,070.07","2,662,556.52","5,037,708.05","3,746,621.38"
