科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付其他与筹资活动有关的现金,"2,084,905.66","5,010,000.00",,"14,787,066.02","8,098,667.00","29,062,566.28",,"2,462,171.74","147,437.37",,"9,850,185.06","13,559,244.78","24,084,564.86","127,671,362.29",
取得投资收益收到的现金,,,,,,,,,,,,,,"6,637,322.82",
筹资活动现金流出小计,"110,231,494.87","106,517,249.90","49,967,270.61","23,941,983.49","26,839,050.24","47,766,844.17",,"25,261,477.81","22,946,743.44","24,000,000.00","9,850,185.06","39,418,601.72","55,964,081.80","151,966,147.29","991,800.00"
处置固定资产、无形资产和其他长期资产收回的现金净额,"903,207.88","524,184.07","270,504.90","74,745.64","84,772.00","142,958.98","205,000.00","209,048.00","703,488.00","742,870.11","36,025.00","578,609.25","839,339.25","699,634.67","89,567.00"
筹资活动产生的现金流量净额,"-22,668,744.77","-41,167,249.90","-30,455,372.01","-14,441,983.49","384,940,949.76","365,013,155.83",,"-25,261,477.81","70,032,031.56","78,145,084.63","-9,850,185.06","-37,918,601.72","-26,758,917.80","-56,760,983.29","14,740,925.64"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,,,,,"264,512,720.55","564,581,350.96","784,845,136.01","316,800,000.00","63,437,805.42","534,486,790.80","755,619,035.27","1,110,000,000.00","12,348,676.92"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,
投资活动现金流入小计,"903,207.88","524,184.07","270,504.90","74,745.64","84,772.00","142,958.98","264,717,720.55","564,790,398.96","785,548,624.01","317,542,870.11","63,473,830.42","535,065,400.05","756,458,374.52","1,127,336,957.49","12,438,243.92"
五、现金及现金等价物净增加额,"9,791,806.85","-9,939,133.66","15,177,413.54","15,457,003.45","298,918,887.44","127,415,294.40","-80,641,651.41","-4,654,221.86","-83,622,969.77","273,984,424.15","-347,894,551.87","-63,273,988.79","-399,210,620.43","-227,731,929.82","-217,650,187.73"
购建固定资产、无形资产和其他长期资产支付的现金,"11,937,220.00","21,788,743.53","18,568,338.84","4,275,753.76","6,520,651.39","11,098,046.39","8,063,787.78","11,597,658.14","16,857,476.92","21,621,675.91","5,046,390.99","15,880,682.73","37,702,564.04","41,389,745.90","17,066,453.46"
期初现金及现金等价物余额,"47,626,107.90","57,417,914.75","47,478,781.09","62,656,194.63","64,896,019.83","62,656,194.63","210,692,380.51","190,071,489.03","190,071,489.03","190,071,489.03","464,055,913.18","464,055,913.18","464,055,913.18","464,055,913.18","236,323,983.36"
投资支付的现金,,,,,,,,"11,758,745.91","11,758,745.91","11,758,745.91","11,400,000.00","11,400,000.00","11,400,000.00","32,391,254.09",
期末现金及现金等价物余额,"57,417,914.75","47,478,781.09","62,656,194.63","78,113,198.08","363,814,907.27","190,071,489.03","130,050,729.10","185,417,267.17","106,448,519.26","464,055,913.18","116,161,361.31","400,781,924.39","64,845,292.75","236,323,983.36","18,673,795.63"
