科目,2010-12-31,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
可供出售金融资产,"7,366,261,442.00","10,574,759,988.00","12,066,323,037.00","16,755,268,307.00","14,709,223,951.00","15,809,665,122.00","17,057,207,314.00","39,921,234,114.00","39,901,958,102.00","39,340,531,681.00","38,733,265,957.00","40,481,221,676.00","32,973,407,949.00","35,874,543,097.00","39,568,731,545.00","39,971,800,156.00",,,,,
长期健康险责任准备金,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,
长期借款,,,,"780,981,300.00","2,113,719.00","4,538,537,400.00","4,636,302,900.00","4,682,614,996.00","2,574,742,500.00","1,894,435,882.00","100,018,885.00","1,978,038,908.00","1,864,359,000.00","169,644,903.00",,,,,,,
长期股权投资,"295,167,911.00","187,479,699.00","241,787,979.00","366,294,393.00","342,719,393.00","406,691,937.00","714,252,915.00","929,055,459.00","1,230,752,076.00","1,382,640,995.00","1,460,642,965.00","1,261,339,923.00","1,357,701,151.00","1,381,664,366.00","1,383,938,141.00","3,612,527,549.00","3,689,565,117.00","3,130,982,775.00","2,918,470,151.00","2,627,648,804.00","2,858,311,478.00"
应付债券,,"3,000,000,000.00","14,000,000,000.00","31,513,544,894.00","33,028,900,359.00","60,517,083,999.00","55,602,174,911.00","57,623,981,685.00","58,155,460,089.00","49,766,565,529.00","62,303,193,599.00","72,738,764,749.00","74,129,800,155.00","62,454,889,111.00","66,688,702,390.00","68,312,090,615.00","72,567,453,004.00","75,831,784,083.00","76,038,516,055.00","68,257,199,988.00","73,659,931,901.00"
存出资本保证金,,,,,,,,,,,,,,,,,,,,,
独立帐户负债,,,,,,,,,,,,,,,,,,,,,
投资性房地产,"97,904,063.00","88,180,727.00","83,024,927.00",,,,,,,,,,,,,,,,,,
递延所得税负债,"563,769,852.00","320,046,341.00","27,312,871.00","1,344,391,283.00","1,078,424,537.00","1,167,525,334.00","601,636,242.00","250,308,473.00","62,841,977.00","223,126,017.00","208,177,329.00","103,920,396.00","107,598,446.00","87,824,710.00","178,561,747.00","181,607,535.00","182,925,838.00","98,690,402.00","33,067,119.00","43,014,937.00","4,919,716.00"
存货,,,,,,,,,,,,,,,,,,,,,
其他负债,"6,325,270,680.00","6,308,033,719.00","22,596,576,941.00","32,161,562,176.00","54,693,771,661.00","61,674,650,044.00","50,942,172,538.00","45,583,469,660.00","47,955,735,878.00","17,514,410,138.00","16,681,107,791.00","60,189,427,036.00","7,208,358,680.00","6,277,457,523.00","6,114,597,175.00","3,901,809,799.00","2,989,050,136.00","32,587,265,621.00","33,467,922,412.00","3,076,946,099.00","4,910,705,375.00"
固定资产,"1,096,263,238.00","888,352,736.00","803,062,323.00","2,853,649,270.00","2,869,945,783.00","2,870,887,650.00","2,866,737,483.00","2,936,089,328.00","2,899,908,282.00","2,858,572,288.00","2,841,683,403.00","2,846,589,033.00","2,819,532,552.00","2,788,878,402.00","2,772,132,368.00","2,765,381,252.00","2,706,295,860.00","2,692,837,278.00","3,573,640,789.00","3,559,914,219.00","3,514,586,737.00"
负债合计,"80,512,669,886.00","73,527,773,918.00","120,355,257,591.00","272,003,787,625.00","323,972,843,712.00","498,743,039,233.00","382,994,100,948.00","352,705,665,912.00","329,682,015,770.00","313,048,512,381.00","277,714,287,699.00","300,997,319,910.00","280,459,137,545.00","276,961,252,404.00","283,977,130,780.00","297,952,963,557.00","317,491,270,794.00","308,064,869,218.00","295,691,280,338.00","303,055,687,860.00","359,221,354,064.00"
在建工程,,"39,818,708.00","729,546,403.00","207,847,970.00","244,892,784.00","277,817,785.00","360,488,206.00","348,656,475.00","420,664,817.00","477,331,666.00","521,696,155.00","523,656,320.00","565,072,434.00","590,400,586.00","653,460,651.00","753,299,896.00","793,031,972.00","873,611,724.00","174,046,810.00","271,146,368.00","835,806,911.00"
实收资本（或股本）,"4,700,000,000.00","6,100,000,000.00","6,100,000,000.00","6,100,000,000.00","6,100,000,000.00","7,625,000,000.00","7,625,000,000.00","7,625,000,000.00","7,625,000,000.00","7,625,000,000.00","7,625,000,000.00","7,625,000,000.00","7,625,000,000.00","8,713,933,800.00","8,713,933,800.00","8,713,933,800.00","8,713,939,535.00","8,713,940,276.00","8,713,940,528.00","8,713,940,629.00","8,713,945,117.00"
无形资产,"978,201,596.00","1,018,255,095.00","1,074,505,120.00","2,166,125,824.00","2,168,125,712.00","2,164,914,947.00","2,170,727,477.00","2,193,741,685.00","2,195,675,639.00","2,191,997,128.00","2,202,164,313.00","2,207,935,636.00","2,268,636,535.00","2,212,561,679.00","2,207,839,938.00","2,246,659,551.00","2,229,225,676.00","2,217,109,302.00","2,226,171,919.00","2,257,735,667.00","2,267,122,599.00"
资本公积,"2,681,679,438.00","1,318,174,625.00","1,305,024,258.00","1,219,544,325.00","1,221,708,571.00","29,287,153,812.00","29,272,764,066.00","29,293,409,320.00","29,299,877,565.00","29,359,246,439.00","29,333,754,630.00","29,374,285,381.00","29,379,787,123.00","43,391,590,662.00","43,380,312,457.00","43,447,900,159.00","43,891,990,922.00","43,814,101,926.00","43,672,347,450.00","43,715,697,016.00","43,694,402,816.00"
其中：交易席位费,"69,789,159.00",,,,,,,,,,,,,,,,,,,,
减：库存股,,,,,,,,,,,,,,,,,,,,,
长期待摊费用,,,,,,,,,,,,,,,,,,,,,
盈余公积,"2,181,889,957.00","2,619,263,479.00","2,896,182,928.00","3,481,289,913.00","3,481,289,913.00","3,481,289,913.00","3,481,289,913.00","4,989,708,790.00","4,989,708,790.00","4,989,708,790.00","4,989,708,790.00","5,729,487,399.00","5,729,487,399.00","5,729,487,399.00","5,729,487,399.00","6,496,821,771.00","6,508,072,830.00","6,508,078,057.00","6,508,078,057.00","7,176,439,418.00","7,171,215,134.00"
固定资产清理,,,,,,,,,,,,,,,,,,,,,
一般风险准备,"4,279,724,126.00","5,278,111,369.00","5,862,377,844.00","7,106,412,367.00","7,106,412,367.00","7,106,412,367.00","7,106,412,367.00","10,266,703,257.00","10,265,051,004.00","10,265,237,693.00","10,265,237,693.00","12,193,982,782.00","12,193,982,782.00","12,193,982,782.00","12,193,982,782.00","13,954,584,078.00","13,977,086,199.00","13,970,909,704.00","13,970,909,704.00","15,481,373,804.00","15,470,925,236.00"
独立帐户资产,,,,,,,,,,,,,,,,,,,,,
未分配利润,"12,319,396,283.00","15,617,362,478.00","17,635,145,841.00","22,258,916,800.00","25,094,273,265.00","31,896,539,278.00","34,220,027,838.00","31,937,998,043.00","34,301,527,251.00","32,402,483,760.00","35,031,012,360.00","34,557,356,635.00","33,556,951,452.00","35,749,872,738.00","38,028,922,098.00","38,347,215,689.00","40,292,202,994.00","37,797,099,226.00","38,966,621,699.00","38,070,372,790.00","40,999,864,026.00"
递延所得税资产,"14,494,893.00","28,300,215.00","190,546,160.00","127,260,328.00","40,464,568.00","59,361,905.00","776,881,184.00","218,133,585.00","702,020,204.00","1,027,015,889.00","732,604,401.00","762,365,006.00","585,581,298.00","319,371,481.00","258,302,362.00","333,909,467.00","352,765,095.00","648,067,285.00","755,567,143.00","1,289,051,137.00","661,922,223.00"
少数股东权益,"762,004,299.00","829,922,191.00","936,983,368.00","5,258,198,097.00","5,614,739,502.00","6,062,016,224.00","6,127,123,301.00","6,312,306,667.00","7,240,083,484.00","8,587,669,800.00","10,818,256,980.00","10,787,303,728.00","10,979,768,780.00","10,844,885,498.00","10,864,272,273.00","10,567,240,794.00","11,483,359,517.00","10,523,328,353.00","10,293,610,420.00","10,223,329,081.00","10,330,664,129.00"
其他资产,"3,921,950,767.00","506,344,678.00","1,087,934,549.00","5,588,154,884.00","108,885,129,990.00","140,751,869,003.00","66,959,262,145.00","87,374,288,585.00","68,783,652,241.00","70,238,553,578.00","68,543,162,647.00","72,547,519,171.00","2,771,059,427.00","2,781,718,614.00","2,761,916,080.00","2,356,257,614.00","42,494,214,756.00","165,208,881,107.00","181,400,282,489.00","57,483,887,430.00","4,353,956,140.00"
外币报表折算差额,"-177,266,386.00",,,,,,,,,,,,,,,,,,,,
资产总计,"107,260,097,603.00","106,080,394,706.00","155,357,406,598.00","319,302,453,807.00","379,457,225,220.00","596,108,659,179.00","481,359,678,677.00","454,342,387,249.00","433,314,128,886.00","415,889,260,268.00","386,028,058,627.00","411,749,041,689.00","390,732,142,387.00","404,726,303,619.00","415,556,773,232.00","431,648,187,078.00","454,262,387,969.00","440,455,400,261.00","429,568,065,901.00","436,729,079,641.00","496,937,869,303.00"
非正常经营项目收益调整,,,,,,,,,,,,,"67,579,997,320.00","63,169,682,953.00","68,292,342,059.00","73,983,947,313.00","69,718,833,323.00","62,165,359,606.00","59,209,179,344.00","53,655,358,258.00",
向中央银行借款,,,,,,,,,,,,,,,,,,,,,
所有者权益（或股东权益）合计,"26,747,427,717.00","32,552,620,788.00","35,002,149,007.00","47,298,666,182.00","55,484,381,508.00","97,365,619,946.00","98,365,577,729.00","101,636,721,337.00","103,632,113,116.00","102,840,747,887.00","108,313,770,928.00","110,751,721,779.00","110,273,004,842.00","127,765,051,215.00","131,579,642,452.00","133,695,223,521.00","136,771,117,175.00","132,390,531,043.00","133,876,785,563.00","133,673,391,781.00","137,716,515,239.00"
同业及其他金融机构存放款项,,,,,,,,,,,,,,,,,,,,,
负债和所有者权益（或股东权益）总计,"107,260,097,603.00","106,080,394,706.00","155,357,406,598.00","319,302,453,807.00","379,457,225,220.00","596,108,659,179.00","481,359,678,677.00","454,342,387,249.00","433,314,128,886.00","415,889,260,268.00","386,028,058,627.00","411,749,041,689.00","390,732,142,387.00","404,726,303,619.00","415,556,773,232.00","431,648,187,078.00","454,262,387,969.00","440,455,400,261.00","429,568,065,901.00","436,729,079,641.00","496,937,869,303.00"
