科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"6,277,269.64","76,458,833.34","34,439,926.80","48,136,871.58","1,542,681,708.43","1,104,423,515.55","1,035,721,600.18","1,036,644,100.41","862,591,567.13","736,749,111.70","541,983,121.10","369,309,946.34","497,658,319.82","324,683,117.17","302,229,491.03","416,511,539.02","570,707,872.11","273,634,579.87","369,242,545.57","362,582,667.23","371,941,926.24","486,205,978.42","622,583,141.03","659,421,413.10","426,464,032.65","881,414,222.55","456,689,684.56","581,654,579.93","848,677,226.50","488,069,397.96","644,960,097.20","924,220,396.83","700,873,081.79","649,901,549.05","797,620,332.62","721,370,296.92","1,299,208,174.61"
短期借款,"3,700,000.00","81,631,182.24","163,747,000.00","197,892,720.00","276,892,720.00","57,512,000.00","50,000,000.00","300,000,000.00","420,000,000.00","480,500,000.00","420,000,000.00","400,000,000.00","559,000,000.00","539,000,000.00","606,962,000.00","637,012,700.00","1,173,000,000.00","1,006,139,914.10","1,027,000,000.00","1,070,000,000.00","1,150,000,000.00","1,240,000,000.00","1,226,000,000.00","1,367,500,000.00","1,175,100,000.00","1,226,800,000.00","829,600,000.00","1,065,700,000.00","1,234,700,000.00","1,080,000,000.00","1,268,000,000.00","1,716,000,000.00","1,901,000,000.00","2,032,900,000.00","2,052,900,000.00","1,920,900,000.00","1,642,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,"44,723,901.62","906,512.00","905,794.00","905,676.00","743,534.00","841,144.00","768,428.00","786,077.00","811,410.00",,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,"133,499,225.50","109,411,323.10","122,814,068.17","110,910,600.37","98,414,607.44","161,661,239.00","239,654,158.75","145,805,920.76","240,362,345.79","139,953,023.95","112,961,398.20","128,721,979.35","136,114,358.24","155,361,968.57","280,018,310.46","141,712,252.16","291,751,377.11","276,162,277.25","306,613,619.65","300,418,077.00","544,519,994.34","437,252,381.67","500,933,017.30","255,744,616.43","687,521,090.87","624,517,724.97","675,743,025.26","574,984,629.09","367,233,998.46","359,836,622.39","251,402,467.29","248,042,403.97","330,711,251.99","224,891,120.78","236,752,529.23"
应付票据,,"10,000,000.00","21,328,300.00","33,300,000.00","35,000,000.00","13,292,900.90","89,528,767.32","181,035,866.42","224,897,068.00","188,402,068.00","183,085,000.00","73,682,441.19","89,977,571.16","175,261,505.73","195,490,103.64","376,701,633.59","341,215,513.56","157,877,807.21","146,571,995.45","138,942,570.00","157,656,681.96","253,903,081.96","186,411,700.00","223,969,700.00","212,767,900.00","134,263,900.00","166,861,860.45","95,607,826.85","191,029,802.00","309,069,303.60","263,987,303.20","243,061,209.22","215,947,912.88","139,157,111.40","208,241,765.34","219,451,311.30","155,951,621.22"
应收账款,"28,759,358.72","54,628,666.52","68,954,370.76","99,221,020.30","139,332,427.50","183,218,558.46","240,674,201.10","385,510,302.48","485,106,880.88","596,913,577.00","408,512,425.78","494,740,577.37","500,024,816.95","550,752,140.60","437,210,597.03","468,639,718.77","845,017,915.14","970,223,087.69","835,964,258.32","927,939,667.46","850,621,984.30","900,627,352.02","693,156,673.82","839,115,853.45","811,538,759.30","1,009,646,575.81","644,420,569.73","796,919,857.24","795,365,562.98","880,525,547.96","1,063,923,747.72","1,176,079,066.74","1,282,977,911.33","1,314,097,139.21","950,447,897.60","1,060,854,124.19","652,675,255.71"
应付账款,"28,541,242.53","57,069,538.75","67,258,806.05","72,283,521.13","87,922,453.49","74,413,773.88","127,758,624.93","108,259,364.48","140,317,545.01","246,383,088.60","175,525,659.78","160,093,063.34","188,595,888.28","131,441,084.22","127,433,585.66","142,589,661.44","287,861,661.93","451,729,857.23","370,430,554.73","406,274,139.73","414,836,958.31","539,683,174.23","595,827,250.29","516,084,248.06","515,990,226.19","373,248,661.47","349,979,519.84","308,610,506.47","282,505,187.03","383,060,914.32","445,520,507.24","368,695,108.22","439,252,986.64","591,237,391.10","443,942,808.24","561,581,759.44","419,941,944.45"
预付款项,"28,317,296.94","12,174,756.98","11,140,498.03","15,677,228.42","23,555,798.43","73,352,663.38","112,871,960.82","119,261,330.23","89,261,234.18","89,635,835.70","47,996,325.14","77,674,047.26","81,494,018.41","152,123,156.93","54,215,663.12","71,259,895.85","146,787,237.58","124,490,035.12","55,660,479.20","67,026,364.71","122,433,046.14","97,747,238.14","38,837,220.72","121,758,774.63","137,456,639.76","190,653,907.96","121,972,657.53","95,464,615.90","83,168,714.83","141,680,692.43","80,226,013.10","84,452,146.59","95,244,497.87","125,295,253.72","23,829,866.76","27,916,757.93","25,926,797.04"
预收款项,"4,616,459.78","10,270.00","999,080.01","1,462,579.51","2,732,331.80","3,470,434.40","12,088,462.28","13,108,985.90","30,759,610.00","62,569,919.97","367,462.60","1,953,323.64","8,360,354.94","7,826,608.07","5,743,090.80","13,117,335.92","14,561,600.36","8,375,098.98","6,931,016.05","47,652,574.85","51,061,184.85","50,113,462.69","2,584,959.41","1,589,275.98","3,255,125.48","4,380,191.36","3,842,328.49","1,433,418.04","1,588,124.17","1,646,944.54","5,002,984.71","3,388,757.65","12,990,756.76","8,261,895.02","19,603,610.46","11,547,729.92","15,291,966.56"
其他应收款,"192,298.16","3,656,088.85","5,078,895.14","8,131,498.39","1,953,057.30","3,243,300.65","1,591,966.28","4,627,245.22","2,784,433.25","17,307,801.51","6,152,591.33","9,244,979.94","5,061,449.08","4,333,842.37","30,779,594.20","40,635,079.07","35,246,561.94","36,897,316.35","26,044,515.59","11,913,524.60","35,556,719.09","30,047,609.43","38,149,672.47","41,504,096.20","42,256,143.10","143,125,103.19","20,866,789.37","29,794,291.29","39,644,915.90","247,941,166.98","238,606,526.04","245,166,723.52","235,108,938.32","236,688,413.84","37,208,225.16","56,980,272.00","874,129,110.35"
应付职工薪酬,"137,326.47","1,299,532.11","1,931,700.79","2,977,319.00","3,823,327.08","4,869,273.32","5,401,659.68","5,069,936.02","6,938,983.38","8,279,959.79","5,262,218.87","6,496,741.63","6,488,797.12","6,291,328.74","5,236,303.01","5,241,813.72","8,144,172.82","8,016,108.38","9,999,198.01","7,212,035.48","7,719,418.85","7,348,583.73","9,454,035.75","7,883,182.62","7,953,902.95","7,908,435.33","7,577,993.08","8,978,887.59","8,556,618.73","8,859,451.58","11,137,239.60","10,253,598.41","11,823,759.03","10,511,939.12","14,890,780.09","14,920,383.11","12,683,767.25"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"12,990,467.75","2,685,145.15","4,763,193.73","4,879,686.34","4,438,046.68","-3,341,391.20","2,688,457.98","4,728,925.24","-29,286,060.93","-42,060,690.63","-85,015,470.85","-75,777,947.67","-83,222,444.58","-79,389,011.63","-100,814,563.72","-108,609,770.38","-132,542,431.38","-127,796,746.41","6,813,100.24","2,301,864.56","14,337,147.41","31,180,912.79","37,500,874.52","36,870,608.83","26,791,989.92","4,231,148.66","11,584,028.65","9,298,094.14","12,734,192.58","10,454,913.81","39,468,998.16","21,324,693.47","9,802,157.00","6,613,163.16","8,911,281.85","21,758,675.58","7,825,741.50"
