科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2015-12-31
货币资金,"354,771.29","170,145.75","164,311.83","172,105.44","167,471.98","188,498.39","166,413.91","229,288.78","353,268.52","309,431.26","374,616.73","174,036.69","561,528.03","738,362.35","814,948.37","1,430,337.02","2,039,578.06","2,004,060.78","2,254,582.90","392,819.31","526,247.88","622,146.33","610,580.80","795,007.41","509,594.23","402,545.73","847,207.12","680,026.80","573,182.64","79,741,890.55"
短期借款,"204,646,808.03","204,646,808.03","204,646,808.03","204,646,808.03","204,646,808.03","204,646,808.03","204,646,808.03","204,646,808.03","204,646,808.03","204,646,808.03","204,646,808.03","204,646,808.03","204,646,808.03","204,646,808.03","204,646,808.03","204,646,808.03","204,646,808.03","204,646,808.03","204,646,808.03","204,646,808.03","204,646,808.03","204,646,808.03","204,646,808.03","204,646,808.03","204,646,808.03","204,646,808.03","204,646,808.03","204,646,808.03","204,646,808.03",
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,224,145.00"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"1,083,633.64","1,083,633.64","1,083,633.64","407,715.04","407,715.04","407,715.04","407,715.04","7,989.00","7,989.00","67,989.00","7,989.00",,,,,,,,,,,,,,,,,,,"3,438,128.72"
应付账款,"21,789,366.04","21,684,366.04","21,579,366.04","21,195,005.80","21,195,005.80","21,195,005.80","21,165,005.80","21,203,832.33","21,153,832.33","21,153,832.33","21,153,832.33","21,075,005.80","21,075,005.80","21,065,005.80","21,060,005.80","21,060,005.80","21,060,005.80","21,060,005.80","21,060,005.80","21,060,005.80","21,060,005.80","21,060,005.80","21,060,005.80","21,060,005.80","21,060,005.80","21,060,005.80","21,060,005.80","21,060,005.80","21,060,005.80","745,053.54"
预付款项,"3,375,515.75","3,375,515.75","3,375,515.75","3,375,515.75","3,375,515.75","3,375,515.75","3,375,515.75","2,808,741.92","2,808,741.92","2,808,741.92","2,808,741.92","2,808,741.92","2,808,741.92","2,808,741.92","2,808,741.92","2,808,741.92","2,808,741.92","2,808,741.92","2,808,741.92","2,808,741.92","2,808,741.92","2,808,741.92","2,808,741.92","2,808,741.92","2,808,741.92","2,808,741.92","2,808,741.92","2,808,741.92","2,808,741.92",
预收款项,"102,115,831.39","104,273,527.39","106,431,223.39","5,409,182.98","5,409,182.98","5,409,182.98","5,409,182.98","5,409,182.98","5,409,182.98","5,409,182.98","5,409,182.98","5,409,182.98","5,409,182.98","5,409,182.98","5,409,182.98","5,409,182.98","5,409,182.98","5,409,182.98","5,409,182.98","5,409,182.98","5,409,182.98","5,409,182.98","5,409,182.98","5,409,182.98","5,409,182.98","5,409,182.98","5,409,182.98","5,409,182.98","5,409,182.98",
其他应收款,"8,607,333.85","8,651,191.07","8,616,040.17","1,092,863.77","1,095,859.47","853,061.25","990,837.05","905,066.51","661,384.81","667,426.95","1,084,723.01","365,100.00","385,818.80","390,813.51","757,381.70","366,338.42","367,427.66","534,169.03","753,699.33","145,069.76","175,313.96","304,919.76","263,247.96","63,753.98","287,950.98","384,753.98","300,328.28","163,503.80","354,447.50","2,946,339.05"
应付职工薪酬,"-3,552,995.65","-3,552,995.65","-3,552,995.65","2,132,979.35","2,132,979.35","2,132,979.35","2,132,979.35","2,162,850.05","2,162,850.05","2,162,850.05","2,162,850.05","2,165,063.75","2,162,850.05","2,162,850.05","2,162,850.05","2,220,450.05","2,162,850.05","2,162,850.05","2,162,850.05","2,137,268.05","2,124,768.05","2,124,768.05","2,124,768.05","2,124,768.05","2,124,768.05","2,124,768.05","2,124,768.05","2,071,468.05","2,038,968.05","1,185,373.55"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"53,932,299.81","53,972,834.81","54,061,919.81","54,350,421.31","54,415,226.31","54,654,703.31","54,628,098.31","54,563,961.61","54,540,715.01","54,042,715.52","53,834,747.52","44,879,927.66","44,846,039.58","44,827,304.49","44,816,700.37","44,809,538.96","44,958,270.10","44,861,992.82","44,775,978.35","44,670,690.78","44,742,224.27","44,691,784.16","44,669,044.60","44,433,849.92","44,623,385.37","44,485,649.80","44,516,229.08","44,436,817.30","44,438,860.31","171,487.13"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"180,000.00"
应付利息,,,,"104,032,193.27","106,189,889.27","108,347,585.27","110,505,281.27","114,429,598.00","116,587,294.00","118,744,990.00","120,902,686.00","124,827,002.73","126,984,698.73","129,142,394.73","131,300,090.73","135,224,407.46","137,382,103.46","139,539,799.46","141,697,495.46","145,621,812.19","147,779,508.19","149,937,204.19","152,094,900.19","154,490,923.34","156,648,619.34","158,806,315.34","160,964,011.34","163,121,707.34","165,279,403.34",
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,698,515.73"
应付股利,"1,204,325.32","1,204,325.32","1,204,325.32",,,,,"1,204,325.32","1,204,325.32","1,204,325.32","1,204,325.32","1,204,325.32",,,"1,204,325.32","1,204,325.32",,,"1,204,325.32","1,204,325.32",,,"1,204,325.32","1,204,325.32",,"1,204,325.32","1,204,325.32","1,204,325.32","1,204,325.32",
存货,"11,188,522.60","11,188,522.60","11,188,522.60","11,188,522.60","11,188,522.60","11,188,522.60","11,188,522.60","11,188,522.60","11,188,522.60","11,188,522.60","11,188,522.60","11,188,522.60","11,188,522.60","11,188,522.60","11,188,522.60","11,188,522.60","11,188,522.60","11,188,522.60","11,188,522.60","11,188,522.60","11,188,522.60","11,188,522.60","11,188,522.60","11,188,522.60","11,188,522.60","11,188,522.60","11,188,522.60","11,188,522.60","11,188,522.60","5,474,567.94"
其他应付款,"106,799,187.64","107,097,630.81","107,382,256.56","97,007,457.38","97,414,189.53","97,392,317.11","96,935,140.71","97,299,064.21","97,029,364.21","97,075,536.71","97,504,980.81","97,237,337.61","97,261,218.31","97,277,605.81","97,279,841.29","97,447,451.31","97,455,551.91","97,457,583.71","97,942,098.99","95,959,450.39","95,966,972.79","95,974,695.19","95,964,778.49","95,960,287.39","95,967,532.69","95,975,066.69","96,996,647.49","96,994,125.49","97,502,215.19","5,289,190.09"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他流动负债,"143,500,000.00","143,500,000.00","143,500,000.00","1,204,325.32","1,204,325.32","1,204,325.32","1,204,325.32",,,,,,"1,204,325.32","1,204,325.32",,,"1,204,325.32","1,204,325.32",,,"1,204,325.32","1,204,325.32",,,"1,204,325.32",,,,,
流动资产合计,"24,609,777.13","24,469,008.81","24,428,023.99","16,236,722.60","16,235,084.84","16,013,313.03","16,129,004.35","15,139,608.81","15,019,906.85","15,042,111.73","15,464,593.26","14,536,401.21","14,944,611.35","15,126,440.38","15,569,594.59","15,793,939.96","16,404,270.24","16,535,494.33","17,005,546.75","14,535,153.59","14,698,826.36","14,924,330.61","14,871,093.28","14,856,025.91","14,794,809.73","14,784,564.23","15,144,799.92","14,840,795.12","14,924,894.66","102,703,586.99"
流动负债合计,"630,434,822.58","632,826,496.75","635,252,903.50","489,978,373.44","492,607,606.59","494,982,907.17","496,626,821.77","500,919,622.53","502,734,371.93","504,440,240.94","506,819,413.04","501,444,653.88","503,590,128.80","505,735,477.21","507,879,804.57","512,022,169.91","514,279,097.65","516,342,548.17","518,898,744.98","520,709,543.54","522,933,795.43","525,048,773.72","527,173,813.46","529,330,150.83","531,684,627.58","533,712,122.01","536,921,978.09","538,944,440.31","541,579,769.02","7,391,104.31"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,305,000.00"
长期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,"1,800,000.00","1,800,000.00","1,800,000.00","1,800,000.00","1,800,000.00","1,800,000.00","1,800,000.00","1,800,000.00","1,800,000.00","1,800,000.00","1,800,000.00","1,800,000.00","1,800,000.00","1,800,000.00","1,800,000.00","1,800,000.00","1,800,000.00","1,800,000.00","1,800,000.00","1,800,000.00","1,800,000.00","1,800,000.00","1,800,000.00","1,800,000.00","1,800,000.00","1,800,000.00","1,800,000.00","1,800,000.00","1,800,000.00",
长期股权投资,"100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","279,189,823.31"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,"143,500,000.00","143,500,000.00","143,500,000.00","143,500,000.00","143,500,000.00","143,500,000.00","143,500,000.00","143,500,000.00","143,500,000.00","143,500,000.00","143,500,000.00","143,500,000.00","143,500,000.00","143,500,000.00","143,500,000.00","143,500,000.00","143,500,000.00","143,500,000.00","143,500,000.00","143,500,000.00","144,380,905.80","144,380,905.80","144,380,905.80","144,380,905.80","144,380,905.80","144,380,905.80",
固定资产,"192,827,941.85","191,517,556.87","190,207,171.89","183,661,919.83","182,335,758.78","181,092,895.97","179,807,936.27","178,219,716.09","176,935,763.65","175,651,811.21","174,367,858.77","172,861,347.66","171,579,732.62","170,298,117.58","169,016,502.54","167,519,410.57","166,237,931.68","164,956,452.79","163,574,973.90","162,249,286.59","160,979,316.55","159,709,346.51","158,439,376.47","157,070,106.79","155,801,863.55","154,533,620.31","153,265,377.07","151,951,349.11","150,684,339.31","565,182.26"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
在建工程,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"1,800,000.00","1,800,000.00","1,800,000.00","145,300,000.00","145,300,000.00","145,300,000.00","145,300,000.00","145,300,000.00","145,300,000.00","145,300,000.00","145,300,000.00","145,300,000.00","145,300,000.00","145,300,000.00","145,300,000.00","145,300,000.00","145,300,000.00","145,300,000.00","145,300,000.00","145,300,000.00","145,300,000.00","145,300,000.00","145,300,000.00","146,180,905.80","146,180,905.80","146,180,905.80","146,180,905.80","146,180,905.80","146,180,905.80",
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"632,234,822.58","634,626,496.75","637,052,903.50","635,278,373.44","637,907,606.59","640,282,907.17","641,926,821.77","646,219,622.53","648,034,371.93","649,740,240.94","652,119,413.04","646,744,653.88","648,890,128.80","651,035,477.21","653,179,804.57","657,322,169.91","659,579,097.65","661,642,548.17","664,198,744.98","666,009,543.54","668,233,795.43","670,348,773.72","672,473,813.46","675,511,056.63","677,865,533.38","679,893,027.81","683,102,883.89","685,125,346.11","687,760,674.82","7,391,104.31"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"248,856,652.00","248,856,652.00","248,856,652.00","248,856,652.00","248,856,652.00","248,856,652.00","248,856,652.00","248,856,652.00","248,856,652.00","248,856,652.00","248,856,652.00","248,856,652.00","248,856,652.00","248,856,652.00","248,856,652.00","248,856,652.00","248,856,652.00","248,856,652.00","248,856,652.00","248,856,652.00","248,856,652.00","248,856,652.00","248,856,652.00","248,856,652.00","248,856,652.00","248,856,652.00","248,856,652.00","248,856,652.00","248,856,652.00","248,856,652.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"37,588,254.15","37,588,254.15","37,588,254.15","37,588,254.15","37,588,254.15","37,588,254.15","37,588,254.15","37,588,254.15","37,588,254.15","37,588,254.15","37,588,254.15","37,588,254.15","37,588,254.15","37,588,254.15","37,588,254.15","37,588,254.15","37,588,254.15","37,588,254.15","37,588,254.15","37,588,254.15","37,588,254.15","37,588,254.15","37,588,254.15","37,588,254.15","37,588,254.15","37,588,254.15","37,588,254.15","37,588,254.15","37,588,254.15","451,305,299.29"
无形资产,"12,312,371.57","12,266,259.08","12,220,146.59","11,984,034.10","11,937,921.61","11,891,809.12","11,845,696.63","11,609,584.14","11,563,471.65","11,517,359.16","11,471,246.67","11,235,134.18","11,189,021.69","11,142,909.20","11,096,796.71","10,860,684.22","10,814,571.73","10,768,459.24","10,722,346.75","10,486,234.35","10,440,121.86","10,394,009.37","10,347,896.88","10,301,784.39","10,255,671.90","10,209,559.50","10,163,447.10","10,117,334.70","10,071,222.21",
盈余公积,"28,714,917.09","28,714,917.09","28,714,917.09","28,714,917.09","28,714,917.09","28,714,917.09","28,714,917.09","28,714,917.09","28,714,917.09","28,714,917.09","28,714,917.09","28,714,917.09","28,714,917.09","28,714,917.09","28,714,917.09","28,714,917.09","28,714,917.09","28,714,917.09","28,714,917.09","28,714,917.09","28,714,917.09","28,714,917.09","28,714,917.09","28,714,917.09","28,714,917.09","28,714,917.09","28,714,917.09","28,714,917.09","28,714,917.09","28,714,917.09"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"-691,280,351.58","-695,166,619.39","-698,987,829.19","-739,081,354.86","-743,078,938.13","-746,959,816.28","-749,816,018.25","-756,670,527.66","-759,932,320.35","-762,951,618.13","-766,233,578.59","-763,485,689.79","-766,549,233.18","-769,837,065.56","-772,862,689.93","-746,865,161.84","-749,838,916.80","-753,095,719.13","-756,506,441.62","-761,510,843.90","-764,885,188.93","-768,091,017.87","-771,583,057.83","-775,934,550.95","-779,665,337.71","-783,015,541.61","-787,177,667.04","-790,863,083.71","-794,722,658.66","-350,745,336.02"
长期待摊费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"759,044.11"
