科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"55,564,066.48","48,900,376.50","38,656,589.92","25,145,149.37","30,113,533.28","36,715,864.85","46,733,958.87","57,440,781.48","33,113,809.22","41,662,117.54","68,687,320.19","56,018,777.77"
短期借款,"88,490,162.50","86,090,713.80","55,542,704.80","82,221,416.30","89,895,148.90","87,877,084.71","31,030,531.50",,,,"25,698,890.00","83,198,890.00"
交易性金融资产,"753,950.00",,,,,,,,,"340,560.00","166,766.90",
交易性金融负债,,"345,150.00","488,550.00","119,340.00",,,,,"200,860.00",,,"654,535.00"
应收票据,"2,884,353.36","3,301,640.16","440,000.00","910,000.00","3,683,258.35","7,514,089.11","28,424,368.24","10,574,171.75","17,879,073.02","38,720,913.15","37,742,073.84","5,302,884.15"
应付票据,,"20,000,000.00","9,000,000.00","14,000,000.00","29,999,998.00","23,999,998.00","5,000,000.00",,,,,"13,000,000.00"
应收账款,"91,327,071.32","100,850,783.63","114,539,689.61","167,771,722.31","145,940,285.52","160,421,041.92","136,001,722.15","142,138,398.08","171,039,827.63","172,667,427.10","153,100,511.10","202,231,799.21"
应付账款,"40,288,635.23","57,803,375.19","55,293,607.60","62,768,373.22","46,260,367.29","51,098,429.89","47,344,983.22","52,926,652.67","43,611,028.96","66,576,289.20","66,430,850.43","79,633,774.49"
预付款项,"848,562.01","872,653.98","1,320,609.45","908,117.07","5,353,155.29","1,038,765.97","3,261,043.23","2,381,415.33","3,109,569.59","1,796,555.69","3,746,355.88","2,587,547.94"
预收款项,"5,751,808.35","3,309,482.62","8,166,866.56","3,776,497.87","2,599,987.63","5,120,669.28","6,574,651.19","3,557,744.30","6,826,230.83","7,981,084.21","5,677,155.62","8,686,328.64"
其他应收款,"1,159,762.74","1,028,046.15","1,275,629.38","1,185,201.11","1,699,406.16","1,146,333.41","1,744,999.77","1,911,505.93","2,657,194.99","2,313,163.17","2,387,438.11","3,472,901.57"
应付职工薪酬,"10,796,241.70","8,563,716.33","8,863,799.83","8,092,285.98","8,400,752.50","10,703,074.54","10,404,212.90","9,007,370.56","9,009,181.18","10,051,115.73","9,300,314.53","12,360,379.40"
应收关联公司款,,,,,,,,,,,,
应交税费,"4,289,295.38","9,255,666.14","11,301,926.02","15,369,117.59","8,607,480.13","8,725,903.54","6,338,287.94","5,750,469.00","5,580,920.23","5,463,938.72","6,348,966.85","3,278,697.26"
应收利息,,,,,,,"530,200.00","1,231,890.40","965,438.36","1,973,949.32","818,561.64","1,887,945.20"
应付利息,"124,409.16","250,068.16","229,259.25","574,755.37","573,239.94","381,344.16","234,816.38",,,,"92,279.54","390,746.60"
应收股利,,,,,,,,,,,,
应付股利,,,,,,,,,,,,"12,060,000.00"
存货,"111,638,748.74","100,953,991.41","90,130,379.05","111,542,250.31","130,551,079.40","128,895,062.58","121,387,851.72","133,088,383.08","138,028,943.73","135,887,484.42","141,726,076.07","191,708,176.76"
其他应付款,"2,742,826.13","1,453,528.83","2,355,418.03","2,956,883.82","2,275,606.63","4,679,457.56","2,355,194.14","3,237,785.71","4,027,861.42","8,835,138.90","6,529,133.41","7,992,030.68"
其中:消耗性生物资产,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,
其他流动资产,"2,321,520.25","3,577,988.75","1,501,943.07","408,199.33","8,953,384.81","4,220,937.83","202,000,000.00","135,409,077.33","109,643,134.28","107,904,837.33","97,498,762.64","115,969,160.33"
其他流动负债,,,"9,865,503.31","9,890,162.50","9,990,212.50",,,,,,,
流动资产合计,"266,498,034.90","259,485,480.58","247,864,840.48","307,870,639.50","326,294,102.81","339,952,095.67","540,084,143.98","484,175,623.38","476,436,990.82","503,267,007.72","505,873,866.37","579,179,192.93"
流动负债合计,"152,483,378.45","187,071,701.07","161,107,635.40","199,768,832.65","198,602,793.52","192,585,961.68","109,282,677.27","74,480,022.24","69,256,082.62","98,907,566.76","120,077,590.38","221,255,382.07"
可供出售金融资产,"2,220,000.00","2,220,000.00","2,220,000.00",,,,,,,,"10,000,000.00","10,000,000.00"
长期借款,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,
应付债券,,,,,,,,,,,,
