科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
长期应收款,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,
预计负债,,,,,,,,,,,,
固定资产,"123,033,734.41","140,515,235.64","205,188,099.31","212,196,588.19","207,641,126.05","213,398,365.29","208,134,827.41","214,035,665.06","212,997,039.06","230,583,724.13","254,620,429.01","260,992,564.82"
递延所得税负债,"171,770.00",,,,,,,,,"51,084.00","25,015.04",
在建工程,"14,632,238.66","51,492,316.81","16,855,469.31","8,394,790.71","9,347,772.63","1,835,982.43","2,964,645.99","9,436,434.11","19,556,504.42","35,586,904.20","26,434,453.78","47,847,508.98"
其他非流动负债,,,,,,,,,,,,
工程物资,,"137,495.73",,,,,,,,,,
非流动负债合计,"171,770.00",,,,"3,500,000.00","3,029,209.44","2,974,389.60","2,919,569.76","2,864,749.92","3,711,637.33","3,036,124.81","2,361,666.21"
固定资产清理,,,,,,,,,,,,
负债合计,"152,655,148.45","187,071,701.07","161,107,635.40","199,768,832.65","202,102,793.52","195,615,171.12","112,257,066.87","77,399,592.00","72,120,832.54","102,619,204.09","123,113,715.19","223,617,048.28"
生产性生物资产,,,,,,,,,,,,
实收资本(或股本),"90,000,000.00","90,000,000.00","90,000,000.00","90,000,000.00","90,000,000.00","90,000,000.00","120,000,000.00","180,000,000.00","180,000,000.00","180,000,000.00","180,000,000.00","180,000,000.00"
油气资产,,,,,,,,,,,,
资本公积,"151,275,217.55","151,275,217.55","151,275,217.55","151,275,217.55","151,275,217.55","151,275,217.55","387,750,689.33","327,750,689.33","327,750,689.33","327,750,689.33","327,750,689.33","327,750,689.33"
无形资产,"57,393,480.09","58,121,920.20","56,661,070.43","56,081,024.56","55,676,582.62","55,324,741.63","54,924,428.14","54,570,037.94","54,168,406.45","53,766,568.38","53,364,936.90","52,963,098.84"
盈余公积,"7,265,203.80","11,385,133.86","16,078,912.21","19,553,798.96","19,574,325.40","22,993,975.97","22,993,975.97","26,290,861.37","27,425,752.04","28,932,257.02","28,932,257.02","28,932,257.02"
开发支出,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,
商誉,"136,988.61","136,988.61","136,988.61","136,988.61","136,988.61","136,988.61","136,988.61","136,988.61","136,988.61","136,988.61","136,988.61","136,988.61"
未分配利润,"67,535,333.02","86,407,025.93","113,139,353.88","127,826,551.82","143,183,515.26","161,239,780.19","179,967,752.54","174,091,098.41","184,853,520.31","200,450,042.02","208,306,938.73","206,950,832.58"
长期待摊费用,"388,155.13","119,398.05","264,690.31","305,205.83","382,805.44","448,206.62","680,569.90","607,305.04","1,832,775.03","3,778,760.28","3,973,588.36","4,504,209.54"
少数股东权益,,,,,,,,,"-96,354.96","-194,361.86","523,638.78","4,111,483.91"
递延所得税资产,"2,576,695.49","3,891,858.05","1,930,026.69","2,577,889.39","3,222,672.35","2,022,381.25","1,773,584.85","1,797,015.41","2,051,994.42","2,392,789.74","2,190,549.94","2,314,048.10"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,"1,832,256.96","10,002,868.34","503,478.11","899,320.93","3,471,847.96","8,077,298.28","14,336,426.63","20,821,955.07","24,906,562.34","10,065,488.97","11,991,052.61","13,449,643.13"
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"202,213,549.35","266,638,081.43","283,759,822.77","280,591,808.22","279,879,795.66","281,243,964.11","282,951,471.53","301,405,401.24","315,650,270.33","336,311,224.31","362,711,999.21","392,208,062.02"
所有者权益(或股东权益)合计,"316,056,435.80","339,051,860.94","370,517,027.85","388,693,615.07","404,071,104.95","425,580,888.66","710,778,548.64","708,181,432.62","719,966,428.61","736,959,027.94","745,472,150.39","747,770,206.67"
资产总计,"468,711,584.25","526,123,562.01","531,624,663.25","588,462,447.72","606,173,898.47","621,196,059.78","823,035,615.51","785,581,024.62","792,087,261.15","839,578,232.03","868,585,865.58","971,387,254.95"
负债和所有者(或股东权益)合计,"468,711,584.25","526,123,562.01","531,624,663.25","588,462,447.72","606,173,898.47","621,196,059.78","823,035,615.51","785,581,024.62","792,087,261.15","839,578,232.03","868,585,865.58","971,387,254.95"
