科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"51,935,092.92","41,959,145.53","14,595,034.91","12,140,517.78","16,290,080.42","274,319,225.47","221,694,132.33","149,555,837.14","143,527,409.80","152,198,169.69","150,949,605.77","174,841,967.88","175,770,981.16","121,735,685.00","115,572,248.00","125,755,049.79","143,441,015.68","193,768,089.84","206,975,570.18","55,101,756.76","35,154,968.60","61,445,919.70","270,100,336.76","184,817,608.72","96,865,229.53","73,651,389.49","84,704,924.88","174,973,573.50","49,469,873.24","74,731,716.67","46,970,841.14"
短期借款,"140,000,000.00","95,600,000.00","81,100,000.00","105,850,000.00","127,850,000.00","127,750,000.00","119,750,000.00","156,750,000.00","184,500,000.00","214,500,000.00","214,500,000.00","254,280,000.00","274,280,000.00","219,280,000.00","239,280,000.00","230,465,024.00","259,280,000.00","293,280,000.00","323,280,000.00","158,280,000.00","134,000,000.00","68,000,000.00","176,000,000.00","90,100,000.00","100,000.00","100,000.00","50,000.00","80,050,000.00","50,000.00","50,000.00","50,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"31,136,069.00","13,263,258.30","34,320,910.30","57,706,382.21","31,242,499.30","37,205,737.87","35,022,228.92","35,081,386.00","20,674,909.70","48,648,116.22","41,631,650.69","40,909,335.35","40,105,585.65","75,920,728.71","63,256,261.90","23,549,283.60","24,209,201.75","41,245,125.00","53,200,128.02","22,370,310.00","35,977,144.00","136,381,927.31","29,594,348.50","22,997,959.50","19,951,716.90","45,001,946.72","37,127,725.00","28,900,627.20","36,841,878.90","54,632,064.02","55,083,974.62"
应付票据,"32,604,581.46","36,301,574.27","15,855,000.00","11,710,000.00","2,849,100.00","25,549,100.00","22,700,000.00","14,370,000.00","11,060,000.00","6,180,000.00","2,000,000.00","6,490,000.00","15,225,000.00","13,373,629.28","14,132,533.06","9,606,503.78","17,381,571.70","25,892,171.70","16,729,200.00","10,164,019.00","28,663,186.62","41,372,576.16","34,710,714.56","31,635,149.15","27,928,315.16","23,240,163.75","31,132,628.68","29,857,147.30","24,581,747.70","20,902,333.40","25,860,707.67"
应收账款,"74,243,952.80","72,004,214.94","86,576,027.04","86,343,857.47","102,210,922.31","126,535,968.78","132,752,898.41","175,883,799.58","207,870,370.96","204,345,756.90","187,653,644.01","187,950,614.69","193,952,442.87","175,464,151.92","182,391,560.49","209,834,967.59","219,588,917.64","199,770,193.06","158,049,912.86","170,484,337.66","178,953,177.47","97,541,964.10","88,224,778.30","81,213,499.31","82,521,123.50","97,906,403.56","96,493,581.18","96,822,750.60","108,084,063.34","132,382,464.49","118,484,453.83"
应付账款,"22,076,887.80","40,466,442.02","54,820,937.85","60,009,613.25","59,493,025.69","46,755,856.23","56,434,664.35","71,720,628.18","73,416,239.37","78,409,714.16","63,114,166.26","64,700,390.53","64,536,512.76","78,702,834.57","71,132,468.71","66,956,104.77","63,326,420.57","69,102,181.84","58,085,952.36","61,647,586.62","71,147,223.08","37,636,670.27","32,705,293.59","32,501,290.87","36,758,308.98","38,030,850.17","32,351,999.70","34,334,518.45","34,252,383.67","37,962,146.39","35,117,189.21"
预付款项,"39,038,118.33","35,291,243.58","746,239.78","3,348,877.13","2,342,480.00","1,279,523.18","16,241,500.00","10,990,773.83","10,920,986.25","1,607,914.41","632,624.73","9,046,519.50","2,181,559.43","859,746.80","3,594,209.85","2,283,253.18","1,553,764.36","388,805.14","4,000,468.25","3,698,494.35","3,791,700.85","850,489.21","1,019,719.13","1,360,054.73","2,646,117.23","1,493,871.41","1,939,696.18","3,020,126.53","2,810,083.09","1,435,392.16","2,108,557.34"
预收款项,"1,211,332.61","3,096,074.71","4,628,100.45","2,545,701.99","3,221,242.99","1,212,459.26","2,583,292.66","1,783,586.17","3,145,624.66","3,548,170.95","3,090,446.64","4,344,327.08","3,966,064.68","2,362,717.76","1,705,197.68","2,564,815.79","3,554,337.61","2,451,562.57","1,249,184.93","1,993,102.57","1,085,906.57","1,216,942.57","1,163,210.57","1,278,395.17","2,760,488.77","1,596,188.27","1,861,720.46","1,899,430.68","1,456,350.53","1,419,990.53","1,633,130.52"
