科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"558,819,356.13","995,664,304.35","1,832,049,020.50","785,725,792.08","1,118,531,920.73","1,617,388,203.83","456,358,410.21","958,370,969.10","1,448,682,996.32","2,201,768,936.01","791,197,893.89","1,464,164,860.85","2,367,495,450.31","3,267,226,436.55","740,684,741.91","1,624,494,315.74","2,296,505,428.62","3,082,234,765.07","576,963,465.20","1,574,973,852.63","2,600,368,792.10","3,759,208,869.57","913,127,708.83","2,244,337,668.63","3,622,728,754.67","5,117,917,608.61","1,053,922,332.39","2,671,275,491.52","4,218,585,099.53","5,642,055,338.97","1,108,266,799.13","2,606,146,443.62"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,"48,849,327.28",,,,,,
收到的税费返还,,,,,,,,,,"72,563.61","60,542.48","78,921.22","94,904.42","94,904.42",,,"10,991.91","21,387.73","10,081.51","668,720.22","3,078,624.33","2,367,553.26","1,038,291.39","2,007,020.37","3,323,404.51","5,897,354.41","8,306.82","544,081.40","2,417,104.36","3,101,008.68","25,644,304.25","16,311,844.36"
支付其他与投资活动有关的现金,,,,,,,,,"53,863.45",,,,,"1,855,000.00","1,047,846.78","2,339,846.78","2,839,846.78","9,500,291.98",,"9,224,691.50","2,794,691.50","18,829,023.28","9,150,000.00","11,130,000.00","11,450,000.00","13,371,660.00","5,152,755.01","37,602,293.06","38,049,245.38","15,441,513.70","17,059,226.07","20,192,603.81"
收到其他与经营活动有关的现金,"52,714,988.78","256,855,349.36","32,446,448.89","19,623,699.01","45,308,934.77","69,757,245.19","142,831,096.95","203,421,606.13","259,821,175.66","234,745,466.03","95,180,179.95","57,136,006.22","138,197,765.71","141,821,729.35","7,078,605.66","97,518,692.10","140,331,771.42","108,345,891.40","8,048,077.34","19,963,582.53","53,461,395.59","50,436,046.54","8,529,097.20","13,706,258.60","104,086,693.40","56,653,231.80","36,021,260.06","31,748,799.33","41,316,060.87","60,759,623.75","65,317,859.57","93,350,976.35"
投资活动现金流出小计,"413,157,411.36","826,461,526.88","504,906,268.51","550,827,972.68","745,042,125.58","1,230,232,444.17","500,020,787.59","890,451,959.94","1,049,594,290.77","1,341,592,674.11","485,350,610.12","1,101,462,668.82","1,417,420,286.64","1,774,207,634.70","412,361,858.10","863,791,138.24","1,054,661,382.85","1,353,590,299.33","179,617,442.68","1,695,425,859.86","2,075,877,849.35","1,124,009,885.78","164,223,793.97","308,895,093.09","480,441,517.42","822,707,585.92","348,931,797.83","622,792,936.84","1,291,136,483.57","1,444,215,024.77","245,804,484.14","552,502,133.41"
经营活动现金流入小计,"611,534,344.91","1,252,519,653.71","1,864,495,469.39","805,349,491.09","1,163,840,855.50","1,687,145,449.02","599,189,507.16","1,161,792,575.23","1,708,504,171.98","2,436,586,965.65","886,438,616.32","1,521,379,788.29","2,505,788,120.44","3,409,143,070.32","747,763,347.57","1,722,013,007.84","2,436,848,191.95","3,190,602,044.20","585,021,624.05","1,595,606,155.38","2,656,908,812.02","3,812,012,469.37","922,695,097.42","2,260,050,947.60","3,730,138,852.58","5,180,468,194.82","1,089,951,899.27","2,703,568,372.25","4,262,318,264.76","5,705,915,971.40","1,199,228,962.95","2,715,809,264.33"
投资活动产生的现金流量净额,"-413,157,411.36","-825,530,526.88","-484,003,539.24","-550,616,451.68","-744,830,604.58","-1,226,989,527.17","-500,020,787.59","-890,451,959.94","-1,049,594,290.77","-1,130,483,635.75","-485,350,610.12","-887,912,668.82","-1,121,786,286.64","-1,211,084,817.12","-412,361,858.10","-444,919,802.24","-631,802,741.06","-900,659,777.15","-156,587,777.88","-1,652,062,848.61","-2,010,588,484.94","-1,030,130,247.34","-156,117,179.89","-288,121,941.35","-459,387,886.21","-772,315,787.25","-344,243,125.15","-615,310,077.24","-1,260,958,334.85","-1,330,853,743.73","-196,819,084.83","-457,912,503.79"
购买商品、接受劳务支付的现金,"382,560,197.49","654,438,780.66","1,155,840,142.00","580,037,380.29","997,206,472.43","1,337,001,633.24","432,593,746.41","1,036,207,505.85","1,735,803,511.61","2,073,870,670.92","389,883,033.09","654,680,720.54","992,020,165.09","1,323,932,281.99","290,125,014.55","800,077,912.41","1,247,544,589.06","1,690,174,582.70","390,040,937.02","1,012,478,704.20","1,553,172,805.43","2,025,503,909.01","682,140,029.40","1,251,249,977.62","1,772,515,800.01","2,323,811,157.29","436,133,877.38","729,735,302.40","1,059,065,310.78","1,676,760,754.56","516,430,300.50","1,265,487,448.11"
吸收投资收到的现金,"50,000,000.00","192,253,054.85",,,"1,469,664,000.00","1,469,664,000.00",,"101,852,660.00","101,279,660.00","101,088,660.00",,"11,727,400.00","11,727,400.00","11,727,400.00",,"787,975,000.00","787,975,000.00","787,975,000.00","1,281,624,000.00","1,281,624,000.00","1,281,624,000.00","1,281,624,000.00",,,"169,846,000.00","169,846,000.00",,"181,146,000.00","181,146,000.00","212,921,820.00",,
