科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
其他应收款,"5,532,547.21","2,578,786.72","4,371,675.83","5,172,164.98","9,078,144.60","4,826,335.75","14,723,070.56","15,627,431.77","12,123,930.65","12,958,061.48","8,909,341.09","19,657,450.49","21,417,216.44","18,740,236.74","9,698,298.06","32,391,667.58","10,539,861.77","11,794,075.85","10,826,192.88","10,693,495.28","11,707,345.19","16,280,020.88","13,427,624.20","11,668,984.00","13,751,495.44","17,897,596.36","13,573,985.16","15,987,463.47","17,784,915.72","17,097,947.60","14,262,071.95","13,327,177.65","16,029,991.39","31,987,956.59","35,762,762.35","41,107,657.24","37,229,170.21"
应付职工薪酬,"461,671.43","1,827,082.54","988,305.09","437,262.94","337,282.94","261,319.90","2,226,614.97","1,601,605.56","1,107,726.34","4,860,981.14","18,961,010.31","7,344,821.17","9,255,282.12","9,391,035.68","25,621,547.91","9,070,206.92","10,980,363.27","11,473,591.95","31,458,251.16","10,876,410.87","12,614,167.86","12,954,478.80","25,785,813.34","11,550,103.51","11,104,161.91","11,061,178.53","24,307,224.11","9,801,212.58","13,437,681.07","12,782,542.63","25,927,771.40","14,735,507.89","14,667,601.63","14,783,843.93","30,293,177.74","14,560,143.83","19,247,533.88"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"13,115,382.07","7,861,581.88","6,243,517.80","5,263,192.44","6,110,860.50","5,671,827.90","8,139,064.00","5,831,005.59","10,355,700.47","11,855,812.91","23,845,553.56","17,084,318.38","21,484,273.54","24,594,305.51","32,541,304.14","28,059,826.72","29,102,583.28","36,070,146.12","33,796,122.28","30,048,323.47","29,428,048.19","25,947,746.44","34,204,146.23","28,502,090.16","24,628,319.52","24,404,722.05","24,225,792.21","20,546,655.84","18,585,603.06","20,266,466.53","26,800,515.50","24,333,848.53","24,260,081.33","33,905,439.07","37,828,052.01","37,548,198.67","32,759,482.46"
应收利息,,,,,,"1,546,257.32","3,834,619.03","3,892,661.65","5,632,108.57","3,414,831.13","3,102,034.35","1,989,017.68","2,846,575.76","2,215,978.55","1,723,166.45","2,424,678.15","1,596,852.35","2,807,076.28","1,215,769.80","1,501,863.91","1,193,711.66","802,263.13","616,060.29","203,103.36","1,574,246.14","826,866.16","1,144,371.06","1,861,894.52","840,175.96","1,926,473.47","2,285,800.04","2,536,701.43","864,638.36","1,605,896.04","2,520,037.37","315,115.53","92,736.68"
应付利息,,"101,170.48","95,374.56",,"8,850.00","7,965.00",,,,,,"119,870.13",,,,,,,"40,516.67","40,516.67","78,183.34","43,350.00","22,183.33","28,771.11","69,277.78","30,240.00",,,,,,,,,,,
应收股利,,,,,,"400,480.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,"153,219.89","153,219.89","153,219.89","153,219.89","153,219.89","153,219.89","153,219.89","153,219.89","153,219.89","153,219.89","153,219.89","153,219.89","153,219.89","153,219.89","153,219.89","153,219.89","153,219.89","5,553,219.89","153,219.89","153,219.89","153,219.89","153,219.89","153,219.89","153,219.89","153,219.89","153,219.89","153,219.89","153,219.89","153,219.89","153,219.89","817,397.23"
存货,"13,458,509.66","7,030,902.10","9,944,902.90","13,185,724.62","22,544,805.84","25,691,445.19","26,077,012.16","35,067,267.04","40,074,392.31","42,883,384.18","36,364,727.42","44,397,907.55","43,304,072.15","35,486,506.93","54,885,584.43","53,884,195.28","59,644,563.04","53,007,146.44","63,139,392.06","62,549,531.06","72,522,020.46","67,284,220.84","57,770,570.06","58,094,341.59","51,226,800.39","39,752,609.58","37,130,117.67","39,958,056.68","40,969,615.13","47,004,406.16","55,446,077.29","55,159,593.94","66,279,360.46","65,571,706.53","72,425,800.86","79,405,428.27","71,661,499.87"
其他应付款,"5,807,341.53","4,943,798.26","3,796,228.43","10,765,074.61","11,166,914.13","12,707,308.30","19,467,873.05","21,367,739.41","24,425,469.07","18,959,777.72","15,101,487.95","18,724,269.93","16,134,115.78","18,576,159.46","9,387,934.05","10,407,396.91","5,189,924.76","4,020,991.43","40,253,576.75","4,272,469.67","4,078,752.91","4,476,277.35","24,458,425.68","3,897,231.99","20,000,826.90","19,532,817.40","60,909,963.08","22,380,547.28","9,462,430.70","9,507,819.94","8,943,414.91","8,830,349.00","41,090,570.75","42,070,153.31","43,478,185.88","76,548,438.03","43,784,665.42"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,,,,"20,475.00",,,,,,,,,,,"200,000,000.00","220,000,000.00","105,000,000.00","140,000,000.00","180,000,000.00","45,000,000.00","150,650,882.92","1,525,540.04","177,667,221.95","222,128,743.69","258,300,060.47","317,827,288.11","347,752,564.82","422,702,654.95","504,794,653.85","492,213,903.28","400,024,744.02","496,878,166.84","438,620,282.37","250,766,117.27","151,561,583.91"
其他流动负债,"2,123,091.50","2,221,230.90","2,461,681.60","2,961,681.60","1,440,000.00","5,740,000.00","1,340,000.00","2,020,000.00","2,020,000.00","2,170,000.00","1,670,000.00","1,990,000.00","2,290,000.00","2,380,000.00","390,000.00","390,000.00","390,000.00","390,000.00","90,000.00","90,000.00","90,000.00","90,000.00",,,,,,,,,,,,,,,
流动资产合计,"214,021,394.67","228,448,611.63","252,051,001.91","259,583,442.16","1,028,005,749.91","989,799,161.20","990,356,995.19","985,494,406.93","1,048,354,641.04","1,059,653,423.76","1,092,751,853.83","1,102,772,583.19","1,167,630,232.16","1,193,543,084.84","1,339,835,893.63","1,359,562,360.48","1,422,551,859.92","1,500,909,759.57","1,616,452,776.09","1,547,525,246.09","1,616,480,541.73","1,663,741,375.18","1,659,189,686.35","1,620,676,971.38","1,559,677,231.46","1,549,336,525.98","1,574,124,676.26","1,500,762,216.29","1,584,656,181.65","1,631,835,400.29","1,720,999,120.18","1,709,057,612.95","1,820,404,887.37","1,979,530,918.54","2,152,486,847.42","2,012,974,915.79","2,101,293,498.17"
流动负债合计,"138,280,708.52","188,431,256.62","198,812,939.85","207,241,986.13","203,719,540.96","194,656,259.26","201,545,498.62","180,796,241.60","232,833,673.86","209,063,845.78","218,372,412.95","211,641,002.83","240,491,537.24","230,137,618.72","395,474,819.38","361,061,680.66","402,132,367.70","456,878,064.21","580,363,075.17","470,722,216.78","533,872,246.91","522,239,359.01","499,150,783.21","408,336,560.46","463,703,746.67","392,122,421.62","413,112,260.26","285,023,567.18","346,064,208.16","401,958,909.15","458,196,431.48","416,217,149.04","555,160,228.73","654,984,331.65","793,720,856.61","760,685,732.69","859,157,577.05"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,"28,060,290.37","28,060,290.37","28,560,290.37","28,560,290.37","188,560,290.37","188,536,952.99","188,536,952.99","188,536,952.99","187,936,952.99","202,028,889.16","202,028,889.16","209,868,989.16","209,868,989.16","209,725,990.37","209,725,990.37","216,252,990.37"
长期借款,,,"20,000,000.00","20,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,"450,000.00","450,000.00","9,650,285.50","3,175,290.37","4,525,290.37","4,519,538.85","4,458,896.62","5,015,114.62","5,605,398.99","5,060,621.51","6,281,411.27","6,109,227.77","6,790,331.28","7,144,647.50","29,108,645.32","29,523,923.14","28,799,725.89","31,616,651.40","31,917,597.33","4,264,136.57","3,077,687.29","3,501,103.92","4,328,041.11","4,732,267.34","6,092,273.96","6,245,538.98","6,174,591.53","6,593,555.45","65,111,860.38","66,985,701.72","108,972,592.28","109,340,514.47","116,380,513.30","120,699,643.64","123,722,872.00"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,"23,578,868.53","21,406,577.49","22,866,900.43","22,613,171.38","23,536,083.06","23,753,443.14","31,795,752.75","31,112,030.79","30,713,127.55","30,315,711.46","29,172,528.41","28,820,463.67","23,795,110.60","22,013,886.56","21,734,764.76","21,455,642.96","24,193,825.97","23,858,489.93","23,565,515.78","23,081,322.37","22,762,266.64","22,443,210.91","22,134,351.68","21,815,295.95","21,496,240.22","21,177,184.31","20,832,323.98","20,519,186.38","10,800,278.47","10,599,379.51","10,454,599.87","10,309,820.23","10,210,842.13"
预计负债,,,,,,,,,,,,,,,"110,000,000.00","110,000,000.00","108,000,000.00","103,000,000.00","64,156,179.96","64,156,179.96","64,156,179.96","64,156,179.96","44,156,179.96","44,156,179.96","44,156,179.96","44,156,179.96",,,,,,,"7,803,000.00","7,803,000.00","7,803,000.00","5,403,000.00","5,403,000.00"
固定资产,"69,569,177.61","77,435,237.23","89,153,941.37","89,889,664.32","118,490,632.91","172,059,738.18","196,895,787.00","194,922,985.40","197,529,017.08","225,862,828.08","259,938,989.64","286,405,981.93","289,881,246.69","291,655,446.85","369,579,435.16","368,412,110.32","369,357,334.10","399,399,897.55","429,880,004.51","425,702,976.82","437,508,161.94","434,646,886.62","448,510,958.25","436,644,945.03","426,512,710.46","417,011,081.39","417,511,229.05","405,334,083.87","394,077,075.68","386,251,926.73","396,970,505.18","387,919,748.27","391,888,094.69","386,136,641.02","394,443,373.65","386,899,683.31","393,015,268.87"
递延所得税负债,,,,,,,"2,780,711.95","2,763,356.61","2,745,735.82","2,727,820.26","2,399,786.11","2,381,209.57","2,362,153.37","2,343,053.22","4,189,430.95","4,155,766.91","4,121,897.85","4,087,676.43","4,052,953.70","4,017,671.43","4,289,849.52","4,250,010.13","4,210,161.63","4,155,818.17","4,129,948.13","4,089,947.66","4,050,615.73","4,011,526.35","3,972,406.98","3,933,286.71","3,894,279.56","3,855,208.80","3,816,136.63","3,776,658.87","3,738,134.02","3,698,284.10","3,658,462.13"
在建工程,"4,448,116.29","40,182,224.91","84,465,431.86","97,341,360.93","62,982,295.42","40,313,284.08","33,064,273.02","39,768,067.26","45,429,273.86","29,412,277.34","9,427,129.60","13,485,883.60","14,469,091.08","22,971,356.29","4,640,687.27","8,435,338.76","13,883,306.24","17,210,718.47","9,837,294.79","9,318,161.64","11,778,831.09","15,102,401.59","8,741,746.10","12,134,509.73","14,694,580.25","16,597,308.46","12,285,697.23","13,019,435.86","15,022,213.57","15,376,737.31","401,972.65","1,036,346.23","3,690,820.51","4,150,057.99","480,719.74","849,565.32","548,021.69"
其他非流动负债,,,,,,,"9,471,514.69","9,319,121.47","9,166,728.25","9,014,335.03","8,861,941.81","13,209,548.59","13,057,155.37","12,904,762.15","12,423,421.58","12,073,659.95","11,723,898.32","11,374,136.69","15,824,375.06","15,355,487.63","14,886,600.20","15,317,712.77",,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,,"20,000,000.00","20,000,000.00",,,"12,252,226.64","12,082,478.08","11,912,464.07","11,742,155.29","11,261,727.92","15,590,758.16","15,419,308.74","15,247,815.37","126,612,852.53","126,229,426.86","123,845,796.17","118,461,813.12","84,033,508.72","83,529,339.02","83,332,629.68","83,723,902.86","65,990,054.19","66,242,089.17","66,032,117.13","66,308,865.82","23,807,422.65","23,251,061.78","22,696,037.59","21,968,279.16","22,245,095.45","21,682,737.99","28,853,379.12","28,385,209.74","26,741,818.50","23,649,014.65","22,956,238.75"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"138,280,708.52","188,431,256.62","218,812,939.85","227,241,986.13","203,719,540.96","194,656,259.26","213,797,725.26","192,878,719.68","244,746,137.93","220,806,001.07","229,634,140.87","227,231,760.99","255,910,845.98","245,385,434.09","522,087,671.91","487,291,107.52","525,978,163.87","575,339,877.33","664,396,583.89","554,251,555.80","617,204,876.59","605,963,261.87","565,140,837.40","474,578,649.63","529,735,863.80","458,431,287.44","436,919,682.91","308,274,628.96","368,760,245.75","423,927,188.31","480,441,526.93","437,899,887.03","584,013,607.85","683,369,541.39","820,462,675.11","784,334,747.34","882,113,815.80"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"90,000,000.00","90,000,000.00","90,000,000.00","90,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","156,000,000.00","156,000,000.00","156,000,000.00","156,000,000.00","156,000,000.00","202,800,000.00","202,800,000.00","202,800,000.00","263,640,000.00","263,640,000.00","263,640,000.00","263,640,000.00","263,640,000.00","263,640,000.00","263,640,000.00","263,640,000.00","342,732,000.00","342,732,000.00","342,732,000.00","342,732,000.00","342,732,000.00","342,732,000.00","342,732,000.00","342,732,000.00","342,732,000.00","346,119,096.00","346,119,096.00","346,119,096.00","692,890,856.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"26,511,917.14","26,511,917.14","26,511,917.14","26,511,917.14","799,525,317.14","799,525,317.14","802,665,249.27","802,665,249.27","766,665,423.27","766,632,341.01","765,660,787.84","765,660,787.84","764,153,548.24","717,353,548.24","717,353,548.24","717,353,548.24","656,513,548.24","656,513,548.24","656,513,548.24","656,476,201.95","656,476,201.95","656,476,201.95","656,476,201.95","656,476,201.95","577,384,201.95","577,384,201.95","577,384,201.95","577,384,201.95","577,384,201.95","577,384,201.95","577,384,201.95","577,384,201.95","577,384,201.95","607,780,036.74","599,209,136.78","600,763,849.13","256,933,001.01"
无形资产,"22,500,821.35","55,314,009.68","54,072,629.43","53,860,263.26","47,658,570.94","59,729,070.46","67,587,012.13","67,127,147.85","67,929,119.40","67,769,234.51","62,659,648.55","62,235,261.68","61,833,734.45","61,838,720.54","94,054,222.39","93,360,332.30","97,529,053.65","96,689,518.47","96,679,112.89","97,142,030.46","99,067,972.54","98,230,961.09","112,801,159.45","111,836,231.75","110,965,434.62","110,011,439.00","109,330,811.99","106,642,402.79","106,203,524.79","105,119,112.03","105,749,702.02","104,887,751.85","104,427,829.52","103,543,037.05","102,625,716.45","102,030,035.08","104,187,790.92"
盈余公积,"3,440,943.43","6,567,079.87","10,590,410.11","10,590,410.11","10,590,410.11","10,590,410.11","15,437,698.97","15,437,698.97","15,437,698.97","15,437,698.97","18,042,164.68","18,042,164.68","18,042,164.68","18,042,164.68","20,806,397.44","20,806,397.44","20,806,397.44","20,806,397.44","23,022,078.52","23,022,078.52","23,022,078.52","23,022,078.52","25,480,466.53","25,480,466.53","25,480,466.53","25,480,466.53","39,199,137.79","39,199,137.79","39,199,137.79","39,199,137.79","49,485,553.73","49,485,553.73","49,485,553.73","49,485,553.73","49,684,836.27","49,684,836.27","49,684,836.27"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32,109,670.08","32,109,670.08","32,109,670.08","35,061,497.44"
商誉,,,,,,"11,712,241.91","20,616,688.96","20,616,688.96","20,616,688.96","20,616,688.96","20,616,688.96","20,616,688.96","20,616,688.96","20,616,688.96","108,466,227.21","108,466,227.21","108,466,227.21","108,466,227.21","108,466,227.21","108,466,227.21","109,359,034.07","109,359,034.07","109,359,034.07","109,359,034.07","109,359,034.07","109,359,034.07","109,359,034.07","109,359,034.07","109,359,034.07","109,359,034.07","109,359,034.07","109,359,034.07","116,070,230.73","116,070,230.73","115,389,978.31","263,410,201.85","263,413,167.48"
未分配利润,"51,738,493.64","89,494,228.90","134,144,826.15","147,649,292.62","157,699,224.11","170,343,367.58","186,796,347.30","206,401,593.44","221,916,647.47","258,422,815.28","302,993,396.79","340,395,549.02","389,889,450.51","430,435,519.86","478,905,303.05","531,125,082.07","577,491,226.91","635,300,991.81","682,887,623.02","726,221,823.25","768,192,447.83","825,078,848.50","875,966,978.12","923,487,463.22","958,975,646.10","1,011,037,072.07","1,037,942,936.23","1,076,985,251.92","1,090,415,805.03","1,130,836,361.46","1,160,666,526.53","1,191,484,425.77","1,204,830,025.97","1,258,662,435.11","1,317,285,320.24","1,364,538,240.67","1,365,018,620.30"
长期待摊费用,"704,530.04","483,722.37","296,814.01","470,483.51","422,709.68","383,269.27","1,793,963.59","1,949,478.28","1,634,163.92","1,405,349.96","1,381,386.30","1,211,959.09","1,249,863.44","1,187,197.48","2,017,027.05","2,042,707.32","1,928,309.49","2,006,511.37","2,396,374.14","2,338,824.97","2,251,725.13","3,310,560.95","3,747,959.82","4,352,925.44","4,070,334.38","4,547,660.62","4,501,053.70","4,324,203.04","6,118,967.49","4,870,738.20","3,378,120.79","3,229,183.19","3,549,216.73","3,606,006.45","3,113,015.42","2,707,652.75","2,751,330.93"
少数股东权益,"3,168,455.84","2,813,228.26","2,954,380.82","2,768,466.94","2,630,368.44","6,912,248.06","6,884,314.68","7,512,003.38","10,539,174.75","20,314,543.48","17,740,222.14","22,341,180.01","15,832,838.04","21,837,296.95","22,868,464.70","28,443,112.71","35,891,683.66","40,067,015.38","41,891,678.79","39,234,055.86","41,680,910.47","45,807,585.82","46,087,179.78","41,356,987.98","42,285,915.84","43,110,881.93","43,425,558.93","44,171,680.27","44,547,722.80","44,324,872.62","46,342,643.49","46,171,501.10","50,024,803.50","53,873,493.17","44,836,669.81","46,747,554.92","49,089,655.23"
递延所得税资产,"1,896,478.61","1,953,904.97","2,524,655.49","3,166,858.76","3,375,747.87","3,448,969.19","7,874,424.79","7,883,779.83","5,817,198.45","4,125,039.44","5,893,863.70","6,770,431.79","7,153,451.85","7,616,529.63","10,265,032.94","11,575,060.42","13,701,173.59","15,447,387.86","18,105,232.18","19,279,953.83","21,508,952.08","22,877,834.33","25,440,339.26","25,783,502.61","27,811,942.46","28,446,318.78","30,509,450.17","30,063,154.14","28,760,021.32","29,457,449.60","29,353,216.99","30,060,267.50","29,714,153.90","33,063,305.42","35,019,088.40","36,710,755.29","37,801,676.57"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,"16,149,873.48","16,536,005.96","10,297,287.04","9,088,932.64","167,852,228.40","7,130,773.00","3,217,986.71","2,644,582.91","2,634,310.01","60,425,671.15","2,867,707.23","10,073,848.26","9,083,099.64","11,271,405.72","5,361,792.20","13,766,010.72","7,489,224.78"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"99,119,123.90","175,369,099.16","230,963,472.16","245,178,630.78","266,159,110.85","312,228,440.95","355,224,340.29","359,400,857.81","366,950,441.35","377,959,976.05","397,318,858.49","426,898,859.35","432,198,615.29","442,310,878.98","624,985,491.71","628,256,887.50","657,769,160.20","690,758,070.63","715,898,736.37","715,320,469.29","753,735,973.63","756,246,601.48","773,601,977.43","764,342,797.93","916,916,862.76","908,839,383.94","903,478,841.55","887,984,684.60","878,382,931.67","926,568,361.84","936,053,332.45","936,099,956.63","988,065,305.63","987,649,567.52","992,994,787.71","1,147,109,358.56","1,159,393,185.74"
所有者权益(或股东权益)合计,"174,859,810.05","215,386,454.17","264,201,534.22","277,520,086.81","1,090,445,319.80","1,107,371,342.89","1,131,783,610.22","1,152,016,545.06","1,170,558,944.46","1,216,807,398.74","1,260,436,571.45","1,302,439,681.55","1,343,918,001.47","1,390,468,529.73","1,442,733,713.43","1,500,528,140.46","1,554,342,856.25","1,616,327,952.87","1,667,954,928.57","1,708,594,159.58","1,753,011,638.77","1,814,024,714.79","1,867,650,826.38","1,910,441,119.68","1,946,858,230.42","1,999,744,622.48","2,040,683,834.90","2,080,472,271.93","2,094,278,867.57","2,134,476,573.82","2,176,610,925.70","2,207,257,682.55","2,224,456,585.15","2,283,810,944.67","2,325,018,960.02","2,375,749,527.01","2,378,572,868.11"
资产总计,"313,140,518.57","403,817,710.79","483,014,474.07","504,762,072.94","1,294,164,860.76","1,302,027,602.15","1,345,581,335.48","1,344,895,264.74","1,415,305,082.39","1,437,613,399.81","1,490,070,712.32","1,529,671,442.54","1,599,828,847.45","1,635,853,963.82","1,964,821,385.34","1,987,819,247.98","2,080,321,020.12","2,191,667,830.20","2,332,351,512.46","2,262,845,715.38","2,370,216,515.36","2,419,987,976.66","2,432,791,663.78","2,385,019,769.31","2,476,594,094.22","2,458,175,909.92","2,477,603,517.81","2,388,746,900.89","2,463,039,113.32","2,558,403,762.13","2,657,052,452.63","2,645,157,569.58","2,808,470,193.00","2,967,180,486.06","3,145,481,635.13","3,160,084,274.35","3,260,686,683.91"
负债和所有者(或股东权益)合计,"313,140,518.57","403,817,710.79","483,014,474.07","504,762,072.94","1,294,164,860.76","1,302,027,602.15","1,345,581,335.48","1,344,895,264.74","1,415,305,082.39","1,437,613,399.81","1,490,070,712.32","1,529,671,442.54","1,599,828,847.45","1,635,853,963.82","1,964,821,385.34","1,987,819,247.98","2,080,321,020.12","2,191,667,830.20","2,332,351,512.46","2,262,845,715.38","2,370,216,515.36","2,419,987,976.66","2,432,791,663.78","2,385,019,769.31","2,476,594,094.22","2,458,175,909.92","2,477,603,517.81","2,388,746,900.89","2,463,039,113.32","2,558,403,762.13","2,657,052,452.63","2,645,157,569.58","2,808,470,193.00","2,967,180,486.06","3,145,481,635.13","3,160,084,274.35","3,260,686,683.91"
