科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"103,743,464.29","150,982,127.29","213,334,249.55","107,273,219.53","192,827,157.32","259,098,121.63","23,103,658.16","95,018,500.54","166,906,376.82","241,483,667.59","58,121,171.45","132,616,521.77","193,269,772.59","263,999,743.48","49,399,245.76","117,587,371.75","181,783,133.50","266,024,906.43","52,754,191.66","106,235,278.21","166,736,298.55","234,274,622.30","95,806,000.69","194,316,866.05","349,874,812.46","356,298,784.61","48,972,605.86","194,152,999.07","271,308,812.07","400,787,373.68","126,130,272.60","396,057,378.60","541,769,125.58","493,555,578.70","60,755,564.38","368,930,233.98"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,"2,425,417.02","2,753,120.64","204,924.00","204,924.00","532,210.94",,,,"180,362.65",,,,"694,346.88","1,504,813.56","1,504,813.56","2,384,819.15","3,052,021.55",,"102,572.75","102,572.75","102,572.75","5,697,609.73","6,030,663.56","10,216,357.02","19,035,390.15","1,239,155.21","5,128,042.98","8,196,588.46","12,182,230.26","4,068,790.23","4,635,903.74","7,873,611.10","11,643,551.53","9,921,079.95","10,707,521.14"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,"170,000.00",,,,,,,,,,,,"53,820,000.00",,,,,,,,
收到其他与经营活动有关的现金,"1,881,766.23","6,560,000.00","1,349,633.88","5,800,058.75","5,800,058.75","6,580,663.42","750,963.50","5,196,326.81","4,890,569.48","4,860,843.51","997,843.78","672,486.33","1,280,130.43","10,734,505.61","993,480.33","713,646.12","3,959,347.08","7,084,399.77","916,795.86","3,353,409.08","4,261,232.06","4,872,426.44","6,164,632.99","17,771,328.70","31,171,324.12","20,130,048.71","11,580,182.14","32,619,098.60","46,279,587.50","61,917,890.51","4,364,127.67","16,631,870.68","51,393,868.36","54,747,182.31","6,254,480.79","28,381,335.80"
投资活动现金流出小计,"1,733,863.00","14,938,886.79","69,965,188.71","5,010,694.77","9,868,484.65","10,767,871.11","12,993,386.41","33,124,060.51","48,029,108.01","81,642,131.27","7,920,298.48","20,621,437.54","26,452,640.91","30,361,642.66","8,190,958.80","21,953,749.27","42,815,980.51","41,662,923.11","3,433,609.75","10,284,082.33","17,263,634.30","19,499,247.87","6,002,518.11","85,993,655.54","138,252,708.05","138,037,244.29","300,365.04","54,629,831.28","12,386,927.53","28,609,324.34","124,240.00","95,290,528.00","248,502,913.00","302,573,144.97","99,588,000.00","205,580,860.00"
经营活动现金流入小计,"105,625,230.52","159,967,544.31","217,437,004.07","113,278,202.28","198,832,140.07","266,210,995.99","23,854,621.66","100,214,827.35","171,796,946.30","246,524,873.75","59,119,015.23","133,289,008.10","194,549,903.02","275,428,595.97","51,897,539.65","119,805,831.43","188,127,299.73","276,161,327.75","53,670,987.52","109,691,260.04","171,100,103.36","239,249,621.49","107,668,243.41","218,118,858.31","391,262,493.60","395,464,223.47","61,791,943.21","231,900,140.65","325,784,988.03","474,887,494.45","134,563,190.50","417,325,153.02","601,036,605.04","559,946,312.54","76,931,125.12","408,019,090.92"
投资活动产生的现金流量净额,"-1,303,863.00","-14,938,886.79","-67,458,624.71","-5,010,694.77","-9,868,484.65","-10,767,871.11","-12,993,386.41","-33,124,060.51","-48,029,108.01","-81,642,131.27","-7,920,298.48","-20,621,437.54","-26,452,640.91","-27,710,804.66","-8,123,098.80","-21,885,889.27","-42,748,120.51","-41,604,923.11","-3,433,609.75","-10,284,082.33","-17,263,634.30","3,563,250.56","-6,022,526.11","-70,343,663.54","-114,602,716.05","-57,706,444.82","-300,365.04","-17,730,131.28","24,512,772.47","19,142,145.83","-124,240.00","42,310,204.67","-108,452,180.33","-163,146,492.52","-99,588,000.00","-205,280,860.00"
购买商品、接受劳务支付的现金,"82,224,792.03","105,992,733.70","140,024,385.19","89,851,270.98","144,635,015.72","192,014,720.45","45,234,277.27","107,832,725.77","181,647,489.52","229,888,878.01","65,757,146.13","120,476,525.39","175,642,093.86","229,767,791.70","57,228,956.21","95,345,669.00","150,970,487.84","198,998,993.21","45,441,159.33","86,158,430.02","129,096,311.22","187,493,124.88","69,634,673.34","162,917,301.06","255,112,135.52","228,708,072.90","81,445,522.94","186,989,693.86","253,529,303.49","327,076,691.65","106,917,655.69","288,503,472.16","448,294,713.60","386,103,558.07","80,925,058.96","281,616,378.66"
吸收投资收到的现金,"14,800,000.00",,"40,875,000.00",,,,"355,792,200.00","360,692,200.00","360,692,200.00","360,692,200.00",,,,,,,,,,,,"245,417,836.50",,,,,"50,000,000.00",,,,,,,,,
