科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"20,714,496.30","59,636,335.32","60,100,655.24","67,112,846.45","330,665,625.71","293,381,610.49","261,722,847.40","212,545,467.43","187,138,308.92","201,015,468.70","193,270,638.35","164,862,808.86","145,659,442.54","187,399,185.34","163,943,812.55","208,580,956.05","185,897,431.06","159,377,493.10","162,022,764.38","213,433,155.92","299,122,697.94","318,376,824.21","309,628,663.69","248,869,815.02","251,777,464.43","377,037,093.14","381,676,580.91","454,899,314.51","284,737,618.14","326,322,604.49","327,636,709.24","247,669,700.88"
短期借款,"10,000,000.00","10,000,000.00","11,000,000.00","20,000,000.00",,,,"29,139,831.16","27,102,549.97","37,881,780.57","58,048,497.98","32,311,023.05","31,045,433.21","47,164,581.33","26,815,161.37","72,087,141.60","68,018,361.97","73,017,382.82","101,582,742.47","161,252,100.99","187,951,594.42","206,065,247.10","199,562,694.96","181,799,329.71","212,145,668.20","171,036,592.09","172,992,128.97","203,040,577.72","162,813,440.81","182,565,801.10","232,555,423.15","202,855,522.20"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,"20,365,546.95",,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,"3,550,000.00",,,"30,000.00",,"300,000.00","323,378.30",,,"600,000.00","600,000.00",,,"193,993.00","10,254.00","10,254.00",,,,,,"56,200.00","10,436,026.23","10,071,722.52","9,732,758.48","8,561,957.66","8,681,957.72","6,821,600.08","7,813,047.66","6,271,599.00"
应付票据,,"4,000,000.00",,,,,,,,,,,,,,,,"633,799.00",,,,,,,,"4,000,000.00",,,,"1,117,798.84","309,999.84",
应收账款,"34,240,169.70","36,931,376.66","28,828,432.28","39,451,727.96","58,266,961.97","54,235,198.55","57,826,276.08","63,060,109.71","63,426,151.14","64,817,286.11","70,971,066.47","61,134,275.66","68,285,333.91","65,605,118.89","71,942,554.30","74,796,809.57","68,633,669.00","78,863,407.34","88,857,629.36","87,119,518.92","152,481,472.70","164,548,330.65","169,665,606.02","170,072,488.04","196,228,595.79","279,444,775.47","286,973,312.32","301,361,519.51","396,024,595.24","531,777,786.77","529,859,425.34","514,946,468.63"
应付账款,"11,797,898.06","9,335,401.10","17,079,693.31","12,065,001.67","13,330,350.71","13,641,499.08","14,311,813.04","12,625,126.69","9,706,205.79","15,220,619.86","15,416,590.52","11,307,361.84","14,196,815.58","20,503,538.43","19,967,136.49","21,093,255.73","17,268,384.04","17,259,008.06","18,031,870.51","18,951,205.54","33,412,350.06","57,657,169.91","57,509,142.23","47,431,175.43","44,104,008.26","153,832,062.25","169,940,870.79","143,073,294.81","184,409,316.49","251,936,931.26","182,403,406.14","159,564,088.34"
预付款项,"11,240,306.49","10,307,435.18","19,308,723.93","23,985,355.69","20,753,675.18","43,939,583.07","40,895,989.70","56,942,790.85","46,488,425.99","21,813,734.26","30,901,876.49","30,922,105.05","40,398,600.89","13,834,981.86","21,026,511.64","20,794,168.48","18,422,587.01","19,857,803.06","11,811,924.10","25,337,351.70","15,572,634.01","6,992,036.00","10,302,578.69","14,601,120.50","31,012,100.97","26,382,283.38","25,310,620.79","39,667,102.51","45,331,212.99","21,534,028.16","47,248,314.49","33,040,969.03"
预收款项,"1,838,210.24","645,998.44","1,065,687.22","693,661.64","579,249.15","606,503.98","1,041,106.23","2,486,005.05","3,917,693.66","3,099,758.41","2,228,504.61","4,036,207.99","4,673,207.47","3,448,830.11","3,169,043.14","2,885,910.98","3,073,866.39","7,619,245.17","5,093,245.07","6,450,386.46","10,993,702.21","7,461,663.16","8,214,656.48","11,663,139.97","9,660,697.08","16,617,683.91","15,007,046.36","19,897,309.99","26,185,696.98","18,720,693.86","23,359,834.34","18,095,060.04"
其他应收款,"488,632.51","186,245.72","4,538,551.68","5,887,757.45","2,336,515.32","4,618,325.19","6,115,062.58","6,226,129.09","7,109,741.24","2,750,602.68","2,831,305.24","1,889,709.42","1,755,963.96","2,530,396.59","2,742,385.60","3,229,681.95","3,268,382.06","4,961,046.48","6,134,294.41","6,104,138.14","6,731,454.88","5,383,119.04","7,548,338.02","7,561,316.93","8,017,403.45","208,276,076.61","222,755,606.27","215,925,199.86","236,524,676.96","22,142,129.24","25,921,903.22","30,184,470.51"
应付职工薪酬,"2,807,563.37","3,042,669.03","2,727,478.24","2,570,879.27","2,376,949.56","2,424,934.23","2,003,763.40","2,192,731.99","4,125,572.19","3,695,491.50","2,288,736.37","2,329,495.68","2,953,002.21","4,389,934.38","3,658,893.09","3,463,141.88","3,497,840.85","5,538,840.61","4,395,986.90","3,462,736.02","6,003,735.63","7,024,515.75","3,333,423.32","3,395,494.58","4,005,481.84","15,544,341.96","12,514,055.55","10,343,360.30","12,075,293.78","19,161,776.30","10,127,212.45","10,580,780.76"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"4,968,717.79","7,301,686.11","5,951,180.72","4,618,715.34","4,175,152.28","6,260,630.31","4,874,513.62","3,404,357.47","1,961,947.26","3,533,529.71","4,285,983.78","3,484,793.06","2,453,230.26","3,854,707.32","3,118,888.20","4,517,126.96","4,541,257.92","9,610,176.86","11,397,726.69","7,208,714.86","3,145,358.28","10,882,402.83","7,469,150.87","6,393,355.46","10,914,837.73","24,152,314.76","12,190,279.41","11,594,712.34","8,086,396.60","19,138,169.33","8,782,143.19","7,882,694.03"
应收利息,,,,,,,,,,"325,840.35","280,000.00","801,102.85","646,500.00","350,117.05","627,469.47","917,843.45","1,036,811.32","737,628.52","852,241.22","63,115.54",,,,"369,390.42","711,015.42","395,452.92","199,687.50","460,890.81","962,112.56","1,274,166.64","269,582.41","377,152.78"
应付利息,,,,,,,,,,,,,,"87,333.34","40,000.00","135,833.34","111,200.00","201,148.33","206,758.54","204,677.42","238,410.75","346,003.06","175,500.00","183,918.75","203,062.50","224,152.40","270,170.28","216,473.20","187,654.45","721,862.38","265,029.45","155,554.45"
应收股利,,,,,,,,,,,,,,,,,,,,,,,"2,462,234.70",,,,,,,,,
应付股利,,,,,,,,"24,525,000.00",,"270,000.00","270,000.00","270,000.00","216,000.00","216,000.00","216,000.00",,,,,,"14,000,000.00","10,000,000.00","8,000,000.00","1,500,000.00","1,000,000.00",,,,,,,
存货,"37,724,800.87","22,926,826.64","31,844,686.86","35,929,606.38","35,129,751.16","32,424,947.07","45,304,460.83","61,717,746.14","63,626,317.15","69,172,295.74","84,498,021.79","90,434,215.67","96,532,921.06","82,910,838.23","82,123,387.41","86,653,588.47","90,073,409.18","121,471,772.39","135,625,730.71","136,702,266.35","157,024,259.72","193,097,303.14","206,464,444.44","214,553,257.87","216,104,941.17","261,134,244.41","272,590,202.42","272,902,413.81","315,463,607.62","318,489,241.12","311,438,284.05","328,432,348.95"
其他应付款,"1,984,458.57","2,300,428.75","1,572,901.44","1,520,424.52","1,334,044.44","1,537,071.45","713,500.50","1,605,099.00","2,524,359.08","891,590.98","930,536.41","871,546.51","682,419.26","1,195,238.99","1,395,832.55","1,338,303.92","2,011,619.14","4,176,452.41","3,804,844.14","2,750,581.10","216,302,002.33","138,605,298.28","140,472,698.79","139,622,223.64","147,377,043.19","110,765,337.51","115,417,465.24","121,001,750.31","131,376,488.30","54,468,421.20","59,938,015.74","57,366,409.48"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,"1,168,701.57",,,,,,,,,,,,,,,,,,,,"21,500,000.00","14,000,000.00","24,000,000.00"
其他流动资产,,,"908,333.00","550,000.00","550,000.00",,"4,610,668.00",,,"4,863,456.88","2,585,050.37","5,133,727.57","6,046,193.71","4,114,931.37","469,243.31","2,363,781.79","1,771,525.75","3,007,081.19","2,315,651.72","3,075,578.90","7,274,058.54","32,352,616.25","8,185,328.33","8,728,522.06","15,530,452.64","61,009,480.03","44,047,208.87","56,687,481.77","78,035,622.43","77,416,481.87","39,103,644.22","36,290,735.78"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,673,308.29",,,
流动资产合计,"104,408,405.87","129,988,219.52","149,079,382.99","172,917,293.93","447,702,529.34","428,629,664.37","416,475,304.59","400,792,243.22","368,112,322.74","364,758,684.72","385,337,958.71","355,777,945.08","359,924,956.07","356,745,569.33","342,875,364.28","397,530,822.76","369,114,069.38","388,286,486.08","407,620,235.90","471,835,125.47","658,572,124.74","720,750,229.29","714,257,193.89","664,812,110.84","729,818,000.10","1,223,751,128.48","1,243,285,977.56","1,350,465,880.44","1,365,761,403.66","1,305,778,038.37","1,289,290,910.63","1,197,213,445.56"
流动负债合计,"33,396,848.03","36,626,183.43","39,396,940.93","41,468,682.44","21,795,746.14","24,470,639.05","22,944,696.79","75,978,151.36","49,338,327.95","65,761,472.60","83,468,849.67","54,610,428.13","56,220,107.99","80,860,163.90","58,380,954.84","105,520,714.41","98,522,530.31","118,056,053.26","144,513,174.32","200,280,402.39","472,047,153.68","438,042,300.09","424,737,266.65","391,988,637.54","429,410,798.80","496,172,484.88","498,332,016.60","509,167,478.67","539,807,595.70","569,331,454.27","531,741,064.30","480,500,109.30"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,"14,771,750.00","135,137,296.95","138,137,296.95","157,637,296.95","171,637,296.95","171,437,296.95","173,902,095.95","71,437,296.95","71,437,296.95","98,937,296.95","98,937,296.95","103,937,296.95"
长期借款,,,,,,,,,,"2,912,159.03","3,597,055.73","2,912,159.03","2,912,159.03","2,947,626.28","2,947,626.28","2,486,940.12","2,102,031.82","2,120,342.67","1,844,557.17","1,838,011.79","5,855,509.93","6,128,560.00","6,199,360.00","6,212,500.00","6,210,158.08","6,050,580.35","5,961,863.25","5,947,894.74","5,847,364.57","1,736,479.89","1,609,771.91","1,480,718.28"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32,500,000.00","32,500,000.00","17,500,000.00"
