科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"2,614,154,335.28","3,189,828,648.84","2,870,090,960.35","1,247,655,530.93","2,027,753,273.16","3,164,751,341.74","771,766,940.39","1,457,523,004.45","2,409,235,420.27","3,656,275,745.09","916,963,136.32","1,697,486,887.68","2,663,037,206.21","4,127,999,898.88","802,470,055.22","1,822,026,165.00","3,047,505,267.97","5,255,373,268.15","940,002,086.81","2,116,969,412.09","3,347,010,222.81","5,115,632,967.58","1,008,938,413.05","2,352,445,831.79","3,197,557,191.45","4,600,836,970.39","635,850,456.47","1,988,387,054.42","2,978,112,776.54","4,305,248,035.23","870,820,971.52","2,091,631,805.89","3,256,642,362.69","4,653,325,424.76","1,116,832,485.06","2,202,447,410.63"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,"50,000,000.00",,"370,139,700.00",,,"442,041,824.41",,,,,,,
收到的税费返还,"3,142,000.00","5,431,000.00","10,927,000.00","10,817,088.00","10,842,565.71","10,817,000.00","2,198,000.00","8,000,000.00","11,000,000.00","11,820,515.82","2,063,771.33","3,085,997.31","4,455,186.46","3,694,036.36","2,254,591.67","24,327,739.95","27,751,158.02","15,359,077.44","2,988,605.47","12,620,154.28","23,711,021.87","7,436,204.13","2,437,737.68","2,460,957.46","9,137,956.81","7,403,591.13","497,298.10","5,764,844.89","13,171,841.32","9,959,386.92","4,115,022.56","7,064,623.21","17,529,623.53","20,713,577.49","2,119,612.60","13,532,697.01"
支付其他与投资活动有关的现金,,"19,618.47","303,243.40",,,,,,,,,,,,,,,,,,,,,"59,000,000.00",,,,,,,,,,,"180,759.40",
收到其他与经营活动有关的现金,"8,462,526.63","3,016,230.82","16,508,840.33","23,532,214.39","24,104,358.92","23,691,745.33","5,812,685.36","37,573,834.87","46,558,725.25","64,093,196.55","3,768,524.02","47,075,874.18","52,912,587.24","61,567,255.95","7,821,456.28","16,789,727.42","62,149,036.96","80,591,302.03","17,862,751.60","23,386,008.68","38,863,949.38","37,294,601.24","46,575,324.19","8,260,897.03","50,260,897.03","33,721,491.62","87,828,957.23","94,583,955.55","107,197,821.72","127,985,987.89","71,206,713.85","10,532,133.72","18,116,657.98","39,079,267.41","17,201,291.04","19,282,084.49"
投资活动现金流出小计,"86,051,537.83","13,011,673.54","195,425,751.97","69,727,281.41","86,116,063.53","108,918,035.70","9,107,223.44","69,175,825.25","159,175,825.25","106,428,780.48","125,462,089.52","89,606,823.13","99,474,589.98","92,596,584.41","37,321,457.79","50,093,966.27","60,085,242.17","135,319,288.39","31,315,285.82","28,791,377.17","38,778,096.73","629,369,110.56","2,931,171.80","132,337,936.51","410,111,660.91","457,309,200.79","9,894,547.23","28,460,142.97","468,709,967.38","1,152,971,610.67","70,000,000.00","92,001,689.33","129,983,452.11","150,312,582.62","17,852,823.44","514,919,748.66"
经营活动现金流入小计,"2,625,758,861.91","3,198,275,879.66","2,897,526,800.68","1,282,004,833.32","2,062,700,197.79","3,199,260,087.07","779,777,625.75","1,503,096,839.32","2,466,794,145.52","3,732,189,457.46","922,795,431.67","1,747,648,759.17","2,720,404,979.91","4,193,261,191.19","812,546,103.17","1,863,143,632.37","3,137,405,462.95","5,351,323,647.62","960,853,443.88","2,152,975,575.05","3,409,585,194.06","5,160,363,772.95","1,057,951,474.92","2,363,167,686.28","3,256,956,045.29","4,641,962,053.14","724,176,711.80","2,088,735,854.86","3,098,482,439.58","4,443,193,410.04","946,142,707.93","2,109,228,562.82","3,292,288,644.20","4,713,118,269.66","1,136,153,388.70","2,235,262,192.13"
投资活动产生的现金流量净额,"-59,535,773.83","-9,511,173.54","-189,346,263.13","-48,202,281.41","-64,591,063.53","-76,838,037.66","-8,334,963.68","-55,659,654.81","-145,630,420.49","-93,210,535.48","-125,462,089.52","-89,606,823.13","-99,474,589.98","-92,386,441.19","-23,488,257.79","-36,260,766.27","53,747,957.83","84,710,235.08","-31,315,285.82","-28,791,377.17","-38,778,096.73","-626,816,110.56","5,978,828.20","21,118,229.21","-258,195,575.75","-55,043,450.52","7,148,786.10","326,920,824.53","152,961,333.79","-238,689,981.39","-53,230,248.02","186,124,866.09","437,739,732.11","674,300,222.79","332,998,514.71","-361,558,602.46"
购买商品、接受劳务支付的现金,"2,237,497,651.78","2,606,682,829.37","2,287,792,928.94","1,178,459,797.14","1,952,696,738.44","2,946,553,741.95","1,127,334,137.43","1,938,005,835.58","2,989,923,623.42","3,588,666,085.46","874,831,891.50","1,695,122,374.32","2,573,039,005.76","3,225,533,859.07","988,725,683.74","2,003,982,567.87","3,241,410,912.42","4,871,685,701.64","876,336,804.11","2,053,060,229.40","3,107,211,495.20","4,394,311,947.24","675,016,833.71","2,000,212,856.67","2,997,668,867.79","4,063,394,435.22","558,910,086.81","1,503,886,260.20","2,509,441,726.96","3,496,810,476.07","967,958,817.20","2,138,284,851.00","3,528,663,403.55","4,468,017,592.07","1,096,855,812.41","2,341,949,258.31"
吸收投资收到的现金,,,,,,"1,683,600,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
