科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"38,361,302.00","67,855,596.87","87,861,160.07","59,180,409.15","1,319,206,284.58","1,243,968,606.72","1,091,531,666.71","890,096,649.06","785,836,130.40","727,167,211.10","698,276,115.75","1,128,135,884.93","648,507,595.67","551,457,826.96","514,770,502.57","420,373,656.95","453,071,282.50","595,548,683.98","763,113,276.31","665,252,394.58","576,839,711.73","521,463,958.40","663,453,973.41","1,277,962,145.17","1,111,335,124.63","1,641,377,580.35","1,598,435,936.57","1,437,728,863.14","1,414,480,592.90","1,585,117,485.47","1,623,184,105.32","1,395,016,507.35","2,135,205,957.88","1,733,922,263.41"
短期借款,"12,000,000.00","20,000,000.00","22,000,000.00","22,000,000.00","20,000,000.00",,,"60,000,000.00","100,000,000.00","291,000,000.00","461,000,000.00","663,000,000.00","454,050,000.00","537,050,000.00","534,060,000.00","615,860,000.00","794,000,000.00","959,000,000.00","929,000,000.00","766,000,000.00","686,000,000.00","616,000,000.00","716,000,000.00","724,000,000.00","551,000,000.00","670,500,000.00","690,490,000.00","651,225,357.78","627,123,540.75","775,133,370.63","753,390,000.00","1,180,990,000.00","1,605,290,000.00","1,734,290,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,"1,300,000.00",,"1,250,000.00","1,120,000.00","3,020,000.00","3,300,000.00","4,900,000.00","3,200,000.00","4,100,000.00","18,950,000.00","15,340,000.00","32,053,760.00","17,988,208.00","19,714,632.50","24,330,326.08","17,150,000.00","10,400,000.00","75,387,937.52","44,680,198.69","46,180,415.29","89,592,011.01","120,395,251.11","108,824,307.27","91,135,347.04","96,348,430.51","114,779,823.07","145,548,871.91","147,086,098.04","124,331,678.17","125,092,443.04","145,869,039.81","115,828,400.80","77,471,545.99"
应付票据,,,,,,,,,,,,,,"300,000.00","9,400,000.00","28,100,000.00","43,380,000.00","106,939,380.65","164,366,914.93","127,287,281.59","119,198,733.39","192,682,456.89","201,313,788.90","384,020,701.59","485,439,882.63","450,481,018.86","340,293,561.77","291,831,746.34","257,110,765.12","156,663,315.60","179,600,345.19","212,928,870.64","192,573,598.27","126,245,828.60"
应收账款,"113,645,927.36","134,330,364.62","170,323,300.93","180,206,214.49","238,591,552.61","268,252,637.12","322,472,645.30","328,539,115.73","450,218,340.91","599,587,293.82","762,459,350.11","667,405,214.18","824,373,894.72","904,021,648.33","1,072,196,276.75","817,057,549.80","1,072,507,576.84","1,155,951,454.57","1,385,415,239.71","1,143,174,917.26","1,524,323,860.06","1,494,044,890.73","1,867,136,587.07","1,443,854,997.62","1,998,108,464.42","1,944,283,278.86","2,268,134,683.00","1,718,488,964.60","1,870,966,915.30","2,123,943,856.26","2,141,174,218.26","1,714,201,328.93","1,787,209,235.46","2,074,585,027.77"
应付账款,"119,359,406.48","163,237,874.10","177,044,795.80","190,554,283.04","297,060,531.53","369,572,819.72","462,353,821.35","381,739,573.71","557,981,785.72","551,903,189.90","811,438,821.42","705,746,010.70","866,044,972.50","933,797,148.00","1,202,891,996.11","1,005,377,321.49","1,316,596,689.09","1,374,347,037.11","1,983,422,586.79","1,674,939,494.74","2,167,680,963.60","2,309,700,943.66","2,831,428,593.30","2,274,583,736.84","2,313,087,350.19","2,161,025,364.51","2,658,311,971.27","1,977,715,644.95","2,104,052,534.28","2,246,976,538.81","2,612,716,913.18","1,883,092,016.13","2,072,811,091.62","2,137,265,745.93"
预付款项,"1,736,284.90","3,490,681.78","12,557,827.21","37,578,833.90","7,262,686.78","19,057,992.17","23,907,463.96","35,261,420.33","47,524,954.68","141,657,793.61","359,270,082.95","224,277,780.37","251,986,400.75","246,663,730.72","51,739,747.92","58,353,833.48","77,562,032.83","72,026,417.81","48,189,856.23","51,307,580.43","40,258,520.96","41,115,917.04","30,032,071.59","37,383,351.92","81,191,514.44","67,011,768.11","28,129,138.19","85,382,430.44","148,119,383.46","169,774,981.75","78,754,126.13","89,609,416.72","79,090,583.70","84,117,887.81"
预收款项,"12,653,678.85","11,867,252.41","14,075,547.00","8,303,591.34","8,965,484.28","16,775,501.65","13,481,729.28","45,499,280.79","33,452,235.84","44,181,450.30","21,744,282.12","25,973,334.94","62,613,805.69","61,015,012.34","61,270,807.45","115,283,429.67","103,498,194.69","153,557,124.92","166,536,110.15","268,078,993.95","222,943,024.78","255,842,559.05","406,228,845.72","463,873,743.83","444,313,900.83","471,957,197.99","319,430,564.70","429,639,623.14","537,662,653.90","477,825,024.91","566,704,826.64","728,439,774.13","677,283,364.51","701,754,220.22"
其他应收款,"12,049,304.61","7,401,500.60","9,947,295.36","11,974,466.71","14,616,153.99","23,972,152.22","23,235,283.88","54,859,304.24","48,002,043.12","55,960,878.62","41,429,847.65","53,927,842.25","87,352,370.63","158,139,876.54","228,442,140.97","210,584,195.02","196,627,878.53","194,626,718.11","207,049,602.91","264,537,154.41","261,425,926.59","216,481,853.20","199,131,887.99","408,987,109.35","269,657,685.34","307,179,004.29","222,327,856.52","408,573,220.55","542,876,506.58","559,250,375.22","380,971,238.60","309,482,732.34","322,906,089.99","380,740,909.35"
应付职工薪酬,,,,"13,654.19",,,,,,,"316,206.60",,,"378,106.75","993,028.57","169,139.54","1,105,589.08","512,639.83","1,722,379.22","1,640,533.87","1,028,352.73","446,888.75","3,367,280.46","1,944,039.26","2,377,561.09","1,946,704.40","11,555,794.95","5,613,778.92","6,022,028.82","6,251,720.42","11,159,538.19","8,269,760.22","5,796,558.60","6,286,635.16"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
